,sst_cluster1,sst_cluster2,sst_cluster3,sst_cluster4,sst_cluster5,sst_cluster6,sst_cluster7
1965-01-01,33.66540115658599,46.284641538347515,47.6647834777832,31.72411594995007,33.99658672145156,25.234478275950362,30.175538804796005
1965-02-01,34.32959943714708,47.151422500610344,50.757667541503906,32.607392703785614,35.60796174846712,25.752760724323554,30.564752366807724
1965-03-01,34.24697441629844,48.0156557900565,53.12915802001953,32.91630550747004,34.660966279076746,24.778035791908824,29.990648057725693
1965-04-01,33.833206290065654,49.91240842001778,53.575748443603516,32.953415952656606,33.363887911937276,23.78891270335128,29.272649976942276
1965-05-01,31.915093412493714,50.72855608803885,52.1657600402832,31.936904423916502,30.985284242473664,22.64801816242497,27.474059210883247
1965-06-01,30.526197546779517,50.354232106889995,50.073577880859375,30.704317049742823,28.363005841364625,21.103775210496856,26.17719184027778
1965-07-01,29.742874013315333,50.11823517935616,47.80060958862305,29.78065456200509,26.217470012727333,20.085476665962034,24.966901991102432
1965-08-01,28.882532780713372,49.685723440987715,45.332950592041016,29.14457925304568,25.06458016692615,19.834862685785062,24.25804180569119
1965-09-01,28.582632423627494,49.616929462977815,44.59859848022461,28.666841066800632,25.904045730340677,20.033259508086417,24.561971028645832
1965-10-01,29.24728299131488,50.62132222311837,45.358314514160156,29.092757626356583,26.9637475248243,19.937036095595943,25.175018310546875
1965-11-01,30.456947100044477,50.66493238721574,45.901947021484375,29.637631032261915,29.26304066767458,20.822622717880623,26.47977277967665
1965-12-01,31.898791247075145,50.18733228955949,47.214881896972656,30.773413990417758,31.545800850039623,22.583098527861807,28.07720438639323
1966-01-01,33.28040897256077,50.085653577532085,49.74211883544922,31.595973191757547,34.334532940974,24.50425915601777,29.702721489800346
1966-02-01,33.786329892602296,50.312924385070794,51.27498245239258,32.33185418590701,34.78286461751969,25.63293038344965,30.8660642835829
1966-03-01,33.545707476021036,50.82467283521379,51.036067962646484,32.3336760922255,34.65767375758437,25.300414387772726,30.240996466742622
1966-04-01,33.41007421512415,50.94448157719203,49.74701690673828,32.370537114898546,33.18832272388896,23.211300082323028,29.343265109592014
1966-05-01,32.15487262990215,50.31983852386474,47.3545036315918,31.386870820058416,31.37013560435811,22.003564601991236,27.626210530598957
1966-06-01,30.308451510892056,50.51007952008928,46.064334869384766,29.774047023030967,29.250153557198946,21.073755403844324,26.120729234483505
1966-07-01,28.827717280623936,50.98370824541364,44.77766799926758,28.840968188117532,27.501077339297435,20.460563752709366,25.0503175523546
1966-08-01,28.358436338972336,48.33877767835344,42.77363967895508,28.14779411074263,26.434984363493374,19.74730142732946,24.525439792209202
