,r600_cluster1,r600_cluster2,r600_cluster3,r600_cluster4,r600_cluster5,r600_cluster6,r600_cluster7
1965-01-01,103.3718331346234,34.640846762768795,111.13971774860964,37.450606335875804,28.50992480913798,35.01826695033482,119.83983299948953
1965-02-01,95.76581566079149,31.798494779146633,96.76890615689553,37.52293689276582,34.97616847356161,31.364507091288665,131.40451257879084
1965-03-01,88.29177930517103,30.67758362428799,115.1532577256025,38.59982746903614,51.50399208068848,51.24888128163863,120.40984413840555
1965-04-01,84.42595028182835,35.728094171122166,80.27476941124868,37.92598016800419,40.36351442337036,50.96787433235013,159.9594463001598
1965-05-01,81.8390559224249,31.650299531560275,79.2972887976695,39.04416279126239,37.70453929901123,48.38120207494619,141.73629067160866
1965-06-01,68.30922839711013,27.466056338919444,64.59381620762713,39.29163512363228,26.884295543034874,36.625951650191325,136.12971739335492
1965-07-01,65.07686689062025,23.670585657840586,45.99393101061805,39.20697242982926,23.232458035151165,28.168255942208425,149.83879436146128
1965-08-01,72.35485928729899,25.93196945445593,38.49992590435481,40.811873507756054,28.494224945704143,28.10770930076132,138.5360977866433
1965-09-01,67.73496831505044,27.96133991866606,50.607645713676845,35.893117740590085,25.29093623161316,23.40311712148238,134.66359918767756
1965-10-01,71.02956308901888,27.044471689689914,36.74499059127549,37.45485633932134,27.70625154177348,34.107998439243865,150.4971590909091
1965-11-01,57.76631253436931,32.6899697549367,50.30686976545948,38.104761800458355,20.449833075205486,31.70810232357103,151.182053305886
1965-12-01,66.94655372101126,33.0439309212675,105.92026791330112,40.76889817432691,26.670467853546143,28.186733868657328,147.69805561412466
1966-01-01,81.00715563135239,31.372077329501657,89.28381063170353,39.855653496198755,36.84907754262289,50.190898350306924,160.1673126220703
1966-02-01,72.05465557505784,27.787337414795736,108.74217405157574,39.74166429170998,35.55464744567871,37.900017718879546,161.28942316228694
1966-03-01,85.15746477738168,33.136101789697754,77.77754573498743,42.262127578899424,39.5870049794515,53.31299450932717,154.41804365678266
1966-04-01,74.81561308925592,35.77371425054544,55.63563330698822,37.45139696264779,36.043055852254234,45.965451610331634,155.18488450483844
1966-05-01,76.36226542945047,29.99855730445887,71.27434035479013,38.71568659300445,22.952020168304443,34.00639514533841,130.51653775301847
1966-06-01,61.63177119875417,24.691831148587738,52.377568261098055,37.73394758983325,24.80654319127401,28.492421519999603,127.2422270341353
1966-07-01,47.26507501694763,23.630261500942268,33.76425403659627,37.73749105391963,25.339066982269287,25.284409036441726,161.30802848122337
1966-08-01,65.16533823846613,21.2472532903869,72.56238905049987,39.692614155430945,25.64410169919332,23.410594706632654,136.31910844282672
1966-09-01,68.96752292670092,24.674654166435317,46.08793743586136,39.013899526288434,23.55241378148397,18.600835605543487,127.5518850846724
1966-10-01,68.94738836195862,26.9457118567017,53.79337698726331,38.81884697944887,25.916296243667603,20.809154121243225,116.61435907537287
1966-11-01,79.29057889771693,29.378547158129635,71.84876910710739,41.20560256383752,21.031113465627037,25.272970783467194,122.31147072531961
1966-12-01,77.93634655406174,31.842491379549667,82.53823619777874,39.498589115758094,21.22320334116618,33.851806484923074,122.93089953335848
1967-01-01,96.48830821213213,29.319274545114574,107.83237521931277,43.870843866819975,46.427083015441895,30.766856913663904,137.67151399092242
1967-02-01,109.0445731450053,29.61330413818359,116.97326918779794,45.1975227684103,46.11235857009888,45.630583471181446,137.26340207186612
1967-03-01,110.6045176681963,27.825190311291543,109.0243711309918,41.65272405070643,43.26962629954021,46.1091761686364,150.14970952814275
1967-04-01,101.75171639155415,33.34019064504566,65.78761601852159,34.676198036439956,38.607895374298096,40.573879164092396,149.87434040416372
1967-05-01,62.92412767132509,32.54551456923468,65.269263316009,36.68414341506138,30.35253683725993,39.97413090297154,134.11578265103427
1967-06-01,83.86600827707828,22.46782468712848,71.60894102969412,38.05317827450332,33.5476279258728,29.621562179254028,132.9323421825062
1967-07-01,70.35995779685604,23.551479709586967,62.41492578538798,36.85441888788695,24.88976319630941,22.767530168805806,138.69230096990412
1967-08-01,60.18663239710539,23.74910526849753,55.09538165593552,37.25765853799799,21.449383099873863,22.38248124414561,140.37941152399236
1967-09-01,65.50886839338877,24.787553895676016,58.72467170327397,36.641506994924235,20.0494388739268,16.86288288661412,129.82783751054242
1967-10-01,81.94204348962283,28.46571051556131,63.6251869848219,38.90432952552713,25.32172997792562,20.126097542898997,119.44860978560014
1967-11-01,67.10894130966038,33.28942008640455,65.29096829689155,36.88465856736706,17.29333599408468,20.534758665123764,130.21608699451792
1967-12-01,70.02244412320331,31.2400990106589,75.9005918341168,41.49392548427787,15.797874331474304,39.3526232972437,147.80602888627485
1968-01-01,106.083738456652,30.859643559790772,112.04827518786415,40.51667439040317,26.905874411265057,30.605765751429967,138.9772588556463
1968-02-01,96.91371362186172,34.92304696685893,118.4987601587328,41.15658319124611,35.27799050013225,33.347783769880024,126.805288141424
1968-03-01,93.76858461250379,33.20735051081731,82.9708745924093,43.030849579841856,45.840513706207275,33.38398446842116,105.73579614812678
1968-04-01,78.46666354577518,35.917378428787686,65.94419317730403,41.97897039433961,31.552282969156902,45.60327724534638,137.77627077969638
1968-05-01,66.477990381926,27.04788833158869,72.06344604492188,39.054256357172484,18.37632457415263,31.761052657146845,130.58013916015625
1968-06-01,52.85180101116884,26.916026750137174,39.11085936982753,38.98636397495064,22.359591722488403,27.1205337680116,89.29957476529208
1968-07-01,63.020609883428776,24.099698274031926,67.10216069625596,40.3099916314566,36.49098078409831,30.30848600426499,117.44032773104581
1968-08-01,67.92373657226562,26.07929459383655,59.30956177792307,41.06416189542381,24.970432122548424,23.868525758081553,126.26812674782492
1968-09-01,74.93047066105223,27.32391867749268,57.66996609962593,35.69695206098659,26.50243043899536,19.42492893763951,114.62738730690695
1968-10-01,63.080524703831344,31.16475299847963,57.90354195287672,37.17307377887028,28.726706902186077,22.75902689719687,129.88785830411044
1968-11-01,62.15152370119558,30.654404554080003,50.11380405749305,39.13592779508201,20.97668250401815,28.793576298927775,160.0604144009677
1968-12-01,88.34258885059542,30.10722004051591,83.54664818715241,41.36052182925645,22.85801966985067,23.36917020836655,161.71550750732422
1969-01-01,96.56066524172292,35.264436855762696,99.5483463093386,35.78894881791966,24.60004289944967,38.06577799271564,168.9746856689453
1969-02-01,95.82950999435869,32.208365500970025,97.53398571984243,44.28844964632424,36.2057367960612,39.424370746223296,166.25789295543325
1969-03-01,113.15553535535497,30.72115729086375,95.98415180788203,39.55276653330813,52.82262563705444,44.51274871826172,165.54190895774147
1969-04-01,76.03905316695426,31.500931168878356,85.32656653452729,36.18516255450505,39.26535447438558,45.56540664361448,164.81040607799184
1969-05-01,49.420166015625,28.51061996408928,54.174070843195516,39.2362363876835,38.70267073313396,36.9966273405114,154.7034350308505
1969-06-01,63.10224255311836,28.3249245838178,75.58114003326934,34.881322101880144,29.2904794216156,28.185990391945353,143.17156184803355
1969-07-01,74.83987160099363,27.637704957687735,59.78630195229741,36.141631936514244,21.850709120432537,27.595562837561783,142.2357299111106
1969-08-01,65.67815021403784,26.68135142246616,55.74538020764367,34.40655533985425,34.5362663269043,29.01189375896843,129.82847040349787
1969-09-01,69.33916332652268,28.427078093972092,50.02132674395028,38.14681832508374,28.911540905634563,20.407661126584422,108.89788540926847
1969-10-01,67.27734537957942,31.278927908294573,68.03262354963917,37.35600697096958,26.273431380589805,26.12885261068539,109.36030474576083
1969-11-01,84.25506665868666,25.766481125235156,56.86146364373676,39.116186224004274,31.642144918441772,23.152664729527064,123.50378036499023
1969-12-01,87.82545293419106,31.806665120714882,93.31882282838984,41.43300312821583,37.587014834086105,27.156674132055166,149.97893246737394
1970-01-01,99.91055460809504,33.23780366010889,90.55406602762514,38.5653813680013,37.20799684524536,38.93506186349052,136.11881082708186
1970-02-01,96.55300992206462,32.25158704164435,104.67268733654993,39.479364374632475,40.81823031107585,34.224198789012675,147.69214283336294
1970-03-01,87.43816486840109,33.45529435071658,105.8109606726695,39.92214869427424,39.055236180623375,40.29133855080118,154.47384227405894
1970-04-01,87.64944354307305,29.734452033920032,49.67137352894929,36.70357786199098,45.62443494796753,40.62166019361846,144.65226260098544
1970-05-01,72.35816288920282,28.308400182819682,64.88588624081369,38.50040794700704,29.87258036931356,41.58736248405612,116.87505028464578
1970-06-01,60.44545405119368,25.981460367158103,51.838984731900496,38.45725572237404,30.790428320566814,28.097882562754105,111.1617695201527
1970-07-01,68.6407996612845,25.28924080839125,54.14666321318029,34.662403086180326,22.906984885533653,17.801380157470703,83.55849872935902
1970-08-01,70.07336292452025,25.01322832394603,65.49247483075676,38.54192559437085,27.976502974828087,12.996641470461476,77.33483748002486
1970-09-01,55.067793836871395,20.65527861732304,64.82753430382681,38.86366608322307,30.325865745544434,21.92710370433574,81.6723563454368
1970-10-01,75.30947564875038,24.481866511214136,83.25940794863943,38.326799228627195,28.498655557632446,18.45780002827547,102.48231020840731
1970-11-01,85.28604600036029,27.883946855730034,89.78101439395193,39.21886259509671,23.092985153198242,21.578817951435944,83.39404192837802
1970-12-01,109.94645276115936,30.696613732787675,100.22379341772047,40.542003159881915,24.67131813367208,23.18656298579002,126.53941241177645
1971-01-01,103.11401144972125,31.551000027353545,92.57939225536282,45.094335207375146,36.10791365305583,38.63406667903978,111.21684854680842
1971-02-01,117.1184836082088,26.46713894745179,117.88878360037077,45.73590986190303,39.53925768534343,35.627929531798074,86.27332340587269
1971-03-01,105.82420571336468,28.064397346215898,117.17900421659826,44.641613703902046,51.88904205958049,36.46734588000239,114.37788876620206
1971-04-01,109.91330563443378,29.12320803639083,98.29499196198027,42.07500898709861,45.43652931849162,35.613246839873646,113.95456140691584
1971-05-01,91.75995021190458,29.206125393360352,71.78717144465043,37.687150893672815,30.457804600397747,31.576913716841716,108.80333293568005
1971-06-01,70.44457000436134,24.375326737113618,74.29096415891486,39.217153159520954,34.353041648864746,31.54047946540677,104.34193177656694
1971-07-01,82.52983463620676,25.922945590322232,69.21863879187633,39.98477176953387,32.15728600819906,19.414672073052856,112.64561739834872
1971-08-01,62.03988454874279,20.279262376868203,61.728597091416184,40.46208371398269,34.37094688415527,21.98531870939294,109.07245982776989
1971-09-01,58.706781702134215,21.860288856021533,63.76585233009468,38.78898005331716,37.799978256225586,21.728410526197784,90.15849720348011
1971-10-01,68.09608311329073,24.408306644911747,53.61875437073789,40.05833031028829,26.3242244720459,13.494687177697006,105.76795231212269
1971-11-01,79.17936750986044,29.23235239392539,62.4771829378807,42.639560084189135,19.85209584236145,28.139367395517777,127.72347710349344
1971-12-01,83.47295372231493,31.304406641319044,84.41685175491592,40.63152907997049,21.099581321080528,30.67979617994659,149.7164639559659
1972-01-01,122.67406796946109,35.62390381675898,102.97148753020724,42.85213203840358,29.341226816177368,29.277748964270767,140.1053255254572
1972-02-01,101.13318359967575,31.758876149869682,115.1515249478615,44.449133514076145,44.48393185933431,35.16200318628428,135.99705262617633
1972-03-01,95.71084328068113,32.46310690174932,115.72943218683793,43.36194274246051,55.121497313181564,50.015344425123565,120.10336789217862
1972-04-01,87.86636648826229,30.566302908702834,84.123023081634,36.156357488324566,45.92107137044271,52.98421820815729,155.32129461115056
1972-05-01,86.72262765828846,28.962774500001633,57.487811072398046,33.98884804018082,28.34688425064087,32.60736660081513,155.51414489746094
1972-06-01,66.95744042257661,29.677254539668358,36.966734417414266,37.45473123365833,29.32706673940023,25.462689691660355,136.07330322265625
1972-07-01,42.44428282802544,22.98097450996322,46.54014716714116,38.14230990666215,32.18783736228943,33.933261949188854,162.29757829145953
1972-08-01,62.29189900518621,28.13472747802734,22.708509736141917,39.59326077533024,23.630543549855552,34.06414888343033,156.13049593838778
1972-09-01,57.79513942385183,26.634127639209147,26.549174421924658,33.924944170059696,27.66640583674113,40.59052370032486,163.04201646284625
1972-10-01,47.263743576494235,29.513431153568533,33.01693221270028,36.13131174477198,29.736405611038208,35.15674046107701,144.03144663030452
1972-11-01,55.61083451058101,32.081574022171885,59.29577067746955,38.15630379543509,24.31800365447998,33.821230518574616,157.25408033891156
1972-12-01,77.56251733279922,31.583330543543582,67.7569502491062,41.733626909153436,32.796988884607956,38.915556304308836,168.94739324396306
1973-01-01,75.1364254257054,27.029919704067268,88.25841354111495,43.09314502182827,50.94805955886841,55.687402219188456,160.8329252763228
1973-02-01,87.60623746705286,33.0809111579206,106.80048021219545,42.16626587734427,42.99410581588745,55.762808663504465,176.4605088667436
