,abs_vo1000_cluster1,abs_vo1000_cluster2,abs_vo1000_cluster3,abs_vo1000_cluster4,abs_vo1000_cluster5,abs_vo1000_cluster6,abs_vo1000_cluster7
1965-01-01,-0.00012286769878488803,0.0026190014978055842,-9.726876348448808e-05,-4.6534222349577476e-05,-4.293272874719784e-05,-0.00027718714201390473,-0.0030670358682982624
1965-02-01,-0.00012181193423679187,0.0013914233022660483,-9.13623850518728e-05,-4.912654801814198e-05,-4.2560948364825634e-05,0.00020673600634576618,-0.005197963037062436
1965-03-01,-0.00012396254561959752,0.001051102481142152,-9.302954661988599e-05,-4.797257460524122e-05,-4.283166360737183e-05,-0.00013970355731934042,-0.0043635169276967645
1965-04-01,-0.00013473402341044257,-0.0034361088182777166,-9.529915319837849e-05,-4.9450016616422596e-05,-4.2488072334766585e-05,0.000105969697220384,-0.003356896559125744
1965-05-01,-0.00012981571859517504,-0.006326031143544242,-9.416026467293063e-05,-5.189490502471562e-05,-4.2022242386144974e-05,0.00010456221519104603,-0.0027436368327471428
1965-06-01,-0.00012920001089306815,-0.006442912126658484,-9.504886881640072e-05,-5.258246232416693e-05,-4.1242153243233176e-05,0.00024232436511998194,-0.0028122583898948506
1965-07-01,-0.00013110482194904414,-0.006345997826429084,-9.91299919619718e-05,-5.191189242515736e-05,-4.061621514968768e-05,3.35330306760235e-05,-0.0011232730685151182
1965-08-01,-0.00013169280016824366,-0.007220019324449822,-9.736289725611535e-05,-5.225503225016134e-05,-4.1237948139358636e-05,1.6164509426224477e-05,-0.003262030440964736
1965-09-01,-0.00012293718995467302,-0.007346097117988393,-9.317593460710829e-05,-5.211389283224394e-05,-4.21222865621861e-05,0.000261539441583279,-0.004322530003264546
1965-10-01,-0.00012261863005170155,-0.007884957449277863,-9.302959797958679e-05,-5.5249497264102215e-05,-4.1419462266992816e-05,0.0002346361205647034,-0.005096800305182114
1965-11-01,-0.0001296201454741614,-0.005963949661236256,-9.534937442581663e-05,-5.4924702001693746e-05,-4.125439938268921e-05,-0.00010278977242705877,-0.004018921026727185
1965-12-01,-0.0001296595626858078,-0.0038726699131075293,-9.209114496650941e-05,-5.1693563592832113e-05,-4.228842159949581e-05,3.1515434833246606e-06,-0.005383937605074607
1966-01-01,-0.0001201399653736088,0.0008656389582029078,-9.067549185334322e-05,-5.165170178460069e-05,-4.237810850843909e-05,-4.0670449509759366e-05,-0.006036886406945996
1966-02-01,-0.00011572697004007678,0.0006762258635717444,-9.294207248946324e-05,-4.8934299354845785e-05,-4.365471365838058e-05,-0.0004119559889659285,-0.0028847232897533104
1966-03-01,-0.00011886984880437099,-0.0029411583454930224,-9.299416406600572e-05,-4.935578643002765e-05,-4.260354694591918e-05,-0.00012104450693836302,-0.004727120176539756
1966-04-01,-0.00012370295562071814,-0.005827569839311764,-9.532615128110218e-05,-5.373754237972278e-05,-4.172128183888686e-05,0.0002159641423661794,-0.0032977972296066582
1966-05-01,-0.00013342171783618155,-0.007679134432692081,-0.00010168043766444658,-5.042904790652593e-05,-4.091202830143933e-05,8.34880211186828e-05,-0.0027390235118218698
1966-06-01,-0.00012917312449731288,-0.008462245750706643,-9.587497676394003e-05,-5.489409069738401e-05,-4.130222488597748e-05,0.0002274728623368511,-0.0015558713130303659
1966-07-01,-0.0001374695986871504,-0.00746833611628972,-9.844620602534098e-05,-5.126231606013816e-05,-4.1019933577803336e-05,6.590615027692235e-05,-0.001459604209230747
1966-08-01,-0.00013249052230209586,-0.009801987471291795,-9.97219724334119e-05,-5.093815581019812e-05,-4.106931414477886e-05,0.000202716273633996,-0.0032839903724379838
1966-09-01,-0.00012381737294148596,-0.008236375288106501,-9.715836580760558e-05,-4.935211686397942e-05,-4.236514555624595e-05,-0.00012752991876498397,-0.003703632319229655
1966-10-01,-0.00012452409940860455,-0.008062237611738965,-9.471727774807197e-05,-5.02335947720769e-05,-4.21582074688393e-05,0.00021655757466630476,-0.00449479884991888
1966-11-01,-0.00012361140559530922,-0.007281977741513401,-9.622638839680483e-05,-5.1640847755016056e-05,-4.192108087519239e-05,-7.903094488678366e-05,-0.0037387282645795494
1966-12-01,-0.00012161047105485248,-0.005162179877515882,-9.409174227210529e-05,-5.287918633213936e-05,-4.149576202542338e-05,3.817205781940304e-05,-0.006236625631572679
1967-01-01,-0.00012114075601973112,0.0011027315849787556,-9.375908548998482e-05,-4.523563165458834e-05,-4.3139366150144e-05,-0.00023883603716967625,-0.0056153559853555635
1967-02-01,-0.00011870829944705797,0.00048355268518207595,-9.02140377815265e-05,-4.713505633387291e-05,-4.327798850333624e-05,9.442477286419098e-05,-0.006496611604234204
1967-03-01,-0.00012131185651505513,0.0013525686881621368,-9.23110415255103e-05,-4.512981657520171e-05,-4.375622150939417e-05,-0.00015245417931250162,-0.004095484109711833
1967-04-01,-0.00013123675931378135,-0.00497576838824898,-9.01283826405073e-05,-4.783537814639018e-05,-4.339409329214973e-05,0.00039435890357708553,-0.003471556192380376
1967-05-01,-0.00012604617199579637,-0.006867392221465707,-9.122485661303954e-05,-5.318826857590379e-05,-4.165117450776796e-05,0.0002805043810180255,-0.0031851242965785787
