,zgv600_cluster1,zgv600_cluster2,zgv600_cluster3,zgv600_cluster4,zgv600_cluster5,zgv600_cluster6,zgv600_cluster7
1965-01-01,0.05813389,0.14835186,0.03134818,-0.24298505,0.27712956,0.038265325,0.025019694
1965-02-01,0.1306909,0.14084598,-0.07756095,-0.2865487,0.08550839,-0.078444004,0.011479592
1965-03-01,-0.1499708,-0.68701047,0.3105381,0.032819904,0.07873831,-0.26594427,0.054748893
1965-04-01,-0.11832829,-0.19986294,0.30730027,0.08079877,0.21811256,0.3719099,-0.018543983
1965-05-01,0.04842038,-0.09154248,0.27948436,-0.39854845,0.07182114,0.33953154,-0.16468823
1965-06-01,-0.026344229,-0.16792607,-0.32304788,-0.05666218,0.10140324,0.047095872,0.044741057
1965-07-01,-0.1666015,0.13289854,-0.42651168,0.08550835,0.11759238,0.08786316,-0.021487474
1965-08-01,0.27477473,0.02266488,-0.21237278,0.42754182,-0.0045624017,-0.23400736,-0.04915626
1965-09-01,0.18117175,-0.16866195,0.1401101,0.19839117,0.3499809,-0.04915619,-0.015894841
1965-10-01,0.24695882,0.022517681,-0.25166836,0.5661802,-0.10920346,-0.10670147,0.031789683
1965-11-01,-0.09507473,-0.040767334,-0.25946862,0.2940546,0.012951374,0.009124851,0.17881696
1965-12-01,-0.24548702,0.0651983,-0.16454108,0.23680368,-0.032231234,-0.30994946,0.09271991
1966-01-01,-0.40535656,-0.02705269,-0.14379887,-0.23074365,-0.03674536,0.03732405,0.048897408
1966-02-01,-0.39219183,0.0037613392,-0.101122096,0.19992962,-0.004340005,-0.25794107,0.050778054
1966-03-01,-0.022423362,0.038047362,-0.3852479,-0.21844697,0.117758796,0.45049262,-0.014322018
1966-04-01,0.21468559,-0.079422094,-0.22741637,-0.1257155,0.22611432,-0.031103421,0.008101344
1966-05-01,0.15030889,0.1676689,0.23609634,0.04513607,0.09041681,-0.14669219,-0.062496066
1966-06-01,0.104594134,0.28079838,-0.7503871,0.23942366,0.022423362,0.017504692,-0.058590077
1966-07-01,0.3357718,-0.30336642,-0.16983886,0.3739639,-0.23870032,-0.15407018,-0.038770724
1966-08-01,0.30698314,-0.045425415,-0.09822879,-0.16448621,0.24853763,-0.13801222,-0.034864713
1966-09-01,-0.057866763,-0.17765093,-0.080579445,-0.19182828,0.19877224,-0.23696437,-0.002893305
1966-10-01,0.15378085,0.08897009,-0.013454008,0.03978338,0.032405376,0.2645957,0.026474047
1966-11-01,-0.05656471,0.16795826,-0.58864945,0.03689003,0.12325616,-0.16000155,0.011573315
1966-12-01,-0.0082459925,-0.39522988,-0.06929545,0.2226423,0.1592782,0.07797547,-0.03963871
1967-01-01,0.044962574,-0.07360542,0.019816875,-0.1403832,0.23080797,0.10724411,-0.095254086
1967-02-01,-0.29159072,0.03463783,-0.0752707,0.24213187,-0.010657793,-0.057618726,0.10174866
1967-03-01,-0.12239816,-0.030141568,0.28293127,0.03646965,0.022814358,-0.087094195,0.17968383
1967-04-01,0.07077445,0.44463,0.19317259,-0.80882704,0.121398985,-0.06810999,0.0041631935
1967-05-01,-0.06844304,-0.49458846,-0.6006669,-0.21265641,0.23330589,0.5320573,-0.03313911
1967-06-01,-0.24796036,-0.26711112,0.10774364,0.11507092,0.27360567,0.4576192,-0.009991693
1967-07-01,-0.037135758,0.082764484,-0.32639503,0.701916,0.31507117,-0.08343057,-0.010824323
1967-08-01,0.074105,0.049292304,-0.18384704,0.30358076,-0.27560404,-0.050458003,-0.028642822
1967-09-01,0.14987531,0.11124077,-0.016652822,0.485929,-0.07327236,0.066611245,-0.06644471
1967-10-01,0.030308103,-0.03646965,-0.36802712,-0.020815993,-0.15320584,0.17818508,-0.07210666
1967-11-01,0.066944286,0.017152393,0.2742718,-0.23613684,0.19983372,-0.084429786,0.095420614
1967-12-01,-0.10541233,-0.1492092,0.058284808,0.042464685,0.11607008,0.14654472,0.21965058
1968-01-01,0.29119825,0.1932356,-0.04515915,-0.06511967,-0.16350706,-0.17582312,0.14085671
1968-02-01,-0.07771893,0.13123032,0.21744314,-0.07828518,0.021659374,0.6970638,0.15430534
1968-03-01,-0.09739641,-0.0259063,-0.39354944,0.16945276,0.14099827,0.07318888,-0.1691696
1968-04-01,0.22876827,0.2206991,0.6438354,0.08847787,0.23499712,-0.2420754,-0.017978692
1968-05-01,0.25736433,0.30677032,0.06271309,-0.5833875,0.069083475,-0.17412439,0.11693231
1968-06-01,0.4290821,0.011042023,-0.88803434,0.9354585,-0.4522987,-0.040204335,-0.01684618
1968-07-01,0.26741543,-0.296153,-0.38194114,0.21687686,0.3349417,0.041478395,-0.016279925
1968-08-01,-0.054077625,-0.24349102,-0.38760367,0.12924847,0.1552963,0.3632546,-0.0093432665
1968-09-01,0.20767519,0.27859902,-0.04799037,0.07517071,-0.030294811,-0.13547727,-0.019677471
1968-10-01,0.06950817,-0.29303855,-0.5703635,0.41492566,0.2937464,0.5025541,-0.05605956
1968-11-01,-0.13377848,-0.0651197,-0.062005304,0.035107993,0.061439015,0.29756865,0.032984544
1968-12-01,0.022650337,0.22098222,-0.0111836195,0.13830855,0.14057359,0.12471831,0.019960606
1969-01-01,0.31327695,0.015444303,0.4810443,0.31070286,-0.25316527,-0.20153287,0.18684568
1969-02-01,0.22106536,0.2254564,-0.2533167,0.12885387,0.031040002,0.12582555,0.057234727
