,msl_cluster1,msl_cluster2,msl_cluster3,msl_cluster4,msl_cluster5,msl_cluster6,msl_cluster7
1965-01-01,1218.8967049839985,1205.1282246907551,1286.5727331283244,1811.6496494838168,2155.521214261968,1435.559597821303,1355.4351399739583
1965-02-01,1221.2730315794429,1204.038286965991,1286.805991314827,1812.3454502650668,2153.854694772274,1432.757138534331,1357.677978515625
1965-03-01,1221.8874276402485,1205.8656601678758,1289.940782912234,1815.4076712472097,2155.16357421875,1432.5612242792695,1356.362548828125
1965-04-01,1228.4743711172816,1206.0100737072173,1292.4771962267287,1812.3441423688614,2166.0905553939497,1430.1615110585387,1356.5611979166667
1965-05-01,1226.0856904179218,1206.5584213014633,1293.3857889378323,1812.6888820103236,2163.6422664561173,1431.4355124889964,1354.4012858072917
1965-06-01,1232.7003570924323,1207.4258229089162,1296.0072618849733,1808.4833417619975,2162.964386635638,1427.1202409771126,1350.6280110677083
1965-07-01,1229.2612834149097,1207.217540438213,1295.216635846077,1796.3245936802455,2155.7018523520615,1429.4628734319983,1346.0704752604167
1965-08-01,1227.8671080807605,1207.9507131425162,1295.1427183759972,1813.9184134347097,2163.2707311751997,1432.0970132317343,1354.792236328125
1965-09-01,1227.1090220256024,1209.2602199978298,1295.6513879654256,1814.2886570521762,2169.9281083776596,1441.4348763479313,1357.6072591145833
1965-10-01,1227.4103739175453,1208.244408501519,1294.91000561004,1816.7872837611606,2164.9943899601067,1440.125887158891,1362.4182942708333
1965-11-01,1221.9553752117847,1206.2528095548114,1292.45083423371,1814.0871320452006,2159.209296043883,1433.6588255116637,1353.4606119791667
1965-12-01,1221.751238351845,1205.4789588564918,1290.1948449966756,1820.838928222656,2164.127950465426,1435.4289310079225,1354.6092122395833
1966-01-01,1222.7239769625378,1204.5538887145028,1289.039929978391,1817.0838492257253,2161.5807066572474,1437.1810698173417,1356.7132975260417
1966-02-01,1218.9415621470257,1205.384729778956,1289.4166337682846,1820.2231270926338,2165.8622579371677,1442.1558648767607,1358.4827473958333
1966-03-01,1222.7453024990589,1205.0004141671318,1289.6582550698138,1813.4775434221538,2158.578556141955,1437.1919873734596,1357.4973958333333
1966-04-01,1226.080837019955,1205.9219965859065,1291.8057835355717,1809.6581595284597,2162.69842918883,1433.1607442506602,1353.8732096354167
1966-05-01,1228.3581101750754,1207.481929234096,1293.6845235621674,1803.0594961983816,2149.0587599734044,1430.69853446853,1349.5318196614583
1966-06-01,1229.8831801816643,1208.2442147391182,1296.7329309341756,1817.6219395228793,2168.084716796875,1438.18574287522,1359.01708984375
1966-07-01,1225.9542074548194,1208.0078730507503,1294.1413522273936,1806.334032331194,2157.4533016123673,1433.834881849692,1350.2340494791667
1966-08-01,1231.0886612857682,1209.6736726306733,1296.3236317736037,1811.3315037318637,2169.7072130568486,1438.2863219355195,1356.5414225260417
1966-09-01,1225.17920804311,1209.7710261269222,1294.9226281998006,1817.2962733677455,2170.049399517952,1442.6833461707747,1359.4583333333333
1966-10-01,1226.7442082784262,1209.0200999426463,1293.9973871758643,1817.9253714425222,2166.6188341505986,1441.5725063270247,1361.7301432291667
1966-11-01,1222.2932011248117,1207.0253765772259,1291.4915693567154,1813.9304024832588,2158.931910738032,1439.535995268486,1359.59033203125
1966-12-01,1222.2159144390062,1205.7063874744233,1290.272216796875,1816.25246320452,2162.098986037234,1435.612380336708,1357.5039876302083
1967-01-01,1218.261351068336,1205.6193518260168,1287.327595162899,1814.0830993652341,2156.8864538314497,1436.8839747469192,1357.7366536458333
1967-02-01,1222.293568806476,1206.5215095641122,1288.8465134640958,1820.4466683523995,2162.7850471658912,1437.466473646567,1360.2179361979167
1967-03-01,1224.227868505271,1206.165531703404,1288.6381368434174,1820.1467241559708,2168.2401616522607,1438.5691468144807,1359.7294921875
1967-04-01,1228.5281261765813,1206.7555745442708,1291.418093417553,1817.2690255301338,2164.861151512633,1435.2938799790934,1359.11083984375
1967-05-01,1229.3380553463855,1206.2538025871156,1293.507937167553,1812.1346609933034,2166.774408868019,1433.7998940911093,1357.985595703125
1967-06-01,1231.4328848597515,1209.4179425920759,1294.9385233128323,1814.6233694893972,2173.866953748338,1439.7173814370599,1362.4629720052083
1967-07-01,1227.7076077748495,1208.9167155916728,1294.8646577875663,1817.8165980747767,2171.148421916556,1438.795320752641,1358.169677734375
1967-08-01,1225.4700442394578,1209.5648508223276,1295.2137009640958,1828.166307721819,2167.8539519614365,1439.9256746533893,1362.1515299479167
1967-09-01,1225.1893560570406,1210.2654108925472,1294.4291524684174,1813.139452253069,2158.033265458777,1441.2452375385124,1359.9356282552083
1967-10-01,1226.834069677146,1208.4842742435517,1293.8744078291222,1821.1290631975444,2173.9220152509974,1435.9073262819102,1358.5044759114583
1967-11-01,1220.772910979857,1206.9804237002418,1290.8296106216756,1817.0806884765623,2155.0389066655584,1435.2398079885563,1358.4169921875
1967-12-01,1219.4853633283133,1206.1531066894531,1289.275837350399,1812.7018519810267,2155.5751070063166,1435.8016752860917,1355.133056640625
1968-01-01,1219.2210002117847,1205.113777281746,1285.99087329621,1813.4161812918526,2156.940995885971,1439.9355606294014,1355.9754231770833
1968-02-01,1221.941770990211,1205.4960220579117,1287.9630100980717,1811.5133013044083,2163.51175511137,1435.0982236190582,1355.2430013020833
1968-03-01,1223.332931334714,1207.1951729910713,1289.7426394198803,1822.248077392578,2166.969721368019,1443.766161421655,1360.5327962239583
1968-04-01,1221.0291850997742,1207.0907350570437,1290.4945665724733,1810.3817531040736,2147.965191780253,1434.1783120598593,1354.8408203125
1968-05-01,1221.7127788497742,1207.9774644639756,1292.586020611702,1810.371834891183,2153.6571746176865,1432.3402942066461,1352.6078287760417
1968-06-01,1225.524093444089,1209.3207586379278,1294.329470370678,1810.0072588239395,2148.925131939827,1437.395380584287,1356.3776041666667
1968-07-01,1228.3438441265062,1209.0700785319011,1294.658436876662,1816.3637433733256,2158.528429396609,1435.4163801166374,1361.7149251302083
1968-08-01,1221.6010771602034,1209.1116526770213,1293.996218417553,1805.3266252790177,2154.550235829455,1432.2635274537852,1353.3916015625
1968-09-01,1226.0758365493223,1208.1573728531125,1294.7281727892287,1810.2105276925222,2157.626018118351,1430.4720166703346,1352.6464029947917
1968-10-01,1224.116313888366,1208.2282172309028,1294.1815834857048,1815.6548636300222,2158.067938622008,1440.1222766285211,1360.511962890625
1968-11-01,1219.2464437829444,1207.0592849973648,1292.060287150931,1807.18024117606,2153.2039561170213,1435.187713193222,1355.7782389322917
1968-12-01,1220.7831325301206,1205.4859100826202,1288.968765583444,1807.7662876674106,2155.8571673454126,1433.8413292253522,1354.1458333333333
1969-01-01,1219.5319853633284,1202.8651767306858,1287.3182450964096,1810.5347769601003,2154.666722074468,1434.6813792913733,1353.2306315104167
1969-02-01,1219.9156244117094,1204.0487864660838,1286.4519354637632,1812.7068655831472,2157.3978505236037,1437.2017873844632,1358.71826171875
1969-03-01,1226.5602939100152,1206.1429341634114,1291.300905917553,1816.0302298409597,2169.311783161569,1435.5522907955547,1357.0375162760417
1969-04-01,1226.1750370623117,1205.87397984096,1292.1631378823138,1808.315931047712,2154.0187105219416,1435.1259043518926,1356.347900390625
1969-05-01,1227.5154573371613,1205.9364076644656,1293.7457664976728,1804.6968732561381,2165.6996706698806,1426.333231321523,1351.299560546875
1969-06-01,1228.2417021602034,1207.7635386633494,1294.1147824551197,1806.3842773437498,2155.1738333194817,1434.2249050946305,1358.3533528645833
1969-07-01,1233.6166197995105,1207.7964661613344,1296.6266518450798,1810.8060564313614,2175.2525816572474,1425.2370055292695,1349.1856282552083
1969-08-01,1232.2102374341116,1208.8555835542224,1297.2821434507978,1821.49418422154,2176.174342378657,1434.2066805127643,1360.601318359375
1969-09-01,1223.2498352786145,1207.57079351516,1293.1211301113697,1822.1223013741628,2160.507786527593,1435.0968481789173,1355.4506022135417
1969-10-01,1229.135168604104,1207.6475718664744,1294.5849869099068,1813.6225019182475,2169.6776045129654,1436.236572265625,1356.7202962239583
1969-11-01,1223.1472520943148,1206.9956703791543,1291.8552609707447,1815.4644557407923,2170.1414717004654,1441.2605393100794,1360.8518880208333
