,zgu600_cluster1,zgu600_cluster2,zgu600_cluster3,zgu600_cluster4,zgu600_cluster5,zgu600_cluster6,zgu600_cluster7
1965-01-01,-0.007821274,-0.049534224,0.40442085,0.07202034,-0.015316581,0.085055545,-0.061917495
1965-02-01,0.14012985,-0.084077835,0.06550255,-0.1916193,0.22779235,0.075278856,0.18314628
1965-03-01,0.10754166,-0.106889725,0.52239114,-0.18738289,-0.11177788,0.023789596,0.13230857
1965-04-01,0.10004616,-0.13784866,0.2013958,0.16587448,0.14827672,-0.41941184,0.09841652
1965-05-01,-0.14762497,-0.14469223,0.1114521,0.18868637,0.20986882,-0.37704659,0.08114471
1965-06-01,0.17565079,-0.33663732,0.31936532,0.06224365,-0.26461715,-0.12839814,0.12057648
1965-07-01,0.12807198,-0.1459957,0.5712732,0.47122687,-0.22388153,-0.13980408,0.051163483
1965-08-01,0.26787606,-0.24278316,0.08701076,0.23333244,-0.04334259,-0.016945649,0.05865898
1965-09-01,0.21345349,-0.045297623,-0.017271806,0.015968133,-0.46145058,-0.17402153,-0.068761446
1965-10-01,-0.093528554,0.00879879,-0.034217834,0.051815413,-0.00586586,-0.05507431,0.14469223
1965-11-01,-0.01108017,-0.20172158,0.014012909,-0.0032588958,-0.11503677,-0.21312752,0.097113416
1965-12-01,0.25940284,-0.1072155,0.19520378,-0.248975,-0.05865898,-0.014664841,0.15544625
1966-01-01,-0.00853386,0.077790834,0.20415878,0.121773526,-0.0009845734,0.04135704,-0.05842514
1966-02-01,0.092889406,0.22582206,-0.24650078,0.4309658,-0.14310837,0.011816407,-0.034792326
1966-03-01,0.1079876,0.1756031,-0.08008804,0.043982696,0.10897217,0.010503387,-0.10437699
1966-04-01,0.2195858,0.17232093,0.21630363,0.30952072,-0.059081458,-0.119147494,-0.15590897
1966-05-01,-0.022319604,-0.50251997,0.44475174,-0.10240803,0.19267082,-0.2025177,-0.03150978
1966-06-01,0.025930023,0.19825077,0.26980513,0.14835986,0.3095209,-0.033807375,0.010503387
1966-07-01,0.34858036,0.14081077,0.053829573,0.32593232,0.056455612,-0.042669676,0.24748535
1966-08-01,0.076805875,0.17067966,-0.14507751,0.26520976,0.018380737,-0.060066223,-0.107659146
1966-09-01,0.45230103,0.20809746,-0.03413601,0.032494735,-0.007877541,-0.031510163,-0.1719925
1966-10-01,-0.20218964,0.13260499,-0.05153198,0.14310837,0.1897169,-0.052516937,-0.11192627
1966-11-01,-0.21466255,0.19004479,-0.00032844543,0.10831604,0.18118286,-0.10930061,-0.046280287
1966-12-01,0.22286835,0.11684952,-0.0052516935,-0.3193676,0.24059257,0.05973778,0.018709183
1967-01-01,-0.15445518,0.18776283,0.38401565,-0.048002243,0.22335605,-0.0045719147,0.24784699
1967-02-01,0.34091187,0.0414711,0.29095078,-0.017633438,-0.07543163,0.069554135,0.21127434
1967-03-01,0.20702896,-0.13159713,0.021878432,0.3187069,-0.13780174,-0.4398552,0.19396743
1967-04-01,0.1312706,-0.17666015,0.31609496,-0.013388443,0.17470112,-0.10580025,-0.49275476
1967-05-01,-0.08130951,0.21649876,0.24294892,-0.03951187,0.25764313,-0.171109,-0.016327286
1967-06-01,0.4493248,-0.03951187,0.5038576,0.267766,0.12735252,-0.30988997,0.23968315
1967-07-01,0.4137314,-0.01893959,0.29944095,0.18025227,-0.40132254,-0.1064537,0.04343033
1967-08-01,0.3249113,0.0022857666,-0.015674591,-0.16947651,0.05714531,-0.054532625,-0.044083405
1967-09-01,-0.058778,-0.06596222,0.31838036,0.28376675,-0.23707104,-0.035919953,0.06498222
1967-10-01,0.18972206,-0.04865513,-0.019592667,0.35560647,-0.10645332,-0.12767868,0.065308765
1967-11-01,-0.013714599,-0.31152305,0.18547706,-0.1675171,0.1443325,-0.047022246,-0.1433529
1967-12-01,0.45944747,0.065308765,0.21355972,-0.179599,-0.17208882,0.12082138,0.069554135
1968-01-01,0.18525581,0.045948792,0.1557167,0.027715301,-0.21625367,0.07804108,-0.31252822
1968-02-01,0.1101326,0.01604576,0.6119278,0.25235635,0.29356536,-0.027715301,-0.038655855
1968-03-01,0.18379745,0.14477691,-0.07949982,0.20895997,-0.14696464,0.022610474,0.0025527955
1968-04-01,0.102838896,-0.051054765,0.33623236,-0.31581038,-0.20750122,-0.21953544,-0.29940033
1968-05-01,0.08168755,-0.32310373,-0.037197113,0.16702232,-0.11997871,-0.22464065,0.27496642
1968-06-01,-0.2676731,0.11961403,0.46241036,-0.35738334,-0.202396,-0.1549881,0.05579605
1968-07-01,0.24105148,0.17577438,0.24725075,0.0065641403,0.11414413,-0.036467742,-0.12253113
1968-08-01,0.3559246,-0.2556387,-0.10721512,0.1126854,-0.16155167,-0.005470276,0.14404793
1968-09-01,0.05579567,-0.14805909,0.10356827,0.20640755,-0.117061235,-0.03026886,0.07621689
1968-10-01,-0.2330288,0.044490434,-0.028080368,-0.07111206,0.0010940551,-0.041208647,0.020786667
1968-11-01,-0.17869186,-0.14149475,0.029903412,0.05360756,-0.01604576,0.006929016,0.14988251
1968-12-01,0.009481812,-0.0021881103,0.31435165,0.2603794,-0.12180233,0.1378479,0.08861618
1969-01-01,0.0945427,-0.26173323,0.21927223,0.098522946,0.016254807,-0.03449936,-0.29192048
1969-02-01,-0.01724968,0.07298012,0.4266018,-0.033172607,0.18576774,-0.017913055,-0.0046440125
1969-03-01,0.17946473,0.10946999,0.13169594,0.022889327,0.080941394,0.031846236,0.0039806366
1969-04-01,-0.3576025,-0.06568222,0.25509873,-0.20699807,0.30717984,-0.48133698,-0.12638855
1969-05-01,0.27334365,-0.13600846,0.20202217,0.20567131,-0.1894165,-0.1943924,0.25708923
1969-06-01,-0.35660726,0.043456268,0.5632738,0.15060425,0.15690728,-0.14396973,0.059379198
1969-07-01,0.41996747,-0.3980732,0.2813053,0.17747422,0.21661797,-0.06535034,0.10217209
1969-08-01,0.34964103,-0.025211334,0.008293152,-0.08757629,0.15259476,-0.008624268,0.014927673
1969-09-01,0.29523772,0.09155674,0.20732994,-0.10548935,0.36821786,0.044783782,-0.10880661
1969-10-01,-0.11179237,-0.12108059,0.26737252,0.21230583,0.23187771,-0.36257857,0.21529122
1969-11-01,0.33736706,0.34499663,-0.14463349,0.23585816,-0.22557488,-0.116104506,0.20633468
1969-12-01,0.32144433,-0.014264298,0.032509614,-0.095869444,0.14065266,-0.08558579,-0.07696076
1970-01-01,-0.017971039,0.2715599,-0.04259758,0.31548843,-0.021964645,-0.06256523,-0.020633698
1970-02-01,0.08120155,-0.04559288,0.12746009,-0.24992828,0.17771187,-0.092516705,-0.11215134
1970-03-01,-0.050917435,-0.20666504,0.085860826,-0.051916122,0.12513065,0.035276033,0.11414833
1970-04-01,0.28919792,-0.09451332,-0.015974045,-0.008985519,-0.14576378,-0.24427108,0.25858077
1970-05-01,-0.04392891,-0.036940385,0.049253654,-0.057240486,-0.14443263,-0.1810402,-0.06788979
1970-06-01,0.4778921,-0.051250268,0.05025196,0.2392788,-0.18137245,-0.12945709,-0.17804489
1970-07-01,0.16606426,-0.43363038,0.20067482,-0.12579612,-0.060235597,-0.10682678,0.09218407
1970-08-01,0.80968744,-0.023628425,-0.21298829,-0.042930603,-0.1224678,-0.042930603,-0.102833174
1970-09-01,-0.17405128,0.18403491,-0.18603173,-0.20300445,0.13311768,-0.09052048,0.043595888
1970-10-01,0.102500536,0.18902703,-0.0905201,-0.0046590804,-0.12047138,-0.2286293,-0.0485878
1970-11-01,0.16706276,0.3094986,-0.037273027,0.30783463,-0.21365356,0.019967651,-0.12246819
1970-12-01,0.0059904098,0.04559288,-0.15009041,0.32746926,-0.16672973,0.01530838,0.1381092
1971-01-01,0.09014778,0.40174484,-0.2629303,0.26456338,0.04736004,-0.004245758,-0.119543456
1971-02-01,0.4820938,0.5232479,-0.0663044,0.2965725,-0.066957474,-0.1277092,0.013065338
1971-03-01,-0.21459046,0.007838821,0.56570894,0.21132413,-0.021883775,-0.24104652,0.10843849
1971-04-01,0.0075122835,-0.04703369,0.24757919,0.33184776,-0.18552113,-0.27370912,-0.056832124
1971-05-01,0.39194623,-0.37136897,0.20969105,0.106478885,0.020903777,-0.257378,0.02253685
1971-06-01,0.24855919,0.06728401,0.25672475,-0.02253685,-0.3449127,-0.14763336,-0.21295738
1971-07-01,0.27305564,-0.36059037,0.5013645,0.084268376,0.17996864,-0.117910765,-0.10778542
1971-08-01,0.3034315,0.048013497,-0.043114472,0.070223615,-0.03494835,0.028416444,-0.14828606
1971-09-01,-0.14044762,0.11693077,0.054872513,0.01012516,0.089494325,0.0022865296,-0.10353927
1971-10-01,0.1861744,-0.23386116,0.068263814,-0.016004562,-0.111378096,-0.062711336,0.02286377
1971-11-01,0.094067,0.22242966,0.10745869,-0.03102913,-0.048013307,-0.016984176,-0.070877075
1971-12-01,-0.27534217,0.2955925,-0.14926605,0.5781204,0.20413856,-0.04376755,-0.08492164
1972-01-01,-0.05652275,0.048488997,-0.2570774,0.2846218,0.053940393,-0.25965995,-0.12566987
1972-02-01,-0.096404076,0.07660675,0.052505873,0.24760953,0.256217,-0.07172928,0.027544022
1972-03-01,0.18047103,0.4062748,0.08148422,-0.16440353,-0.11935749,-0.14661483,-0.053653337
1972-04-01,-0.099560164,-0.20973663,0.30327147,0.19366893,-0.030413246,-0.3962326,0.07459831
