,abs_vo500_cluster1,abs_vo500_cluster2,abs_vo500_cluster3,abs_vo500_cluster4,abs_vo500_cluster5
1965-01-01,1.2458042e-05,7.919888e-05,1.7784077e-05,0.000100425204,2.9989358e-05
1965-02-01,1.9215107e-05,7.2432835e-05,1.8367355e-05,9.776007e-05,3.8541126e-05
1965-03-01,1.418096e-05,7.432625e-05,1.8492981e-05,9.279771e-05,3.844242e-05
1965-04-01,1.9941961e-05,7.378784e-05,2.5456437e-05,8.748539e-05,5.2001415e-05
1965-05-01,6.4996216e-06,5.165913e-05,3.4986326e-05,9.662043e-05,4.0946034e-05
1965-06-01,6.373995e-06,5.916997e-05,3.2698073e-05,9.358738e-05,3.814629e-05
1965-07-01,4.0319005e-06,6.809863e-05,3.7642487e-05,8.409339e-05,4.857353e-05
1965-08-01,7.3969727e-06,5.842517e-05,3.306599e-05,8.6318825e-05,5.9736587e-05
1965-09-01,5.3958806e-06,4.658909e-05,3.744507e-05,9.069791e-05,4.8071008e-05
1965-10-01,9.79291e-06,5.848798e-05,4.080117e-05,8.870578e-05,5.4137112e-05
1965-11-01,1.1201753e-05,5.7249636e-05,3.0481613e-05,8.712644e-05,4.2651e-05
1965-12-01,1.4548876e-05,7.2262344e-05,2.3051536e-05,9.6270465e-05,3.7598904e-05
1966-01-01,1.8025376e-05,7.970269e-05,1.3026904e-05,9.538054e-05,3.0773022e-05
1966-02-01,1.6135315e-05,7.281864e-05,1.7214355e-05,9.23092e-05,4.3408712e-05
1966-03-01,1.4391901e-05,6.862304e-05,2.286824e-05,9.681439e-05,4.4940312e-05
1966-04-01,1.0595491e-05,6.914444e-05,3.2106713e-05,8.593025e-05,4.4695906e-05
1966-05-01,1.1907125e-05,6.322986e-05,3.356499e-05,8.839059e-05,4.728659e-05
1966-06-01,5.601499e-06,6.265144e-05,3.6204554e-05,8.827653e-05,5.3665535e-05
1966-07-01,9.137211e-06,5.616658e-05,3.5813508e-05,8.7624794e-05,6.0606613e-05
1966-08-01,7.907047e-06,6.915258e-05,3.399677e-05,9.177151e-05,6.439487e-05
1966-09-01,4.0617538e-06,5.707902e-05,2.5654444e-05,0.00010074114,5.847215e-05
1966-10-01,7.996661e-06,6.3034335e-05,3.4721837e-05,9.300168e-05,5.615031e-05
1966-11-01,1.17441905e-05,7.258239e-05,2.9271625e-05,9.124197e-05,3.75756e-05
1966-12-01,1.9361449e-05,8.526696e-05,1.9666542e-05,9.757203e-05,3.0691554e-05
1967-01-01,2.445068e-05,9.1637725e-05,1.9583385e-05,0.00010417504,3.4994577e-05
1967-02-01,1.2492184e-05,7.331099e-05,1.7185266e-05,0.00010891512,4.2774416e-05
1967-03-01,2.2229013e-05,8.326437e-05,2.856629e-05,9.8512595e-05,5.5671302e-05
1967-04-01,1.7970155e-05,6.828217e-05,2.6087971e-05,9.593001e-05,4.6375597e-05
1967-05-01,6.7335e-06,7.866063e-05,2.840588e-05,8.685086e-05,4.767491e-05
1967-06-01,8.000732e-06,6.781698e-05,3.15499e-05,8.543926e-05,4.9054426e-05
1967-07-01,5.3940835e-06,6.709514e-05,3.3939992e-05,9.4357994e-05,6.11252e-05
1967-08-01,-2.4258575e-06,7.12738e-05,3.385979e-05,8.600871e-05,7.001989e-05
1967-09-01,3.926341e-06,6.37426e-05,4.04526e-05,9.079692e-05,6.3467174e-05
1967-10-01,4.6401633e-06,4.795032e-05,3.3097844e-05,9.1254085e-05,4.891808e-05
1967-11-01,1.3831601e-05,5.671668e-05,3.691558e-05,9.191978e-05,4.221298e-05
1967-12-01,1.523518e-05,6.722347e-05,2.34332e-05,0.00012042447,3.0142204e-05
1968-01-01,2.7578773e-05,9.294317e-05,8.462244e-06,0.00011402279,3.7953047e-05
1968-02-01,2.1381222e-05,8.2967534e-05,1.4892437e-05,0.00011745657,3.3830656e-05
1968-03-01,1.31271245e-05,7.511358e-05,1.7116487e-05,9.3727205e-05,4.7733272e-05
1968-04-01,1.3852967e-05,7.94407e-05,3.7681937e-05,9.0460926e-05,5.3530683e-05
1968-05-01,7.5158255e-06,8.1022656e-05,3.142855e-05,8.816244e-05,5.2702475e-05
1968-06-01,3.8866287e-06,7.017229e-05,3.7523743e-05,8.524977e-05,4.7565765e-05
1968-07-01,7.0877663e-06,7.01909e-05,3.4322606e-05,9.643514e-05,5.7913632e-05
1968-08-01,1.746333e-06,6.0764294e-05,3.5364836e-05,9.449957e-05,6.2873536e-05
1968-09-01,3.4399577e-06,6.42446e-05,3.566261e-05,8.829271e-05,6.456716e-05
1968-10-01,8.6229693e-07,5.0565322e-05,4.0268904e-05,9.137288e-05,4.4988104e-05
1968-11-01,1.0316822e-05,7.2266055e-05,3.466691e-05,9.045162e-05,3.8194994e-05
1968-12-01,1.8468558e-05,8.374921e-05,2.4272522e-05,9.220108e-05,5.099024e-05
1969-01-01,1.7950608e-05,7.075733e-05,1.7477483e-05,9.058345e-05,4.22871e-05
1969-02-01,1.4926374e-05,7.620997e-05,1.45074155e-05,8.41468e-05,4.0607978e-05
1969-03-01,1.8636705e-05,6.576508e-05,1.8398292e-05,0.00010080266,5.055635e-05
1969-04-01,1.1234102e-05,6.528662e-05,3.1443124e-05,8.727034e-05,4.7071713e-05
1969-05-01,9.166792e-06,6.518732e-05,3.630898e-05,7.451439e-05,4.7071713e-05
1969-06-01,1.0367456e-05,5.0318922e-05,3.2887532e-05,9.000569e-05,5.3788222e-05
1969-07-01,6.7564265e-06,6.267765e-05,3.554164e-05,9.302993e-05,5.819367e-05
1969-08-01,9.157762e-06,6.896084e-05,3.1578536e-05,9.881659e-05,5.7859652e-05
1969-09-01,3.028044e-06,6.043882e-05,3.3582655e-05,9.717358e-05,5.363475e-05
1969-10-01,6.5217114e-06,6.816642e-05,4.0940125e-05,9.1856346e-05,3.9876744e-05
1969-11-01,1.056606e-05,5.3966054e-05,3.3700017e-05,0.00010580393,3.23297e-05
1969-12-01,1.5224285e-05,5.5681296e-05,2.7344613e-05,0.00011227669,3.4722005e-05
1970-01-01,1.3958945e-05,8.129093e-05,1.2332457e-05,0.00010311739,3.4373785e-05
1970-02-01,2.8374188e-05,8.705217e-05,1.7996459e-05,9.4471485e-05,3.641574e-05
1970-03-01,1.9703975e-05,6.896627e-05,1.1360098e-05,0.000112970636,3.9065424e-05
1970-04-01,1.4988027e-05,7.4354764e-05,2.0719068e-05,8.6587264e-05,4.6382436e-05
1970-05-01,6.163858e-06,7.225608e-05,3.6284935e-05,8.900196e-05,4.858645e-05
1970-06-01,3.7329569e-06,6.4687876e-05,3.227395e-05,0.000101999176,4.070223e-05
1970-07-01,4.672905e-06,7.793629e-05,3.42997e-05,0.00010131042,6.272619e-05
1970-08-01,6.6095213e-06,6.5238884e-05,3.1050397e-05,9.380704e-05,7.27334e-05
1970-09-01,6.0585166e-06,7.4549236e-05,3.6949383e-05,9.221885e-05,5.8204714e-05
1970-10-01,1.2597642e-05,6.185993e-05,3.2687203e-05,8.66683e-05,6.193209e-05
1970-11-01,1.46396e-05,6.940383e-05,2.8894996e-05,9.595434e-05,3.8020138e-05
1970-12-01,1.9866035e-05,8.3535466e-05,1.8369195e-05,0.00010574276,2.9811796e-05
1971-01-01,1.5556898e-05,9.085641e-05,2.0648302e-05,9.905186e-05,4.3367945e-05
1971-02-01,8.550209e-06,9.2954266e-05,1.3998164e-05,9.869531e-05,4.656864e-05
1971-03-01,1.5374475e-05,6.825258e-05,2.5407877e-05,9.9284036e-05,3.9769242e-05
1971-04-01,2.0706191e-05,7.07982e-05,2.6535577e-05,9.109989e-05,4.9918577e-05
1971-05-01,3.81551e-06,6.0939085e-05,3.192534e-05,8.230214e-05,4.894013e-05
1971-06-01,1.3342948e-05,7.2299044e-05,4.150253e-05,9.396061e-05,5.0955074e-05
1971-07-01,1.4440134e-06,6.787944e-05,3.5333327e-05,8.391907e-05,5.8658286e-05
1971-08-01,4.4208223e-06,5.5657118e-05,3.4172455e-05,7.854589e-05,6.4305095e-05
1971-09-01,7.2317903e-06,5.5731747e-05,3.5457706e-05,9.308166e-05,5.657701e-05
1971-10-01,5.5651085e-06,5.8194455e-05,3.6767833e-05,9.10916e-05,4.2107575e-05
1971-11-01,5.3743947e-06,6.554941e-05,2.602148e-05,9.645648e-05,3.0299852e-05
1971-12-01,1.9644825e-05,7.333554e-05,1.4255216e-05,0.00011033719,3.1145624e-05
1972-01-01,1.7200846e-05,7.998846e-05,1.7829785e-05,9.601508e-05,4.1272717e-05
1972-02-01,7.7394525e-06,7.3755175e-05,1.6670514e-05,9.553354e-05,5.181312e-05
1972-03-01,1.8226348e-05,9.4086914e-05,1.5876867e-05,9.477556e-05,4.5758185e-05
1972-04-01,1.8458204e-05,6.87525e-05,2.614974e-05,9.324176e-05,5.6842553e-05
1972-05-01,1.0414684e-05,6.497151e-05,3.450537e-05,7.932165e-05,4.978886e-05
1972-06-01,1.2956147e-05,6.328611e-05,4.082783e-05,8.375362e-05,5.081437e-05
1972-07-01,4.2527404e-06,7.180226e-05,4.266482e-05,9.121751e-05,5.3864132e-05
1972-08-01,3.1023897e-06,6.073573e-05,4.2201114e-05,8.114081e-05,6.0757302e-05
1972-09-01,9.977726e-06,5.7480873e-05,4.1576895e-05,9.907376e-05,5.3489595e-05
1972-10-01,3.031049e-06,5.3815806e-05,3.9802326e-05,9.211816e-05,4.0211547e-05
1972-11-01,1.0227415e-05,6.1422375e-05,3.570923e-05,9.465071e-05,3.305085e-05
1972-12-01,1.6665801e-05,7.025954e-05,2.3028646e-05,0.00010256047,3.6983438e-05
