,vws_u850-250_cluster1,vws_u850-250_cluster2,vws_u850-250_cluster3,vws_u850-250_cluster4,vws_u850-250_cluster5
1965-01-01,-7.192787431524459,44.73294912659965,35.474219884067764,54.65594324604629,9.11693086993663
1965-02-01,-4.47854974841116,45.30593549975082,36.36220055406862,54.30437517613891,16.28317671746811
1965-03-01,-4.822559955493153,38.901993646686066,38.318717298224854,53.77387842786334,14.677911287201347
1965-04-01,-0.8935301918778381,35.50248525398156,22.532161257200855,33.5671344618223,16.483384327672805
1965-05-01,-0.9446659980907767,31.184486842440226,6.907600321389851,22.26985065918026,16.846654555349183
1965-06-01,-11.778603156322939,31.022565574119284,-0.24874157146953269,14.582353205407436,4.752954845131898
1965-07-01,-19.237203486421237,23.792892924968204,-3.332232400663616,0.4200151980217045,2.7811831052527887
1965-08-01,-11.61154807589095,17.06170266610213,-1.6396635815060578,1.5682915379602478,-0.8783140854649117
1965-09-01,-17.18870923936439,30.779672758443517,1.7354537128346748,12.891662716376384,-1.211996609214394
1965-10-01,-5.996329252771615,28.53896459797966,11.096301747140883,24.752061240202956,1.7556112358736047
1965-11-01,-3.69711669331912,40.52419255281026,20.983526817789564,36.845284626671514,8.461950647200815
1965-12-01,0.3732077153488625,47.722906458917926,26.803933357772927,49.644365415830556,16.194619228183253
1966-01-01,-0.42074200957827557,49.03796673532306,36.174767339055705,57.74605127710452,11.328786031525897
1966-02-01,-1.354909527024284,40.820397695842864,37.08833161400835,49.850337993990365,18.20517235576407
1966-03-01,-1.7083395672036268,44.22863795245926,25.991408195014227,40.402901441255864,19.89570691030073
1966-04-01,-0.28082651817971366,41.43347871556008,21.80038994840748,32.7284765130449,18.40923309210007
1966-05-01,-3.3366790368425403,29.107669848738887,10.417623684685676,23.391761488941057,15.088878238378559
1966-06-01,-8.729423834122203,30.63192439033456,-0.5649141392501543,15.955245350071952,8.333477413337146
1966-07-01,-9.983767117241,18.71262161237339,-1.763783076539243,-1.5058984824710515,6.202269072903406
1966-08-01,-11.307838728622528,11.214817551679847,-0.4783912049087455,-0.22598413338782236,0.7405043313040416
1966-09-01,-14.824271413962466,26.495308986349844,1.601750336348788,9.664926130124968,-3.9272495248144272
1966-10-01,-6.16080697363837,34.87457847135066,12.448440031921002,29.90142457364536,5.117460204032652
1966-11-01,-4.200342660509028,46.928745027881234,17.580999034094,40.56717621706922,7.85422659161907
1966-12-01,-5.33117278827702,56.46635674925093,27.03688391316255,52.53222287139884,11.568841176087034
1967-01-01,-5.93751100332844,55.82844513923275,27.758270061017832,54.95635687105678,14.733034589546069
1967-02-01,-2.3475083962005887,45.75488703633258,36.50712410925535,55.67609609271558,14.561359828352083
1967-03-01,-3.4766221474056125,38.803452585657325,33.95968436023947,43.86479894812285,18.667519072568336
1967-04-01,0.7101482005901212,38.419053677819086,20.058405493701603,31.43096729987987,19.325187629580867
1967-05-01,0.07343420959606128,28.10705285544917,9.703426840895395,21.28668324833742,15.22352314103146
1967-06-01,-10.36149461446567,29.959968144042225,0.17341600136172114,16.47204099878131,5.0878840485307775
1967-07-01,-16.130117400674948,16.670685880115073,-0.20789001318329112,0.764462037002208,-0.029848566044500577
1967-08-01,-22.804217950423613,13.399533013532452,-0.14088937755866934,-3.30096479750554,0.34112632786205277
1967-09-01,-19.683587510096473,28.351210699032105,2.412696485901407,11.024585609669009,-7.774109625971527
