,r900_cluster1,r900_cluster2,r900_cluster3,r900_cluster4,r900_cluster5
1965-01-01,75.59001,81.31656,57.402985,47.886044,80.37633
1965-02-01,75.879944,82.14212,47.912254,28.809572,76.02573
1965-03-01,70.499016,79.306694,41.997334,28.046251,78.07326
1965-04-01,62.898567,71.49494,48.69687,37.28309,81.01679
1965-05-01,66.55628,81.152756,52.672363,25.409025,76.40083
1965-06-01,73.39342,83.74248,51.6273,27.171543,71.94867
1965-07-01,86.530396,83.275635,81.498375,32.419785,71.28854
1965-08-01,74.93643,78.72356,76.17151,29.726868,74.90531
1965-09-01,75.22473,83.7048,51.563416,24.974949,75.2968
1965-10-01,65.64882,82.0766,56.693718,34.85717,77.6441
1965-11-01,74.214066,80.481155,60.877243,43.00636,78.38776
1965-12-01,80.30425,76.66619,48.875412,45.73859,76.90207
1966-01-01,77.439064,76.17339,47.93957,51.552723,76.63632
1966-02-01,76.6199,76.72497,43.257736,37.31844,77.06642
1966-03-01,72.9772,77.842896,48.218643,29.941105,76.03714
1966-04-01,69.90742,78.61937,57.409943,20.065258,75.19992
1966-05-01,66.17114,80.56795,47.19921,24.622332,71.233826
1966-06-01,82.85633,82.44265,64.9383,22.709871,71.63438
1966-07-01,79.05111,87.048965,71.99717,45.74147,75.91238
1966-08-01,82.37042,83.31105,67.28743,50.32645,82.16029
1966-09-01,81.98628,79.08887,58.7659,39.15703,80.72061
1966-10-01,74.47926,85.89165,58.864395,39.987675,76.956436
1966-11-01,73.24642,81.8369,48.780067,34.705017,82.50339
1966-12-01,76.85958,83.293,68.2018,55.522106,81.34606
1967-01-01,76.07141,82.13182,40.698746,50.642345,78.73002
1967-02-01,75.258965,80.35153,59.656956,37.45234,82.41221
1967-03-01,70.61231,76.654144,52.64728,29.598127,83.15202
1967-04-01,74.559685,80.31438,55.623436,30.837912,81.86326
1967-05-01,57.457775,82.80745,48.794495,42.419918,78.40403
1967-06-01,73.12397,82.88346,57.21286,26.49867,75.75725
1967-07-01,85.6299,84.98299,75.608604,43.554977,80.006966
1967-08-01,79.836365,81.62848,70.46874,54.79072,82.11156
1967-09-01,80.92075,77.81792,71.230515,39.607605,83.09291
1967-10-01,70.27112,82.19094,50.866993,35.313965,75.10357
1967-11-01,74.98364,79.9715,71.19336,56.99159,78.82292
1967-12-01,70.92479,81.38694,61.34603,76.902435,79.653946
1968-01-01,79.662254,81.70642,56.952698,75.42906,81.015915
1968-02-01,72.79901,85.416504,40.45612,54.679974,82.004196
1968-03-01,72.53986,78.96692,45.6953,35.461594,78.57901
1968-04-01,63.57451,77.25111,40.691116,25.369532,78.45346
1968-05-01,71.54675,82.911995,50.51116,22.058626,72.99377
1968-06-01,77.666374,83.158264,48.9048,27.13363,73.10644
1968-07-01,84.10791,82.8782,69.7215,53.176624,76.256386
1968-08-01,84.83061,80.9966,69.59112,55.87428,80.788956
1968-09-01,76.05357,81.06259,58.16793,41.03557,79.09568
1968-10-01,72.57527,83.07939,65.92771,51.565437,79.99061
1968-11-01,71.30853,79.60592,57.94581,37.51703,75.153824
1968-12-01,76.54128,82.89751,63.139923,46.08321,76.09382
1969-01-01,76.13198,78.0772,64.08132,48.322372,80.34495
1969-02-01,78.74566,74.52266,67.03758,46.686317,77.57585
1969-03-01,75.034035,79.83191,53.00995,33.81345,70.31136
1969-04-01,64.50746,75.555435,55.481583,26.2398,72.938416
1969-05-01,59.626034,83.86105,55.992954,23.62612,72.02262
1969-06-01,71.965805,85.20299,55.590206,34.32148,75.24962
1969-07-01,78.90609,86.08702,77.14136,38.673157,73.57512
1969-08-01,76.47958,83.160835,68.10712,35.240612,77.158066
1969-09-01,80.78279,81.84898,66.48945,42.56359,79.51606
1969-10-01,71.374214,83.62876,58.106956,39.552177,77.43381
1969-11-01,74.56444,85.015816,55.14902,34.88967,81.21729
1969-12-01,75.77937,82.61437,45.3377,55.235924,82.88176
1970-01-01,74.825195,79.99689,42.254272,47.852943,78.86325
1970-02-01,74.704384,76.47682,50.21951,35.194286,78.94269
1970-03-01,72.00186,76.65887,49.259644,28.531488,75.08667
1970-04-01,71.068474,73.1868,48.809498,34.30558,72.8012
1970-05-01,66.21619,83.26375,60.609238,29.186846,78.21286
1970-06-01,81.69982,88.65389,68.02503,31.068516,73.69652
1970-07-01,83.886,84.32456,79.99689,29.94812,78.2261
1970-08-01,86.156586,84.04322,76.82436,45.426796,79.62618
1970-09-01,81.77429,81.74947,77.37711,39.939007,76.37918
1970-10-01,72.92697,83.08005,67.35809,35.66429,79.90587
1970-11-01,75.89594,86.12845,56.94354,36.543064,77.57902
1970-12-01,77.24803,82.80202,51.47892,48.400726,79.65928
1971-01-01,76.42985,85.715904,53.010998,54.613617,78.280975
1971-02-01,75.948044,83.13447,62.060383,49.193794,83.07868
1971-03-01,73.498474,85.39132,57.053047,36.978058,72.403015
1971-04-01,62.6453,84.39899,46.99273,22.490253,75.07742
1971-05-01,68.724434,86.786,45.66905,22.948387,73.11473
1971-06-01,81.41859,88.133354,75.293816,30.572657,73.971825
1971-07-01,90.278625,83.33226,75.58289,35.21822,77.94625
1971-08-01,85.722664,83.74306,76.28784,43.29386,81.14472
1971-09-01,83.02797,82.75072,65.14559,49.391586,82.34669
1971-10-01,75.49667,84.38039,55.607647,37.547764,78.14742
1971-11-01,74.000565,86.00836,58.987007,51.592648,75.544014
1971-12-01,77.352875,83.71263,56.307526,68.1953,83.38636
1972-01-01,78.3985,82.31222,60.07816,68.89864,81.29315
1972-02-01,78.32211,82.43086,60.593376,53.102386,73.06915
1972-03-01,72.52956,86.90693,52.50915,29.192648,79.443565
1972-04-01,72.040344,79.34117,53.685867,28.352371,80.38299
1972-05-01,71.955826,76.93574,53.880905,23.413094,76.227104
1972-06-01,78.32211,86.73302,53.515213,26.247612,78.60654
1972-07-01,86.250305,78.574036,74.72371,35.25988,78.973854
1972-08-01,85.14348,80.636536,75.76389,43.218956,78.49439
1972-09-01,80.67392,73.308075,58.2432,31.050364,78.5529
1972-10-01,74.50592,82.98671,56.03117,30.986977,78.863335
1972-11-01,74.10122,85.63595,62.743645,46.251762,76.26286
1972-12-01,78.99824,81.35492,53.11051,52.892723,84.239815
1973-01-01,76.55071,77.91705,63.220676,55.49067,81.25572
1973-02-01,78.96809,78.504974,59.98711,40.905964,76.62461
1973-03-01,76.50801,76.03341,51.05006,34.062763,74.987305
1973-04-01,64.11734,85.5551,55.856888,23.774149,74.90683
1973-05-01,62.575275,84.62231,51.720093,27.163727,72.6816
1973-06-01,81.10299,88.833,66.15043,26.999502,73.94119
1973-07-01,79.59706,85.56166,80.57912,39.17669,78.23893
1973-08-01,84.2216,85.74888,69.41519,49.657444,80.19647
1973-09-01,78.4245,87.685074,60.3172,52.772766,74.873985
1973-10-01,74.693344,85.2677,66.39184,47.25321,78.96809
1973-11-01,73.975685,85.16917,42.4743,39.92719,81.61208
1973-12-01,74.220375,87.08894,40.827137,49.81017,78.05993
1974-01-01,80.020325,87.094955,59.65081,44.95951,83.18498
1974-02-01,78.69992,86.14473,51.515236,38.149292,76.852356
1974-03-01,74.069435,83.14201,47.94239,29.265104,84.74004
1974-04-01,65.42156,86.97101,45.104935,23.81164,79.32459
1974-05-01,63.385605,86.88342,47.423485,23.416677,78.30661
1974-06-01,71.000626,86.08028,52.79432,27.681948,74.216515
1974-07-01,86.427315,86.23396,80.0385,45.937828,82.528915
1974-08-01,81.90094,81.42665,75.64929,45.998974,79.63527
1974-09-01,75.60963,84.68881,58.727028,28.144665,81.14737
1974-10-01,72.4995,86.27693,55.671432,32.57519,75.53361
1974-11-01,73.80502,83.32876,60.21103,40.1522,76.83583
1974-12-01,79.68485,86.2918,70.152855,52.138252,76.97299
1975-01-01,77.506935,85.10602,55.748463,56.545246,79.15648
1975-02-01,75.821175,79.82979,53.986977,34.93,74.16505
1975-03-01,69.95559,80.34507,40.235863,28.02234,77.24518
1975-04-01,72.05291,81.96992,53.26592,27.966368,77.48059
1975-05-01,73.9,88.765625,46.103092,29.385435,77.26823
1975-06-01,82.84242,87.835495,64.043915,29.662004,74.03171
1975-07-01,84.63025,87.10292,78.32347,45.69482,78.060074
1975-08-01,81.854675,78.55231,76.2064,43.65018,79.37543
1975-09-01,78.642845,84.633545,63.070976,44.178627,79.7195
1975-10-01,77.551384,80.49982,70.186066,51.833683,76.50272
1975-11-01,76.67558,80.46854,66.02929,52.995934,76.66077
1975-12-01,72.54843,87.23956,63.102257,55.089962,75.43431
1976-01-01,75.38278,86.23662,41.530556,49.488068,80.398056
1976-02-01,80.60142,82.38087,56.491074,40.949978,82.23326
1976-03-01,72.83251,81.933136,50.122765,26.33551,78.26599
1976-04-01,69.49009,81.07375,54.34097,32.926865,75.58779
1976-05-01,70.67749,82.04302,49.009174,22.858608,75.1581
1976-06-01,81.26399,87.13537,66.951294,37.149986,75.45495
1976-07-01,83.72407,83.05821,75.9158,46.268654,76.87031
1976-08-01,82.334946,86.0923,75.90924,44.316994,77.265564
1976-09-01,77.66081,79.340225,59.359516,37.989693,77.636215
1976-10-01,73.444244,85.57076,60.699436,41.94713,74.89569
1976-11-01,71.5992,85.71673,67.082504,37.32875,75.41887
1976-12-01,73.18676,84.890144,48.86157,49.775074,74.39384
1977-01-01,79.154655,80.275566,64.7404,60.500435,83.513214
1977-02-01,69.9307,77.9639,42.705578,38.21869,78.72742
1977-03-01,73.503,76.21105,43.667286,21.572357,82.03978
1977-04-01,66.827896,78.108475,59.541977,24.415247,74.1528
1977-05-01,68.51738,87.30481,60.857826,26.540102,71.86224
1977-06-01,81.870834,88.99105,58.20988,41.10219,73.31293
1977-07-01,86.4292,87.70282,78.881744,44.052296,76.06972
1977-08-01,81.44196,86.54292,70.9184,48.47258,81.47446
1977-09-01,76.17693,78.26605,58.20338,57.912594,81.23241
1977-10-01,65.036064,86.84833,52.070866,45.73366,78.15884
1977-11-01,73.93349,85.220566,56.52364,58.658245,80.62484
1977-12-01,76.95833,82.259094,65.83207,56.24098,85.1962
1978-01-01,77.01631,81.67337,48.958336,48.19642,79.18485
1978-02-01,78.256615,80.889275,53.20513,44.99192,80.04182
1978-03-01,68.97893,80.08142,47.591316,30.228731,79.85807
1978-04-01,64.14763,84.61017,37.781403,18.674793,75.84413
1978-05-01,71.784256,87.09552,45.69523,25.452871,76.5316
1978-06-01,77.339455,88.83003,56.686836,28.25344,76.46824
1978-07-01,80.873436,84.128624,73.95755,39.785202,79.14842
1978-08-01,78.90607,85.3309,73.38096,47.489937,79.81055
1978-09-01,72.56993,84.73056,64.051,40.678596,82.62221
1978-10-01,74.402664,87.165215,54.53255,36.564865,78.077614
1978-11-01,74.36147,87.482025,57.051163,48.098206,75.46396
1978-12-01,75.609695,84.15238,53.254234,52.69824,78.1584
1979-01-01,76.07,78.79464,50.396275,41.99423,77.36113
1979-02-01,77.81254,75.16232,54.295547,38.17585,76.854706
1979-03-01,68.2488,78.110245,47.49366,35.512695,74.8177
1979-04-01,65.65684,76.534355,46.84486,26.283875,78.12966
1979-05-01,61.455,83.69381,46.027794,22.99457,75.93733
1979-06-01,82.90102,87.90535,61.356308,32.953087,77.50998
1979-07-01,80.65367,84.33937,75.468124,53.489807,75.888794
1979-08-01,79.89,80.78311,65.03392,57.377754,81.12126
1979-09-01,76.47449,84.015785,63.220192,41.05096,75.18175
1979-10-01,69.24708,82.606544,40.03003,32.899696,75.539314
1979-11-01,71.10611,87.8018,49.682755,45.44371,81.42544
1979-12-01,75.78524,85.76641,49.92545,50.2183,79.27517
1980-01-01,76.0251,84.3103,57.860878,43.953335,84.28423
1980-02-01,75.28034,82.73116,48.746174,35.99895,83.20866
1980-03-01,71.45064,81.61159,51.738235,37.802986,76.50585
1980-04-01,71.031815,83.5134,48.682617,28.595394,79.805916
1980-05-01,66.16401,84.80409,43.10754,27.537743,75.2396
1980-06-01,79.72607,89.66701,68.46346,27.731672,75.9648
1980-07-01,83.31947,84.26956,77.04364,32.169243,74.69203
1980-08-01,85.19684,87.577774,75.070114,51.23141,80.14326
1980-09-01,75.704056,79.954216,54.595036,33.807053,78.57389
1980-10-01,75.52642,86.48917,66.50461,37.040306,76.632965
1980-11-01,73.35408,86.80369,52.645958,44.17497,75.61279
1980-12-01,74.04017,89.00536,45.982265,49.132404,79.28279
1981-01-01,78.0662,88.16157,43.503784,54.536472,81.16336
1981-02-01,76.695244,82.55266,45.248333,35.64164,82.21742
1981-03-01,67.80905,78.644936,51.160786,26.593668,75.99809
1981-04-01,63.377632,74.76223,48.895874,28.326542,73.25452
1981-05-01,63.399315,87.547806,45.51018,21.588512,74.92234
1981-06-01,76.01643,85.683174,53.855995,32.731277,75.69288
1981-07-01,82.944595,84.82591,72.02699,46.697678,78.14792
1981-08-01,77.37572,77.33235,65.95776,43.693916,81.713745
1981-09-01,74.945694,86.27859,58.57595,40.91198,77.48413
1981-10-01,73.4263,85.20618,54.179554,38.755478,80.951546
1981-11-01,75.96974,87.53113,62.16012,44.88308,73.34291
1981-12-01,73.261185,84.31889,49.224438,48.158695,79.66731
1982-01-01,74.68202,85.15871,49.824627,45.77744,82.82465
1982-02-01,75.45092,86.95227,49.475567,41.624084,83.68203
1982-03-01,64.76673,79.852,45.848217,27.827291,77.29596
1982-04-01,64.94528,82.927605,45.10988,25.829435,77.4906
1982-05-01,64.11204,84.68256,53.036964,24.140427,78.3721
1982-06-01,69.042336,84.94637,52.354923,28.592976,80.561386
1982-07-01,78.30615,83.21071,72.500786,29.99405,76.85843
1982-08-01,81.62948,82.78605,74.776924,40.919525,77.66594
1982-09-01,73.71687,71.521164,55.280933,38.250893,83.76407
