,sst_cluster1,sst_cluster2,sst_cluster3,sst_cluster4,sst_cluster5
1965-01-01,28.25665128403816,35.915959345829954,31.633917490641277,28.074585409725415,39.18203451694586
1965-02-01,26.946711885756343,35.91586191416819,26.65088494618734,27.812201556037454,35.26914792183118
1965-03-01,26.360509015511777,35.91081693574979,23.713210423787437,27.90803348316866,34.63377830309746
1965-04-01,27.757232776586562,36.98969341459728,28.780218760172527,29.4398027307847,35.81437575511443
1965-05-01,31.020125789918765,37.28824384284742,38.900562922159835,31.066614038803998,41.547119923127
1965-06-01,34.85960200213004,37.35206736114634,50.90179761250814,32.496663261862366,48.41421078412961
1965-07-01,38.83678049281024,37.16332406708688,62.107442220052086,33.63738116096048,56.037125220665565
1965-08-01,40.25688724241395,37.41616088074523,72.59198506673178,33.95194109748392,62.30528415777744
1965-09-01,39.46166107620019,37.44217761151202,68.35608164469402,33.44809812657974,61.196850507687294
1965-10-01,36.65788622869962,37.615925512272554,60.67573547363281,32.337370479808136,56.82535416040665
1965-11-01,34.55080778702446,37.7072693465592,49.871835708618164,31.651925479664524,50.67953452085837
1965-12-01,31.779148267663047,36.87655874144979,39.34721310933431,30.076650731703815,44.731081449068505
1966-01-01,29.182594409887344,36.46361941382998,29.74025090535482,29.025187772863053,39.04772049341446
1966-02-01,28.262553007706355,36.342477179192876,25.652238527933758,28.695402706370636,36.13447287143805
1966-03-01,28.606326338173687,36.537863165785225,27.732671101888023,29.08493715174058,36.759550143510864
1966-04-01,29.318953251493152,37.235318633901095,30.07900873819987,30.14290977926815,37.213036952874596
1966-05-01,31.762161807737492,37.75310516357422,40.351788202921554,31.194455763872934,43.32839281131059
1966-06-01,34.90567691084268,38.02442509374577,51.46727244059245,33.06236491483801,49.15204659486428
1966-07-01,39.41477899966033,37.99717230198187,62.3484738667806,34.2061076444738,57.86051138853415
1966-08-01,40.594891534335375,37.92295992632449,75.64610163370769,34.35015285716337,65.00163934169672
1966-09-01,40.03095488617386,37.76055373154677,73.04940541585287,33.76587138456457,63.815434773763016
1966-10-01,38.047630199487664,38.07805957216205,63.77829233805339,33.11124465044807,58.37708986722506
1966-11-01,34.486220539480016,37.805463122083,52.58559862772624,31.673929551068476,51.44440577580379
1966-12-01,31.310222459876023,37.200951679444415,39.57405090332031,29.9973409316119,44.55430935590695
1967-01-01,29.01510708573936,36.44181866666455,30.33636728922526,28.74547846177045,39.51008625519581
1967-02-01,27.684377587359887,35.97802991990919,26.926568349202476,28.223939783432904,36.76789112580128
1967-03-01,27.405752651933312,36.2315644433488,27.889382044474285,28.174523746266086,36.04077803782928
1967-04-01,28.987948099772137,37.037862637342315,32.9626210530599,29.487208198098575,38.375101334009415
