,ssta30_cluster1,ssta30_cluster2,ssta30_cluster3,ssta30_cluster4,ssta30_cluster5,ssta30_cluster6,ssta30_cluster7,ssta30_cluster8,ssta30_cluster9,ssta30_cluster10
1970-01-01,-5.108059,2.7543259,-12.792213,-0.10314643,-20.406637,-7.0729895,-2.5971665,-15.616497,-9.661772,1.337468
1970-02-01,-5.7809234,2.42177,-14.050167,-0.45572236,-21.587727,-8.282026,-2.9839957,-16.406483,-11.000371,1.0335178
1970-03-01,-6.0449295,2.487356,-15.045686,-0.16407205,-21.378693,-8.91934,-2.9105814,-17.48461,-11.616513,1.284657
1970-04-01,-4.8800216,2.6571236,-14.322688,0.40204117,-19.09537,-7.8595104,-1.8175641,-16.810934,-10.86986,1.7337928
1970-05-01,-2.4813056,3.1697888,-11.274532,1.6065947,-14.220316,-5.5304456,0.04616178,-14.072622,-8.765544,2.792716
1970-06-01,0.50922996,3.601316,-8.273334,2.7320893,-8.7930155,-2.5277913,2.2236872,-11.96245,-5.7162533,3.3724422
1970-07-01,2.458508,3.867309,-4.0638847,3.2052734,-4.0832343,0.7188697,3.1858127,-7.85767,-1.3825773,3.6711671
1970-08-01,2.9012425,3.9456172,-0.02015739,3.4480727,-0.39595315,2.1792588,3.3293233,-2.8071213,1.288447,3.823698
1970-09-01,2.8628304,3.853565,-1.3698586,3.412145,-2.1166496,1.9028348,3.190673,-4.248701,0.18500224,3.7260287
1970-10-01,1.2771491,3.9697938,-4.250157,3.0329845,-6.454395,-0.33337238,2.246946,-7.074444,-2.0598178,3.5330927
1970-11-01,-0.8304855,3.6912673,-6.6906857,2.2340379,-11.454214,-2.4598966,0.78449696,-9.459702,-4.236631,3.0823064
1970-12-01,-2.7391586,3.3420637,-9.499349,1.4243331,-16.50463,-4.683698,-0.5876053,-12.291948,-6.6976624,2.6017377
1971-01-01,-4.4544473,2.9548738,-11.6368265,0.29961208,-19.628056,-6.490011,-1.9326996,-14.429455,-8.679041,1.7316364
1971-02-01,-5.7252526,2.688406,-13.000968,-0.07997324,-20.45687,-7.8621387,-2.835419,-15.270739,-9.991647,1.3206844
1971-03-01,-5.6216526,2.5868511,-13.592695,-0.074941956,-20.137833,-8.166251,-2.7026393,-15.985249,-10.384537,1.4042298
1971-04-01,-4.092831,2.7738652,-12.622371,0.3992125,-18.024885,-6.631845,-1.6423006,-15.8090725,-9.311971,1.953335
1971-05-01,-2.0835485,3.050625,-10.922368,1.6100543,-13.566464,-4.849554,0.0566269,-14.1474285,-7.8350115,2.7975657
1971-06-01,1.1448361,3.392438,-7.536738,2.8695815,-8.363577,-1.602406,2.5645838,-11.388702,-4.789542,3.2290587
1971-07-01,3.167231,3.570046,-3.2532618,3.4995103,-2.9845474,1.4902351,3.5557415,-7.313635,-0.6263526,3.4978347
1971-08-01,3.2143044,3.6929367,-0.80163634,3.6280904,-0.95741045,2.859853,3.4052064,-4.5197277,1.4299674,3.807002
1971-09-01,2.3355918,3.700255,-2.2100613,3.5015516,-2.641674,1.6481636,2.9616237,-5.6737003,0.2550527,3.8799405
1971-10-01,1.3160706,3.543582,-4.772233,2.9154654,-6.9251246,0.029845033,2.2487414,-8.11622,-2.004927,3.281067
1971-11-01,-0.6255199,3.5905306,-7.025662,2.0005136,-11.06693,-2.0991201,0.7637541,-10.321455,-4.3420467,2.8848073
1971-12-01,-2.52576,3.2843125,-9.405831,1.1052381,-15.467334,-4.358415,-0.6056906,-12.6136875,-6.73557,2.248696
1972-01-01,-4.409378,2.844296,-11.130336,-0.01562917,-18.0103,-6.405261,-2.1112187,-13.929815,-8.436364,1.3332711
1972-02-01,-5.4054117,2.5950289,-12.851297,-0.46381566,-19.705347,-7.5935903,-2.818721,-15.126785,-9.96526,1.1477952
1972-03-01,-5.90688,2.5442517,-13.172661,-0.82930684,-19.134588,-8.203386,-3.247013,-15.745581,-10.523876,0.98235965
1972-04-01,-5.159059,2.6761818,-12.476498,-0.5590192,-16.970833,-7.7602186,-2.611925,-15.426197,-10.0512085,1.3765161
1972-05-01,-2.4174457,3.0884173,-10.162758,0.8461236,-12.994399,-5.0837264,-0.3558795,-13.559145,-7.553469,2.3014321
1972-06-01,0.10310963,3.0716078,-7.2016144,1.863396,-8.154804,-2.2567565,1.4974285,-10.526741,-4.7983027,2.7432427
1972-07-01,2.0398326,3.121537,-3.5429091,2.4870524,-3.0850797,0.86092895,2.4953146,-7.129858,-1.2022117,2.8164372
1972-08-01,2.2040381,3.0903563,-1.2964904,2.8202548,-0.8179035,1.6245311,2.528991,-4.435026,0.31483632,2.9785645
1972-09-01,2.2188783,3.2199657,-2.2840776,3.0172024,-3.144272,1.3463416,2.7131565,-4.7817,-0.44503978,3.243076
1972-10-01,0.3716671,3.366561,-5.1382446,2.419036,-7.195838,-1.1763386,1.5774037,-7.9926834,-2.8857834,3.1927245
1972-11-01,-1.1442786,3.1772158,-7.701629,1.520821,-11.174094,-2.903413,0.47358114,-10.671862,-5.0039816,2.5263798
1972-12-01,-3.0619116,2.8076148,-10.143839,0.42153838,-15.88489,-4.9803934,-1.2193319,-12.957876,-7.4372993,1.6907241
1973-01-01,-4.5624957,2.3244953,-12.050386,-0.24539463,-18.828392,-6.592985,-2.250308,-14.722797,-9.150848,1.0616632
1973-02-01,-5.178895,2.2433481,-12.919941,-0.57892907,-19.775986,-7.6364408,-2.6550267,-15.494999,-9.966117,0.7599242
1973-03-01,-5.29903,2.1692145,-13.793324,-0.48527402,-19.94272,-8.061932,-2.662103,-16.657257,-10.56278,0.9532903
1973-04-01,-3.6591694,2.5337527,-12.864844,0.2882345,-17.804327,-6.487104,-1.2119018,-16.315287,-9.605339,1.5410931
1973-05-01,-1.9859985,3.0259511,-10.620873,1.2596166,-13.083008,-4.9304905,0.20455092,-14.330421,-7.765853,2.4807854
1973-06-01,0.0003965497,3.341097,-7.5891194,2.4251556,-7.7052937,-2.885727,1.6870716,-11.145571,-5.2569027,3.2311738
1973-07-01,2.1408625,3.618873,-3.2518675,3.0542617,-2.0412714,0.17640652,2.8657293,-7.210575,-1.3586797,3.5122259
1973-08-01,2.9236045,3.8138192,-0.18476458,3.4129019,0.5720399,2.1869655,3.167158,-3.8473873,1.1277077,3.716907
1973-09-01,2.9741743,3.794366,-1.5924388,3.385541,-2.2553382,2.4201932,3.255748,-5.296568,0.71473986,3.7194057
1973-10-01,1.5932748,3.6170142,-4.2797875,2.9480484,-6.4854627,0.5040584,2.416989,-7.249714,-1.8438864,3.3744805
1973-11-01,-0.6118483,3.608561,-6.6793394,2.2396889,-11.129682,-2.185589,0.87547874,-9.560116,-4.6016364,2.9501932
