,ssta20_cluster1,ssta20_cluster2,ssta20_cluster3,ssta20_cluster4,ssta20_cluster5,ssta20_cluster6,ssta20_cluster7,ssta20_cluster8,ssta20_cluster9,ssta20_cluster10
1965-01-01,-6.009552,1.3262024,-12.487061,-0.766449,-20.942474,-7.63266,-3.2597656,-15.915955,-9.374054,0.8741455
1965-02-01,-6.997711,1.1114197,-14.839905,-1.3893738,-22.829773,-9.083862,-4.036865,-18.581116,-11.592651,0.4298401
1965-03-01,-6.798126,1.1922302,-15.63028,-1.1643677,-23.459991,-9.889709,-4.42807,-20.100983,-11.936951,-0.31063843
1965-04-01,-5.698517,1.2550354,-16.41623,-1.2228394,-20.51471,-9.895782,-4.0828857,-20.01773,-12.020355,0.43722534
1965-05-01,-3.3859863,1.3272095,-13.351776,-0.5753479,-15.976807,-7.322296,-2.6130981,-17.457214,-9.17395,1.3855896
1965-06-01,-1.5881958,1.8581238,-10.152893,0.5912781,-9.583557,-4.114441,-0.22802734,-14.092194,-5.8842773,2.1510315
1965-07-01,1.1694336,1.978241,-7.67218,1.7502136,-5.446808,-0.582428,1.8814392,-10.747772,-3.143097,2.3908997
1965-08-01,2.3156433,2.0826416,-5.000641,2.848053,-2.635559,1.3491516,2.6419678,-6.981018,-0.65966797,2.6020508
1965-09-01,0.41934204,2.2435608,-4.392151,2.2854614,-5.100189,0.82650757,1.9132385,-6.9588013,-0.76919556,2.2325745
1965-10-01,-1.2019958,1.8182068,-4.9501953,1.5627441,-9.183411,-2.5182495,0.6541443,-8.520294,-4.615387,2.200409
1965-11-01,-2.2783203,1.7233276,-8.944458,0.6630554,-13.112305,-3.8545532,-0.8173828,-12.083954,-6.193695,2.015747
1965-12-01,-3.8933716,1.8197632,-10.090485,-0.42956543,-17.515533,-5.998474,-1.760315,-14.186951,-8.621521,1.2414551
1966-01-01,-5.1486206,1.546875,-12.945496,-0.9307251,-22.243164,-7.671112,-2.9297485,-16.566345,-11.017609,0.5675354
1966-02-01,-5.436249,1.1366882,-14.920013,-1.373169,-23.402222,-8.606262,-3.740326,-18.120758,-12.540741,-0.24404907
1966-03-01,-4.609314,0.79974365,-14.774353,-1.4746399,-23.056885,-8.251312,-3.8518677,-17.991241,-11.603851,-0.3838501
1966-04-01,-4.7251587,1.1967468,-15.262878,-1.111908,-20.882202,-8.29657,-3.2435303,-18.036499,-11.211365,0.08932495
1966-05-01,-3.255249,1.5259705,-12.105591,-0.54818726,-15.694641,-7.0752563,-1.9581909,-16.390045,-8.780273,1.4089661
1966-06-01,-1.4812622,1.6483765,-10.003815,1.6993103,-10.503571,-4.8075867,0.72854614,-13.907074,-6.42688,2.4300232
1966-07-01,1.082428,2.2413025,-6.5444946,2.201477,-6.185425,-1.0154114,2.6906128,-10.61969,-1.9745789,2.9785767
1966-08-01,3.0297852,2.4221191,-2.7146301,2.824524,-1.3384094,1.3403931,2.577423,-4.747925,0.68078613,3.1810608
1966-09-01,1.2663879,2.576538,-2.61969,2.9381104,-4.337311,0.92752075,2.9592896,-5.367584,0.6793823,2.5286255
1966-10-01,-0.70751953,2.6213074,-4.1372375,2.3000793,-8.603241,-0.93899536,1.482605,-7.6834106,-2.1841125,2.524994
1966-11-01,-2.663971,2.0229187,-7.4764404,1.3320618,-12.799774,-3.369995,-0.6452942,-10.74173,-4.88739,2.044098
1966-12-01,-4.28656,1.672699,-9.887238,0.15777588,-18.381042,-5.686981,-2.183136,-14.276611,-7.6643066,1.3685913
1967-01-01,-6.060089,1.8138733,-11.744965,-0.20645142,-22.059937,-7.225006,-2.8032227,-15.971405,-9.052521,0.823761
1967-02-01,-6.5532837,0.81085205,-13.196716,-0.54037476,-22.382355,-8.136383,-3.6119385,-17.441223,-9.918335,0.018035889
1967-03-01,-6.50296,0.7535095,-14.428009,-1.4866943,-21.932861,-8.949463,-4.3479004,-17.107422,-11.219727,-0.42294312
1967-04-01,-4.340393,1.1185913,-13.730347,-1.5458069,-19.846436,-8.756683,-4.1696167,-16.653168,-11.440094,0.28170776
1967-05-01,-2.2312012,1.5975952,-10.365112,-1.0026855,-14.005585,-7.0431213,-2.7996216,-14.399231,-7.524414,1.6767273
1967-06-01,-0.56222534,1.9509277,-8.225861,1.23172,-8.84787,-4.7776794,0.34326172,-12.215424,-5.3335876,2.3150024
1967-07-01,1.8876953,2.1055603,-4.560425,2.0634766,-4.283478,-0.37304688,1.733429,-7.506775,-1.774353,2.7851562
1967-08-01,3.1369934,2.5500183,-1.4510498,2.4473572,-0.7253723,2.126831,1.7782593,-4.430481,0.22970581,2.8370056
1967-09-01,1.791565,2.2928772,-1.763794,2.18219,-3.3574219,0.6246338,2.057495,-5.1889343,0.0016174316,2.7401123
1967-10-01,-0.99502563,1.8476868,-4.823303,2.1581726,-8.542938,-1.4637756,1.508606,-7.674011,-2.762909,2.4161072
1967-11-01,-2.3538513,1.5991821,-8.053223,1.1849976,-13.270813,-3.550293,-0.6720581,-11.758331,-5.338257,1.2731323
1967-12-01,-4.6551514,1.3868103,-8.314178,-0.017486572,-17.606476,-6.299835,-2.0428467,-13.303375,-7.0751343,0.77178955
1968-01-01,-6.5944214,1.5305481,-11.613251,-0.3494873,-20.793732,-8.187073,-3.017395,-15.312439,-9.683289,0.56951904
1968-02-01,-7.9169006,0.9371033,-13.525299,-1.6487122,-22.698364,-9.288452,-4.0762634,-16.4628,-11.870331,-0.057556152
1968-03-01,-7.508301,1.2349548,-14.116791,-1.3128052,-22.825897,-9.691986,-3.8931885,-17.108673,-11.476074,-0.50164795
1968-04-01,-6.103424,1.4542236,-13.073975,-1.5010681,-20.27353,-8.880676,-3.280182,-15.830933,-10.920929,0.3650818
1968-05-01,-3.6887817,2.1550598,-11.8107605,-0.8798828,-15.181061,-7.646637,-1.8478394,-14.068665,-9.787323,1.5076294
1968-06-01,-2.1605835,2.4388123,-10.189087,1.425354,-9.673218,-4.6469727,0.68344116,-10.873627,-7.686859,2.6440735
1968-07-01,0.24780273,2.8885193,-7.013092,2.088745,-5.0296936,-1.4759216,1.9156189,-7.809906,-4.1868896,3.1902466
1968-08-01,2.2496033,2.8648987,-3.3721313,2.7694397,-2.5169678,1.3152771,1.7832031,-4.1427307,-0.096832275,2.6082153
1968-09-01,0.9050293,2.5614624,-3.3797913,2.8710938,-4.3279724,0.083984375,2.1914978,-5.6727905,-2.0037842,2.2137756
1968-10-01,-1.0744629,1.9179382,-5.7287292,1.6142578,-8.826477,-2.3040466,0.4721985,-7.9485474,-4.0891113,1.8007202
1968-11-01,-3.4510193,1.8947449,-7.669037,1.0751648,-13.376862,-4.1044006,-0.13265991,-9.301758,-5.4274597,0.865448
1968-12-01,-4.5043945,1.3626709,-10.030701,-0.40408325,-17.74762,-6.3433533,-2.3948975,-11.764313,-7.2623596,0.38827515
1969-01-01,-6.065674,1.2687073,-11.376221,-1.1699524,-20.66623,-8.164368,-3.2814636,-13.964081,-9.243195,-0.13366699
1969-02-01,-6.445801,1.0967407,-12.667511,-2.0863953,-22.587677,-8.794708,-4.2553406,-15.676331,-10.549347,-0.805542
1969-03-01,-7.146759,1.0018616,-14.022736,-1.9705505,-23.650635,-9.597687,-4.0692444,-16.880798,-11.832275,-0.8045349
1969-04-01,-6.330902,1.4177551,-13.618103,-1.6720581,-21.89389,-9.416138,-3.5471802,-16.013672,-11.10257,-0.048706055
1969-05-01,-3.4463806,1.635498,-12.213898,-1.0713196,-16.602509,-7.4725037,-1.7901917,-14.275665,-8.505676,0.89816284
1969-06-01,-2.6358337,2.3562927,-9.58667,0.63653564,-11.359253,-4.4099426,0.2673645,-11.691528,-6.087158,2.3250122
1969-07-01,0.5703125,2.4172363,-5.728302,1.8547363,-5.8913574,-1.0427856,1.31073,-7.9931335,-2.4549255,3.3099365
1969-08-01,2.0973816,2.228119,-3.8864136,2.9439087,-2.4866028,1.4897766,2.0640564,-5.403656,-0.19104004,2.5142212
1969-09-01,2.0541077,2.5104675,-4.5470276,2.854004,-4.0188904,1.0778503,2.5960999,-5.9360657,-1.2659302,2.6227722
1969-10-01,-0.71643066,2.5138855,-6.7448425,1.8939819,-9.039917,-2.044464,1.3832703,-9.425507,-4.1990356,2.3313293
1969-11-01,-2.7660217,2.263031,-8.32373,1.1236877,-13.341492,-4.1694336,-0.62939453,-11.302277,-5.6343384,1.5959473
1969-12-01,-4.809845,1.9969177,-10.683899,0.03463745,-18.354645,-6.341919,-1.6743774,-13.747589,-8.883118,1.3472595
1970-01-01,-6.453308,1.3973694,-13.295166,-0.8341675,-21.965149,-8.172424,-3.2113953,-16.302063,-10.694794,0.65197754
1970-02-01,-7.1361694,1.0249634,-15.213654,-1.4343872,-22.978088,-9.177124,-3.6664429,-16.960663,-11.869934,0.29815674
1970-03-01,-7.5625,1.0811157,-16.10434,-1.3818359,-22.9581,-10.124115,-4.55249,-18.114288,-12.179535,0.10067749
1970-04-01,-6.405731,1.2992859,-15.099976,-0.89404297,-21.165436,-9.331543,-3.611145,-17.458588,-12.554352,0.5001831
1970-05-01,-3.90979,1.9537048,-12.957367,-0.26132202,-16.429169,-7.5375977,-1.7221375,-14.249268,-10.260895,1.7124634
1970-06-01,-1.5204468,2.4405518,-10.3758545,1.212677,-10.238464,-5.1436157,0.9611206,-12.285065,-7.2382507,2.82901
1970-07-01,1.3339844,2.9771729,-6.3467712,1.9099426,-5.4210815,-1.2121582,1.3934021,-9.030304,-3.3538208,3.166748
1970-08-01,2.4737244,2.7413025,-1.6706543,2.0646057,-1.7486267,1.3615723,1.8977661,-3.6402893,0.2406311,3.2511597
1970-09-01,1.9646912,2.878479,-2.567627,2.3825684,-3.8388977,1.3711548,1.9243774,-4.077545,-0.2942505,2.5484009
