,r850_cluster1,r850_cluster2,r850_cluster3,r850_cluster4,r850_cluster5,r850_cluster6,r850_cluster7,r850_cluster8,r850_cluster9,r850_cluster10
1970-01-01,79.2733,45.769817,64.655525,77.48954,45.411728,72.474205,76.062935,75.69994,79.62728,66.76245
1970-02-01,76.42606,48.467854,69.285225,72.03085,36.882133,70.0905,69.171936,79.236336,81.56111,66.14592
1970-03-01,77.21976,50.675816,65.83594,75.889114,31.451942,69.52365,65.63323,90.26171,86.865555,62.037186
1970-04-01,78.894775,49.617653,65.7499,69.230804,31.696487,61.86039,70.34484,79.752396,83.81534,67.291466
1970-05-01,80.81595,50.9723,68.826385,65.33399,30.366608,55.254025,71.5595,82.96011,79.234825,72.594925
1970-06-01,80.974525,62.249573,65.8378,69.77766,30.977047,65.6079,75.53902,82.67258,76.33282,77.530396
1970-07-01,78.485054,71.06448,73.682335,73.06956,34.22093,70.12882,74.830124,78.78525,61.12867,80.70231
1970-08-01,78.47089,72.48314,74.77026,73.68746,50.55825,69.20957,78.31067,82.95277,67.60917,81.29206
1970-09-01,78.65603,62.788933,73.95513,71.445366,40.489693,67.33189,77.766205,85.02376,62.61236,79.641335
1970-10-01,79.07186,55.073402,72.29746,71.75919,35.985867,65.82601,79.27893,77.09827,59.715424,79.14107
1970-11-01,80.4268,46.95517,70.304214,72.728485,34.345856,72.11496,80.60898,67.86079,61.209103,76.40116
1970-12-01,81.079865,46.91292,68.61647,73.69299,44.504143,69.64117,74.13609,78.893684,64.2006,74.04487
1971-01-01,79.675674,50.248768,63.31173,77.29241,49.16246,72.17592,76.91208,64.21106,72.61369,70.43131
1971-02-01,80.69321,58.77544,65.18008,72.07223,47.47873,68.25503,74.511154,80.01807,73.27694,67.608475
1971-03-01,78.47013,50.847446,68.44865,67.672966,37.369087,64.69042,72.836136,80.75288,65.141815,72.12533
1971-04-01,78.337036,46.975784,69.167816,65.79171,25.783089,56.98811,66.53956,87.54018,70.10805,74.673485
1971-05-01,79.805725,45.643253,66.98046,65.40446,23.443222,59.095703,75.57745,84.77431,70.04538,76.80247
1971-06-01,79.896126,64.05197,70.286316,73.52376,31.136341,67.455734,75.2674,84.76867,71.0503,80.13974
1971-07-01,78.305855,70.09943,71.98868,72.91591,41.4867,69.895195,76.36719,78.693054,76.122665,80.10598
1971-08-01,79.72957,72.76143,72.84063,74.15015,47.02424,71.71126,76.201775,79.85804,71.55035,79.16144
1971-09-01,77.047806,63.73419,76.04929,73.28527,50.014297,69.18741,78.41102,86.68287,62.607548,79.83904
1971-10-01,78.13846,49.58019,73.007805,74.009125,37.704994,68.66781,79.41066,68.22139,67.43396,77.170456
1971-11-01,80.27495,54.804073,67.79089,73.79228,48.55556,71.26798,79.04807,58.639664,73.64294,73.02914
1971-12-01,80.6983,53.429153,69.17649,77.58159,64.358925,67.91058,78.37446,74.03429,76.39058,72.60149
