,zgu250_cluster1,zgu250_cluster2,zgu250_cluster3,zgu250_cluster4,zgu250_cluster5,zgu250_cluster6,zgu250_cluster7,zgu250_cluster8,zgu250_cluster9,zgu250_cluster10
1970-01-01,-0.012458215,0.30347684,-0.12494333,-0.6690256,0.07817163,-0.017850716,0.87597424,0.6006798,0.5864209,-0.20370108
1970-02-01,-0.06661549,0.27961674,-0.24518955,-0.30680546,0.064733714,-0.10525291,1.0111531,0.48742518,0.5411268,-0.2249051
1970-03-01,-0.29242975,0.4347823,-0.11482675,-0.42748153,0.079537764,-0.158486,0.81385726,0.31215084,0.083695486,-0.03684985
1970-04-01,-0.43899143,0.33224764,-0.010195283,-0.4938161,0.1624794,-0.27334177,0.35882974,0.38019174,0.46859297,-0.2400943
1970-05-01,0.040985122,0.14305577,0.19950455,-0.15887558,0.19975604,-0.3884995,0.18449925,-0.18691726,0.09658577,-0.24482672
1970-06-01,-0.059226,-0.016950611,0.15419742,-0.41765857,0.31611353,-0.079196855,0.21618024,0.081373185,0.45644426,-0.06915015
1970-07-01,0.025560673,-0.010420761,0.14985956,-0.5212624,0.33621326,-0.16863497,0.04645598,-0.21830067,0.111547634,0.013588365
1970-08-01,0.01609731,0.08015508,0.16926354,0.14258404,0.1752689,-0.15518554,-0.24284333,-0.17144342,-0.15641005,0.124081634
1970-09-01,-0.16414066,0.11264323,0.08397662,-0.023214607,0.27217525,0.035564285,-0.20293024,-0.5348476,-0.44188756,-0.0004516889
1970-10-01,-0.27579942,0.2306925,0.07997422,-0.22416852,0.21737473,-0.6131289,0.17071666,-0.5509041,0.35106486,-0.23776777
1970-11-01,-0.564867,0.3167679,-0.0726907,-1.013218,0.39409757,-0.8202053,0.548583,-0.18159063,0.075081885,-0.19007272
1970-12-01,-0.65966487,0.41359276,-0.08445764,-1.2500823,0.23553412,-0.6445749,1.0032659,0.017307635,0.574542,-0.21474637
1971-01-01,-0.045076277,0.22918071,0.034880355,-0.8639413,0.02255681,-0.20830001,0.18787341,0.5869995,0.41562715,-0.22871916
1971-02-01,-0.21927023,0.20342134,-0.041545764,-0.17645343,0.13508698,-0.32083067,0.93102324,0.07645299,0.24379452,-0.015658855
1971-03-01,-0.5225767,0.5395622,-0.08230232,-0.7566404,0.103245296,-0.26738063,0.6616302,0.46946278,0.07635495,-0.1811655
1971-04-01,-0.68552506,0.54907787,-0.12760969,-0.52680665,0.31875163,-0.6354428,0.5567544,0.05144256,0.24722728,-0.12876764
1971-05-01,-0.25637242,0.24153933,0.066551596,-0.038551763,0.2220654,-0.24987645,0.08183385,0.009734566,0.29506737,-0.20963122
1971-06-01,-0.031138029,0.14837039,0.14007069,-0.4780289,0.27493656,-0.3503041,0.08156867,-0.064525925,0.0795812,-0.030225119
