,zgv250_cluster1,zgv250_cluster2,zgv250_cluster3,zgv250_cluster4,zgv250_cluster5,zgv250_cluster6,zgv250_cluster7,zgv250_cluster8,zgv250_cluster9,zgv250_cluster10
1965-01-01,-0.66846657,0.27271444,-0.29405457,-0.83742297,-1.0268364,0.74882376,0.93205595,0.049744986,-0.2151691,-0.2410717
1965-02-01,0.32731605,-0.010743737,-0.1373138,-0.5886979,-0.038118266,-0.31377584,-0.35469046,0.2340074,-0.22620717,-0.18691158
1965-03-01,0.3536604,-0.09507475,-0.043858003,-0.80239516,-0.23827533,-0.2924357,0.13966861,0.2965566,-0.0011773587,-0.29022807
1965-04-01,-0.0069171907,0.09728231,0.0066228868,-0.03561611,-0.17293,0.37706098,0.064756766,-0.12318504,-0.081828974,0.006622839
1965-05-01,-0.9160139,-1.0612751,0.21016511,-0.43769684,-1.035078,0.17808113,1.2137479,0.4399044,0.2560836,0.3142175
1965-06-01,-0.71673965,-0.9981375,-0.36513987,0.6943692,-0.47095838,0.4054657,1.4841074,-0.08079891,0.03105383,0.18720603
1965-07-01,0.38191777,0.09728231,-0.060194395,-0.18911925,0.55322886,0.4156207,-0.29022807,-0.55087405,0.18485108,-0.11553192
1965-08-01,-0.78296816,0.21207848,0.370291,0.45653534,-0.49848002,0.5492552,-0.012656975,0.5544063,0.042533398,-0.038412474
1965-09-01,-0.9182215,-0.7673677,-0.12745309,-0.4766981,-1.1267679,-0.0173666,2.1132782,-0.010596466,0.07859125,-0.032672692
1965-10-01,-0.599589,-0.62637454,-0.3217234,-0.4306325,-1.1419266,-0.44358388,0.4924457,1.7675655,0.4404932,0.26138186
1965-11-01,-0.24916644,0.7286608,0.1811718,0.6288765,-0.20987073,0.5739805,0.017660905,-0.85655534,0.2290035,0.21855411
1965-12-01,-0.2057499,0.09581061,0.022370528,-0.28463554,-0.562648,-0.16086169,0.17763957,0.22870922,-0.06711157,-0.12745312
1966-01-01,0.07797547,0.14481154,-0.15407018,-0.76630044,-0.35009384,-0.17070694,0.14264154,0.2939631,0.03804741,-0.20455894
1966-02-01,-0.2096223,0.0053525926,-0.052658748,-0.11732483,-0.37526587,0.1513216,0.21063495,0.039928056,-0.02546134,-0.25229907
1966-03-01,-0.37439784,0.057866763,0.24304032,-0.0024593354,-0.007233334,0.29454175,0.33548245,0.03269472,0.14958553,0.07030811
1966-04-01,-0.21772365,0.13396148,-0.043689393,0.06944013,-0.067270085,0.59183204,0.32333046,-0.38134187,0.088825464,-0.15450421
1966-05-01,-0.29280576,-0.6052861,0.59154284,-0.0020254136,-0.27342036,-0.12962146,0.6113621,0.43211994,0.047595404,0.12108612
1966-06-01,-0.5103847,-0.11631203,0.23609634,0.13063416,-0.086655475,0.7969698,0.6524475,-0.27587968,0.06336407,0.1819909
1966-07-01,0.10792141,-0.048897456,0.05396075,-0.24955034,-0.27486706,-0.00057868956,0.28210038,0.12962155,-0.06900616,0.05482874
1966-08-01,0.15435953,-0.052658845,-0.04412341,-0.8908585,-0.18141226,1.5130707,-0.6683609,-0.23146701,0.045280743,0.20687361
1966-09-01,-0.34459648,-0.6109281,-0.0037613392,-0.43515792,-0.61483413,0.60427344,0.9725954,-0.4318308,0.16318417,0.0005785942
1966-10-01,-0.37497655,-0.32289642,0.23898968,-0.5924107,-0.5970402,-0.62062085,0.5792461,0.5588482,0.11197214,0.06596808
1966-11-01,-0.5895175,-0.07088675,-0.030669402,0.11602268,-0.525864,0.08824678,0.46814194,-0.14336471,-0.10980215,-0.007812023
