,vws600-250_cluster1,vws600-250_cluster2,vws600-250_cluster3,vws600-250_cluster4,vws600-250_cluster5
1965-01-01,7.43264627456665,7.428811550140381,25.55915641784668,9.996878623962402,28.999797821044922
1965-02-01,16.108745574951172,4.2213239669799805,19.62016487121582,9.393637657165527,22.846311569213867
1965-03-01,14.035699844360352,6.292145729064941,17.342527389526367,3.0383951663970947,19.139760971069336
1965-04-01,7.535171031951904,6.211558818817139,30.716445922851562,7.932422161102295,13.75516414642334
1965-05-01,17.83563995361328,5.172789573669434,30.81013298034668,12.414466857910156,10.499382019042969
1965-06-01,17.256656646728516,4.338198184967041,30.46678924560547,13.400428771972656,3.9111099243164062
1965-07-01,15.409780502319336,0.26020345091819763,41.98017501831055,8.142904281616211,7.451135635375977
1965-08-01,19.43137550354004,2.8023078441619873,34.46396255493164,15.865406036376953,11.977041244506836
1965-09-01,17.970266342163086,5.0012526512146,33.17008972167969,12.870820045471191,3.3585939407348633
1965-10-01,21.65610122680664,4.2509565353393555,31.132280349731445,15.537422180175781,19.89134407043457
1965-11-01,8.058744430541992,1.9563919305801392,30.809043884277344,9.276427268981934,7.134701728820801
1965-12-01,8.640470504760742,3.3639798164367676,16.755369186401367,9.615913391113281,9.26224136352539
1966-01-01,14.35086727142334,1.0895389318466187,16.316349029541016,8.80711555480957,20.517337799072266
1966-02-01,12.590286254882812,6.880255222320557,12.46173095703125,5.564314365386963,12.225059509277344
1966-03-01,16.416011810302734,3.5350492000579834,14.399983406066895,6.491550445556641,12.412561416625977
1966-04-01,13.7708158493042,3.0890159606933594,27.71112823486328,7.856572151184082,10.998225212097168
1966-05-01,18.345882415771484,6.0192718505859375,37.95951461791992,9.639016151428223,11.068681716918945
1966-06-01,20.522058486938477,3.765151023864746,39.226234436035156,16.596717834472656,5.5599751472473145
1966-07-01,19.883312225341797,4.365621566772461,37.86232376098633,11.515096664428711,10.734789848327637
