,w_cluster1,w_cluster2,w_cluster3,w_cluster4,w_cluster5
1965-01-01,0.02610749,0.3778056,0.022640407,-0.03078407,-0.028262615
1965-02-01,0.06371999,0.77342,0.021852434,-0.07154852,-0.004150629
1965-03-01,-0.015917718,0.29580396,0.027000487,-0.09261364,-0.042708755
1965-04-01,0.04029095,1.5855038,0.0287866,-0.039346695,-0.110736966
1965-05-01,-0.0056215525,2.3857155,0.033409357,-0.08058393,-0.30153126
1965-06-01,0.01029551,1.7150464,0.0325163,-0.050378323,-0.28409076
1965-07-01,-0.022851825,1.8532567,0.029049218,-0.033358157,-0.4567092
1965-08-01,-0.013868988,1.6763306,0.0257923,-0.046806216,-0.4821344
1965-09-01,-0.0012089014,1.0820423,0.022640407,-0.06650549,-0.40622646
1965-10-01,-0.011505067,1.5583451,0.02411127,-0.04864478,-0.37575823
1965-11-01,-0.010296822,1.4667827,0.022692919,-0.057154894,-0.1495052
1965-12-01,-0.0028898716,1.8349757,0.029311895,-0.06204033,-0.040660024
1966-01-01,0.006186843,0.38418758,0.021368861,-0.060513794,-0.06530094
1966-02-01,-0.020621061,0.6614763,0.018496633,-0.057641506,-0.11116618
1966-03-01,0.015669942,0.80545485,0.025700092,-0.08878064,-0.12142432
1966-04-01,-0.008858442,1.5265787,0.026748717,-0.07391775,-0.1237039
1966-05-01,0.0021747947,1.7239908,0.025700092,-0.057869494,-0.141895
1966-06-01,-0.0067611933,2.124833,0.023238122,-0.025453806,-0.36675322
1966-07-01,-0.07382661,2.127842,0.030076921,-0.08955574,-0.48200905
1966-08-01,-0.07683563,1.7625613,0.031125486,-0.07824898,-0.42720783
1966-09-01,-0.05568111,1.0809199,0.018861353,-0.023083031,-0.43359065
1966-10-01,0.014302194,1.2143668,0.01968199,-0.08280814,-0.17504013
1966-11-01,0.01817745,1.0930017,0.024469137,-0.07674444,-0.13031471
1966-12-01,0.013527095,1.7653425,0.020912945,-0.10432744,-0.008949578
1967-01-01,0.0058226585,0.7301105,0.01874423,-0.083268166,-0.04481733
1967-02-01,0.030253291,0.1345675,0.025126517,-0.07777524,0.019215047
1967-03-01,0.0041486025,0.5000334,0.031561136,-0.088395,-0.044189572
1967-04-01,0.0354324,0.7309998,0.02345246,-0.09802067,-0.08556998
1967-05-01,-0.0011351109,2.727356,0.021307588,-0.04800856,-0.2871883
1967-06-01,0.038205028,1.6245236,0.019215047,-0.0587852,-0.47818685
1967-07-01,-0.054495454,1.6034935,0.026643634,-0.08703482,-0.46176028
1967-08-01,-0.011074781,2.1840746,0.03286898,-0.11434269,-0.30042374
1967-09-01,0.015029907,1.2623535,0.0286839,-0.058994412,-0.3788948
1967-10-01,0.0016374588,1.6684675,0.026539028,-0.078402996,-0.16786003
1967-11-01,0.011891127,0.85838455,0.022981644,-0.071759105,-0.12014961
1967-12-01,-0.028966188,0.51305956,0.019162714,-0.060093045,-0.051252007
1968-01-01,-0.04612893,0.20323023,0.013718754,-0.035788566,-0.013508439
1968-02-01,0.03689158,0.6039382,0.019409657,-0.082692206,0.018851727
1968-03-01,-0.0020893812,0.7044035,0.02975005,-0.0340032,-0.04579419
1968-04-01,0.00698635,0.7258282,0.03112626,-0.078377545,-0.1981101
1968-05-01,-0.0013454556,1.0100024,0.03462267,-0.04627776,-0.2553541
1968-06-01,0.011115044,1.53234,0.028708547,-0.013954759,-0.4776721
1968-07-01,0.025212169,1.6727905,0.032279342,-0.03459832,-0.34428877
1968-08-01,-0.0016430318,1.5056708,0.031981766,-0.10876632,-0.369433
1968-09-01,-0.035862982,1.4469762,0.02852258,-0.07729888,-0.26372313
1968-10-01,0.01877734,1.2219429,0.018963307,-0.061416328,-0.2924009
1968-11-01,-0.0006015599,0.84641623,0.02885735,-0.08726728,-0.10917544
1968-12-01,-0.007222384,1.0870717,0.013569951,-0.09336734,-0.03072998
1969-01-01,0.018313825,0.12729782,0.018568456,-0.057007372,0.022031486
1969-02-01,0.019994438,0.52783954,0.019994438,-0.056549013,0.020350933
1969-03-01,-0.021052837,0.67878747,0.025647342,-0.053085983,-0.076003194
1969-04-01,0.02467972,1.4918387,0.021114826,-0.050335944,-0.20632571
1969-05-01,0.020401835,2.1660118,0.033286393,-0.05741477,-0.26748914
1969-06-01,-0.017487943,1.630055,0.026411235,-0.04096532,-0.443646
