,vws250-50_cluster1,vws250-50_cluster2,vws250-50_cluster3,vws250-50_cluster4,vws250-50_cluster5
1965-01-01,41.95616602069748,15.2250818723938,22.570593950552958,24.6231539541638,19.564510789536627
1965-02-01,34.850962452218624,14.714953089782703,22.44610555103975,27.8462182630892,14.277380374211678
1965-03-01,33.21439754387413,17.778676170374375,21.931995165000334,23.50804958263756,12.619140714909825
1965-04-01,44.780057662459136,19.33642523018755,24.235936051122493,21.709872329531635,11.938984602412562
1965-05-01,40.46818147165057,9.739754818370393,24.64609275715793,20.000172584611057,11.1426024853359
1965-06-01,45.57829194352928,6.19171731826178,25.6862502079049,18.82712216248126,12.363531629423788
1965-07-01,58.08774679651673,8.850851473003674,28.675788798960795,20.044714192944376,11.25896620014062
1965-08-01,50.773085265116976,6.496299766543581,27.788278093884045,16.282090333161783,14.705579979672464
1965-09-01,51.57460666072847,11.099784324584343,26.36225909735242,19.1487997161308,20.653877810729114
1965-10-01,47.00241061265135,15.836399226451913,28.597080839790884,28.980846020306263,28.414245809422283
1965-11-01,44.499362427961586,24.954816859818816,29.26825623845477,29.661309823692598,30.386930480313907
1965-12-01,31.12754837525646,32.03252593367725,25.320946024667155,29.92315696998175,36.164737051746826
1966-01-01,29.54423856003415,32.1452289374764,23.19866329058456,30.528236631355792,40.882636184373006
1966-02-01,31.290894462998207,29.27881730510545,24.002688900507135,28.447391706240182,35.64086361952324
1966-03-01,30.4440957467263,29.404208143471642,23.77886434700994,25.32240913985679,36.07003592324213
1966-04-01,39.37444694741123,23.241268642250184,24.34412811515714,23.0770396044872,29.27101987105401
1966-05-01,44.3645755361829,15.496553527147178,23.73758937385959,20.247664577149376,23.326349927907103
1966-06-01,44.1244999776348,9.86660540710667,24.519557002122326,18.230438003277254,11.344957030676511
1966-07-01,49.02553219970358,13.118223979581437,24.43247727700859,13.863874675100659,6.853102109081509
1966-08-01,47.108320338041565,14.540638201007699,22.600163868516624,13.521619842980291,8.609629821165917
1966-09-01,50.117558164370145,16.743586806860232,24.218371327413934,12.589602794328934,9.602209381806174
1966-10-01,43.61586237082011,14.026499674961586,22.006141787336176,18.54307414450975,10.063318498824714
1966-11-01,40.63320386750148,11.454328610135219,23.906825277163918,22.618992983026168,14.060565608481207
1966-12-01,33.30344936400093,14.199647146838547,21.49238544794294,24.41987624142025,11.28648717505893
1967-01-01,29.512803054817486,15.769287625597519,19.08093874430499,23.565552646140894,16.53008267455591
1967-02-01,26.46497989649702,12.889415094721741,19.717776110467373,22.189660171771234,13.128223973429359
1967-03-01,29.870503137058915,13.239632152859508,18.021124787908256,18.166729874702387,10.396608743113326
1967-04-01,32.61634019263719,16.191036247088487,18.570788352391393,19.74022022426421,9.449901799483492
1967-05-01,36.90818349775169,18.398957008861945,18.870688888895682,20.206407675710835,13.005744530605346
1967-06-01,39.276879908459776,24.282776899844833,20.277045834597644,16.846185725580657,13.03492841012444
1967-07-01,47.19761306317813,21.23020070102008,22.057614677218076,17.84345812970622,12.90403407492144
1967-08-01,43.77465519336287,19.373231374491432,21.85549448303745,18.014117937927832,12.368550671254768
1967-09-01,57.82192128420116,24.363454820671983,27.666050380918882,22.677062997459938,14.134169767583668
