,sst_cluster1,sst_cluster2,sst_cluster3,sst_cluster4,sst_cluster5
1965-01-01,23.510895,28.266998,18.403503,25.551147,19.933838
1965-02-01,24.26233,28.603302,19.096558,26.28012,20.385376
1965-03-01,23.90207,28.62973,18.978302,26.338013,20.300568
1965-04-01,23.458496,28.894196,18.221375,26.09851,19.206848
1965-05-01,22.021973,28.543427,16.34729,25.049194,17.811737
1965-06-01,21.171753,27.848358,14.877838,24.3237,16.727997
1965-07-01,20.087494,27.299988,14.313019,23.530853,15.689667
1965-08-01,19.431366,27.381836,13.123993,23.249939,15.383789
1965-09-01,18.975311,27.292023,12.432434,22.817322,15.427704
1965-10-01,20.092499,27.982086,12.824127,23.535828,15.874756
1965-11-01,20.565002,28.34134,14.110931,24.293243,17.082245
1965-12-01,21.522034,29.00946,16.019958,25.113037,18.558197
1966-01-01,22.966217,28.836182,17.51178,25.713104,19.808838
1966-02-01,23.523956,29.1539,18.011536,26.086761,21.409973
1966-03-01,23.37973,29.13623,17.586395,26.431213,20.917755
1966-04-01,22.872925,29.356598,17.311554,26.142242,20.092743
1966-05-01,22.267242,28.79181,15.939392,25.240051,18.127014
1966-06-01,20.620728,28.229004,14.007446,24.048431,16.337769
1966-07-01,19.037262,27.766571,12.417908,23.357544,15.922241
1966-08-01,18.862762,27.175537,12.422455,22.736755,15.164795
1966-09-01,18.489594,27.12915,12.00943,22.759949,14.9010315
1966-10-01,19.361023,27.560333,13.003906,23.243073,15.544006
1966-11-01,19.966156,28.360626,13.773956,23.961182,16.707428
1966-12-01,21.664612,28.680359,16.059418,24.577942,18.038757
1967-01-01,23.436554,28.806885,17.313446,25.355713,19.326263
1967-02-01,24.47226,28.904053,18.849487,26.208618,20.306396
1967-03-01,24.711151,28.975159,18.167358,26.578705,20.275848
1967-04-01,23.903809,28.949615,17.856354,26.159027,19.428436
1967-05-01,22.121887,28.775848,16.277252,25.418793,18.227966
1967-06-01,20.778656,28.05014,13.665436,24.173248,16.59378
1967-07-01,19.453491,27.196747,12.20755,23.025879,16.528656
1967-08-01,18.707764,26.493073,12.003723,22.57312,16.385437
1967-09-01,19.180023,26.827118,12.149445,23.114502,16.457031
1967-10-01,19.193542,26.920288,12.678314,23.105988,16.585266
1967-11-01,20.222748,27.715088,14.443726,24.031525,17.389069
1967-12-01,21.476807,28.19638,16.296295,24.83786,18.558014
1968-01-01,23.150787,28.284332,17.949463,25.55014,19.956085
1968-02-01,24.185516,28.625122,18.155212,26.218842,20.966095
1968-03-01,23.702759,28.2883,17.75409,26.091248,21.758942
1968-04-01,23.003876,28.582092,17.257996,26.132782,20.627258
1968-05-01,21.743103,28.356567,15.386871,25.306793,19.32248
1968-06-01,21.331604,28.35904,14.335815,24.31015,16.992859
1968-07-01,20.312714,27.813965,13.422272,23.956512,16.220276
1968-08-01,19.952637,27.451416,13.104736,23.794281,16.070923
1968-09-01,19.644989,27.672516,12.880188,23.924347,15.673248
1968-10-01,20.138092,27.997467,13.249664,24.575745,15.825104
1968-11-01,20.282532,28.676086,13.848633,24.746399,16.899384
1968-12-01,22.276306,28.816559,15.995239,25.508087,18.634003
1969-01-01,23.5448,29.49887,17.482574,26.131622,20.407288
1969-02-01,24.6698,29.624481,18.148132,26.436218,20.67035
1969-03-01,24.002197,29.378357,17.771759,26.31778,20.86261
1969-04-01,23.723236,29.547058,17.442047,26.597198,19.846344
1969-05-01,22.310638,29.423492,16.015594,25.603516,18.335785
