,r900_cluster1,r900_cluster2,r900_cluster3,r900_cluster4,r900_cluster5
1965-01-01,81.2494,28.290318,36.829353,69.85364,77.52615
1965-02-01,80.15356,26.459002,35.10943,73.94871,72.50888
1965-03-01,77.087166,45.253735,35.143826,80.74488,73.94871
1965-04-01,78.4238,33.151985,56.384132,75.93072,67.47358
1965-05-01,81.34768,39.538654,57.977932,74.87091,65.308105
1965-06-01,83.11511,45.417534,53.47336,74.01259,63.693012
1965-07-01,83.96524,39.057076,67.69472,71.89298,50.785355
1965-08-01,81.27232,36.69176,61.265457,74.58917,53.21291
1965-09-01,83.20192,26.296837,54.153137,74.11578,54.081066
1965-10-01,85.34938,27.366468,52.900047,77.341064,58.5709
1965-11-01,83.42306,21.456467,42.64927,74.07811,60.236774
1965-12-01,82.90708,51.240726,54.670753,70.45479,76.42704
1966-01-01,81.60872,58.421165,38.375626,78.87054,77.78052
1966-02-01,78.919785,36.45496,44.64324,73.94411,70.55585
1966-03-01,82.9023,30.006767,47.98225,73.10853,72.55531
1966-04-01,81.96658,29.166271,48.52234,74.5318,64.414635
1966-05-01,80.37752,39.78576,66.39276,67.10685,56.40364
1966-06-01,84.50121,41.561966,52.634537,74.09677,60.936092
1966-07-01,82.07165,42.546925,69.48225,74.17721,50.081856
1966-08-01,85.2071,49.305378,67.94243,69.147354,49.17077
1966-09-01,83.47193,31.12962,59.069595,72.31564,50.914143
1966-10-01,83.56714,24.062546,55.891464,75.293495,60.26632
1966-11-01,79.798035,27.77748,48.583076,75.03905,62.91093
1966-12-01,81.35591,35.005432,49.223297,73.344925,74.28063
1967-01-01,79.41241,29.131943,43.352287,75.51233,80.50524
1967-02-01,79.81441,56.143673,44.08028,77.51557,82.73989
1967-03-01,79.94953,50.899086,54.888687,80.49173,75.422806
1967-04-01,81.30924,34.278564,51.69802,75.32146,71.74906
1967-05-01,80.91062,42.164864,64.029976,77.19803,67.89628
1967-06-01,79.77387,69.35902,77.27235,76.93622,66.17173
1967-07-01,85.81064,41.6801,67.58042,76.00892,53.27562
1967-08-01,83.923935,32.462803,63.29016,73.59691,55.059284
1967-09-01,83.83779,23.122204,56.58959,72.20342,52.43446
1967-10-01,83.80232,25.0714,49.387363,75.52246,53.155693
1967-11-01,85.13838,24.04613,34.66705,73.059784,59.09956
1967-12-01,80.75353,27.914118,33.455982,73.94486,75.79271
1968-01-01,79.399895,44.76979,62.727867,70.73231,81.62111
1968-02-01,79.280785,58.0456,42.0158,72.55435,79.039345
1968-03-01,78.21846,42.97672,50.997253,75.82019,77.91425
1968-04-01,84.80647,34.09828,52.20122,76.83583,72.09884
1968-05-01,81.60502,61.70096,78.09291,73.05654,57.47581
1968-06-01,84.37833,46.366493,65.42391,76.30628,54.30816
1968-07-01,83.73449,53.2233,66.85483,69.47201,52.564983
1968-08-01,81.44728,35.720734,61.221302,70.82727,52.65029
1968-09-01,87.9693,29.050638,53.516247,73.7213,51.497833
1968-10-01,82.559494,23.974026,42.52443,74.29913,58.43512
1968-11-01,82.00902,23.26742,38.899654,72.5624,60.1284
1968-12-01,83.10997,30.579739,50.08462,72.55596,71.31015
1969-01-01,80.318214,30.319077,39.619026,73.06375,77.52238
1969-02-01,78.107285,43.201973,52.57211,69.98382,82.52246
1969-03-01,79.6932,45.29592,64.20666,73.23922,79.81519
1969-04-01,80.28479,35.768696,64.69129,73.95949,74.54272
1969-05-01,81.57492,43.146824,70.948074,72.80472,60.46495
1969-06-01,84.54288,49.734497,69.301994,70.496864,54.834846
1969-07-01,83.80924,49.40695,70.276276,73.71383,50.61018
1969-08-01,84.4894,30.624897,62.09098,73.7155,48.282265
