,mgu50_cluster1,mgu50_cluster2,mgu50_cluster3,mgu50_cluster4,mgu50_cluster5
1965-01-01,-0.4826332,1.9585578,-0.7791866,1.8239682,0.6139641
1965-02-01,-0.66708297,1.7206634,-0.63710135,1.8823016,0.6351463
1965-03-01,-0.77136534,1.9435673,-0.2802593,1.1731796,0.47187883
1965-04-01,-0.7576786,1.9957088,-0.13621922,1.1405913,0.2867771
1965-05-01,-0.87792933,0.66708297,-0.2665724,0.097113416,-0.3108925
1965-06-01,-1.189148,-0.027700042,-0.71759474,-0.42038956,-0.549765
1965-07-01,-1.1181052,-0.39431876,-0.8163376,-0.5259758,-0.6051651
1965-08-01,-0.32946777,-0.5090294,-1.2931044,-0.40246505,-1.3338398
1965-09-01,-0.6970638,-0.1883606,-1.4361671,-0.21410522,-1.035331
1965-10-01,-0.4070282,-0.043016814,-1.0425003,0.043016814,-0.82415926
1965-11-01,-0.8179668,-0.09743881,0.25158197,0.18640518,-0.92811584
1965-12-01,-1.183934,-0.1407814,0.16913338,0.46373215,-1.0369599
1966-01-01,-1.2971649,-0.027899932,-0.19923553,0.6423462,-0.9016479
1966-02-01,-1.0818459,0.05153198,-0.3728691,0.5970505,-0.8812973
1966-03-01,-1.4491348,-0.050875854,-0.70733565,0.40602112,-1.0844711
1966-04-01,-1.1484768,-0.17986985,0.2159752,-0.239608,-1.1002266
1966-05-01,-1.6519814,0.035448454,-0.45722467,-0.556678,-0.9275776
1966-06-01,-0.72144926,-0.06860008,-0.25142422,-0.743441,-0.03708992
1966-07-01,-0.8277958,-0.20415878,-0.21892929,-0.9052582,-0.33807677
1966-08-01,-0.4785591,-0.6915802,-0.8849077,-0.7644474,0.08205757
1966-09-01,-0.48939094,-0.068928525,-1.0024141,0.19037361,0.12997894
1966-10-01,-0.49168816,0.7831566,-0.8842514,0.10175133,-0.05973778
1966-11-01,-0.24518776,1.1865509,-0.22976112,0.83107835,0.18938866
1966-12-01,-0.3341381,1.4090912,-0.05711212,1.3339264,0.40109712
1967-01-01,-0.4836113,1.1987435,-0.31838036,1.6728855,0.48589745
1967-02-01,-0.52116394,1.2457657,-0.67953837,1.658844,0.5456551
1967-03-01,-0.7709705,1.9919193,-0.47414207,1.4224262,0.5848404
1967-04-01,-0.39446527,1.46455,-1.1589048,1.343729,0.7582356
