,sst_cluster1,sst_cluster2,sst_cluster3,sst_cluster4,sst_cluster5
1965-01-01,28.418861947408537,29.202696043869544,29.372092537257984,30.458934783935547,29.250644436843107
1965-02-01,29.339687998701887,29.383162794442015,30.37967681884766,31.37274627685547,30.096314793868032
1965-03-01,29.27587555675972,29.296000908161034,29.316681571628738,31.686711883544923,29.317818785742894
1965-04-01,28.59061055067109,29.699487357304015,27.70373800526495,31.821416473388673,28.151588988818713
1965-05-01,27.04445327200541,29.428184772359916,25.105513697085176,30.864712524414063,26.142180737831612
1965-06-01,25.571751013034728,28.91109532323377,22.87911207779594,29.703257751464843,24.353899372567376
1965-07-01,24.3357274590469,28.478104163860454,21.434826228929605,28.630648040771483,22.838101970206065
1965-08-01,23.42632456523616,28.418444271745354,20.489891715671707,27.92458572387695,22.113594219838973
1965-09-01,23.13579815190013,28.52974003758924,20.77356587285581,27.81900634765625,22.24902832250801
1965-10-01,23.801882674054404,28.96216622714339,21.099031697148863,28.410353088378905,22.688522613305842
1965-11-01,24.7320698528755,29.546797522183123,22.692599089249324,29.164059448242188,23.980909114261326
1965-12-01,26.33024308739639,29.68103079960264,25.458545684814457,30.013023376464844,26.142146433000086
1966-01-01,28.072938686463893,29.877989538784686,28.202742700991426,30.933714294433592,28.534193519208074
1966-02-01,28.954846684525656,29.916473914837017,29.900783041249152,31.433885955810545,29.845219893421202
1966-03-01,28.87018599161288,29.885035547716864,29.27100305971892,31.59990997314453,29.25325572061882
1966-04-01,27.96901493537717,30.064221086173223,27.327892469323203,31.277538299560547,27.709036079242075
1966-05-01,26.59021935811857,29.65187401607119,24.887531114661176,30.132476806640625,25.911354504043253
1966-06-01,24.973853041486045,29.319319889463227,22.354799353558086,29.219610595703124,23.96942042618347
1966-07-01,23.62536569920982,28.995507338951374,20.64901932426121,28.36519012451172,22.659243439598907
1966-08-01,23.258149914625214,28.381384487809807,20.189635235330336,27.55969696044922,22.106218681061012
1966-09-01,22.821208907336725,28.34686016214305,20.045868417491086,27.333235931396484,21.696420710721462
1966-10-01,23.305073017027322,28.668213548331426,20.911115563434105,27.595767974853516,22.552026433052777
1966-11-01,24.359869375461486,29.138077703015558,22.7581961258598,28.345365142822267,23.960687102173733
1966-12-01,26.066899881130315,29.479161624250743,25.509099545686144,29.32911911010742,26.159414112996714
1967-01-01,28.069154227652202,29.445314736201848,28.366217405899715,30.487391662597656,28.572317164578887
1967-02-01,29.220911351645867,29.379516470021215,30.364704961362094,31.341083526611328,30.01904521914695
1967-03-01,29.26281835974717,29.674362314158472,29.73712091860564,31.73041687011719,29.924915505827762
1967-04-01,28.27587127685547,29.72921634542531,28.29059186189071,31.232437896728516,28.541607479397342
1967-05-01,26.676730411808666,29.703256672826306,25.419683041779894,30.36315460205078,26.43563661643927
1967-06-01,24.8969868915837,29.214835989064184,23.146062104598336,29.132181549072264,24.536769510173112
1967-07-01,23.621511459350586,28.636996828276537,21.573267397673234,27.86631546020508,23.18424389516707
1967-08-01,22.84514729569598,28.300988427523908,21.10654001650603,27.05356674194336,22.3964457889255
1967-09-01,23.117195687642912,28.439809864964978,20.903640415357508,27.29070129394531,22.285612367039963
1967-10-01,23.446222630942742,28.41050772831358,21.96107283882473,27.520503997802734,22.94497524234031
1967-11-01,24.491952105266293,28.98674932019464,23.636022650677226,28.271721649169923,24.24934304875436
1967-12-01,26.416935571810097,29.319015371388403,26.355939948040508,29.297480010986327,26.668490951867415
1968-01-01,28.160071954494573,29.285100081871295,28.745028454324476,30.3023193359375,28.93184963747752
1968-02-01,29.156417381472707,29.33749955275963,29.964889858079996,31.180731964111327,30.247376805586782
1968-03-01,29.150292931533443,29.086082721578666,29.7389552904212,31.23477783203125,30.097002262691802
1968-04-01,28.416577781119,29.501250694537987,28.06303936502208,31.21013946533203,28.455023456820484
1968-05-01,26.851508675551997,29.517532217091528,25.509519162385363,30.329374694824217,26.472184983946438
1968-06-01,25.409011143009838,29.26783923445077,23.464284150496773,29.475860595703125,24.451243448600497
1968-07-01,24.240563555461605,28.840399117305363,21.609118917713996,28.455886840820312,22.983402142421806
1968-08-01,23.459026290149225,28.57051783594592,20.554726642111074,27.98748321533203,22.045204107709928
1968-09-01,23.08895413468524,28.636924480569775,20.23367923239003,27.78575897216797,21.37518683783442
1968-10-01,23.918770580756956,29.11089798499798,20.97755763841712,28.31956253051758,22.358232950992722
1968-11-01,24.706152008800974,29.617950834076982,22.67756669417672,29.095736694335937,23.66618972888096
1968-12-01,26.645635977023986,29.98230967028388,25.930738034455675,30.13062438964844,26.547388035616432
1969-01-01,28.20304893865818,30.209430826121363,28.72699654620627,30.97114715576172,29.026609187503514
1969-02-01,29.198940788827294,30.179999121304217,29.953984799592394,31.558936309814452,30.267559024069808
1969-03-01,29.157075649354518,30.014474803003772,29.644206503163215,31.93120880126953,29.822891564677946
1969-04-01,28.34087348565823,30.191687222184807,27.55386020826257,31.832660675048828,28.12815467230708
1969-05-01,27.00101573292802,29.975868751262798,25.064767754596215,30.92970199584961,26.170493201386158
1969-06-01,25.604834207674354,29.42164782820077,23.316009355627973,29.780045318603516,24.609104677927583
1969-07-01,24.110596354414778,28.829589712208715,22.262764806332797,28.44765701293945,23.256883003728856
1969-08-01,23.000528754257576,28.44408627214103,20.8197427832562,27.52064208984375,22.000256545252082
1969-09-01,22.97635194731922,28.604043763259362,20.388019395911176,27.471392822265624,21.82382199404051
1969-10-01,23.756670370334533,28.829454224685144,21.77942690641984,27.970111846923828,22.80301361632862
1969-11-01,24.757284071387314,29.33621965605637,23.84819196618122,28.827872467041015,24.635225748844285
1969-12-01,26.80021727957377,29.594331280938512,26.811103820800785,29.981743621826173,27.126862505357046
1970-01-01,28.63367010907429,29.802350011365167,29.340122057043992,31.035673522949217,29.297777903165752
1970-02-01,29.4707088935666,29.65119789386618,30.674615942913555,31.516960906982423,30.52727267038908
1970-03-01,29.180038266065647,29.76448914100384,30.24869504182235,31.63665008544922,29.816571242517707
1970-04-01,28.384217983338893,29.87418668023471,28.368225926938266,31.427301025390626,28.389542394404792
1970-05-01,26.9017021830489,29.730811283506196,25.649880948274035,30.450772094726563,26.172395061245926
1970-06-01,25.250595371897628,29.115080997861664,23.334018873131797,28.981214141845705,24.44890934786351
1970-07-01,24.17801996556724,28.551337801176928,22.170026198677398,27.944629669189453,23.191721662342978
1970-08-01,23.351394839403106,28.239438944849475,20.688037872314453,27.37256622314453,22.23838696376883
1970-09-01,23.189403952621834,28.220026082005994,20.553706625233527,27.21926345825195,22.05769998564137
1970-10-01,23.818854587834057,28.57710673891265,21.567678866179094,27.711434173583985,22.8931872964763
1970-11-01,24.80062740605052,28.792631215062634,23.51966028628142,28.422021484375,24.575226598506354
1970-12-01,26.51229137327613,28.895000589304956,26.125018907629926,29.264497375488283,27.090691490996658
1971-01-01,28.228940033331153,29.077095163279566,29.140246018119484,30.166305541992188,29.638879076182416
1971-02-01,29.5115796531119,28.965880953032396,30.715718476668652,30.90980758666992,31.085415023693937
1971-03-01,29.39972179691966,29.069146123425714,29.983457482379418,31.359991455078124,30.401327284119972
1971-04-01,28.268493094095373,29.2730712890625,27.495047527810804,31.213723754882814,28.607368469238285
1971-05-01,26.421286420124336,29.104041395516234,25.139493527619738,29.99547424316406,26.235226418474596
1971-06-01,25.109963300751478,28.768833423482963,23.35284357485564,28.996907043457032,24.308387152582622
1971-07-01,23.938845425117307,28.48622091885271,21.48278858350671,27.996772003173827,22.959504024587947
1971-08-01,23.0041050329441,28.18449349238955,20.28427621592646,27.21479949951172,22.106035493260666
1971-09-01,23.22910704263827,28.02773245449724,20.348555523416273,27.402430725097656,22.010491734786
1971-10-01,23.872596461598466,28.401165008544922,21.424617767333984,27.91864776611328,22.964268279590197
1971-11-01,25.019472401316573,28.891010284423828,23.9722027985946,28.62704849243164,24.78960160728839
1971-12-01,26.640844345092773,29.059097026956493,26.488360529360566,29.38827896118164,26.95798393633726
1972-01-01,28.552570575621072,29.267789248762462,29.482113382090695,30.47487564086914,29.483052809461416
1972-02-01,29.555150939197077,29.396384666705956,30.439398392387062,31.47966537475586,30.49200181480792
1972-03-01,29.605567746046116,29.414673509268926,30.41449671206267,31.85842819213867,30.31024658422676
1972-04-01,28.702995253772272,29.8597631783321,28.69579066400943,31.73485336303711,29.18439220181472
1972-05-01,27.04146082808332,29.523260840054217,25.779645339302398,30.75763702392578,26.608312044212287
1972-06-01,25.641419247883125,29.05017458159348,24.002800817074984,29.70441589355469,25.02146933576186
1972-07-01,24.363919002253837,28.810285370925378,22.775922858196758,28.899472808837892,23.759832313592486
1972-08-01,23.446636665158156,28.59278514467437,21.76236277041228,28.33594970703125,22.630042480907854
1972-09-01,23.327715803937217,28.56217285682415,20.771175882090695,28.06031265258789,22.1620518526585
1972-10-01,23.926365084764434,29.010470160122576,21.423899609109633,28.478272247314454,22.74076063855947
1972-11-01,25.14491081237793,29.417837077173694,23.844908838686738,29.25913314819336,24.433035816220073
1972-12-01,26.66545379452589,29.79257188994309,26.191441909126617,30.310140228271486,26.449137625934412
1973-01-01,28.262627997049474,29.978661372743804,29.208246314007305,31.20941162109375,29.036574054965016
1973-02-01,29.371090633113212,30.068065380227978,30.459954634956695,31.9121826171875,30.592623374444976
1973-03-01,28.93985887853111,30.034723610713566,30.043180714482848,31.934485626220702,29.710226264788954
1973-04-01,27.952022087283254,29.89779044841898,28.051780203114387,31.337337493896484,28.132335745173396
1973-05-01,26.693190597906348,29.698708632896686,25.54792984672215,30.51480178833008,26.326812085487862
1973-06-01,25.20996419394889,29.00876933130725,23.40773872707201,29.15229263305664,24.562382869583242
1973-07-01,23.86236888606374,28.64178361563847,22.214741084886636,28.014598083496093,23.498765684717853
1973-08-01,23.514470821473658,28.17291259765625,21.24392882637356,27.47083435058594,22.734679764123275
1973-09-01,23.45332750459997,28.06423910732927,20.82776857459027,27.374991607666015,22.50673993885946
1973-10-01,23.896593000830674,28.401641845703125,21.38706041418988,27.75558547973633,22.988060738542956
