,mgv200_cluster1,mgv200_cluster2,mgv200_cluster3,mgv200_cluster4,mgv200_cluster5
1965-01-01,-0.24548706,0.22090884,0.6890709,0.1473217,-1.0424368
1965-02-01,-0.364404,0.10213909,-0.15983143,0.25196272,-0.44770473
1965-03-01,0.02928772,0.05312996,0.20045166,0.21987867,-0.9040928
1965-04-01,0.4615391,0.96561164,-0.33364454,-0.040620137,-0.65242445
1965-05-01,-0.31981012,0.29361308,-0.56117624,-0.0604887,-0.05666218
1965-06-01,0.83771706,0.57398045,-0.44549718,-0.2924358,0.22046737
1965-07-01,0.9255803,0.12730598,-0.7987159,-0.40340537,0.37647223
1965-08-01,0.45889005,0.4505011,-0.24533987,-0.47802275,-0.3218706
1965-09-01,0.49730262,-0.12568703,-0.5755995,0.09286709,-0.6060645
1965-10-01,-0.08742161,0.37529492,-0.14746876,0.60900795,-0.8062218
1965-11-01,0.24489829,0.30435678,0.36013585,-0.4301911,-0.86170655
1965-12-01,0.34512407,-0.2958207,0.2288563,-0.54101336,-0.18146613
1966-01-01,-0.36210117,-0.030958747,0.5630434,0.080145456,-0.8915819
1966-02-01,-0.18285894,0.45801526,1.0656163,-0.35776123,-0.051356744
1966-03-01,-0.25519234,0.3566038,0.3149398,0.04065132,0.0098373415
1966-04-01,0.6047075,0.63942754,-0.46394664,-0.10893421,-0.0947568
1966-05-01,0.047740173,0.57577413,-0.05280342,0.0883915,-0.22394434
1966-06-01,-0.1815569,0.6165702,-0.1928409,0.00057868956,-0.5264427
1966-07-01,0.68875897,1.0932475,-0.52297074,-0.4225719,-0.15768695
1966-08-01,0.11038084,0.15103216,-0.46857595,0.0011573791,-0.5994995
1966-09-01,0.17605957,0.17591496,-0.3878518,0.19804898,-0.48014933
1966-10-01,-0.47595397,0.6426102,-0.26474038,0.17345563,-0.35674843
1966-11-01,-0.50850403,0.28629574,0.2667656,-0.10300283,-0.748651
1966-12-01,-0.23609638,0.19124961,0.7435877,-0.524996,-0.9520527
1967-01-01,-0.7612,0.08059959,-0.2915907,0.07094097,-0.3555375
1967-02-01,-0.34088302,0.0046627996,0.5980023,0.02081604,-0.72289836
1967-03-01,-0.06594515,0.6692765,-0.09109082,0.0071606636,-0.6328068
1967-04-01,-0.030641174,0.7505421,0.6156542,-0.42647845,-0.5685269
1967-05-01,-0.73355615,0.76403093,-0.46960917,-0.050791074,-0.5901756
1967-06-01,-0.24246483,0.3786849,-0.1500418,0.28776056,-0.15437159
1967-07-01,0.65595406,0.34804374,-0.43297306,-0.34271485,0.142548
1967-08-01,0.21448818,-0.2469612,-0.53572094,0.009492111,-0.5100756
1967-09-01,0.46061668,0.31756917,-0.9403841,0.29209027,-0.32905954
1967-10-01,0.13288946,0.35903463,-0.75370616,0.1583682,-0.53472173
1967-11-01,-0.048626184,0.5373861,0.39367238,0.064113334,-1.0777699
1967-12-01,0.75820243,0.47627038,0.25512105,-0.019150734,-0.602332
1968-01-01,0.40444994,0.05053854,-0.008069229,0.012457657,-0.7788881
1968-02-01,-0.7811531,0.18559113,0.54389095,0.1493506,-1.3356614
1968-03-01,0.28270435,0.25977093,0.3132823,0.24264161,-0.8604293
1968-04-01,0.68871146,1.0455956,0.35985708,-0.08508034,-0.78440905
1968-05-01,0.40699807,0.26033717,-0.33423385,0.100086115,-0.5172769
1968-06-01,0.18870564,0.47806343,-0.3635376,-0.14142303,-0.36042327
1968-07-01,0.2937463,0.38873625,-1.1688983,-0.5121805,-0.30167407
1968-08-01,0.5573396,0.20102167,-0.6313779,-0.1680371,-0.33635733
1968-09-01,0.066535376,0.6619557,-0.305921,0.15373914,-0.43969947
1968-10-01,-0.034824945,0.43488628,-0.05294504,0.39425716,-0.36424556
1968-11-01,0.054643918,0.9218682,0.26713228,0.03496647,-0.5974024
1968-12-01,-0.07432137,0.21262994,-0.138167,0.14113979,-0.22211476
1969-01-01,0.6619848,0.07343616,-0.38050508,-0.49285468,-0.29616705
1969-02-01,-0.4672656,0.076918796,-0.5715903,0.2919274,-0.36596918
1969-03-01,0.04436455,0.5219262,-0.19123678,0.21606866,-0.22151963
1969-04-01,-0.60596144,0.9106077,0.01302166,0.1376359,-0.20047304
1969-05-01,1.1212256,0.57098466,-0.3222104,-0.12143455,-0.13824157
1969-06-01,-0.2752718,0.57325584,-0.93135154,0.45197278,-0.3199392
1969-07-01,0.43667984,0.4219926,-0.028163146,0.024074936,-0.26300725
1969-08-01,-0.079341315,0.21364602,-0.17200704,0.30252647,-0.32584432
1969-09-01,-0.21773425,0.0016655922,-0.40155166,0.0799469,-0.45439538
1969-10-01,-0.07358752,0.27451476,-0.25407374,-0.16913013,-0.45469815
1969-11-01,0.24877425,0.54251873,0.11007843,0.14187546,-0.83459747
1969-12-01,0.21773426,0.1568656,0.28253984,0.019835282,-0.53025407
1970-01-01,-0.01597767,0.20823374,0.36395073,0.007726955,-0.57650626
1970-02-01,-0.3017425,0.28668147,0.28982466,-0.1474661,-0.6267966
1970-03-01,0.027633524,0.41358623,0.7763583,-0.20129243,-0.7855258
1970-04-01,0.54965854,0.43964824,0.032217406,-0.10922442,-0.12873821
1970-05-01,0.41895586,0.41293144,-0.80857575,-0.058934115,-0.414503
1970-06-01,0.48181877,0.29584906,-0.8988102,0.1280834,-0.3175892
1970-07-01,0.72868717,0.44619647,-0.6499774,0.18845811,-0.4980585
1970-08-01,-0.08460321,0.12834534,-0.69777954,0.47788984,-0.38791722
1970-09-01,-0.6326901,0.079102635,-0.525561,0.013620305,-0.19408958
1970-10-01,0.091413304,0.3872624,-0.48116398,0.33225724,0.008512688
1970-11-01,0.19801846,-0.07635236,-0.13004808,0.25865513,-0.3574024
1970-12-01,0.030907655,-0.032479286,0.33513832,-0.3169342,-0.7440101
1971-01-01,-0.7904747,0.7023722,-0.1281228,0.093716815,-0.83783686
1971-02-01,-0.5705064,0.2663227,-0.08320789,0.48614693,-1.5286925
1971-03-01,-0.392862,0.020729924,-0.54315436,0.22572652,-0.3817773
1971-04-01,0.21564941,0.7313078,-0.42928344,-0.26877004,0.115598485
1971-05-01,0.4160393,0.5136429,-0.3026003,-0.35471314,-0.32649726
1971-06-01,0.6722849,0.5872056,-0.26603478,0.054560184,0.4311549
1971-07-01,0.44324738,0.4527487,-0.37803432,0.23479585,-0.59800255
1971-08-01,0.29007584,0.48729867,-0.24429715,-0.18944903,-0.3994841
1971-09-01,-0.35816813,0.29410666,-0.79407364,0.2281738,-0.057871245
1971-10-01,0.28964394,0.029799366,-0.72857267,0.41877452,-0.06694059
1971-11-01,0.18340273,0.53897965,0.05153694,-0.0018714666,-0.4340341
1971-12-01,-0.6319767,0.18009177,0.41330403,0.3633507,-0.751174
1972-01-01,0.2810676,0.090620235,0.04471817,-0.19702348,-0.41877365
1972-02-01,-0.53793466,0.09588127,-0.0868061,0.03538003,-0.17492743
1972-03-01,0.030776788,0.18978962,0.93579596,0.013020921,-1.0133953
1972-04-01,0.7033924,0.8480692,-0.8413614,-0.12692098,0.041956283
1972-05-01,-0.25936604,1.03536,-0.81321526,0.05550327,0.16650982
1972-06-01,0.041167162,0.41193438,-0.52004737,0.06313167,-0.26370636
1972-07-01,-0.35103855,-0.687215,-0.9121216,-0.25962916,-0.046954203
1972-08-01,0.64052373,0.4148279,-0.5968576,0.20070629,0.57028973
1972-09-01,0.38523483,0.10179977,-0.5650286,-0.43863383,0.04971621
1972-10-01,0.30276912,-0.02472658,0.022490596,-0.37971085,-0.1196872
1972-11-01,0.5537176,0.041298676,-0.12166004,-0.21228032,-0.202153
1972-12-01,0.08338656,0.2773849,-0.5414858,-0.29277334,-0.6189537
1973-01-01,0.30251762,-0.36415696,0.19336748,0.22952004,-0.9610198
1973-02-01,-0.036291026,-0.019946193,0.5030878,-0.004294014,-0.69645536
1973-03-01,0.08920392,0.43978634,0.0670414,-0.1286808,-0.15139732
1973-04-01,0.7870444,0.120231345,0.2447567,0.058869004,-0.18200922
1973-05-01,0.85394734,0.15112028,-0.36512655,0.091835715,-0.7270672
1973-06-01,0.68828297,0.34407225,-0.43978637,0.1386539,-0.11940022
1973-07-01,0.7269288,-0.166634,-0.23533764,-0.26747316,-0.24544923
