,abs_vo850_cluster1,abs_vo850_cluster2,abs_vo850_cluster3,abs_vo850_cluster4,abs_vo850_cluster5
1965-01-01,-6.196085e-05,1.7809275e-06,-7.413085e-05,-1.9950767e-05,-4.9051854e-05
1965-02-01,-5.6783123e-05,-4.0249374e-06,-7.3161704e-05,-2.8583298e-05,-4.9715894e-05
1965-03-01,-5.3983385e-05,-8.655277e-06,-7.8761186e-05,-2.684243e-05,-4.8657017e-05
1965-04-01,-6.3710686e-05,-6.2055055e-06,-8.4701656e-05,-2.5047728e-05,-3.880409e-05
1965-05-01,-6.574767e-05,-6.1516635e-06,-8.670275e-05,-2.7461607e-05,-3.9504022e-05
1965-06-01,-7.3114934e-05,-7.5694857e-06,-8.956531e-05,-3.4039203e-05,-3.8436174e-05
1965-07-01,-6.835e-05,-2.9301677e-06,-9.267912e-05,-2.5666905e-05,-4.2384523e-05
1965-08-01,-7.08895e-05,-5.9363024e-06,-9.006782e-05,-2.398885e-05,-3.8490016e-05
1965-09-01,-6.510158e-05,-5.9991157e-06,-8.720527e-05,-2.8403829e-05,-4.294088e-05
1965-10-01,-7.2020164e-05,-3.6749711e-06,-8.616434e-05,-3.0261344e-05,-3.7152957e-05
1965-11-01,-6.9642185e-05,-4.5347542e-07,-8.125582e-05,-2.7721839e-05,-4.9060825e-05
1965-12-01,-6.3450454e-05,-3.037852e-06,-7.556661e-05,-2.4240111e-05,-4.0500086e-05
1966-01-01,-6.190076e-05,-2.9096786e-06,-8.003334e-05,-2.4374749e-05,-4.986699e-05
1966-02-01,-6.160748e-05,-3.7976802e-06,-7.7206394e-05,-2.5425685e-05,-5.0233597e-05
1966-03-01,-6.3758234e-05,-5.981024e-06,-7.6057695e-05,-2.6533653e-05,-5.0999395e-05
1966-04-01,-6.418186e-05,-5.190786e-06,-8.198857e-05,-2.6167047e-05,-5.4437347e-05
1966-05-01,-5.702083e-05,-4.6775363e-06,-8.0937636e-05,-2.6932845e-05,-4.61439e-05
1966-06-01,-6.3636035e-05,-5.655152e-06,-9.0648624e-05,-2.6036698e-05,-3.9162092e-05
1966-07-01,-7.434908e-05,-5.2559603e-06,-9.22291e-05,-3.0492996e-05,-4.3365842e-05
1966-08-01,-6.118385e-05,-4.131701e-06,-8.668113e-05,-2.5580477e-05,-4.4384193e-05
1966-09-01,-6.005144e-05,-5.4026e-06,-8.921478e-05,-2.5686382e-05,-4.6029847e-05
1966-10-01,-5.7077857e-05,-3.7488003e-06,-8.591532e-05,-2.5409394e-05,-4.566324e-05
1966-11-01,-5.6230587e-05,-1.3210533e-06,-8.180934e-05,-2.5987814e-05,-4.8726437e-05
1966-12-01,-6.032843e-05,-2.3638436e-06,-8.158937e-05,-2.3169021e-05,-4.8433154e-05
1967-01-01,-6.80255e-05,-2.5087006e-06,-7.396263e-05,-2.697527e-05,-4.991798e-05
1967-02-01,-6.3798725e-05,-5.4522075e-06,-7.465239e-05,-2.8779872e-05,-4.636492e-05
1967-03-01,-6.439224e-05,-1.5141645e-06,-7.4636344e-05,-3.1891806e-05,-5.1369683e-05
1967-04-01,-7.1755014e-05,-3.286686e-06,-7.707456e-05,-3.125017e-05,-4.923624e-05
1967-05-01,-5.992485e-05,-3.3027259e-06,-8.997145e-05,-2.4512992e-05,-5.3206364e-05
1967-06-01,-5.3123505e-05,-8.973186e-06,-9.224124e-05,-3.1675256e-05,-4.302039e-05
1967-07-01,-6.2122446e-05,-6.992135e-06,-8.970677e-05,-2.891622e-05,-3.9659823e-05
1967-08-01,-6.0197544e-05,-4.249139e-06,-8.691566e-05,-3.234095e-05,-4.672584e-05
1967-09-01,-6.368644e-05,-6.2622726e-06,-9.067725e-05,-3.1811604e-05,-4.705468e-05
1967-10-01,-6.3477906e-05,-8.435816e-06,-8.982708e-05,-2.6638412e-05,-4.578745e-05
1967-11-01,-6.312501e-05,-3.880197e-06,-7.6400844e-05,-2.5972713e-05,-4.21221e-05
1967-12-01,-6.560332e-05,-1.3136537e-06,-7.81092e-05,-2.7199843e-05,-4.8746995e-05
1968-01-01,-6.0246337e-05,3.1026852e-06,-7.5773496e-05,-2.3451084e-05,-5.211386e-05
1968-02-01,-6.0553422e-05,-1.8479127e-06,-7.260958e-05,-2.873669e-05,-5.391915e-05
1968-03-01,-6.23308e-05,-2.880844e-06,-8.1449936e-05,-2.476318e-05,-5.0680796e-05
1968-04-01,-6.528999e-05,-1.2616597e-06,-7.9579506e-05,-2.6494028e-05,-4.1617106e-05
1968-05-01,-6.341956e-05,-4.8443267e-06,-8.059382e-05,-2.8708771e-05,-3.9932784e-05
1968-06-01,-7.2948525e-05,-4.183626e-06,-9.209558e-05,-2.4195539e-05,-4.844744e-05
1968-07-01,-7.878316e-05,-4.630297e-06,-9.012278e-05,-2.7880571e-05,-4.896856e-05
1968-08-01,-7.3162555e-05,-3.8765443e-06,-8.9973895e-05,-2.8290018e-05,-4.697715e-05
1968-09-01,-6.0776758e-05,-7.896577e-06,-8.753582e-05,-2.5247075e-05,-3.7122485e-05
1968-10-01,-7.170157e-05,-9.1249185e-06,-8.732179e-05,-2.7247781e-05,-4.6400204e-05
1968-11-01,-7.280894e-05,-4.2487677e-06,-8.281786e-05,-2.8457518e-05,-4.0481817e-05
1968-12-01,-6.2060935e-05,-4.183626e-06,-7.528961e-05,-2.7480422e-05,-4.6018667e-05
1969-01-01,-6.503324e-05,-3.5472635e-06,-7.48334e-05,-2.1331052e-05,-5.2284555e-05
1969-02-01,-6.541239e-05,-4.874311e-06,-7.542922e-05,-2.5149711e-05,-4.9630446e-05
1969-03-01,-6.5990156e-05,-8.548532e-06,-7.855276e-05,-2.8210055e-05,-4.3527816e-05
1969-04-01,-6.32548e-05,-4.738898e-06,-7.7695135e-05,-2.6548983e-05,-4.581179e-05
1969-05-01,-6.9980335e-05,-8.277706e-06,-9.102885e-05,-2.2956014e-05,-3.635993e-05
1969-06-01,-6.6856795e-05,-6.8242675e-06,-9.224757e-05,-2.693717e-05,-3.9447357e-05
1969-07-01,-6.2315936e-05,-4.1069666e-06,-8.847405e-05,-2.794826e-05,-3.7091162e-05
1969-08-01,-6.121457e-05,-7.6457745e-06,-8.591022e-05,-2.650385e-05,-4.2047293e-05
1969-09-01,-6.5710294e-05,-1.107625e-05,-8.299432e-05,-2.5501788e-05,-4.0314004e-05
1969-10-01,-5.8488247e-05,-1.4551859e-05,-8.109853e-05,-2.9771825e-05,-4.8637416e-05
1969-11-01,-6.859912e-05,-5.127085e-06,-8.152283e-05,-2.9807936e-05,-4.8113816e-05
1969-12-01,-5.9725025e-05,-6.8332897e-06,-7.556463e-05,-2.848991e-05,-4.9738777e-05
1970-01-01,-6.627975e-05,-2.2241124e-06,-7.993605e-05,-2.7979568e-05,-4.726684e-05
1970-02-01,-5.5024677e-05,-4.6307046e-06,-7.4020856e-05,-2.6423793e-05,-4.5662444e-05
1970-03-01,-6.6563356e-05,-3.553008e-06,-7.5673874e-05,-2.943811e-05,-4.5403147e-05
1970-04-01,-5.2302068e-05,-7.5883013e-06,-7.7416014e-05,-2.9276049e-05,-4.4795423e-05
1970-05-01,-6.895374e-05,-9.0332605e-07,-8.6377935e-05,-2.7509595e-05,-4.7258734e-05
1970-06-01,-6.673351e-05,-6.818516e-06,-9.178264e-05,-2.8919516e-05,-4.4997996e-05
1970-07-01,-6.342749e-05,-6.2351005e-06,-8.773114e-05,-2.7704067e-05,-4.2891217e-05
1970-08-01,-6.809482e-05,-1.01488495e-05,-9.0826485e-05,-2.8441438e-05,-4.702375e-05
1970-09-01,-6.9164416e-05,-5.4329043e-06,-8.464389e-05,-2.94138e-05,-5.0532348e-05
1970-10-01,-6.798948e-05,-7.8070825e-06,-8.3533785e-05,-2.9267947e-05,-4.128682e-05
1970-11-01,-7.303765e-05,-3.4395648e-06,-7.904472e-05,-2.9146402e-05,-4.6448436e-05
1970-12-01,-6.602045e-05,-3.3747397e-06,-7.506614e-05,-2.5467638e-05,-4.8417463e-05
1971-01-01,-5.4563046e-05,-1.6023673e-06,-7.22501e-05,-2.5886413e-05,-5.3272706e-05
1971-02-01,-6.608055e-05,-1.2458163e-06,-7.6669705e-05,-2.9070517e-05,-5.3098574e-05
1971-03-01,-5.516836e-05,-5.640542e-06,-7.681067e-05,-2.9775332e-05,-4.747664e-05
1971-04-01,-6.390807e-05,-6.677035e-06,-7.8170546e-05,-2.684828e-05,-4.6083594e-05
1971-05-01,-6.1851664e-05,-4.9357272e-06,-8.6586864e-05,-2.818328e-05,-4.2236134e-05
1971-06-01,-6.3203246e-05,-7.298933e-06,-8.72668e-05,-2.540548e-05,-4.616651e-05
1971-07-01,-5.3816773e-05,-9.902602e-06,-8.911591e-05,-3.275214e-05,-3.7841404e-05
1971-08-01,-6.521819e-05,-6.8097083e-06,-8.555866e-05,-2.642539e-05,-4.3844768e-05
1971-09-01,-5.4927892e-05,-1.1469778e-05,-8.66532e-05,-2.3232991e-05,-4.4491542e-05
1971-10-01,-5.991135e-05,-8.459805e-06,-7.925679e-05,-3.1044e-05,-4.5843128e-05
1971-11-01,-6.263111e-05,1.5552223e-07,-7.264811e-05,-2.4825044e-05,-5.7468427e-05
1971-12-01,-6.165265e-05,8.52046e-07,-7.658679e-05,-2.7602844e-05,-5.216988e-05
1972-01-01,-6.2277875e-05,-1.0956223e-06,-7.099935e-05,-2.1618423e-05,-5.1294137e-05
1972-02-01,-6.3927604e-05,-3.465625e-07,-7.708103e-05,-2.5622347e-05,-5.3041953e-05
1972-03-01,-6.7342975e-05,-3.2536423e-06,-7.698294e-05,-2.8475926e-05,-4.6478726e-05
1972-04-01,-6.0512226e-05,-6.740354e-06,-7.71167e-05,-2.881479e-05,-4.6487647e-05
1972-05-01,-6.472125e-05,-3.1733884e-06,-8.768385e-05,-3.1507854e-05,-3.9264527e-05
1972-06-01,-7.331766e-05,-2.3886546e-06,-9.026099e-05,-2.3678349e-05,-4.2929587e-05
1972-07-01,-5.7533805e-05,-8.559511e-06,-8.964569e-05,-2.7539598e-05,-4.454364e-05
1972-08-01,-6.4756925e-05,-1.0137899e-05,-8.855776e-05,-2.557776e-05,-4.004926e-05
1972-09-01,-6.973285e-05,-6.0180478e-06,-8.525831e-05,-3.097281e-05,-4.8601072e-05
1972-10-01,-5.8042096e-05,-7.4270006e-06,-8.557934e-05,-2.5568846e-05,-5.0643164e-05
1972-11-01,-6.793153e-05,-3.324983e-06,-8.325189e-05,-2.7182901e-05,-5.3068707e-05
1972-12-01,-6.4685584e-05,-3.7708537e-06,-7.772309e-05,-2.5702608e-05,-5.0018945e-05
1973-01-01,-5.9365524e-05,-6.263968e-06,-8.0838065e-05,-3.2733686e-05,-5.1924555e-05
1973-02-01,-6.741726e-05,-7.148768e-06,-8.306778e-05,-2.731867e-05,-5.0694678e-05
1973-03-01,-6.3161344e-05,-8.183992e-06,-8.3191655e-05,-2.8300808e-05,-5.1862622e-05
1973-04-01,-6.875332e-05,-6.15779e-06,-8.512938e-05,-2.4478446e-05,-5.2747422e-05
1973-05-01,-5.8418784e-05,-1.9372615e-06,-8.448347e-05,-2.8451224e-05,-3.9050625e-05
1973-06-01,-5.5304263e-05,-4.0342507e-06,-8.9031375e-05,-2.4443056e-05,-4.0430925e-05
1973-07-01,-6.146252e-05,-8.475983e-06,-9.156192e-05,-2.6274603e-05,-4.6907702e-05
1973-08-01,-6.22146e-05,-5.069474e-06,-8.632387e-05,-2.5655238e-05,-4.9217047e-05
1973-09-01,-6.186068e-05,-1.0121717e-05,-8.6934386e-05,-3.1141037e-05,-4.4580665e-05
1973-10-01,-6.7815425e-05,-1.1953272e-05,-8.571335e-05,-2.8575098e-05,-4.5279663e-05
1973-11-01,-6.465666e-05,-3.5476128e-06,-7.915693e-05,-2.523938e-05,-4.860653e-05
1973-12-01,-6.923996e-05,-2.9370945e-06,-7.676796e-05,-2.4558078e-05,-5.0093007e-05
1974-01-01,-5.598285e-05,-3.4120762e-06,-8.0467355e-05,-3.3607877e-05,-5.223777e-05
1974-02-01,-6.4002925e-05,-5.221243e-06,-7.9724305e-05,-3.1936015e-05,-4.958057e-05
1974-03-01,-5.8833895e-05,-3.2586263e-06,-7.418375e-05,-2.511128e-05,-4.7448342e-05
1974-04-01,-5.736395e-05,-8.023826e-06,-8.166269e-05,-2.601586e-05,-4.9225197e-05
1974-05-01,-6.5214415e-05,-5.9642857e-06,-8.781707e-05,-2.767157e-05,-3.98321e-05
1974-06-01,-6.3639476e-05,-6.4731153e-06,-8.828552e-05,-3.08376e-05,-4.4459997e-05
1974-07-01,-5.9948467e-05,-6.5296495e-06,-9.2162285e-05,-2.8350001e-05,-3.944442e-05
1974-08-01,-4.7914316e-05,-9.219164e-06,-8.67025e-05,-2.7122358e-05,-4.8142934e-05
1974-09-01,-6.451983e-05,-1.0882943e-05,-8.8438974e-05,-2.9125356e-05,-4.516266e-05
1974-10-01,-6.082074e-05,-6.3035054e-06,-8.230882e-05,-2.7154663e-05,-4.516266e-05
1974-11-01,-6.6845896e-05,-3.0567112e-06,-7.733363e-05,-2.7930018e-05,-4.9209044e-05
1974-12-01,-6.0739974e-05,-5.4877687e-06,-7.775361e-05,-2.4327848e-05,-5.0436687e-05
1975-01-01,-6.302568e-05,-2.1275096e-06,-7.8758036e-05,-2.4157951e-05,-4.6660207e-05
1975-02-01,-6.449125e-05,-4.279807e-06,-7.7083096e-05,-2.681273e-05,-4.9063743e-05
1975-03-01,-6.171923e-05,-7.127202e-06,-8.1211816e-05,-2.8822655e-05,-5.2522493e-05
1975-04-01,-5.7573754e-05,-8.065168e-06,-8.549128e-05,-3.120944e-05,-4.839377e-05
1975-05-01,-6.2029096e-05,-6.1054902e-06,-9.384085e-05,-3.02966e-05,-4.4742403e-05
1975-06-01,-6.780763e-05,-4.9079076e-06,-9.188955e-05,-2.9425632e-05,-3.633421e-05
1975-07-01,-6.2590196e-05,-9.505615e-06,-8.79702e-05,-2.9283263e-05,-4.1426025e-05
1975-08-01,-6.2933555e-05,-7.5543117e-06,-8.7417466e-05,-2.3990458e-05,-4.403893e-05
1975-09-01,-5.915657e-05,-9.999721e-06,-8.769383e-05,-3.186267e-05,-4.55045e-05
1975-10-01,-6.2975436e-05,-9.061756e-06,-8.478781e-05,-3.1318315e-05,-5.356933e-05
1975-11-01,-6.1074374e-05,-3.944818e-06,-7.8004305e-05,-2.6569862e-05,-4.670208e-05
1975-12-01,-6.0379276e-05,-7.7918367e-07,-7.889203e-05,-2.8219678e-05,-5.0102208e-05
