,zgu850_cluster1,zgu850_cluster2,zgu850_cluster3,zgu850_cluster4,zgu850_cluster5,zgu850_cluster6,zgu850_cluster7,zgu850_cluster8,zgu850_cluster9,zgu850_cluster10
1965-01-01,0.33403015,0.16750374,-0.39138564,0.014990616,0.007821274,-0.20172195,0.14990616,-0.10917053,0.020204544,0.06485061
1965-02-01,0.26363945,0.045297623,-0.39008218,-0.0016296387,-0.008798981,-0.24506417,0.23431015,0.036499023,0.20954284,0.12448768
1965-03-01,0.078863524,0.1244873,-0.7462727,-0.019553374,0.10656395,-0.20628433,-0.013687134,0.31936568,-0.15349121,0.10330506
1965-04-01,0.09320259,-0.031936646,-0.8274174,-0.07299805,0.15512046,-0.031284712,0.16750374,-0.008798599,0.35521278,0.07951546
1965-05-01,-0.14664726,0.13393784,-1.0871464,0.03747673,-0.26396522,0.20432892,0.13361207,0.5315155,0.099394225,0.054748535
1965-06-01,-0.013035583,0.2955761,-1.2002281,-0.028026199,0.1785839,1.0395676,0.012709427,0.38617134,0.07234611,0.006191635
1965-07-01,-0.0032588958,0.24017563,-0.8603317,-0.051815797,0.0074951174,1.1194088,0.0866848,0.40344352,0.17825814,-0.062244035
1965-08-01,-0.090595625,0.34348106,-0.8192703,0.032262422,0.09580956,1.0314205,-0.014012909,0.28775483,0.039431762,-0.036173247
1965-09-01,-0.13002738,0.07788582,-0.78961486,-0.1958561,-0.06485061,0.71401024,-0.009124756,0.38193512,0.15772744,-0.008147049
1965-10-01,-0.28612518,0.09483223,-0.4298397,-0.2675499,0.06648026,0.0019550323,0.08049317,-0.08570747,0.12970161,0.030307388
1965-11-01,-0.13621941,0.044971846,-0.5595417,-0.06908722,0.114385225,-0.3659668,0.02574501,-0.22974738,0.28286666,0.11405907
1965-12-01,0.24604149,0.04627533,-0.17890969,0.19976655,-0.22811851,-0.36922568,0.11796951,0.11047439,-0.008147049,0.10949707
1966-01-01,0.14803162,0.11750641,-0.33807677,-0.08205795,0.10897217,-0.20022011,0.17297706,-0.07614937,-0.15656547,0.13293305
1966-02-01,0.382716,0.040700532,-0.27177468,-0.046279907,0.20809746,-0.27768248,0.18643494,0.15164223,-0.17822877,0.112911224
1966-03-01,0.15065765,0.015755463,-0.6420177,-0.11159821,0.10798721,-0.0013126374,0.19267121,0.043326188,0.25109595,0.05481453
1966-04-01,0.068928145,0.24945526,-0.5911423,-0.20448723,-0.016083146,-0.05711212,0.085667804,0.059081268,0.29507867,0.077790454
1966-05-01,-0.2425621,-0.016739655,-0.77987444,0.02067871,-0.042998124,0.31214675,-0.0036102296,0.40470773,0.07385178,-0.014113998
1966-06-01,-0.35711402,0.19759445,-1.177689,-0.05186043,-0.075164795,1.1182792,-0.17822877,0.1631302,0.052845,-0.035448838
