,abs_vo1000_cluster1,abs_vo1000_cluster2,abs_vo1000_cluster3,abs_vo1000_cluster4,abs_vo1000_cluster5,abs_vo1000_cluster6,abs_vo1000_cluster7,abs_vo1000_cluster8,abs_vo1000_cluster9,abs_vo1000_cluster10
1965-01-01,6.120627e-05,-4.5759578e-05,2.5788831e-06,0.00012470454,-3.98738e-05,-2.2048924e-05,9.868137e-05,-2.6062686e-05,7.56918e-05,0.00012061556
1965-02-01,5.7563026e-05,-2.7067716e-05,1.9866275e-06,0.00012287394,-8.5558015e-05,-2.3260349e-05,5.4423952e-05,-9.054644e-05,1.7336972e-05,0.00016950333
1965-03-01,5.5131197e-05,-9.79369e-06,2.3007015e-06,0.000111010944,-7.016842e-05,-2.5010188e-05,8.290591e-05,-7.413386e-05,0.000102190614,0.0001273816
1965-04-01,3.0678348e-05,-8.743784e-06,2.596833e-06,0.00012538653,-5.382763e-05,1.7856339e-05,0.0001697427,-6.3293846e-05,-0.00012280255,0.00011602111
1965-05-01,9.097019e-06,-3.1303225e-05,1.8789506e-06,0.00015004577,-6.0414197e-05,2.0144587e-05,0.0001531686,-2.3137329e-05,-0.00017186083,0.00019876598
1965-06-01,-1.6935172e-05,-1.0251333e-05,2.910907e-06,0.00012527885,-5.3334086e-05,2.5672278e-05,0.00019574797,4.3374435e-05,-0.00015419195,0.00011382261
1965-07-01,-2.5522831e-05,-2.3334727e-05,4.8491856e-06,0.00012789913,-2.7230104e-05,3.8468523e-05,0.00021594737,0.00010840557,-0.00019918519,9.723056e-05
1965-08-01,-1.4378984e-06,-2.6852362e-05,3.1172967e-06,0.00013621758,-7.943807e-05,4.344883e-05,0.00019373791,4.1759202e-05,-0.00023003615,0.00016271934
1965-09-01,-2.4544725e-05,-1.5545713e-05,2.525041e-06,0.000117759046,-7.2025934e-05,4.304502e-05,0.00011744501,9.152637e-05,-0.00022135876,0.00014875653
1965-10-01,1.2255701e-05,-1.7941642e-05,2.0673906e-06,9.852878e-05,-7.883684e-05,3.489706e-05,7.0603215e-05,6.5112017e-06,-0.00020839201,0.00019429717
