,ssta20_cluster1,ssta20_cluster2,ssta20_cluster3,ssta20_cluster4,ssta20_cluster5,ssta20_cluster6,ssta20_cluster7,ssta20_cluster8,ssta20_cluster9,ssta20_cluster10
1965-01-01,-2.278814133366241,-3.4115636264626104,-2.6950601781352184,-3.8387142946177586,-2.136420009123416,-5.904002841746453,-3.522689913360166,-18.545919353679075,-2.220887582073008,0.2047977898970689
1965-02-01,-1.5009926960748783,-3.538235785469176,-3.216491968890701,-4.20610461314063,-2.339163726200687,-5.769510552434638,-2.0139319795957755,-20.817093121803413,-1.797870909828308,0.4963176647699115
1965-03-01,-1.324168066768085,-4.058107452522931,-3.6277752244070673,-4.620366616637323,-2.446342505334849,-6.226941884154141,-0.5638418902813549,-21.692323684692383,-1.6491058388612236,0.8172591724018059
1965-04-01,-2.266529114807353,-4.73425771508898,-3.8185869486590898,-4.641217627953388,-2.684864729403171,-7.165175499302326,-0.6254796830701157,-21.26777293318409,-1.8311702802087912,1.8210975250395218
1965-05-01,-2.9765786603093147,-5.166848384934548,-3.4437479597798895,-4.169234347243896,-2.735028042390583,-7.637286355884949,-1.2422262782781897,-18.344896122560662,-2.2973453234947447,2.742553937553179
1965-06-01,-4.095194532590754,-4.995584981992342,-2.5254172332277904,-3.547024453109391,-2.62100113301111,-7.454827924569448,-1.7983861372504437,-13.047189227605271,-2.6061316189816837,2.9480355800968585
1965-07-01,-4.988266045556348,-4.898483065701035,-1.3022064158086026,-3.031601052194647,-2.398243702288927,-7.041617037832935,-2.654683422034895,-6.832707837476569,-2.8197008095602123,3.1504783299889896
1965-08-01,-5.465032730032416,-4.886673950644397,-0.3311940793241008,-2.7643400468009998,-2.3688869765552694,-6.8554114980666165,-4.118128561637771,-3.9787894588405806,-3.0624432708020737,3.3537567251979716
1965-09-01,-5.551156576941994,-5.012096927174395,-0.11092902122811879,-3.12039070064688,-2.351887991537038,-7.090167958203322,-4.638078850759587,-5.34903538429131,-3.546221230802163,2.598787298296938
1965-10-01,-5.360054838306763,-5.255653739396016,-0.4409228594562088,-3.8167446167334633,-2.2692551481819665,-7.465082082417933,-4.482817985642124,-9.35291597398661,-3.5458303643291105,2.9419847054056603
1965-11-01,-4.897134400465909,-5.160333586748315,-1.1229198356246235,-3.9978917478146285,-2.294005154964112,-7.382087976281399,-4.555157876350511,-13.908268637576347,-3.496608896399732,3.0332199417718564
1965-12-01,-3.7839001154198364,-4.7507542781728915,-2.112914493467924,-3.9387232077644363,-2.1754376889873126,-6.64346058278194,-3.8960040455133145,-17.082966788340425,-2.8359882215376,2.9094075212384216
1966-01-01,-2.616939314312356,-4.141522699562961,-3.115828742695212,-4.213602010292897,-2.117435298560452,-6.091455441496947,-2.516495341985998,-19.53581470554158,-2.3813543157665276,2.8366906808154417
1966-02-01,-1.9718510701375849,-4.088423302564672,-3.6974560901913303,-4.284991831022912,-1.9978172737535778,-6.070442345276131,-1.8069411667299944,-21.685043431944766,-2.179481280019699,2.201773270522014
1966-03-01,-2.0281733178040557,-4.405349059395059,-3.8069925504677307,-4.355200832721336,-2.2703043736976847,-6.27878726315577,-2.075609858606903,-22.133105488146768,-2.199901035884097,2.6940186425010757
1966-04-01,-2.260089073987568,-5.044418715295338,-3.653362761722522,-4.508191882195204,-2.3512846528085563,-7.16495305889904,-3.0646230133486467,-22.042509660882466,-2.3297483399775527,2.3153141583546555
1966-05-01,-3.0309669454308117,-5.242772350445836,-2.8821850090884094,-4.271209768810949,-2.418037199342858,-7.562526646331445,-4.323551688395756,-18.519634311482058,-2.7755137917410013,2.1933246367048507
1966-06-01,-3.822923495489008,-5.044850733334846,-2.1612632587161404,-3.8776315950899383,-2.510850431132892,-7.605435718895972,-4.5149611755156185,-13.986035120689264,-3.391887523313434,2.818182907482185
1966-07-01,-4.894536514492596,-4.879862664027609,-1.1616997169644645,-3.207902924501821,-2.504763650350852,-7.276444063328281,-4.812573379194233,-7.540646852073023,-3.6154621966793017,3.461543640287796
1966-08-01,-5.411869550452512,-4.668915765836336,-0.40824091836307824,-2.7035463702454696,-2.2594366172683142,-7.010354618034741,-5.808624751131299,-3.891305398132842,-3.6762947289544914,2.098459300428334
1966-09-01,-5.496288879829294,-4.742359295093193,-0.23832629235942712,-2.9611543785306256,-2.044580888812088,-7.2011297341227145,-6.299026247481225,-4.157963950755232,-3.9037977514317874,1.8244942816177216
1966-10-01,-5.353107785477357,-4.913177439775416,-0.5210627777299631,-3.2793869554125443,-2.0666564997015944,-7.345131777300693,-6.631882089964101,-8.277452598183842,-3.9395977912000064,0.7536210636101147
1966-11-01,-4.411334960776217,-4.950204255088927,-1.1985572201482366,-3.5977549462079503,-2.201770323930413,-7.183181698566223,-6.651869626112387,-12.843658964512713,-3.812030328974605,0.7916490040203132
1966-12-01,-3.0875013867283565,-4.518611994580197,-2.063319031218911,-3.8213907303541337,-2.0905044578994567,-6.830873088327179,-5.905871995737855,-16.664690890554656,-3.240672146298283,1.3784554925295387
1967-01-01,-2.192861959338188,-3.6588736732590554,-2.8377213728115356,-3.9251725521864125,-2.054037009902678,-6.010770237091744,-4.065008566413128,-18.936599311182057,-2.626491208093446,0.47223005849536104
1967-02-01,-1.4530011178816065,-3.4882926331205555,-3.2874022083782526,-4.175968038886475,-2.0830522393732864,-5.573705163332495,-2.087188102829624,-20.384843470686572,-2.059314726086274,0.27248344504007016
1967-03-01,-1.8691243275123484,-3.8067990352237038,-3.2899521263351157,-4.467440833627307,-2.2519788777220984,-5.835545328584049,-1.8324878853811346,-21.036899695962163,-2.1280053459452564,0.3211442491795757
1967-04-01,-2.494692933910033,-4.597017897631336,-3.6674364229266563,-4.468955152467795,-2.343832038782397,-6.717951187599611,-2.5797126998364086,-20.679352647167143,-2.3988941173960727,0.9103074227229203
1967-05-01,-3.5016958026544134,-5.057515259142275,-3.1040025561043385,-4.149710111677771,-2.605825707056727,-7.118230220852513,-3.496331899938449,-17.866718162924556,-2.7623581253423013,1.7182236260706836
1967-06-01,-4.41311722730889,-4.785315164182552,-2.079352479748958,-3.5443789525918024,-2.5557423205222265,-7.054693500200908,-4.559849685346577,-12.662580861883649,-3.3176846078056776,2.3925999603649175
1967-07-01,-5.14373845037292,-4.560559110246218,-0.806316655226861,-2.803296242725874,-2.347186055963225,-6.839016554477585,-5.9835521268173,-6.894800016435527,-3.6960954714924417,2.769967707076875
1967-08-01,-5.471337981083813,-4.319857689018182,0.22853912039196,-2.362335729947419,-2.187560686477068,-6.653926287940627,-7.10101799226143,-2.5806057251105874,-3.9485580954051103,1.5262508156275985
1967-09-01,-5.539131033069947,-4.412040992178404,0.39450854397891616,-2.6397558368571366,-2.194950392035313,-6.8034365576486,-7.6295006443077416,-3.1774555096181776,-3.8066278533261015,1.2554868022994239
1967-10-01,-5.285371007288203,-4.3517041609768725,-0.30586958377995294,-2.8704347466128355,-1.8959353141107125,-6.758685419858486,-7.380751488913953,-6.818754087060185,-3.9422024611476476,0.29498748112433026
1967-11-01,-4.407271896215046,-4.317453025299826,-0.912114665302891,-3.3594098253202835,-2.008050766051934,-6.793670197672183,-6.811234648798553,-11.613609427112644,-3.7244216190962605,1.0246848705971594
1967-12-01,-3.3901339506401733,-3.861203080131894,-1.9416742110520266,-3.7379536598858603,-2.0528122702808225,-6.421068266476736,-6.015366567692287,-15.080926377894516,-3.1119581431256496,0.6590274153369488
1968-01-01,-2.0481412737246822,-3.4381856573532077,-2.660949131969209,-4.001160367296732,-2.2445538408315215,-5.65378723954997,-4.583351712831309,-18.153791104332875,-2.3597462109399436,-0.07561306552131578
1968-02-01,-1.7135420266319723,-3.5898551160906567,-2.795246701115526,-4.432389581875412,-2.366684149481336,-5.3705499215487995,-2.666595452268359,-20.85135993310961,-1.9549995766839947,-0.11943735108517184
1968-03-01,-1.8331040792605455,-3.7062082787880404,-3.1124939632772954,-4.385207963636872,-2.230227948353693,-5.724570932167985,-2.3487148150591786,-21.928890680862686,-2.0507655003741116,-0.7538638492621997
1968-04-01,-2.100808041937211,-4.338016556789425,-3.381233849329002,-4.477789456759713,-2.381724523425342,-6.709555135701749,-2.90337515548921,-20.80906690177271,-2.4210540319252694,0.35696316621091106
1968-05-01,-3.105122552198522,-4.580932834581513,-2.7950238199269726,-4.230222404625321,-2.4835765461659625,-7.273842787781958,-4.428330609496211,-18.133247504800053,-2.7790590431342346,1.2709871672167636
1968-06-01,-4.273411719238057,-4.444673368329514,-1.8864945972456915,-3.7804905955129477,-2.6033172139213807,-7.47806769503717,-5.115811925538829,-13.747081918231512,-3.0668383934849945,1.967637019582314
1968-07-01,-4.772281076978234,-4.5325943796092245,-0.905533933014459,-3.128161796199504,-2.4915440432507614,-7.12039864102606,-5.514182171351473,-8.004913087618553,-3.2058495007375805,2.1181313118132032
1968-08-01,-5.305312135640312,-4.556825110521266,-0.20257500227024494,-2.8431435343119196,-2.4165350734068944,-6.800626958459125,-5.423478005637586,-3.243644333491891,-3.3677017243307255,2.219401491750585
