,msl_cluster1,msl_cluster2,msl_cluster3,msl_cluster4,msl_cluster5,msl_cluster6,msl_cluster7,msl_cluster8,msl_cluster9,msl_cluster10
1965-01-01,1883.8591964156537,1148.1962559586864,1233.5434422348485,1018.3789686142301,1015.4158079932905,1272.541511583628,1466.2540573010342,1053.4697532653809,1550.2266221374045,1090.4374317456316
1965-02-01,1877.271638093171,1147.280349300406,1233.434355764678,1017.516507096027,1014.1887464021381,1279.043982163915,1460.840809774056,1054.5454343159995,1544.273085266579,1089.6798738869288
1965-03-01,1884.707811143663,1148.8318491790253,1232.724979285038,1018.724144403659,1015.5224486998746,1276.3700665168042,1465.1327668334084,1055.8731396993003,1551.7282267563214,1091.3355673513104
1965-04-01,1885.5169225622105,1144.8643571239406,1231.951386422822,1018.5843769629397,1015.0365690838423,1281.7516398879716,1468.5892009049012,1061.184851328532,1550.237897334208,1092.133552797379
1965-05-01,1878.5990397135415,1145.1339463056145,1231.4572236032197,1018.5300536291484,1014.894171565796,1285.1699541199882,1467.6615543502699,1059.0192159016929,1550.0993335520038,1092.223858576949
1965-06-01,1879.2565804940682,1145.1366359904662,1227.6236239346592,1019.4705420003664,1015.9743536086308,1283.4266134777909,1471.2513436516413,1063.116232554118,1556.0702957269798,1090.506079889113
1965-07-01,1889.8386072229455,1143.9779680327506,1226.3590864701705,1019.1444230838438,1015.5858319504816,1283.0971771816037,1472.9117194525631,1062.4398549397788,1554.2812201812976,1084.9212318338373
1965-08-01,1886.8498060438367,1143.688688978637,1231.782781427557,1019.0286760953204,1015.4940472111267,1281.6985124312107,1468.4232643182331,1060.1136207580566,1552.1624616084207,1092.3856345556114
1965-09-01,1884.9992540147568,1145.0945665607344,1236.9376627604167,1019.0326275338281,1015.9109474124765,1279.5037419541077,1467.3309545722798,1060.4317029317222,1555.2603452260257,1093.92824890793
1965-10-01,1887.2282240125867,1146.7143085716807,1238.638213186553,1019.1818620691348,1016.3558717757936,1281.2242807832154,1465.2476358756746,1059.816328684489,1557.2205521678195,1093.7201387138775
1965-11-01,1889.0728985821759,1149.898964402366,1231.8498461174242,1018.4738082502356,1016.7998910647386,1282.9474299208923,1466.3281776922213,1056.5222104390464,1556.2605297292462,1092.054207094254
1965-12-01,1878.6236233181423,1150.4986261917372,1233.2411887428977,1018.1622580267876,1016.0130296036314,1282.8057439072327,1468.483553001349,1055.2961667378745,1549.2847704705391,1095.3533869917674
1966-01-01,1885.8166729962384,1149.4183728923906,1234.8806300307765,1017.9257237931192,1016.4979251106281,1275.9936062794811,1458.9720801483813,1056.414000193278,1552.3421192897185,1093.4461368027553
1966-02-01,1884.070445873119,1149.5590985831568,1237.9454456676137,1018.4176753314097,1015.4677822077981,1282.7060531520242,1463.8380750477743,1054.2681694030762,1553.878015416269,1095.4679755754369
1966-03-01,1883.8779590747972,1148.0205988479872,1235.1610588304925,1018.1428944445536,1014.661725521486,1277.7587506756092,1466.8590957312276,1056.575870513916,1549.7597264879532,1091.3119408392135
1966-04-01,1885.6600726092302,1144.0658310712395,1231.872743548769,1018.4598734231051,1014.7354495654827,1281.0688522626767,1464.84375,1059.5288594563804,1551.734237088502,1090.8802319598453
1966-05-01,1882.0659496166086,1145.4073975988701,1228.7646854285038,1019.3337905347048,1015.3410819937212,1283.16331779432,1472.0156443204812,1061.051336924235,1550.4276654192508,1085.5714203209004
1966-06-01,1884.8194263599535,1144.5673883298023,1236.378876657197,1019.7375733648713,1015.5955455655741,1281.8589696344338,1471.5865979091727,1062.0473861694336,1551.7096832508348,1095.164768670195
1966-07-01,1881.3578287760415,1142.8440589689264,1230.4992305871212,1019.1037636506098,1014.7962374197211,1284.826353061124,1471.0563824331161,1059.76832707723,1558.5662608838263,1089.0646001344085
1966-08-01,1889.4804777922452,1142.5918837725105,1235.0962136008523,1019.9006660499765,1014.9954124202106,1284.270242175216,1468.8112107969876,1063.8339042663574,1558.7000723103529,1092.804217594926
1966-09-01,1885.8285974573205,1144.9439786921787,1238.3639988754735,1019.5973151892274,1015.7801169998563,1279.3481214991155,1465.822551919402,1059.1312090555828,1555.6494792909111,1095.4902895035282
1966-10-01,1889.0044600875287,1144.7409074858756,1238.95126805161,1019.3249777533501,1015.8935393904683,1281.3363321172367,1462.7188044486286,1060.434659322103,1551.4527764939169,1094.577912361391
1966-11-01,1875.7564968532986,1147.4951447740114,1237.1956010298295,1018.8445380384999,1015.425643984636,1280.3732434158806,1465.3208341529903,1056.2947909037273,1550.8122800870706,1091.7494250882055
1966-12-01,1884.980547869647,1149.2685436528955,1234.511200875947,1018.5448830251519,1014.6993052292188,1276.4729049970517,1466.53578504384,1056.4892133076987,1544.5587857078958,1093.3452647219422
1967-01-01,1877.4501659252023,1152.8266863634358,1235.3021425189395,1018.9633930148791,1015.5315402356803,1278.056863268966,1466.7610442895684,1053.0302047729492,1549.7182132633586,1091.2835233954972
1967-02-01,1886.9278519241898,1150.0113449527719,1236.5419699928977,1019.3255144946739,1015.0567076259986,1280.5953115787145,1468.8813353613984,1056.080436706543,1552.1707083432727,1094.809058404738
1967-03-01,1891.1064995659722,1148.96791964601,1236.7750133167615,1018.6939130875734,1014.5022488676117,1281.510915696246,1469.2911491119605,1057.919756571452,1553.7418278119035,1095.7237325688843
1967-04-01,1884.571612322772,1143.3359609485346,1235.207186612216,1018.8099361144917,1014.849453243297,1286.9790131191037,1463.7690482379721,1060.5067571004233,1553.8343589724475,1093.6738701276881
1967-05-01,1876.8917507595486,1144.829218805173,1233.9767548532197,1018.8306850005235,1014.5607013750196,1283.4425056505502,1469.732402554519,1061.0916137695312,1551.1522132931775,1092.5262123025873
1967-06-01,1872.9534007884836,1145.007048353637,1238.2074159564395,1019.3355745606287,1014.5511662252962,1279.1035586183175,1471.9782328434128,1063.0470593770347,1551.6360683295563,1094.6142053091398
1967-07-01,1881.9998847113714,1144.0214167880474,1235.9185975970645,1019.8526558165175,1014.6601779717848,1284.283562426297,1472.828246192109,1061.0398928324382,1558.202845449666,1095.961704049059
