,r50_cluster1,r50_cluster2,r50_cluster3,r50_cluster4,r50_cluster5,r50_cluster6,r50_cluster7,r50_cluster8,r50_cluster9,r50_cluster10
1965-01-01,6.945175,6.8583603,1.6264992,5.7772636,2.2194672,5.7051888,6.884571,3.1826248,4.9631615,6.340744
1965-02-01,6.735508,6.6159325,1.713314,5.565956,1.906601,7.17614,7.0156097,2.5880203,4.9549713,6.0393486
1965-03-01,6.214615,6.3735046,1.6609001,5.718292,2.9500275,7.0336304,6.746975,3.6609306,4.787895,5.8345947
1965-04-01,5.7870903,6.3571243,1.6428795,4.9074707,2.0998917,4.7387543,6.381695,4.057335,4.2489815,5.3480988
1965-05-01,4.5307236,6.4914436,1.5052872,4.0278473,2.286625,4.601158,5.4578476,4.479946,3.1318474,4.8910904
1965-06-01,4.224411,5.505348,1.2415619,3.6085129,1.9000511,3.7280884,4.566761,3.6936913,2.3472328,4.7895317
1965-07-01,3.3267746,5.5626793,1.2300987,3.46109,2.044197,3.5249748,4.3980446,3.1662445,2.6879425,4.6371956
1965-08-01,3.0024414,5.076187,1.2874298,3.2727165,1.5839119,3.1433144,4.3357964,2.5012054,2.5061226,4.494686
1965-09-01,3.366085,5.95417,1.3595009,3.4741936,1.5527878,3.3120308,4.9369545,2.370163,2.507759,5.189209
1965-10-01,3.959053,6.556965,2.6994095,4.083542,1.5282173,3.4430733,5.9197693,2.4553413,2.9598541,6.568428
1965-11-01,5.094204,8.276894,2.663372,5.192486,1.710041,4.425888,7.4660683,2.8615723,4.008194,7.9263535
1965-12-01,7.236744,10.493145,3.0384789,7.339939,2.1555824,6.4979935,10.345722,5.0548935,5.128605,10.858425
1966-01-01,7.8238716,10.360138,1.6169968,7.815666,2.5789719,6.9505424,10.471767,4.2369843,5.584736,10.443859
1966-02-01,8.121002,11.522388,2.2539368,8.4985695,2.4509277,6.8044395,11.847427,4.6063423,5.9327545,12.180672
1966-03-01,6.807724,8.802265,2.3179588,6.175709,2.1078339,5.860523,9.545906,4.2451935,4.788559,9.514717
1966-04-01,5.872013,5.9311104,1.7926445,4.6982727,2.3721313,4.3781624,6.4531403,3.560646,4.5062065,6.3973236
1966-05-01,5.0971794,3.9217987,1.8107033,3.8676262,3.0501099,3.8955307,4.5193367,4.1631126,4.317421,3.9579124
1966-06-01,4.668724,2.8810234,1.1212349,3.2438164,2.7447739,3.222477,3.2963486,3.3669357,3.9250793,3.1732292
1966-07-01,3.948063,2.4804764,1.1491394,2.7152252,3.005787,3.2618752,2.4509277,3.089508,3.8610573,2.52808
1966-08-01,2.9204216,2.2588615,1.1606331,2.4673424,2.7431297,2.7661133,2.4722672,2.574047,3.1075668,2.267067
1966-09-01,2.7611885,2.4542084,1.6892242,2.5379295,1.9600906,2.7250748,2.4624176,2.2309532,2.726715,2.3064651
1966-10-01,3.9792519,3.1108475,2.2637863,3.2060623,1.751606,3.324257,3.191288,2.134098,3.1633797,2.9828033
1966-11-01,5.542053,4.586643,3.0238419,4.585003,2.2408028,5.794857,4.585003,4.64246,4.01865,4.1631126
1966-12-01,5.9245453,5.267906,2.3721313,5.368042,2.4033203,6.2134666,5.643833,3.5146828,4.8640747,4.566944
1967-01-01,6.8192253,5.7314606,1.4665375,5.469654,2.7806396,6.4695854,5.782131,3.2231789,4.7247696,5.2247353
1967-02-01,6.1216354,5.3902664,1.6151772,4.6859207,2.559372,5.783821,5.3767548,3.8160439,4.77544,4.4883003
1967-03-01,4.9730644,4.645382,1.7300339,4.192711,2.2840538,4.817669,4.4190483,3.251892,3.9579277,3.7856407
1967-04-01,4.5828857,4.1403503,1.829689,3.805912,1.9124565,3.9680634,4.267029,3.6978111,3.9427261,3.7130127
1967-05-01,4.5626183,4.5879555,1.6016655,3.630249,1.9462357,3.9410362,5.2112236,3.8396912,3.559307,3.981575
1967-06-01,4.0609627,4.126835,1.3753281,3.1775742,1.5070763,3.5356598,3.6251793,4.3430367,2.5661278,3.496811
1967-07-01,3.0965004,3.6150436,1.3094559,2.870163,1.9563713,3.3093224,3.5457916,3.6944313,1.932724,3.1235237
1967-08-01,3.3684387,3.979885,1.4428902,3.1606827,1.8432045,3.317768,3.7011871,3.072853,2.209732,3.3735085
1967-09-01,4.0744743,4.880165,2.2840538,3.9528618,1.6286888,3.7248344,4.642006,2.8938103,2.6252441,4.1454163
1967-10-01,6.0219803,7.1165047,2.6151123,4.989956,1.8769836,4.495056,6.3192596,2.8448257,3.6184235,5.896988
1967-11-01,6.447628,7.900234,2.1117668,5.3142586,2.1996002,4.819359,7.104679,2.1877747,4.4106026,6.7499733
1967-12-01,6.900303,8.814026,1.4479599,5.9831314,2.2924995,5.5625534,8.564045,2.974884,5.1098785,7.797203
1968-01-01,9.328461,10.754551,2.0080948,7.6400146,2.7533302,7.609432,10.104279,3.2249374,6.0577965,9.199696
1968-02-01,6.864197,7.594944,1.317585,5.7230034,2.4475098,5.2208138,7.1169014,3.1541138,5.4365005,6.7466965
1968-03-01,5.306122,6.3072815,1.2692986,4.7298927,2.0515518,4.5222588,6.028824,3.3472633,3.9733925,5.504101
1968-04-01,4.494896,5.294857,1.541317,3.8896942,2.4104881,3.5275383,5.536293,3.081684,3.625721,5.1854057
1968-05-01,4.552841,5.3833847,1.3755302,3.8703766,2.6712418,3.7673645,5.2240334,3.6579132,3.56456,5.785778
1968-06-01,3.6064072,4.847393,1.0133743,3.5339775,1.7553902,3.3376083,4.32106,3.6047974,3.0028152,4.984207
1968-07-01,3.2941475,4.6188316,1.2258377,3.1187057,1.7875824,2.9947662,3.7673645,2.9835014,2.4893608,4.3435936
1968-08-01,3.0076447,4.3339386,1.4012833,3.245861,1.8825493,3.0350075,3.7303467,2.4298058,2.3622017,4.599518
1968-09-01,3.2764435,4.9809875,1.9034729,3.3472633,1.2033043,3.0543213,4.2389717,2.643879,2.4652138,5.1338997
1968-10-01,4.2148285,6.296013,3.0945625,4.4240723,1.4141617,3.4454498,5.603897,2.737236,3.1074371,6.7483063
1968-11-01,5.9451256,9.381577,2.6310005,6.122181,2.4169273,4.7669144,8.33374,3.7593155,4.451435,10.173492
1968-12-01,7.405014,11.9037895,3.6836662,7.472618,3.0172997,6.2557755,10.337669,3.5017853,5.5652657,12.077625
1969-01-01,7.3073387,10.134926,2.933941,7.4310074,2.3523827,5.3537674,9.743877,3.2564735,5.4874573,11.293034
1969-02-01,7.2989845,9.040321,3.157875,6.981468,2.5428925,5.4039,8.609165,4.2457924,5.5125237,10.77832
1969-03-01,6.7057266,7.170307,2.1184196,5.873493,2.3055878,5.293606,7.42432,5.1916656,5.1950073,8.58577
1969-04-01,5.0546303,4.852421,2.9172287,4.08202,2.4426231,4.708702,5.0980797,4.523205,3.7110252,4.2140427
1969-05-01,4.698677,3.2865524,1.8493652,3.4753952,2.0699577,4.021858,3.759491,4.596737,3.8413773,3.346714
1969-06-01,4.2976,3.1645584,1.3463478,2.962349,2.2621384,3.1812706,3.1311378,3.3266602,3.2731857,2.9656944
1969-07-01,3.4102173,2.885479,1.222683,2.6632156,1.6388016,3.2397614,2.7033234,2.7584686,3.1528625,2.6749115
1969-08-01,3.505474,3.0325394,1.3296356,2.857067,1.6789093,3.1812706,2.7684975,2.5512466,3.2531319,2.7651558
1969-09-01,3.5673065,3.3483849,1.5067787,3.0676346,1.926239,3.2949104,3.4436417,2.3206291,3.3082771,3.0375519
1969-10-01,3.6575508,3.9332886,1.6655388,3.4703789,1.81427,3.4118881,3.9867668,2.509468,2.8871498,3.7812157
1969-11-01,5.320343,5.9186134,1.7942162,4.4246063,2.0900116,4.0469284,5.7013664,3.5522652,4.521534,5.226757
1969-12-01,6.7625465,7.7501945,1.7023048,6.0506363,2.8437004,6.2578583,7.6098175,4.1873055,4.8908577,6.8845406
1970-01-01,9.627083,10.492619,1.6155052,9.062748,2.3502998,7.8910484,10.125221,4.04496,7.1827316,9.855465
1970-02-01,8.0946045,10.060677,1.5393791,8.26672,2.4942818,8.217072,9.148804,3.9506302,6.418148,8.711899
1970-03-01,6.7772713,7.97876,1.3176155,6.6697006,2.1318474,6.211281,7.639496,3.968834,4.8773956,7.8778076
1970-04-01,5.7545166,6.5522003,1.6386757,5.0428925,2.4926262,5.3821564,6.5273743,4.24852,4.46035,6.444626
1970-05-01,4.735073,5.794235,1.5824051,3.7553444,1.9299431,4.231968,5.0693703,3.5501328,3.4359436,5.438423
1970-06-01,3.4210472,5.193493,1.1554298,3.6279144,1.8289948,3.6560478,4.405739,3.0751648,2.6316414,5.2332115
1970-07-01,2.972557,4.463661,1.128952,3.3018913,1.5079346,3.2754135,3.6643257,2.6680489,2.2824478,4.5430984
1970-08-01,2.92622,4.544754,1.2299042,3.3267174,1.468216,3.1645317,3.7603111,2.489315,2.2890663,4.728451
1970-09-01,3.485592,5.6668053,1.6155052,4.112812,1.3358192,3.7172813,4.756588,2.6746674,3.0685463,6.2559624
1970-10-01,4.7003174,7.684181,2.7226639,5.138878,1.7925835,4.0714417,6.6498413,3.3167877,3.9224968,8.367672
1970-11-01,5.554268,8.581158,3.2307281,5.91008,1.9994507,4.7416916,7.3234024,3.9737968,4.3594017,8.751617
1970-12-01,5.198456,7.957245,2.426426,5.681698,2.1765327,4.5166206,6.8864975,3.4822807,4.1061935,7.9969635
1971-01-01,7.4107704,10.648125,2.7043457,7.246788,2.0365906,6.4015274,9.88908,3.8065681,5.6492424,10.237328
1971-02-01,6.621292,8.225601,1.9858742,6.590866,2.2039528,5.1336327,8.240818,4.347538,4.8986473,9.809624
1971-03-01,5.514,5.529213,2.7533722,5.130249,2.232689,4.8817444,5.956917,5.3246613,4.374584,5.9332504
1971-04-01,4.6653557,3.6104698,2.4237213,4.2849884,2.315525,4.149746,4.6501427,5.6171227,4.374584,3.8251648
1971-05-01,4.476017,3.2520752,1.774559,3.752472,2.5606537,3.9671707,3.9249077,4.4557304,4.0246468,3.5867996
1971-06-01,3.908001,2.7939453,1.4567375,3.5056572,2.5724869,3.4194374,3.4988937,3.7541618,4.232582,3.2165756
1971-07-01,3.3856277,2.5183907,1.248806,3.0035706,2.0501137,2.9258041,2.6857529,2.7753487,3.1929092,2.7364655
1971-08-01,3.378868,2.5691032,1.4127846,2.9190445,1.6274834,3.1438828,2.6062965,2.3645515,3.0999298,2.697586
1971-09-01,3.979004,3.1455727,1.8016052,3.3907013,1.6088867,3.5428467,3.1709328,2.4507675,3.4092941,3.1607895
1971-10-01,4.5267334,3.5124168,2.3273582,3.8454514,1.5615501,3.752472,3.9435005,3.2148857,3.8522148,3.7271156
1971-11-01,5.126869,4.046623,2.7178726,3.8725014,1.7762489,4.4692535,4.672119,2.9291878,3.923214,3.977314
1971-12-01,5.415951,4.8631477,1.9706573,4.732979,2.088997,5.6154327,5.5207634,3.635826,4.661976,4.48954
1972-01-01,6.158947,5.2975388,1.6454964,5.473072,2.0696983,5.2260246,6.027298,3.1667747,4.9968605,5.143135
1972-02-01,6.679043,6.352356,1.3952026,6.230461,2.1509666,7.633091,6.8643265,3.4528275,5.1203804,5.9427834
1972-03-01,5.79813,5.601471,1.835659,5.702236,1.9022942,5.82576,6.490505,4.45726,4.6230392,5.3820534
1972-04-01,5.0244904,5.3592987,2.555664,4.7400627,1.9364243,5.011486,6.054928,4.1744576,4.291481,5.0878754
1972-05-01,4.5092697,6.189827,1.6552505,3.7827644,1.73489,4.3451157,5.367428,3.6299858,3.1472702,4.7969475
1972-06-01,4.1842117,6.219082,1.6942558,3.535717,1.9396782,3.8900337,4.6409187,3.272419,2.3996353,5.2243996
1972-07-01,3.4999619,5.2975388,1.3464432,3.8558998,1.5658569,4.0428085,5.0765,3.6559906,2.5897942,5.409683
1972-08-01,4.224842,5.897274,1.5528564,4.580784,1.536602,4.2069664,5.864769,3.5487213,2.9977455,6.6725388
1972-09-01,4.034683,6.087433,1.7251358,4.1842117,1.5317268,3.7226257,5.9395294,2.2679863,3.0139961,6.1361923
1972-10-01,5.0342407,7.533947,2.4045105,5.73637,1.3854485,4.45076,7.2836533,2.6808128,4.4718895,8.348221
1972-11-01,5.8192596,8.666779,2.5052795,6.6985435,2.0680733,5.4811974,9.807735,3.8055153,4.8278275,9.463173
