,abs_vo850_cluster1,abs_vo850_cluster2,abs_vo850_cluster3,abs_vo850_cluster4,abs_vo850_cluster5,abs_vo850_cluster6,abs_vo850_cluster7,abs_vo850_cluster8,abs_vo850_cluster9,abs_vo850_cluster10
1965-01-01,-0.0007806844223523511,1.0998187210336457e-05,9.188850511250042e-06,-0.006798445974709466,0.005564828825299628,0.0005757508107409296,-4.802059551095997e-06,2.989925111016941e-05,-4.682575087718518e-06,0.0002777356712613255
1965-02-01,-0.0009372054981733007,9.538019993568823e-06,1.0363660458521819e-05,-0.0005142865120433271,0.006948818190721795,0.0009711590893049207,-4.334210054718325e-06,7.614894772391066e-06,-5.907734674606414e-06,0.005686078657163307
1965-03-01,-0.0005911525347203548,1.598309356470256e-05,8.502921193092667e-06,0.0040334954974241555,0.005986346150166355,0.001137125541895835,-4.136954092405649e-06,4.865526507544045e-07,-5.085578582164979e-06,-0.009550067625241354
1965-04-01,-0.0007224693815390179,2.8811117166090604e-05,1.1875541114387738e-05,-0.0028527872927952558,0.008149957284331322,0.0013073882857699776,-4.501439021445972e-06,2.038464702822563e-05,-5.736850781928776e-06,0.0050606238801265135
1965-05-01,-0.0005185427913342469,4.250465887404668e-05,1.1463761305552165e-05,0.02230179525213316,0.005499688268173486,0.001151017446924622,-4.949623193557711e-06,-2.4513839421295884e-05,-4.470597992397965e-06,0.004647843161365017
1965-06-01,-0.0006326294948978881,5.912975716960824e-05,1.3414917475046618e-05,0.03897729911841452,0.005027092629461549,0.0012474084441136154,-4.308131462520108e-06,-1.1645602396606367e-05,-5.974625465750445e-06,0.00597412945353426
1965-07-01,-0.001032651198329404,3.325006016691784e-05,1.3805717114169317e-05,0.0370946538168937,0.0058586036175256595,0.0010082486066191147,-4.561938701777767e-06,9.158285129250553e-05,-4.4948536901249995e-06,0.0014568569895345718
1965-08-01,-0.0012466996849980203,5.907676899773328e-05,1.1129443797692182e-05,0.03377355169504881,0.0039199549064505845,0.0011741422187899137,-4.2986239784377375e-06,0.0001580878215643697,-5.280240382401657e-06,0.0037020326999481767
1965-09-01,-0.0009817529644351453,5.480373046238027e-05,1.1441273228381514e-05,0.02505666925571859,0.00383450897061266,0.001130505228906663,-4.45368657625229e-06,8.854194765271951e-05,-4.889761165652845e-06,0.0036975463444832712
1965-10-01,-0.0011488757861245955,5.8012523772453685e-05,1.1227736616916975e-05,0.006745294376742095,0.0022235166397877038,0.0010296930364953976,-4.7505157767664675e-06,5.9384239090048696e-05,-5.0430043663360855e-06,0.005053445784142241
