,r200_cluster1,r200_cluster2,r200_cluster3,r200_cluster4,r200_cluster5,r200_cluster6
1970-01-01,25.806126,66.96117,63.36601,30.785944,35.59111,31.436903
1970-02-01,31.337961,62.885994,58.58727,29.30386,51.160633,39.516342
1970-03-01,33.289368,64.85661,66.369225,31.867163,47.697475,49.98019
1970-04-01,49.53487,70.42625,78.98984,45.811947,57.500233,51.0811
1970-05-01,59.646786,72.46278,83.55827,47.598183,59.470116,60.55815
1970-06-01,59.11074,58.11406,79.20361,46.302162,68.791626,72.37123
1970-07-01,58.32279,58.902866,82.80495,29.823853,62.64378,76.20606
1970-08-01,50.988277,61.162548,86.162796,29.841206,61.63408,73.16708
1970-09-01,55.50358,57.84226,84.19161,43.213383,65.88827,73.161316
1970-10-01,46.572533,55.966385,77.88639,54.448483,64.09193,61.664257
1970-11-01,37.654278,66.34258,76.545,48.996765,58.616737,49.296036
1970-12-01,37.534264,70.68672,69.77655,39.62166,60.863567,39.907776
1971-01-01,29.1111,68.179825,66.7585,29.356436,44.474907,28.29707
1971-02-01,22.153408,66.59388,64.35523,22.746443,43.139225,19.086035
1971-03-01,25.530497,75.74967,74.71156,20.899004,44.256317,40.952168
1971-04-01,44.312115,73.76906,77.79146,32.06435,49.5588,51.070175
1971-05-01,50.800797,78.93412,84.4808,38.41684,61.528217,60.907497
1971-06-01,60.349125,68.850006,83.61811,34.30372,65.034615,73.519
1971-07-01,58.538265,55.11137,84.4645,26.276352,60.803055,72.60733
1971-08-01,58.72821,55.79687,83.49012,31.820686,67.50634,73.4417
1971-09-01,51.28331,55.813786,82.72221,51.501747,68.88001,69.34927
1971-10-01,50.04273,54.4747,81.09769,57.83091,68.38739,67.995476
1971-11-01,37.49888,60.197617,76.47772,45.417835,60.785347,55.12038
1971-12-01,42.762207,62.699104,58.103947,45.02475,66.93563,42.073044
1972-01-01,40.85651,71.43118,69.98343,31.716654,60.35335,47.4007
1972-02-01,36.2038,70.79371,67.37613,30.366856,51.30352,38.001778
1972-03-01,37.318867,70.6468,73.636284,27.117416,49.699524,37.448544
1972-04-01,44.09722,74.83359,80.948555,37.07668,58.972755,47.15514
1972-05-01,60.713245,67.96024,84.192894,49.950943,64.37331,66.604034
1972-06-01,58.335434,56.377834,83.52568,44.571705,66.34425,75.16123
1972-07-01,64.683044,52.19514,79.44151,37.366447,64.89393,75.413155
1972-08-01,63.8065,54.339657,81.83775,38.327145,66.92058,77.659966
1972-09-01,64.50109,48.49639,80.62642,57.994026,70.85584,72.531494
1972-10-01,57.58775,50.633633,78.49748,58.265343,68.8791,67.42336
1972-11-01,41.923767,63.121414,76.18879,50.957756,68.949486,54.288128
1972-12-01,41.06385,68.78433,70.04919,41.891228,59.521442,47.890717
1973-01-01,31.81208,64.84805,56.20131,32.836933,48.021324,38.10994
1973-02-01,25.823404,68.28185,60.933937,22.643442,48.925728,32.63656
1973-03-01,43.50328,64.86272,72.515274,38.004868,50.43875,40.136566
1973-04-01,45.58139,74.244545,72.52146,46.67215,47.674217,50.85955
1973-05-01,58.72286,73.15512,80.35431,56.893623,60.83455,64.54501
1973-06-01,63.375137,67.17911,85.19974,40.49867,65.11881,74.63058
1973-07-01,56.34269,54.3784,82.83937,26.413841,54.64399,74.561005
1973-08-01,53.613937,55.718266,83.52698,34.543945,63.19259,72.2535
1973-09-01,54.404392,57.78887,85.303474,40.786613,67.10245,72.702644
1973-10-01,45.08109,57.37798,78.43228,47.6579,65.608025,64.34561
1973-11-01,42.50521,57.465504,74.27678,48.176,61.333313,52.560802
1973-12-01,34.678413,72.957146,64.01069,39.8892,61.37729,40.66813
1974-01-01,36.98423,70.70641,56.77904,35.80977,59.01153,28.918118
1974-02-01,21.8579,72.42674,58.366848,21.790255,42.93975,22.269495
1974-03-01,44.72824,74.47403,69.392365,30.56303,55.5897,39.20122
1974-04-01,50.94224,68.61688,76.376465,38.86174,57.22164,54.691296
1974-05-01,59.812305,70.34875,80.85802,51.76415,60.21578,64.297455
1974-06-01,53.135147,78.48572,83.055885,37.212738,59.62604,75.22974
1974-07-01,55.505356,69.14118,84.69976,27.125423,58.202023,72.77811
1974-08-01,59.260372,56.091434,81.45506,29.059887,62.112892,73.16966
1974-09-01,50.616543,59.64321,83.189285,43.760468,67.863,73.684395
1974-10-01,50.14339,50.62747,76.4235,51.236805,60.133797,62.57176
1974-11-01,42.616516,58.276455,75.789444,55.82612,63.887978,58.597866
1974-12-01,35.74939,67.42822,63.147926,45.75677,64.32292,47.832012
1975-01-01,29.132359,62.926563,56.33224,35.232327,60.364933,40.7604
1975-02-01,31.800926,70.31286,64.138176,31.775953,52.13092,32.364788
1975-03-01,43.804653,66.31471,69.08509,36.583767,59.639553,48.09085
1975-04-01,48.026394,74.18396,75.843445,39.24043,55.027824,46.77854
1975-05-01,56.730743,77.23319,82.637566,43.166878,63.29058,65.80554
1975-06-01,60.614212,60.04085,82.57312,42.68984,63.441074,73.341225
1975-07-01,56.77204,73.93649,80.29924,26.555176,56.889633,67.533775
1975-08-01,52.925884,48.479702,78.72292,27.755846,59.404053,72.52056
1975-09-01,48.74963,47.686504,81.266945,39.4344,62.20854,73.03216
1975-10-01,46.535458,48.667496,77.7637,50.25043,64.55501,65.62096
1975-11-01,35.75294,64.24032,72.763,48.78778,60.46824,55.247475
1975-12-01,34.930206,64.64867,66.72417,36.962902,50.06426,41.61081
1976-01-01,31.99786,65.442314,56.125698,21.553053,49.389915,36.597607
1976-02-01,31.698467,71.66176,59.81087,22.522943,43.393574,23.04474
1976-03-01,41.379234,71.17487,65.295074,24.817234,51.269314,30.242764
1976-04-01,46.97711,70.33134,76.00434,32.65172,54.952778,48.211014
1976-05-01,56.737755,65.15455,76.515686,49.277973,62.100597,64.5743
1976-06-01,55.461006,51.591656,81.66345,34.511585,62.192127,74.660385
1976-07-01,62.05802,37.755775,71.393036,31.213402,54.869442,74.89557
1976-08-01,58.705357,48.05292,74.956924,33.728355,57.59565,72.42399
1976-09-01,60.964916,45.749866,74.19532,50.971607,64.040504,73.05695
1976-10-01,48.05802,45.55622,78.00759,56.06983,68.84295,61.497437
1976-11-01,40.43899,56.22295,71.37,53.3482,58.907993,58.007446
1976-12-01,39.178875,62.61791,63.297543,47.11832,62.70088,48.69462
1977-01-01,29.083258,60.35552,51.374546,41.317497,41.61417,30.308174
1977-02-01,27.652494,60.153156,57.768265,35.301167,42.028046,38.814537
1977-03-01,37.031376,67.52768,66.96392,36.547455,52.21257,39.322628
1977-04-01,49.97448,67.891754,69.871155,43.605232,50.267593,47.426632
1977-05-01,60.11243,66.192406,77.426895,43.80767,62.8072,67.14937
1977-06-01,55.764015,52.86237,78.54221,34.044865,60.387096,72.82948
1977-07-01,55.311985,42.86914,72.27822,24.914883,46.862206,67.455444
1977-08-01,57.945698,53.41802,76.47014,30.605135,53.721622,69.93536
1977-09-01,56.12974,53.142662,80.91262,42.214394,64.9453,72.43735
1977-10-01,46.84891,51.18299,76.00861,49.949512,68.67533,64.37082
1977-11-01,45.610226,53.471058,68.22494,62.035316,59.35414,60.2694
1977-12-01,29.68294,59.738346,61.932556,42.753536,49.96402,47.65241
1978-01-01,26.922081,65.01759,48.294495,27.276163,47.963318,30.769485
1978-02-01,17.336977,54.386456,58.780735,23.614006,23.876053,22.020073
1978-03-01,33.80293,61.941555,66.47354,32.786087,47.331078,39.68631
