,abs_vo850_cluster1,abs_vo850_cluster2,abs_vo850_cluster3,abs_vo850_cluster4,abs_vo850_cluster5,abs_vo850_cluster6,mpi_cluster1,mpi_cluster2,mpi_cluster3,mpi_cluster4,mpi_cluster5,mpi_cluster6,msl_cluster1,msl_cluster2,msl_cluster3,msl_cluster4,msl_cluster5,msl_cluster6,r700_cluster1,r700_cluster2,r700_cluster3,r700_cluster4,r700_cluster5,r700_cluster6,sst_cluster1,sst_cluster2,sst_cluster3,sst_cluster4,sst_cluster5,sst_cluster6,vo850_cluster1,vo850_cluster2,vo850_cluster3,vo850_cluster4,vo850_cluster5,vo850_cluster6,vws850-200_cluster1,vws850-200_cluster2,vws850-200_cluster3,vws850-200_cluster4,vws850-200_cluster5,vws850-200_cluster6,w_cluster1,w_cluster2,w_cluster3,w_cluster4,w_cluster5,w_cluster6,EA-WR,ENSO3.4,NAO,PDO,PNA,SOI,TNA,TSA,WP,month
1965-01-01,0.0001580133349299,4.426189462085886e-06,5.800349204354313e-05,0.0001079629187669,0.0017141026546596,3.4808096649039205e-05,,,,,,,1285.324329440877,1817.0612335205076,1844.4732666015625,1962.4488830566409,3178.3613204956055,1979.0511936817352,104.12524894431785,35.51089840550576,58.96081233370132,139.8656463623047,88.48315854615802,32.52985790522412,30.54946411487668,25.219662049237417,44.879931669968826,20.81730706351144,46.23531207703708,185.19328832626343,-9.35128252233383e-06,0.011240583990002,1.7075352963679002e-06,0.0002589863288449,-0.0080695426731836,-0.0056982004025485,37.8144750246188,22.11430999671689,44.865866942943185,47.765545208627294,48.590071974656674,19.6699046959195,0.027120364424975,-0.0277073016728867,0.036314560979756,0.0135897756067674,0.0007032271241769,-2.1686242893338203,-0.37,-0.89,-0.65,-1.24,-0.92,-0.7,-0.36,-0.39,-1.0,1
1965-02-01,0.0001643512052953,3.3102537599916104e-06,5.6030652093224576e-05,0.0001143197395566,0.0047812380216782,3.269248684478188e-05,,,,,,,1284.6063646219543,1815.949739728655,1843.7571577592328,1952.3605346679688,3171.3281631469727,1974.7706144758797,94.35869146276404,42.01246230832992,63.46815081610196,129.64939880371094,81.67161579373516,28.168621448555378,30.375009359315385,24.381735745598288,43.53034129509559,20.204458431321747,47.621977956671465,137.5652313232422,-6.1738118069996335e-06,0.0172232335899025,-4.279548369999652e-08,0.0002645519271027,-0.0017853832105174,-0.0066338208853267,40.332656617843405,14.069125484093217,49.822446918651835,42.29348842140128,53.78399226171145,24.453263299632805,0.023189688575749,0.0004129379786635,0.0272678168783635,0.0288681196632669,0.007884941684703,-2.326156757771969,1.46,-0.56,-2.2,-1.16,-1.03,0.7,-0.25,-0.08,-1.04,2
1965-03-01,0.0001682387625584,5.52946303424974e-06,5.4973508329482664e-05,0.0001051223080139,0.0063134924857877,3.4651848935050543e-05,,,,,,,1285.653505486957,1817.4713679722377,1845.5095880681815,1962.3533982496997,3172.9265213012695,1974.9671121245449,89.57080134639033,26.417131577768632,67.4880179806032,138.34957885742188,84.1482041757318,24.848138443147292,30.583144343176553,24.24205611733829,43.74607893136831,19.86791455015844,49.10880306310821,114.4876480102539,-9.473589539398663e-06,0.0187873185495845,1.9390231879394073e-06,0.0002884657442336,0.00276239879895,-0.0048739759222371,36.22658857693896,14.409465539037544,51.749867495274245,47.895419561741704,41.18211216206472,30.80000154385925,0.0200100659583666,-0.0215643932196227,0.0366911027334668,0.0333367610600457,-0.0072828711320956,-3.7108562886714935,-1.84,-0.34,-1.99,0.04,-0.8,1.2,-0.13,0.11,-1.17,3
1965-04-01,0.0001584161804498,5.971205644417557e-06,6.023363650540908e-05,0.000110379571892,0.0023809825506759,3.2688647270970826e-05,,,,,,,1285.3854939088983,1816.158185686384,1844.02060768821,1965.5534010667063,3163.1271362304688,1972.314690154733,103.45408121744792,29.995187636344664,58.44759180925895,139.932861328125,85.78453546837915,31.54602532434945,31.249433340028276,24.93150935453527,44.68084848844088,20.330345387361486,49.48560480485883,141.4108157157898,-7.77871556015013e-06,0.0099322445748839,1.4549696045504686e-06,0.0002332111277307,-0.0041238839912693,-0.0039320031646639,40.201859076743794,10.144328569468696,41.38230376387048,30.76478797334083,52.68063951275404,15.358715420251844,0.0282232638055123,-0.0456039412793788,0.0379077570163053,0.0048334043083795,-0.0094639300934634,-3.450904041528702,0.67,-0.44,0.64,0.62,-1.07,-0.9,-0.18,0.1,0.49,4
1965-05-01,0.0001670227075092,2.9569908595779753e-06,5.944187483522867e-05,0.0001084008012761,0.0105320978036616,3.5525189774188026e-05,,,,,,,1285.4661585920949,1817.637743268694,1844.034257368608,1962.7496572641223,3157.1252822875977,1971.3653860740292,111.933022958261,38.04208386328913,58.51717686307604,143.38723754882812,94.79947633381131,41.160991938427244,31.74422729847043,26.8682928646312,46.87957396874061,21.79874692644392,48.96213799192195,244.05062198638916,-8.631446209345188e-06,0.0172797663253732,-1.0129544610511705e-07,0.0002648928057169,0.021030698553659,-0.0007133578947104,38.6898453408945,7.613437809846176,29.501661387226815,25.481568541719668,38.52582703946141,16.91870935421095,0.0122151352025522,-0.075059062377973,0.0187672008074782,-0.0611923523803255,-0.0084500432583606,-7.048103958368301,2.95,0.06,-0.52,-0.66,-0.42,0.3,-0.21,0.15,1.18,5
1965-06-01,0.0001770395380214,1.4103300076605976e-07,5.822609404445799e-05,0.0001086574355405,0.015952372632455,3.8552149185973104e-05,,,,,,,1288.1094205177435,1820.5394199916293,1846.9055175781248,1966.6596045860877,3160.773468017578,1972.598533260012,126.47090488009982,46.974149827034246,61.670999941618554,125.08583068847656,96.02333744869956,45.22915271797566,32.116021666415904,29.466135361615347,49.80543760152963,23.841992203070195,46.95587158203126,380.3959608078003,-9.573364969245568e-06,0.022217896184884,-6.231066428262642e-08,0.0003283483723256,0.0377062009647488,0.0006339083938655,27.718536760199527,11.490005940049407,14.75383828079007,11.504144682656417,23.03973114537269,14.796452201728338,-0.0250323224373115,-0.0351578505201773,0.0260163060753478,-0.1500789687704684,0.0101811971722377,-5.868071690201759,1.33,0.36,0.6,-0.8,1.89,-0.9,-0.28,-0.17,1.19,6
1965-07-01,0.0001885595092726,-2.6887824223001986e-06,5.896422725379315e-05,0.0001101314617373,0.0157727612531743,3.975795726158365e-05,,,,,,,1287.900556144068,1820.2160426548548,1846.0315496271303,1967.8404001089243,3154.6804428100586,1973.9516767483312,131.7692580046477,51.46544518009309,65.22631714309472,115.95555877685548,94.16271161429488,48.64978019637291,32.10529172143271,32.20651570488425,51.608107640193055,25.75585890789421,45.34741786488316,520.626974105835,-1.197488000918452e-05,0.0233997096074745,1.2273331506662544e-06,0.0004046292936739,0.035823555663228,-0.000386408646591,23.398204613248407,11.683768674003618,11.539892854568937,13.002664225483125,12.14128199047008,19.385288157929324,-0.0248205856715114,-0.0076134027701548,0.0279042321413301,-0.1260137936072562,0.0099228607076737,-7.305838912725449,0.37,0.61,0.35,-0.47,-1.26,-3.0,-0.2,-0.39,2.64,7
1965-08-01,0.0001784209080715,-2.5391250691234633e-06,5.974985089228857e-05,0.0001093134607237,0.0141677490319125,4.004939180460705e-05,,,,,,,1287.365024372683,1816.473770141601,1844.112881747159,1961.7577185997595,3156.0625076293945,1972.2526476221176,133.68586081045643,63.81635665893555,67.66667849775675,108.41608428955078,89.42598753337619,48.769540497750945,32.32776397882506,34.33233990388758,52.589046038114105,26.760698824512716,44.59250600714433,578.9309501647949,-1.0794935045645238e-05,0.0203020492335781,1.2034853903565413e-06,0.0003368344429569,0.0325024535413831,-0.0005717815383832,16.83549995771977,11.45432072131058,10.25334853255019,16.15442278543252,10.80720169457943,15.563300803201429,-0.0304321013680248,0.0056334305554628,0.0200797855702753,-0.1286547019410489,0.0097163171610898,-6.98351114988327,1.29,1.12,0.45,0.2,0.32,-1.1,-0.2,-0.21,1.62,8
1965-09-01,0.0001685124106688,-6.480797420601557e-07,5.848371793670298e-05,0.0001100709411501,0.0108725813333876,3.908943347069346e-05,,,,,,,1286.8965795484642,1815.1332310267856,1842.69980690696,1960.691950871394,3163.612174987793,1972.3110161938712,134.01627717194734,73.63719940185547,67.87302597709325,100.3031005859375,89.28415805478639,51.675501736727625,32.76231787925543,33.546509462244366,53.121414551368126,26.367668229706435,44.7373440391139,522.1500396728516,-9.166623923369997e-06,0.0158628477947786,-1.1619824312624081e-07,0.0002559348164747,0.0237855711020529,-0.0005117114596941,17.688150944842338,10.138908159767803,12.783789938401265,11.767628005111064,22.858669296388243,12.658520068518069,-0.0279353763792455,0.0038604339351877,0.0150136602333354,-0.1139491574088139,0.0010873594631751,-5.999842658638954,0.66,1.29,0.51,0.59,0.36,-2.2,-0.12,-0.03,-1.29,9
1965-10-01,0.0001523394710782,2.890630129872024e-06,5.86509803576709e-05,0.0001103803054032,0.0051317681936779,3.711828850002093e-05,,,,,,,1286.123993437169,1815.0139944893972,1842.690596147017,1958.690173809345,3166.6826248168945,1975.0152884177792,119.64501274956596,65.88978613576582,58.71428890504699,101.2811050415039,86.50789864455597,50.23980381512883,32.79625648675963,31.496205049402572,52.9542299417349,25.292624259481624,45.88240907903304,401.0971546173096,-7.454293222937574e-06,0.0112899389932863,7.734186703424307e-07,0.0001409841327889,0.0054741976782679,-0.0029562223062384,19.490208699039226,8.54703744374981,30.795351792951056,21.377046893439623,30.841388001498487,16.167750090552317,-0.0197708629858419,-0.005153333239088,0.0089832217560201,-0.0839278769137254,0.011712411004636,-5.8070749044418335,3.08,1.45,0.92,-0.36,1.42,-1.5,-0.1,-0.17,1.57,10
