,mgu250_cluster1,mgu250_cluster2,mgu250_cluster3,mgu250_cluster4,mgu250_cluster5,mgu250_cluster6
1970-01-01,0.8243305,0.33845156,1.0439743,1.3744389,2.2936158,-0.20300369
1970-02-01,0.8992092,-0.4542637,-0.10483017,1.1231792,-2.814438,-1.0532929
1970-03-01,0.078539275,0.3717308,-0.07421341,0.9980488,0.6779007,-4.079388
1970-04-01,0.23228988,-0.25525284,0.57573396,1.2160289,0.29219285,-0.14709473
1970-05-01,0.19901046,1.3741058,0.24826431,1.3281803,-1.1072052,-0.96443653
1970-06-01,-0.35009918,1.8796198,1.1171894,0.91019136,-0.37106553,-1.8503342
1970-07-01,0.036607362,0.87491494,1.5082219,0.6382988,1.6020699,-0.6016914
1970-08-01,-0.78472745,0.8096878,0.7328121,0.893219,1.5458279,-0.09085274
1970-09-01,-0.37239686,1.1324978,1.674619,0.72282827,0.38404426,-0.7754097
1970-10-01,-0.52614707,0.7141758,-0.6739079,0.87092173,-0.20333728,-1.1201843
1970-11-01,0.0036605834,0.9737549,0.06589317,0.6692486,-1.0057033,0.12712708
1970-12-01,0.4669098,-0.5311394,1.3318412,1.6024027,-1.6423378,-1.4772723
1971-01-01,1.3188988,-1.5645183,2.3813996,1.6157978,-0.3890068,1.8859138
1971-02-01,-0.189114,0.97986525,1.3708317,1.0935299,-2.3781333,-1.8584778
1971-03-01,-0.0163311,-0.6182949,1.6340882,1.28493,-2.9716046,-0.8792658
1971-04-01,0.2113243,2.3719268,-0.783239,1.5269569,-3.1414483,-1.3927155
1971-05-01,-0.21197739,-0.31159744,0.78095263,1.5478607,-1.6376814,-1.7689832
1971-06-01,-0.19499321,2.3595154,1.3659322,1.2741512,0.98835754,-0.661409
1971-07-01,-0.2351677,1.4276634,1.879055,1.2578205,1.4648988,-1.0442098
1971-08-01,-0.76331484,1.4678386,0.5157356,0.9351177,0.9004959,-0.4004383
1971-09-01,-0.1682106,2.0054576,1.5619051,0.5095299,0.8942903,-0.99031734
1971-10-01,-0.24921227,0.98509103,2.1524377,0.8273331,-1.1137804,-0.4425726
1971-11-01,-0.07153015,0.68329275,-0.36124364,0.32400894,-1.987167,-0.97071993
1971-12-01,0.9034359,0.64475137,2.733171,1.1970686,-2.1948986,-0.9024559
1972-01-01,1.3381817,-2.3575985,3.547156,1.246368,-2.0893304,0.14345856
1972-02-01,0.87050664,-1.7051487,2.3148475,1.8158985,-1.1723435,0.5173119
1972-03-01,0.63408697,0.9603111,0.041028976,1.8675438,-3.335125,-1.18009
