,vo1000_cluster1,vo1000_cluster2,vo1000_cluster3,vo1000_cluster4,vo1000_cluster5,vo1000_cluster6
1970-01-01,-6.629417e-06,4.375419e-06,1.8041781e-05,-7.138918e-05,6.4200955e-05,1.8913912e-06
1970-02-01,-6.121634e-06,4.198372e-05,2.1757878e-05,-8.6222935e-05,7.29562e-05,1.7909761e-06
1970-03-01,-4.820062e-06,3.405852e-05,2.2695634e-05,-8.055162e-05,7.216197e-05,1.1969888e-06
1970-04-01,-7.6196184e-06,6.860142e-05,2.3535378e-05,-9.026417e-05,7.60063e-05,1.8625134e-06
1970-05-01,-5.3011136e-06,8.4221174e-05,1.6141943e-05,-7.784399e-05,6.514152e-05,7.4472104e-07
1970-06-01,-7.18378e-06,8.0278754e-05,2.1392625e-05,-7.4639596e-05,6.537806e-05,1.5224027e-06
1970-07-01,-6.5945105e-06,0.0001293234,1.8548712e-05,-8.2751285e-05,6.511556e-05,1.7019922e-06
1970-08-01,-6.7437395e-06,0.00013924093,1.752674e-05,-7.43612e-05,6.128619e-05,2.0262676e-06
1970-09-01,-5.5864416e-06,0.00010273112,1.6890126e-05,-6.767898e-05,5.6687786e-05,1.2023573e-06
1970-10-01,-3.435602e-06,7.184418e-05,1.5000132e-05,-5.368774e-05,4.256195e-05,3.464791e-07
1970-11-01,-4.51593e-06,4.4572702e-05,1.4019932e-05,-6.891196e-05,5.149045e-05,2.1000124e-06
1970-12-01,-6.521828e-06,2.8864302e-05,2.282021e-05,-0.00010699833,8.167396e-05,2.166996e-06
1971-01-01,-7.802437e-06,2.3662353e-05,1.9898795e-05,-9.879395e-05,7.3795076e-05,2.696344e-06
1971-02-01,-6.618237e-06,5.271213e-05,2.259197e-05,-9.692201e-05,8.240208e-05,1.961125e-06
1971-03-01,-6.631552e-06,5.3144442e-05,2.3468978e-05,-8.9485366e-05,7.3391304e-05,1.958757e-06
1971-04-01,-5.044828e-06,2.8453229e-05,1.7605153e-05,-7.6800265e-05,6.2465646e-05,1.8742999e-06
1971-05-01,-6.3249468e-06,7.016724e-05,1.8832594e-05,-6.372241e-05,5.5821387e-05,2.0304574e-06
1971-06-01,-7.5229514e-06,0.0001081574,2.3328317e-05,-8.230485e-05,7.175752e-05,2.00689e-06
1971-07-01,-6.9943685e-06,0.000119799195,2.4413968e-05,-9.0634e-05,7.6446115e-05,1.7883592e-06
1971-08-01,-6.297986e-06,0.0001469914,1.9633328e-05,-7.4807125e-05,5.716039e-05,1.715793e-06
1971-09-01,-4.157734e-06,8.109027e-05,1.7226701e-05,-6.237635e-05,4.9632083e-05,5.0330885e-07
1971-10-01,-4.6177383e-06,4.7707683e-05,1.5623024e-05,-5.6457648e-05,5.0062812e-05,7.4510575e-07
1971-11-01,-4.762822e-06,4.0080937e-05,1.5325399e-05,-7.1529095e-05,5.8831207e-05,7.71763e-07
1971-12-01,-6.670199e-06,2.6974929e-05,2.0220677e-05,-0.00011507429,8.306913e-05,1.5895487e-06
1972-01-01,-8.156357e-06,4.249852e-05,2.4285571e-05,-0.00010351073,8.7590655e-05,2.146493e-06
1972-02-01,-7.0578653e-06,4.05175e-05,2.2215221e-05,-7.3391304e-05,6.748924e-05,2.4173935e-06
1972-03-01,-5.503424e-06,4.2692405e-05,1.93743e-05,-6.102075e-05,5.9328453e-05,1.468881e-06
1972-04-01,-7.31965e-06,9.077992e-05,2.051199e-05,-8.209959e-05,6.920878e-05,2.1469575e-06
1972-05-01,-6.3139855e-06,0.00011245051,1.8466475e-05,-5.461712e-05,5.642533e-05,8.904728e-07
1972-06-01,-5.7204134e-06,0.0001185105,1.7382928e-05,-5.6511864e-05,5.4485266e-05,1.1697817e-06
1972-07-01,-7.547384e-06,0.00012344112,2.6091724e-05,-9.5375566e-05,8.3173625e-05,1.9380232e-06
1972-08-01,-6.9965527e-06,0.00012242612,2.4158144e-05,-8.6265965e-05,7.346294e-05,2.2097465e-06
1972-09-01,-5.0481904e-06,5.73817e-05,1.9810735e-05,-7.542195e-05,6.480066e-05,1.2991846e-06
1972-10-01,-3.995431e-06,2.1539503e-05,1.6607957e-05,-6.41733e-05,5.3604097e-05,9.1986743e-07
1972-11-01,-5.911914e-06,5.0732655e-05,1.6781058e-05,-8.6255284e-05,5.784878e-05,1.6332671e-06
1972-12-01,-6.9260523e-06,2.8855167e-05,1.9789155e-05,-9.6408214e-05,7.568603e-05,2.2745476e-06
1973-01-01,-7.1181644e-06,1.4041562e-05,2.0960859e-05,-8.540496e-05,7.320321e-05,1.7877544e-06
1973-02-01,-6.4668093e-06,7.282095e-05,2.0385656e-05,-7.396383e-05,6.64143e-05,1.9008295e-06
1973-03-01,-6.3389743e-06,6.2456966e-05,2.1760647e-05,-8.6101645e-05,7.40758e-05,1.6589248e-06
1973-04-01,-4.877797e-06,3.9578288e-05,1.9633519e-05,-8.457478e-05,6.412477e-05,1.3071917e-06
1973-05-01,-6.435149e-06,8.068475e-05,2.2039032e-05,-7.196907e-05,6.589578e-05,1.7448069e-06
1973-06-01,-5.835252e-06,0.000103330574,2.1525004e-05,-7.367942e-05,6.294181e-05,9.493699e-07
1973-07-01,-6.3632e-06,0.0001462767,2.1819826e-05,-7.187433e-05,6.412749e-05,1.5172452e-06
1973-08-01,-6.6558937e-06,0.00014694892,1.8462884e-05,-7.4049065e-05,6.141191e-05,2.0793154e-06
1973-09-01,-5.509461e-06,0.00010763525,1.6164797e-05,-5.961874e-05,4.76451e-05,1.699404e-06
1973-10-01,-4.4385733e-06,6.0059756e-05,1.44891965e-05,-5.4713313e-05,4.7311427e-05,7.884204e-07
1973-11-01,-5.499712e-06,2.8239812e-05,1.8632392e-05,-0.00010036838,7.671589e-05,1.2016095e-06
1973-12-01,-5.495967e-06,3.2344356e-05,2.0378722e-05,-8.5845815e-05,6.864049e-05,1.4289287e-06
1974-01-01,-9.044036e-06,1.7516519e-05,2.2065413e-05,-0.00012528978,9.2229006e-05,3.0093836e-06
1974-02-01,-8.084551e-06,5.1530733e-05,2.1221846e-05,-8.7079374e-05,7.072652e-05,3.2014948e-06
1974-03-01,-7.4657855e-06,6.121681e-05,2.1581873e-05,-8.928024e-05,7.064913e-05,2.4604506e-06
1974-04-01,-7.1501577e-06,6.243108e-05,2.3005203e-05,-9.103103e-05,8.02562e-05,2.0612924e-06
1974-05-01,-5.834044e-06,8.969243e-05,1.7463259e-05,-6.3190964e-05,5.7938334e-05,1.8830193e-06
1974-06-01,-5.855708e-06,7.596405e-05,1.6701695e-05,-6.526319e-05,6.281427e-05,1.6243507e-06
1974-07-01,-6.6355847e-06,0.00013733064,2.3656892e-05,-7.785101e-05,6.392027e-05,2.0715709e-06
1974-08-01,-6.898606e-06,0.00013822838,2.3405388e-05,-8.688786e-05,6.881264e-05,1.5408062e-06
1974-09-01,-5.153154e-06,0.000108420754,1.3853154e-05,-5.3917833e-05,4.7257476e-05,7.258645e-07
1974-10-01,-4.9482755e-06,7.38714e-05,1.7547882e-05,-6.3822474e-05,5.240095e-05,1.1262367e-06
1974-11-01,-5.8533233e-06,4.3899337e-05,1.9667843e-05,-6.76512e-05,5.9570506e-05,1.4213513e-06
1974-12-01,-6.290335e-06,6.2902914e-06,2.1420352e-05,-9.9187106e-05,7.3217976e-05,2.0822747e-06
1975-01-01,-7.780694e-06,2.1821934e-05,2.0772572e-05,-0.0001216921,9.016209e-05,1.9838546e-06
1975-02-01,-7.702079e-06,3.7971135e-05,2.2485236e-05,-9.099249e-05,7.830378e-05,2.1529002e-06
1975-03-01,-7.2303615e-06,6.385908e-05,2.320077e-05,-8.397199e-05,7.398102e-05,2.0174152e-06
1975-04-01,-6.822607e-06,7.7848425e-05,2.2487618e-05,-9.4071154e-05,7.557741e-05,1.8577175e-06
1975-05-01,-5.8999167e-06,7.996963e-05,1.7983444e-05,-6.2215666e-05,5.6880162e-05,1.5245715e-06
1975-06-01,-6.7383307e-06,9.573244e-05,2.2056975e-05,-7.1346454e-05,6.823064e-05,1.6324785e-06
1975-07-01,-6.3409334e-06,0.00014587925,1.8566063e-05,-7.664575e-05,6.13389e-05,1.3260137e-06
1975-08-01,-6.4248843e-06,0.00012402443,1.9865047e-05,-8.338387e-05,6.466518e-05,1.7733536e-06
1975-09-01,-5.0898457e-06,0.00010910482,1.4740382e-05,-6.2945925e-05,5.174381e-05,1.0947572e-06
1975-10-01,-6.008265e-06,6.756197e-05,1.6405633e-05,-7.48703e-05,5.3032465e-05,1.4464837e-06
1975-11-01,-5.717604e-06,6.066657e-05,1.6118183e-05,-8.543402e-05,6.303267e-05,1.2921878e-06
1975-12-01,-3.9454103e-06,5.710317e-06,1.5479509e-05,-9.247972e-05,6.3295025e-05,7.883372e-07
1976-01-01,-6.602389e-06,1.6275768e-05,2.2260665e-05,-0.00010154235,8.386645e-05,2.3634336e-06
1976-02-01,-7.336805e-06,3.4448014e-05,2.2485083e-05,-9.684842e-05,8.06737e-05,2.3120385e-06
1976-03-01,-7.465067e-06,6.868581e-05,2.4000856e-05,-9.847584e-05,8.8931585e-05,2.0918626e-06
1976-04-01,-5.484051e-06,6.430985e-05,1.8674755e-05,-7.148879e-05,6.254523e-05,1.0341639e-06
1976-05-01,-6.60169e-06,8.229161e-05,2.1173935e-05,-7.297535e-05,7.0255206e-05,1.1058645e-06
1976-06-01,-6.572711e-06,9.178754e-05,1.8523342e-05,-6.716042e-05,6.742413e-05,1.0916353e-06
1976-07-01,-7.2234566e-06,0.00010160163,2.5764704e-05,-8.80062e-05,7.573115e-05,1.7405617e-06
1976-08-01,-5.1780075e-06,7.1223636e-05,1.9311843e-05,-6.714291e-05,5.840999e-05,6.080667e-07
1976-09-01,-5.330569e-06,7.384652e-05,2.0344698e-05,-7.032659e-05,5.8301637e-05,1.0515522e-06
1976-10-01,-5.6638055e-06,6.6976136e-05,1.3033026e-05,-5.665132e-05,4.7285263e-05,1.0735695e-06
1976-11-01,-6.7457163e-06,4.47776e-05,1.7865163e-05,-7.865905e-05,6.61541e-05,1.5583419e-06
1976-12-01,-6.45444e-06,2.0446261e-05,1.7702394e-05,-8.60194e-05,6.7813555e-05,1.4539344e-06
1977-01-01,-6.7184387e-06,2.8768616e-05,2.0822172e-05,-7.760496e-05,5.99447e-05,2.1194405e-06
1977-02-01,-8.049262e-06,2.642693e-05,2.2532324e-05,-7.8415236e-05,7.317205e-05,2.980497e-06
1977-03-01,-7.630219e-06,6.128443e-05,2.3476205e-05,-9.2563445e-05,8.3637686e-05,1.8528789e-06
1977-04-01,-5.7696725e-06,6.7955814e-05,2.088358e-05,-8.705779e-05,7.6521406e-05,1.129664e-06
1977-05-01,-6.481152e-06,0.00010824461,1.7768629e-05,-5.6674322e-05,5.609052e-05,1.1257372e-06
1977-06-01,-6.981712e-06,9.2972514e-05,2.0047913e-05,-7.702633e-05,7.356277e-05,2.0802977e-06
1977-07-01,-7.732703e-06,0.00015886305,2.559644e-05,-9.066254e-05,8.02062e-05,1.6513802e-06
1977-08-01,-7.2317252e-06,0.00014800363,2.2342289e-05,-8.177994e-05,6.915215e-05,1.4367491e-06
1977-09-01,-5.9097856e-06,8.692674e-05,1.9983057e-05,-6.783646e-05,5.8930647e-05,1.4413007e-06
1977-10-01,-5.767966e-06,4.1829648e-05,1.7328672e-05,-5.7831123e-05,4.940859e-05,1.3692503e-06
1977-11-01,-4.6422556e-06,1.258011e-05,1.8134931e-05,-6.5820495e-05,5.3053085e-05,4.2219688e-07
1977-12-01,-5.980309e-06,8.002998e-06,2.0782343e-05,-8.333065e-05,6.723007e-05,1.6102817e-06
1978-01-01,-6.630405e-06,5.9935493e-05,2.0733107e-05,-8.15867e-05,6.8692694e-05,1.8833472e-06
1978-02-01,-5.8908167e-06,7.8921985e-06,1.9373172e-05,-6.662734e-05,6.00176e-05,1.6157285e-06
1978-03-01,-7.4803147e-06,8.581891e-05,2.3848968e-05,-7.134673e-05,6.260818e-05,2.0516138e-06
1978-04-01,-6.9290336e-06,7.067219e-05,1.9488001e-05,-6.874482e-05,6.1082625e-05,2.0087587e-06
1978-05-01,-6.3548387e-06,9.485478e-05,1.7529555e-05,-5.8223497e-05,6.122475e-05,1.5344796e-06
1978-06-01,-6.7987553e-06,0.00012237416,1.9711964e-05,-6.377544e-05,6.3712956e-05,1.5819164e-06
1978-07-01,-7.193575e-06,0.00013882366,2.2459379e-05,-8.658455e-05,7.333574e-05,2.0083064e-06
1978-08-01,-6.2800113e-06,0.00012988556,2.1005568e-05,-7.496029e-05,6.3565945e-05,1.6026419e-06
1978-09-01,-4.834492e-06,7.7646706e-05,1.7669918e-05,-5.926955e-05,5.176178e-05,8.4576874e-07
1978-10-01,-4.003415e-06,4.3690772e-05,1.5088155e-05,-4.833558e-05,4.4784916e-05,7.712115e-07
1978-11-01,-5.342881e-06,2.839286e-05,1.8486184e-05,-8.229784e-05,6.413729e-05,1.2966941e-06
