,msl_cluster1,msl_cluster2,msl_cluster3,msl_cluster4,msl_cluster5,msl_cluster6
1970-01-01,1011.7546,1016.02057,1015.6691,1012.6225,1016.5424,1018.9066
1970-02-01,1010.9976,1018.4243,1015.40027,1023.5045,1016.1059,1020.7765
1970-03-01,1010.6363,1016.1415,1014.0711,1016.30023,1012.1139,1015.67444
1970-04-01,1010.8177,1016.822,1014.2502,1020.3548,1012.5867,1015.8745
1970-05-01,1011.41187,1018.8129,1014.13873,1021.69116,1010.0109,1016.8853
1970-06-01,1012.54443,1020.1974,1015.2927,1024.5294,1010.1398,1015.9931
1970-07-01,1013.0883,1019.59503,1014.8958,1022.7495,1008.571,1016.0015
1970-08-01,1011.93176,1017.44073,1013.082,1021.5229,1007.99677,1014.2797
1970-09-01,1011.46,1017.03253,1012.83136,1019.9965,1009.7249,1016.0887
1970-10-01,1010.5465,1015.5623,1012.22296,1016.4662,1012.1599,1016.8822
1970-11-01,1010.66943,1015.3419,1013.1967,1018.6737,1015.1216,1018.1723
1970-12-01,1010.32983,1016.2926,1014.1528,1018.364,1016.54095,1018.24176
1971-01-01,1010.80316,1016.591,1014.7433,1017.6899,1017.2874,1018.6201
1971-02-01,1010.3611,1018.2615,1014.2656,1020.5988,1014.39417,1017.41437
1971-03-01,1010.1848,1016.3967,1014.32947,1020.68365,1010.7392,1015.4913
1971-04-01,1010.6063,1016.02344,1014.1735,1017.9778,1010.2384,1014.53424
1971-05-01,1011.2316,1017.5049,1014.23663,1021.9149,1009.60614,1014.2432
1971-06-01,1012.29114,1018.93256,1015.2972,1022.81104,1009.70197,1015.7722
1971-07-01,1012.30096,1019.6045,1014.76886,1022.4397,1008.5084,1015.8178
1971-08-01,1012.48096,1018.08307,1013.734,1022.8414,1008.61633,1015.6808
1971-09-01,1011.97516,1016.1904,1012.97577,1017.94946,1010.8381,1015.64624
1971-10-01,1011.6442,1016.9387,1013.2509,1018.1731,1014.9401,1017.04504
1971-11-01,1011.1338,1015.5836,1013.3028,1019.10876,1014.8197,1018.2356
1971-12-01,1010.8246,1018.1625,1014.1988,1019.335,1017.2543,1020.2525
1972-01-01,1010.3942,1019.57513,1014.7554,1021.5972,1015.6193,1018.9096
1972-02-01,1011.01404,1018.29175,1015.40906,1021.3576,1015.2287,1018.1664
1972-03-01,1010.4978,1016.7002,1014.0022,1019.0948,1012.79266,1015.65063
1972-04-01,1010.5559,1017.25134,1014.0875,1021.3272,1010.1869,1015.4001
1972-05-01,1010.71564,1018.40106,1013.5939,1023.60925,1010.3034,1015.21826
1972-06-01,1011.81525,1018.3179,1014.01117,1024.2695,1009.51587,1013.91833
1972-07-01,1012.1083,1019.82196,1015.222,1021.8249,1008.6593,1017.05316
1972-08-01,1011.6108,1018.1616,1013.9471,1021.57513,1008.54675,1016.1091
1972-09-01,1011.65204,1016.9872,1013.6472,1017.5533,1010.5752,1015.9033
1972-10-01,1011.0135,1016.0491,1012.9962,1017.17365,1012.59766,1017.1508
1972-11-01,1010.69824,1015.89294,1013.4457,1018.89923,1015.5714,1017.8296
1972-12-01,1010.8927,1019.23413,1015.0347,1022.10187,1018.2842,1020.47845
