,mgv250_cluster1,mgv250_cluster2,mgv250_cluster3,mgv250_cluster4,mgv250_cluster5,mgv250_cluster6
1970-01-01,-0.33513844,0.24228458,0.42314664,0.24254647,-0.038372636,0.35033026
1970-02-01,-1.2076247,-0.3234826,1.795525,0.39446542,0.094687365,0.21190074
1970-03-01,-0.6161885,-0.3752136,1.7338406,0.25459522,0.16658697,0.17562355
1970-04-01,-0.8933096,-0.30933842,0.109879315,0.5038209,0.4501254,0.37901163
1970-05-01,-0.5047376,-0.092853926,-0.2797404,0.21111493,0.45562592,0.35242578
1970-06-01,0.023180723,-0.455233,0.28864604,-0.12847634,0.5008087,0.090889454
1970-07-01,0.30121863,0.2583932,0.25145206,-0.1321433,-0.017156363,0.16252708
1970-08-01,0.27293032,0.03457465,0.2840623,-0.63583314,0.21910381,0.16894431
1970-09-01,0.39132228,0.043873142,0.07464983,-0.61749816,0.10922448,0.3005638
1970-10-01,0.04256351,-0.06522038,0.35556895,-0.4421366,0.17025399,0.19985202
1970-11-01,-0.8046466,-0.08067417,1.1122824,0.14720424,-0.14458492,0.117213346
1970-12-01,-0.48443812,-0.76011866,0.9671737,0.1988043,0.6102951,0.42314664
1971-01-01,-0.6803466,-0.97042215,0.57583296,-0.20873944,0.17735653,-0.60376084
1971-02-01,-1.2335781,0.15964966,1.0657227,0.10912033,0.7268451,0.1302822
1971-03-01,-0.5873496,-0.28359765,1.4133818,0.6040487,-0.16555205,0.7066909
1971-04-01,-0.4433914,-0.35759217,1.2746062,0.06175809,0.27395248,0.16108927
1971-05-01,-0.23033313,-0.6227633,0.65141094,0.38134533,0.10221033,0.18743362
1971-06-01,-0.413592,-0.26905796,0.39602908,-0.33081597,0.53926754,0.23897067
1971-07-01,0.18124339,-0.26833814,0.1272591,-0.02763996,-0.052256834,0.0066220285
1971-08-01,0.102210306,-0.21032298,0.70006895,-0.43029118,0.39372578,0.29885727
1971-09-01,-0.14712532,-0.14424618,0.19333592,-0.23321238,0.45490798,0.6131181
1971-10-01,0.20931527,-0.22284731,-0.5119154,0.3408931,0.44454297,0.12927444
1971-11-01,-0.76269066,-0.22990131,1.292745,0.21593733,-0.13272944,0.60577625
1971-12-01,-1.1194192,-0.90938425,0.6964699,-0.21363401,0.57986385,-0.292811
1972-01-01,-1.089811,-0.36129743,0.5072895,0.14901713,0.8560923,0.06865573
1972-02-01,-0.86503583,-0.353932,1.1493914,-0.0701025,-0.28527647,-0.21622607
1972-03-01,-0.5293855,-0.4976883,1.006293,0.09075181,-0.049058627,0.38181525
1972-04-01,-0.5421434,-0.69023997,0.8401777,0.40128088,0.109559774,0.37760654
1972-05-01,-0.58068013,-0.467043,1.367985,0.015651394,0.3560365,0.09640737
1972-06-01,-0.30171692,-0.15980212,0.97012377,-0.41311812,0.2833035,0.2314829
1972-07-01,-0.06142187,0.3406481,0.09154098,-0.1900527,0.3803685,0.3415688
1972-08-01,0.06300018,0.117451265,1.0247065,-0.17650571,0.35261688,0.14467683
1972-09-01,-0.14612357,-0.29158956,0.32289228,-0.5956739,-0.35722023,0.13678534
1972-10-01,0.30684638,-0.27462286,0.34183177,-0.28764382,0.39957106,0.17321761
1972-11-01,-1.2193625,-0.07536344,1.4015238,0.2174098,-0.08286037,0.21477933
1972-12-01,-0.9393471,-0.3474874,0.43758154,0.132182,0.43153152,0.35971913
1973-01-01,-1.5254699,0.20098582,1.1021669,0.089896485,0.42136383,0.3303592
1973-02-01,-0.99966544,-0.38230246,0.9867835,0.67207664,-0.20611091,0.6001872
1973-03-01,-0.44463435,-0.436462,-0.23907757,0.323849,-0.19142818,0.5594637
1973-04-01,-0.14322491,0.044186402,-0.14571819,0.25279057,0.36872798,0.19392157
1973-05-01,-0.14613374,-0.26276368,0.3349302,-0.043355323,0.4885438,-0.15402912
1973-06-01,-0.017175913,-0.25708455,-0.047649287,-0.14142418,0.37191382,0.099038504
1973-07-01,0.17813084,0.09973109,0.3753767,-0.28284836,-0.030750418,0.41734686
1973-08-01,0.18145515,0.045156024,-0.22855036,-0.1515359,-0.03365924,0.47247595
1973-09-01,0.028949713,-0.22924295,0.7456283,-0.2908823,0.24780402,0.51513875
1973-10-01,-0.3250956,0.054021,0.40377235,-0.033936262,0.12064693,0.24461818
1973-11-01,-0.31941646,-0.62511986,0.6323227,0.035459995,0.2536217,0.123555705
1973-12-01,-0.47039828,-0.36152515,0.9219583,-0.10554872,0.47635442,0.08961946
1974-01-01,-1.3823056,-0.57209015,0.15266962,0.21132395,0.9651303,-0.05416403
1974-02-01,-1.1009613,-0.28443137,0.97088325,0.6011367,0.21384974,0.54276294
1974-03-01,-0.8642391,-0.6453379,0.374237,0.33508733,0.09106846,0.3565565
1974-04-01,-0.99347514,-0.3764821,0.26983792,0.31979233,-0.072405815,0.31095213
1974-05-01,-0.281204,-0.14846,0.2240932,0.4039852,0.08026381,0.15238899
1974-06-01,-0.13204241,-0.31684557,-0.27517015,-0.24724627,0.40763348,0.22830276
1974-07-01,0.15421316,0.094436266,0.16445664,-1.0907179,0.32666808,0.76054174
1974-08-01,0.39219815,-0.42152533,-0.11857154,-0.26997823,0.30477798,0.46656847
1974-09-01,-0.20599174,0.12937626,-0.44594127,-0.51526004,0.2914474,0.66063297
1974-10-01,-0.15954538,-0.19616923,0.85357463,-0.17049035,0.060197853,0.44103003
1974-11-01,-0.08966534,-0.33536807,0.7149373,0.06468813,-0.019364357,0.34505016
1974-12-01,-1.3473656,-0.7806076,0.71409535,0.16361466,-0.421385,0.37058872
1975-01-01,-1.7962996,-0.21341363,1.1543133,0.20509195,0.42239827,0.34938115
1975-02-01,-1.4117521,-0.43085423,0.28616238,0.28012234,-0.20374975,0.25515693
1975-03-01,-1.254309,-0.5142063,0.9599592,0.22643335,0.25113028,0.03167653
1975-04-01,-0.69809115,-0.5390375,1.1643801,0.39246655,0.004160881,0.49098587
1975-05-01,-0.46655732,-0.37340698,0.09516378,0.19770972,0.29099435,0.24401648
1975-06-01,-0.5426615,-0.12160559,-0.63701993,-0.4250826,0.38562122,0.22495687
1975-07-01,0.08066771,-0.24951962,0.6803738,-0.48266405,0.17865011,0.17797904
1975-08-01,0.21972223,-0.29797393,0.8841235,-0.080399275,0.38105768,-0.09489529
1975-09-01,0.17703943,0.16724122,0.41796884,-0.52132016,0.19462259,0.32911354
1975-10-01,-0.16227499,-0.40239906,-0.3029402,-0.14482613,0.34508604,0.4237404
1975-11-01,-0.4444107,0.039863966,0.029260492,0.17073098,0.082815364,0.20817909
1975-12-01,-0.5036028,-0.5664188,0.9464027,-0.013288021,0.2464325,0.19891772
1976-01-01,-1.1004102,-0.18290997,1.3726295,-0.01756687,0.4401104,0.029903907
1976-02-01,-0.51037794,-0.8678837,0.4948225,0.24794765,0.30708504,0.15609035
1976-03-01,-0.5496686,-0.83449334,0.78930223,0.1758028,0.61443794,0.2282352
1976-04-01,-0.39907637,-0.59137315,0.63643026,0.10607171,0.056723498,0.3502646
1976-05-01,-0.7577892,-0.10406022,0.72573966,-0.044118356,0.6447443,0.39250556
1976-06-01,-0.3884826,0.05068914,-0.16064966,-0.1402667,0.23400143,0.33953676
1976-07-01,0.32612693,-0.25626174,0.46733236,-0.039156675,-0.06959698,-0.07013337
1976-08-01,0.36783147,-0.52177626,-0.22166438,-0.17017063,0.2122775,-0.0038888932
1976-09-01,-0.0032183558,-0.2437906,0.67250264,0.129673,-0.11948152,0.137853
1976-10-01,-0.025880981,0.07817926,0.9203161,-0.10714452,-0.103926145,0.22662601
1976-11-01,-0.63388234,0.36488134,1.9059384,0.5960667,-0.30373248,0.87794113
1976-12-01,-0.484631,-0.046666194,1.5250993,0.14294872,-0.08770017,0.43474644
1977-01-01,-0.5001148,-0.009292221,1.9413774,0.3052559,-0.8577954,0.98594457
1977-02-01,-0.35393596,0.38652802,1.2256002,0.37404594,-0.6693162,0.40386423
1977-03-01,-1.1572263,-0.45656627,0.39138216,0.2679484,-0.28292686,0.50802016
1977-04-01,-0.5274366,0.10401721,0.3809804,0.014423704,0.41301775,0.62604505
1977-05-01,-0.13452896,-0.4554568,0.47445726,0.14229555,0.37252036,0.26822576
1977-06-01,-0.38805363,0.0495122,0.9389289,-0.3587901,0.28944525,0.16060261
