,vws_v850-200_cluster1,vws_v850-200_cluster2,vws_v850-200_cluster3,vws_v850-200_cluster4,vws_v850-200_cluster5,vws_v850-200_cluster6
1965-01-01,0.9876331122525586,22.331234466364982,-5.017054239830539,4.0929917709445816,-5.444351881089613,7.7488061651067826
1965-02-01,-6.999200610384876,18.94432607412221,-8.65351241306309,5.203035865032615,0.5451575557037901,9.71204023558578
1965-03-01,-3.057872938017766,14.473448973879515,-5.502840714635334,3.6662863644020836,-3.8365884063240236,3.6237707551336564
1965-04-01,-1.6890734897757667,14.132400432028252,-2.941798726718271,4.902937537349463,-2.142204239985405,1.2747556781537317
1965-05-01,-3.7861076121026898,0.07672690180907402,0.09332854851100177,3.6280943162593373,0.06253096952302692,-4.707987990049331
1965-06-01,-5.522272938767304,-5.240725226731627,-2.0067519701873624,5.728619266422644,4.201116373274632,-9.027359708970838
1965-07-01,-6.923792292936643,-3.7180675784249937,-0.9208415357867816,4.610089597345717,7.750685514090461,-6.912265595761928
1965-08-01,-5.843206881266101,-4.284207058969096,-1.410427413201857,2.01101426426699,4.680288850216465,-6.147813406029083
1965-09-01,-7.2362636805503975,-2.166839246680263,-3.76172054560805,0.050133641477457795,1.1870776556517193,-5.31258944990658
1965-10-01,-3.3416840523889837,4.796061964334205,-5.886161451718638,0.5824153024641865,-2.257863732754392,1.744160190837681
1965-11-01,-2.9913822336232165,7.528796579398544,-1.7597229046432201,-0.5962301348328122,-4.083972839239812,-0.29327156980744934
1965-12-01,-3.458468356015871,12.565758052121948,-3.6035878969489272,1.2508905024219357,-6.944067052585399,0.806132931471342
1966-01-01,0.6665230242574547,10.851853911238303,-6.632082311884934,0.7468058258913916,-7.448464896995916,6.910959071747467
1966-02-01,-0.28874434665988696,12.83183435433388,-4.43292060155884,-0.9524641841415415,-4.722928583507075,8.640950435799244
1966-03-01,-0.3227820067503883,12.491073515930582,-3.9301559107937156,5.632260816394819,-2.167720716632624,3.474875742975666
1966-04-01,-0.05077015139262134,7.992540538522472,0.08249431419411289,4.506453853957888,-3.7450462869724808,1.260481692817216
1966-05-01,-4.318220530997922,0.19681783768454814,-6.210867493676528,7.264928184420941,4.304508532738,-5.19185406212447
1966-06-01,-9.344282658474881,-4.745237924716523,-3.81373443893415,3.9199629709071386,3.988264862905367,-7.391836835327199
1966-07-01,-8.260330630782763,-4.2409410984545675,-3.4103699592605685,3.2188415075194925,7.470532139644453,-7.069873828625004
1966-08-01,-7.5064232257531645,-3.4904820983579152,-1.2072677075722604,1.4176869709605322,5.1268864940137115,-5.638256184986193
1966-09-01,-4.968487610987681,-1.2214382125848366,-5.505393236934921,1.2167202038656144,1.8926169971623552,-3.2785542747483034
1966-10-01,-3.0068633617725995,0.3919485331775672,-6.3065992772567085,1.031640876607251,-0.8932512206380624,-1.2621859535478859
1966-11-01,-0.19304298184768098,9.71706669160472,-2.117253608128664,0.23520802366267454,-6.768215743038014,3.9231770992857977
1966-12-01,-0.09822885876910273,13.590269109184629,-5.168563731389481,3.5726690702488773,-5.249125326703623,8.346736873865586
1967-01-01,0.0808493532421825,15.109497144464603,-7.113233598711138,7.350244911426012,-2.438794762726009,9.650393808129348
1967-02-01,1.8397289374473682,17.382693531334727,-8.108519123855274,10.010306810030707,-5.575941700138347,8.753049938565203
1967-03-01,2.2779996572129524,15.867032921755632,0.17082551316224376,3.2302075302190065,-1.5127620897537055,0.06790434207413029
1967-04-01,-0.18784030307504584,9.750532401315136,-1.5982239092856954,8.318350805046874,0.5684792234360624,-1.543529011777988
1967-05-01,-4.91710793800919,1.5649107322407982,-4.610542225187867,9.032472157979255,3.0579771760568524,-3.3744837190388517
