,w_cluster1,w_cluster2,w_cluster3,w_cluster4,w_cluster5,w_cluster6
1965-01-01,0.02542454,0.014182806,0.050166905,0.043495357,-0.000315845,-0.009298742
1965-02-01,0.027578354,-0.008668363,0.07128453,0.018122673,0.008246779,-0.035039127
1965-03-01,0.012922049,0.0028360486,0.057521284,0.010768294,0.024373949,-0.009193659
1965-04-01,-0.009193659,-0.021853745,0.01938343,0.00892967,0.02069676,-0.026476502
1965-05-01,-0.03446132,-0.11110467,0.016966999,-0.05799538,0.012922049,-0.2146442
1965-06-01,-0.039714456,-0.042656183,0.01701951,-0.07753712,0.0032037497,-0.28787303
1965-07-01,-0.028577805,-0.016495526,-0.009771526,-0.06314349,0.00010442734,-0.20681703
1965-08-01,-0.028998017,0.006880939,-0.0012614131,-0.11835402,0.0033613443,-0.1985696
1965-09-01,-0.012030363,0.012029052,0.009822726,-0.056787193,0.013289809,-0.17030764
1965-10-01,0.003151238,0.021852434,-0.0045183897,-0.031309426,0.006408155,-0.079113066
1965-11-01,0.012764454,-0.0063569546,0.012186646,-0.03451383,0.0072486997,-0.10548383
1965-12-01,0.016441703,-0.007617712,0.0388726,0.014918268,0.027525842,-0.03924167
1966-01-01,0.029484212,0.0006246567,0.04694581,0.03180939,0.012979984,-0.019800425
1966-02-01,0.028891504,-0.03940487,0.043252885,0.022189558,0.03518319,-0.040453434
1966-03-01,0.017949522,-0.013144016,0.051778555,0.017949522,0.018496633,-0.013964713
1966-04-01,-0.013463199,-0.04542297,0.036870062,0.015578747,0.019180477,-0.051988184
1966-05-01,-0.011821866,-0.077929854,0.02989453,-0.050255656,0.021414459,-0.15643871
1966-06-01,-0.013599932,-0.02595532,0.016809702,-0.10833949,-0.00028717518,-0.25300193
1966-07-01,-0.016928136,-0.03256607,-0.006669998,-0.1383844,0.007098675,-0.2171213
1966-08-01,-0.027596593,0.012888849,-0.017338455,-0.043644905,-0.011411548,-0.16190976
1966-09-01,-0.019070983,0.023420513,-0.0021564364,-0.032702863,0.0131623745,-0.09160733
1966-10-01,0.015122831,0.030532837,0.01872456,-0.010636508,0.0045911074,-0.03904009
1966-11-01,0.01325357,0.020001113,-0.0032506585,-0.03676051,0.010244489,-0.096303284
1966-12-01,0.022691011,-0.010362923,0.016399384,0.0052294135,0.0074633956,-0.0671702
1967-01-01,0.018534958,-0.034511447,0.04327947,0.026957512,0.038518906,-0.0100284815
1967-02-01,0.014925301,-0.009557724,0.09465188,0.023243189,-0.033255935,0.0006958246
1967-03-01,-0.008511424,-0.03456378,0.036740243,0.008699894,0.00090515614,-0.044974327
1967-04-01,0.00566566,-0.044555783,0.039565206,-0.05810511,-0.0063664913,-0.083268166
1967-05-01,-0.0011351109,-0.08159411,0.03511852,-0.032157302,0.024969578,-0.28206158
1967-06-01,-0.017927885,-0.030431032,0.027375996,-0.08645928,0.008909225,-0.33317232
1967-07-01,-0.043666482,-0.0069942474,0.009118438,-0.08577919,0.0031023026,-0.2875545
1967-08-01,-0.045654416,0.019162714,0.02308625,-0.043928027,-0.014370561,-0.21400094
1967-09-01,-0.013899803,0.026015878,-0.007517457,-0.02567041,-0.005529523,-0.1292522
1967-10-01,0.02204001,0.019476593,0.0007481575,-0.021380663,0.0082291365,-0.05616951
1967-11-01,0.00932765,0.018482625,0.011838794,0.0012713671,-0.013324261,-0.08682549
1967-12-01,0.012309551,-0.014998317,0.039722145,0.030514836,0.017122447,-0.02394402
1968-01-01,0.025286555,-0.036086142,0.05820465,0.020599931,0.036705613,-0.058552265
1968-02-01,0.0056101084,-0.02801469,0.02387315,0.016359627,-0.013731599,-0.026489675
1968-03-01,0.0002911389,-0.025671393,0.039904445,0.013718754,0.007135123,-0.012355357
1968-04-01,-0.011537045,-0.049290597,0.00438264,-0.034784287,-0.0032052398,-0.1696927
1968-05-01,-0.023662806,-0.06770241,0.019595653,-0.04229781,0.016657203,-0.26744264
1968-06-01,-0.027531147,-0.03686726,0.023017645,-0.12974465,0.028931737,-0.2823953
1968-07-01,-0.019273728,-0.0043955147,0.024356663,-0.073839664,0.008176595,-0.27324516
1968-08-01,-0.03697884,0.0034899414,0.0052381456,-0.05702728,-0.0127645135,-0.14979303
1968-09-01,-0.026043326,0.015169382,-0.030209243,-0.033370852,-0.002052188,-0.13882035
1968-10-01,-0.004655868,0.025918901,0.003192395,-0.009974837,-0.0015686452,-0.059482157
1968-11-01,0.01208213,-0.020129234,0.02692318,0.0051265657,-0.018120676,-0.100694895
1968-12-01,0.016917557,-0.014810264,0.030679941,0.027964652,0.00959003,-0.05022049
1969-01-01,0.021522224,-0.04539597,0.03506887,0.014086843,0.025443614,-0.06551218
1969-02-01,0.020605564,-0.011020184,0.021573186,0.01887405,0.03186041,-0.095661044
1969-03-01,0.033846617,-0.0455997,0.03394842,0.010267317,0.021624088,-0.03750229
1969-04-01,0.009197891,-0.06836414,0.025392711,-0.07085955,0.034101248,-0.18045467
1969-05-01,0.0050727725,-0.07574856,0.023610234,-0.0908739,0.008077502,-0.27166516
1969-06-01,-0.030678034,-0.010918319,0.01749897,-0.13288873,0.008586764,-0.25419718
1969-07-01,-0.03546518,0.0060403943,0.019943476,-0.04096532,0.0034940243,-0.17913061
1969-08-01,-0.058025897,0.019994438,-0.03633094,-0.07961899,-0.023242712,-0.19150585
1969-09-01,-0.034395754,0.027989984,-0.017742574,-0.034141123,-0.0048071146,-0.11964768
1969-10-01,-0.007353425,0.01612395,0.00985992,-0.047636807,-0.030066907,-0.114198506
1969-11-01,0.0053274035,0.00023472309,0.022540748,-0.03011787,0.02513808,-0.07676709
1969-12-01,0.007160783,0.010674775,0.037971675,0.023610234,0.008688569,-0.104013145
1970-01-01,0.0012711287,-0.05975592,0.034366786,0.03234601,0.037959218,-0.1003508
1970-02-01,0.015281796,-0.052705705,0.045233965,0.012946665,0.005806625,-0.03245318
1970-03-01,0.019053876,-0.068647265,0.03926152,0.018200636,0.026328623,-0.06873709
1970-04-01,-0.001468122,-0.06837785,0.02772069,-0.003399074,0.00095677376,-0.13492835
1970-05-01,-0.008114159,-0.068826914,0.028394282,-0.07340729,0.017167807,-0.30404383
1970-06-01,-0.020642936,-0.04147923,0.031133533,-0.09056133,0.011464775,-0.34436923
1970-07-01,-0.039952457,-0.007485509,0.0054473877,-0.10048556,-0.0036236048,-0.1988743
1970-08-01,-0.047676265,0.018559873,0.024756908,-0.11759466,-0.0013334155,-0.20929241
1970-09-01,-0.043904126,0.027181804,0.009399116,-0.08467865,-0.03159994,-0.17817265
1970-10-01,0.02246672,0.018784404,0.011105537,-0.035327137,0.009758353,-0.11040974
1970-11-01,0.00423491,-0.010673821,-0.009146988,-0.0038481355,-0.0039379597,-0.11108333
1970-12-01,0.013081372,-0.011931181,0.040024877,0.0046839714,-0.007754922,-0.06545895
1971-01-01,0.014003634,-0.042748213,0.049187005,0.017699778,0.04118651,-0.0756858
1971-02-01,0.020787656,-0.09982759,0.03744358,0.029068828,-0.00096797943,-0.0640828
1971-03-01,0.0130211115,-0.04031533,0.04539728,0.014331162,-0.00078088045,-0.043590367
1971-04-01,0.007874608,-0.059731662,0.029536724,-0.003821969,0.009980023,-0.1234079
1971-05-01,-0.024407983,-0.056877673,0.03290534,-0.059263825,-0.004196286,-0.26839882
1971-06-01,-0.055240154,-0.04869008,0.027057052,-0.04008138,0.011523962,-0.239672
1971-07-01,-0.038350284,-0.008313477,0.028086305,-0.06005919,-0.021226466,-0.2482807
1971-08-01,-0.050561547,0.02022624,-0.007097006,-0.07016504,-0.0034008622,-0.17295468
1971-09-01,-0.046257198,0.027478099,0.013722897,-0.05318159,0.0044124126,-0.07526475
1971-10-01,0.018401563,0.01610905,0.012833953,-0.02492261,0.02453059,-0.10553551
1971-11-01,0.0066581964,0.019898713,0.032484233,-0.035449564,0.008669972,-0.14184171
1971-12-01,0.010120392,0.0020731091,0.019477665,-0.0054594874,0.002681315,-0.119805336
1972-01-01,0.00081801414,-0.059393167,0.04792863,0.0029243827,-0.009765208,-0.123868465
1972-02-01,0.03261894,-0.042799115,0.059847534,0.019261539,0.033029914,-0.06668836
1972-03-01,0.020186245,-0.0680241,0.012736917,-0.016649425,0.0052362084,-0.13558185
1972-04-01,-0.011357784,-0.06119126,0.038116038,-0.06057477,-0.012693524,-0.16234809
1972-05-01,-0.021170378,-0.04387802,0.025118232,-0.09730768,0.017309308,-0.24233854
1972-06-01,-0.015570521,-0.0045763254,0.02594024,-0.06781864,0.0035922527,-0.20848256
1972-07-01,-0.02034837,-0.0032405853,0.025786102,-0.060369313,0.016076267,-0.2163943
1972-08-01,-0.041463375,0.011760831,0.005390346,-0.039511144,0.008832455,-0.15109706
1972-09-01,-0.021632731,0.023063242,0.0052362084,-0.066893876,0.00379771,-0.12171072
1972-10-01,-0.008326709,0.02193302,0.028714478,-0.042593658,-0.0014938712,-0.09062898
1972-11-01,0.009654462,0.0090379715,0.01448369,-0.01567328,-0.019269526,-0.11133301
1972-12-01,-0.0058093667,-0.031188428,0.02049452,0.015459776,-0.029236197,-0.06787002
1973-01-01,0.02379191,-0.08823848,0.047571003,0.030905783,0.018120766,-0.026850581
1973-02-01,0.021205068,-0.016353965,0.04244709,0.02493608,-0.010434091,-0.014413834
1973-03-01,-0.0059070587,-0.00819546,0.032945395,0.010409951,0.021603048,-0.050679445
1973-04-01,-0.0088918805,-0.027895272,0.021055818,-0.012523472,0.021105587,-0.09167105
1973-05-01,-0.003668487,-0.05645013,0.0254336,0.005037248,0.0028981566,-0.1841011
1973-06-01,-0.00809598,-0.02346778,0.020508647,-0.11291307,0.012748063,-0.28299838
1973-07-01,-0.035755336,-0.011329532,0.028915882,-0.06112635,0.003694117,-0.2443946
1973-08-01,-0.04018283,0.00846982,0.003992617,-0.08719379,0.0046393275,-0.22777909
1973-09-01,-0.046500683,0.021603048,-0.066897035,-0.062021792,0.020856857,-0.19265765
1973-10-01,-0.0028725266,0.021802068,0.014290214,-0.031029344,0.016031384,-0.13146871
1973-11-01,0.014041483,0.019613147,0.030358553,-0.04446107,-0.009687841,-0.0968945
1973-12-01,0.0061317086,-0.07023007,0.011554122,0.011504412,0.018270016,-0.10679418
1974-01-01,-0.013346434,-0.07861668,0.06464428,0.015623748,0.03404522,-0.09168619
1974-02-01,0.014848113,-0.061397433,0.05836159,0.009496212,-0.010476589,-0.08548111
1974-03-01,-0.0025650263,-0.024864733,0.03660488,0.006703913,-0.0029916167,-0.09571952
1974-04-01,0.00065386295,-0.004232645,0.023923099,0.0031359196,0.0040667057,-0.1697545
1974-05-01,-0.0047755837,-0.015014052,0.019385636,-0.048250318,0.006897807,-0.12624103
1974-06-01,-0.01625508,-0.08645064,0.020471513,-0.061436176,0.018765092,-0.1980266
1974-07-01,-0.017302215,-0.047203183,0.023457706,-0.07943106,0.00022727251,-0.24270356
1974-08-01,-0.04813397,-0.00016051531,0.012288511,-0.057053804,-0.01090318,-0.17177117
1974-09-01,-0.023584902,0.010969937,-0.014005721,-0.14881217,0.005656779,-0.17068529
1974-10-01,0.010969937,0.017640412,0.008100033,-0.03688717,0.018726349,-0.12837404
1974-11-01,0.012249708,0.0053465366,0.02070421,-0.031341314,0.023574054,-0.12643492
1974-12-01,-0.0073739886,-0.0378955,0.06382984,0.02338016,0.0013907552,-0.02439934
1975-01-01,0.030219555,-0.034796,0.03684181,0.0080477,0.030439079,-0.077273786
1975-02-01,0.01554805,-0.024185658,0.0432446,0.017560363,0.043720245,-0.06790745
1975-03-01,0.023780167,-0.03629607,0.025975406,0.01759696,0.008194029,-0.052833498
1975-04-01,-0.0017942786,-0.04013771,0.036366224,-0.020526946,-0.007831216,-0.12384933
1975-05-01,-0.026344359,-0.058870375,0.0306952,-0.07215154,0.0023766756,-0.23983085
1975-06-01,-0.027807832,-0.040613353,0.030000031,-0.09757972,0.014121175,-0.27733278
1975-07-01,-0.055175066,-0.026673615,0.028317034,-0.04174757,0.0002911687,-0.2205128
1975-08-01,-0.02345395,-0.008819044,0.016389549,-0.068273306,0.00040096045,-0.20829266
1975-09-01,-0.05455309,0.011303961,0.012840629,-0.04365009,0.00062048435,-0.16651005
1975-10-01,-0.0017576814,0.025353432,-0.04613805,-0.055175066,0.015255332,-0.11777586
1975-11-01,0.009803891,0.007352531,0.0073159337,-0.007209182,0.012621105,-0.09004271
1975-12-01,0.016023695,-0.044528186,-0.011892378,-0.062419355,-0.01814878,-0.15944868
1976-01-01,0.017831206,-0.0858444,0.051256895,0.023557305,0.005727172,-0.10339522
1976-02-01,0.025466025,-0.0201568,0.04380828,0.01876229,-0.039942205,-0.086170256
1976-03-01,0.013222337,-0.109959364,0.036685526,0.011872292,-0.00358361,-0.17466933
1976-04-01,0.0074031353,-0.06852633,0.022905588,-0.0201568,0.021927953,-0.19883078
1976-05-01,-0.035426497,-0.07173854,0.029609323,-0.02630192,-0.011823654,-0.20758295
1976-06-01,-0.01512897,-0.029514134,0.023091793,-0.083004594,0.016760468,-0.26526326
1976-07-01,-0.026162267,0.011546433,0.021369278,-0.07062125,0.033100903,-0.20879334
1976-08-01,-0.037242115,0.015037954,0.012384355,-0.048135698,-0.0006507039,-0.12015462
1976-09-01,-0.015408337,0.013967216,0.02183485,-0.0297935,-0.005585432,-0.11238015
1976-10-01,-0.015594542,0.021555483,-0.044830382,-0.018061876,0.0067979097,-0.09403789
1976-11-01,0.0071703196,0.016527653,0.0054944158,0.012244701,0.005308211,-0.06796771
1976-12-01,0.015456915,-0.026907146,0.053491473,-0.0007903576,0.01680702,-0.040454328
1977-01-01,0.021409512,0.004093826,0.049693406,0.018609136,0.023696512,-0.010234803
1977-02-01,0.012028247,0.0021802187,0.058467925,0.020289361,0.0152953565,-0.011915058
1977-03-01,0.02901724,-0.03758523,0.054080665,0.013615131,-0.00878796,-0.08897227
1977-04-01,0.014781952,-0.041505784,0.0401721,0.025283396,-0.0068276823,-0.0925661
1977-05-01,-0.0069676936,-0.100547194,0.03228435,-0.098306894,0.016042113,-0.20826861
1977-06-01,-0.021436363,-0.0073877573,0.028737187,-0.10348761,0.008201033,-0.26777682
1977-07-01,-0.029044062,-0.021949768,0.020662755,-0.08654529,0.0076876283,-0.24182656
1977-08-01,-0.06003499,0.00096672773,3.325939e-05,-0.063815504,0.0043738484,-0.18866596
1977-09-01,-0.0022537112,0.017628998,0.009927958,-0.05214724,0.021409512,-0.14698693
1977-10-01,0.013755143,0.01235494,-0.009814769,-0.054994285,0.016042113,-0.14026597
1977-11-01,0.013055056,-0.0049607754,0.021129489,-0.019056022,0.019962668,-0.09261277
1977-12-01,0.027383685,-0.014948785,0.051000237,0.011421472,0.02005601,-0.049300164
1978-01-01,0.012247562,-0.021610856,0.026629448,0.016705394,-0.018426657,-0.04496157
1978-02-01,0.019836426,0.01654613,0.030450344,0.023816705,0.014104962,-0.032384038
1978-03-01,0.021110177,-0.043263316,0.0353328,0.020685554,0.0064629316,-0.05430174
1978-04-01,-0.016356945,-0.043210268,0.028380632,-0.089805365,-0.0066452026,-0.26864994
1978-05-01,-0.017046928,-0.037797093,0.025355697,-0.092405796,0.002854228,-0.22959065
1978-06-01,-0.034029126,-0.038327813,0.022702217,-0.110926986,0.010283947,-0.3154043
1978-07-01,-0.057326794,0.0070466995,0.03108728,-0.04793346,-0.0046817064,-0.17195714
1978-08-01,-0.03153491,0.0027480125,0.0063568354,-0.079722166,0.011451483,-0.2010392
1978-09-01,-0.038858533,0.0074181557,0.007895827,-0.033816934,0.010390043,-0.14202583
1978-10-01,-0.001126051,0.016917706,0.005932212,-0.044643044,0.0037033558,-0.082428694
1978-11-01,0.009328723,0.0014743805,0.009010315,0.003119588,-0.019222736,-0.06995726
1978-12-01,0.026098728,-0.046022892,0.04668975,0.006834388,-0.004522443,-0.059184194
1979-01-01,0.019680142,-0.015301108,0.034814477,0.026658237,-0.036598027,-0.034966767
