,ssta30_cluster1,ssta30_cluster2,ssta30_cluster3,ssta30_cluster4,ssta30_cluster5,ssta30_cluster6
1965-01-01,0.9153137,-9.242065,-1.9577026,-4.2349854,1.0899658,-19.42337
1965-02-01,0.20193481,-9.760864,-2.6506348,-5.920349,1.4762573,-21.619202
1965-03-01,0.31628418,-9.411987,-2.5427856,-6.2256165,2.297638,-22.459839
1965-04-01,0.65185547,-8.929199,-2.5884094,-6.105072,1.7934875,-22.19461
1965-05-01,1.2056885,-7.2621765,-1.7496643,-4.503418,1.2386475,-17.868622
1965-06-01,1.6936646,-5.203003,0.03060913,-2.4058228,0.5101013,-13.136505
1965-07-01,2.2075195,-3.6477966,1.1896362,-0.3621521,-0.39907837,-6.112671
1965-08-01,2.755371,-2.9502563,2.121704,0.92370605,-0.6036377,-2.451294
1965-09-01,3.1298523,-3.3172607,2.3888855,0.39453125,0.10662842,-5.6004944
1965-10-01,2.7200012,-4.3757324,1.3273926,-0.75128174,0.40283203,-10.552399
1965-11-01,2.448059,-5.957947,0.3204956,-2.6553345,0.19024658,-13.618011
1965-12-01,2.0638733,-7.919342,-0.6724243,-3.730072,0.18328857,-17.261414
1966-01-01,1.2046814,-8.350159,-1.7277832,-5.128235,1.1668701,-20.098175
1966-02-01,0.62890625,-8.894684,-2.4689636,-6.0539856,1.9284668,-21.840881
1966-03-01,0.6307373,-9.143463,-3.1620483,-6.270508,2.1042786,-22.314606
1966-04-01,0.8381653,-8.63446,-2.618744,-5.655609,1.7484131,-21.571106
1966-05-01,1.2052002,-7.726349,-2.1044922,-4.7041016,1.7957153,-18.831879
1966-06-01,1.8434143,-5.3750305,-0.73049927,-3.4455872,1.4041748,-11.842072
1966-07-01,2.4089966,-3.677826,0.70043945,-1.3046265,0.18255615,-4.573944
1966-08-01,2.9458008,-2.833374,1.9987488,-0.1359253,-0.27963257,-3.3800354
1966-09-01,3.4035645,-2.2399902,2.6047668,0.83218384,0.10852051,-5.478058
1966-10-01,3.0055542,-4.1085205,2.1638794,-0.25924683,0.3912964,-9.916962
1966-11-01,2.8349304,-6.2519226,0.8888855,-2.3940735,0.61654663,-11.729065
1966-12-01,2.3364563,-8.028809,-0.8809509,-4.3479614,1.1654663,-13.989532
1967-01-01,1.2237549,-9.038666,-2.204895,-5.19281,1.8432617,-17.267212
1967-02-01,0.46551514,-9.367676,-2.7087097,-5.6851196,2.0851746,-18.854797
1967-03-01,0.5363159,-9.553314,-2.808197,-5.5552063,1.9766846,-19.958435
1967-04-01,0.91555786,-9.180054,-2.5491333,-5.1609497,2.074463,-19.905731
1967-05-01,1.3328552,-7.901367,-1.4171753,-4.7091064,1.4735718,-18.62503
1967-06-01,1.8947449,-5.662201,-0.0925293,-2.5515747,0.25405884,-12.006653
1967-07-01,2.751892,-3.4919128,0.9003296,-0.7208252,-0.29214478,-5.9118958
1967-08-01,2.9957275,-2.3360596,1.9920654,0.57473755,-0.3012085,-3.9757385
1967-09-01,3.2843628,-2.861267,2.287201,0.64349365,-0.34262085,-6.737152
1967-10-01,3.3330688,-3.7546082,1.873169,-0.09057617,0.03012085,-8.03717
1967-11-01,2.6224365,-5.560547,0.6937561,-1.7607727,0.2725525,-12.3081665
1967-12-01,1.9075317,-7.7523804,-0.71429443,-3.5514526,0.44161987,-15.513153
1968-01-01,0.9654846,-8.79715,-1.5372314,-4.535095,1.0312805,-18.848633
1968-02-01,0.59277344,-9.545746,-2.1701355,-5.0166016,1.8144531,-20.273376
1968-03-01,0.63357544,-9.545502,-2.4429016,-5.058899,2.2445374,-21.03186
1968-04-01,1.2452393,-8.887848,-2.334259,-4.8701477,2.3650208,-19.135712
1968-05-01,1.6699829,-7.606415,-0.9029541,-3.7563782,1.9143372,-15.574127
1968-06-01,1.8434753,-5.9154663,0.6920471,-2.2983704,1.4947815,-10.466888
1968-07-01,2.1273499,-3.2633972,1.7405701,-0.75772095,0.8067322,-4.908966
1968-08-01,2.579193,-2.4257812,3.1227722,0.8965149,0.4414978,-3.311615
1968-09-01,3.1319275,-2.8424683,2.8139038,1.2217407,0.3675537,-4.577057
1968-10-01,2.7846375,-3.5661926,1.8666382,-0.59207153,0.7270508,-6.919647
1968-11-01,2.6426086,-5.0664062,1.0207825,-2.4246826,1.0791321,-11.677368
1968-12-01,1.8880005,-7.3552856,-0.46487427,-3.7911072,1.005127,-15.444153
1969-01-01,1.0568848,-8.537689,-1.7888794,-5.3863525,1.3076172,-17.825134
1969-02-01,0.6628723,-8.7630005,-2.3105469,-5.9444275,1.9539795,-17.576141
1969-03-01,1.0431824,-8.87854,-2.8490906,-6.983917,2.4542847,-18.008545
1969-04-01,1.4048767,-9.108551,-3.0786133,-6.7591248,2.2514343,-17.075653
1969-05-01,2.0734863,-7.9061584,-2.228485,-5.744934,1.5166321,-13.12085
1969-06-01,2.4609985,-5.770172,-0.66677856,-3.5212402,0.19259644,-9.025116
