,w_cluster1,w_cluster2,w_cluster3,w_cluster4,w_cluster5,w_cluster6
1970-01-01,0.017727392,-0.03237669,0.025410786,0.022117395,0.016828965,-0.13208188
1970-02-01,0.016615286,-0.040136497,0.028268674,0.009775834,0.0069139563,-0.09524108
1970-03-01,0.01101453,-0.043731596,0.029408822,0.0123274615,0.0010365817,-0.17243832
1970-04-01,0.019446768,-0.05158206,0.03242775,-0.01222592,-0.019865735,-0.35258567
1970-05-01,0.0069835805,-0.059975266,0.016299013,-0.057442218,0.0020209288,-0.3253167
1970-06-01,-0.017530262,-0.027695647,0.023610255,-0.08786935,0.015764153,-0.31971034
1970-07-01,-0.026640607,-0.007839857,0.021526124,-0.092829406,0.014224217,-0.18502384
1970-08-01,-0.029864583,-0.005940791,0.021155167,-0.08318952,0.015583889,-0.22466564
1970-09-01,-0.02607376,-0.00652779,0.015823714,-0.0894398,0.006362404,-0.2473579
1970-10-01,0.0005555209,-0.009550156,0.004565049,-0.057230152,-0.000676421,-0.18041967
1970-11-01,0.008945713,-0.036663137,0.012448631,-0.03059823,0.01373486,-0.19074056
1970-12-01,0.020772852,-0.0412067,0.0306972,-0.009215213,0.004289375,-0.12378392
1971-01-01,0.025010165,-0.045905173,0.038366485,0.018607838,0.007226512,-0.09187733
1971-02-01,0.016756715,-0.0539592,0.03762097,0.017777309,-0.0034642024,-0.16286097
1971-03-01,0.018032463,-0.05296805,0.040875006,0.00080275675,-0.007311187,-0.20751032
1971-04-01,0.015465847,-0.05161077,0.027718324,0.002294944,-0.006250562,-0.20886077
1971-05-01,0.004826769,-0.06700924,0.03285483,-0.043918442,-0.0069062477,-0.4087494
1971-06-01,-0.006839407,-0.041954562,0.030977266,-0.0834548,0.009122073,-0.36023706
1971-07-01,-0.016201628,-0.015775327,0.026822314,-0.080269024,0.013702068,-0.29242116
1971-08-01,-0.033052307,-0.00066265627,0.021991577,-0.08628702,0.0068296595,-0.2842344
1971-09-01,-0.02798215,0.00625156,0.01109247,-0.099204995,0.002056372,-0.29341877
1971-10-01,-0.01453605,-0.0059649474,0.0066312132,-0.06514312,0.014246608,-0.3032842
1971-11-01,0.0022733414,-0.016799763,0.023411741,-0.031072685,0.0050015887,-0.16802105
1971-12-01,0.017798526,-0.01815658,0.027774988,0.0061327103,0.00031730166,-0.1567547
1972-01-01,0.010765498,-0.04549131,0.04581277,0.009964142,0.007642848,-0.12532344
1972-02-01,0.014249695,-0.047898974,0.03833475,0.0187903,0.0047399504,-0.13205144
1972-03-01,0.018531272,-0.033633154,0.025197314,0.00961988,-0.0013190359,-0.16757157
1972-04-01,0.010456927,-0.049845364,0.035826188,-0.014627697,-0.007486988,-0.20284396
1972-05-01,-0.0064102425,-0.050027423,0.030239286,-0.06346714,0.00951911,-0.32699478
1972-06-01,-0.027401619,-0.018838612,0.025137082,-0.08379706,0.0083243605,-0.24517204
1972-07-01,-0.018716725,0.00039566666,0.027030269,-0.07732937,0.0087396195,-0.18399556
1972-08-01,-0.020353574,-0.003345987,0.020928081,-0.07301762,0.008820425,-0.22762278
1972-09-01,-0.014560108,0.0043216734,0.0076156026,-0.081239335,0.0045331833,-0.22062841
1972-10-01,-0.009333574,-0.0037811175,0.0033125654,-0.04883972,0.0070070727,-0.18347318
1972-11-01,0.00024504215,-0.018939862,0.024765398,-0.03147799,-0.0017617702,-0.22979921
1972-12-01,0.0137231825,-0.030200113,0.032108895,-0.003225667,-0.0014487309,-0.14255615
1973-01-01,0.010322304,-0.03178812,0.037590947,0.02268169,0.002124039,-0.1648256
1973-02-01,0.01314463,-0.026454119,0.04346594,0.024640612,-0.0069935485,-0.11531857
1973-03-01,0.024932148,-0.024074148,0.03000788,0.022001777,-0.015934952,-0.18066794
1973-04-01,0.014513121,-0.03588017,0.016297046,-0.0038906154,-0.012148629,-0.29067886
1973-05-01,0.0046377,-0.06032978,0.022689618,-0.0589891,-0.0027079238,-0.3465436
1973-06-01,-0.008709376,-0.03090247,0.019773224,-0.09799275,0.007528984,-0.36854774
