,mgu850_cluster1,mgu850_cluster2,mgu850_cluster3,mgu850_cluster4,mgu850_cluster5,mgu850_cluster6
1970-01-01,-0.06974927,-0.09351516,1.1468,0.2745132,0.41207185,-0.8353992
1970-02-01,-0.07447589,0.7750066,0.6258134,0.16080207,0.24195662,-1.0227656
1970-03-01,-0.13875218,-0.57848203,0.79038924,0.36263916,0.07638657,-0.91677797
1970-04-01,-0.21166275,0.29958755,0.9208242,0.17274016,0.22718924,-1.2566395
1970-05-01,0.003763131,0.45134586,0.26180896,0.18134144,0.40963194,-0.9495544
1970-06-01,0.07434535,0.70149565,0.6641298,-0.17065166,0.3774711,-1.425244
1970-07-01,0.3101036,0.4090968,0.70980364,-0.6855361,0.42949998,-1.4413899
1970-08-01,0.2887118,0.8596122,0.6546057,-0.68479884,0.34422165,-1.2151456
1970-09-01,0.19724704,0.67706686,0.43364328,-0.44782594,0.5449854,-1.0350142
1970-10-01,-0.034429707,-0.11266801,0.17699037,0.17134905,0.35289866,-0.8452035
1970-11-01,-0.11288718,0.5421626,0.45353127,0.22161621,0.22672541,-0.846677
1970-12-01,-0.1746223,0.12407529,1.0493325,0.20907679,0.27010763,-1.5457468
1971-01-01,-0.1918505,0.7492538,1.2211823,0.093539745,0.39481112,-1.2823111
1971-02-01,-0.1732994,0.47308728,0.86812806,0.0818406,0.22124308,-1.1607009
1971-03-01,-0.21956658,0.5817579,0.9769595,0.118536524,0.12419048,-1.147231
1971-04-01,-0.29576647,-0.13746703,0.7336132,0.32557878,0.11626308,-0.7731078
1971-05-01,-0.18522687,0.44783905,0.6791508,0.15006551,0.13427655,-1.110928
1971-06-01,-0.008107538,0.6186665,0.78641623,-0.1597022,0.34815475,-1.6634924
1971-07-01,0.087828,0.52806306,0.7349727,-0.49668008,0.45059854,-1.7222801
1971-08-01,0.30235377,0.77164847,0.5407906,-0.65860826,0.36309138,-1.2919759
1971-09-01,0.22645707,0.0877306,0.25412887,-0.40594506,0.5012207,-0.9631412
1971-10-01,0.07382125,0.4379846,0.3503799,-0.003476026,0.38494205,-1.02008
1971-11-01,-0.045855463,0.32283524,0.36552835,0.27882645,0.28010005,-0.9922516
1971-12-01,-0.14629713,0.56549263,0.7653713,0.27184197,0.32949352,-1.2933156
1972-01-01,-0.17275733,0.94814134,1.0983368,0.04565698,0.39439324,-1.5146916
1972-02-01,-0.14302683,0.8305847,1.0159699,0.091551006,0.26651663,-0.95574147
1972-03-01,-0.19321297,0.09871187,0.67125446,0.3375001,0.21952696,-0.60386765
1972-04-01,-0.23798153,0.6484421,0.85204524,0.069734074,0.14513583,-1.1320567
1972-05-01,-0.0540602,1.1191603,0.39473566,0.13378085,0.224655,-0.9991148
1972-06-01,0.09574728,0.49316013,0.41811478,-0.08229487,0.25261083,-1.0062187
1972-07-01,0.14812626,0.29352176,0.8834586,-0.44556543,0.4169697,-1.7629842
1972-08-01,0.23958962,0.44530392,0.72669065,-0.5251783,0.38410023,-1.4428169
1972-09-01,0.19372255,0.115786314,0.4894428,-0.19377603,0.42555287,-1.2248106
1972-10-01,0.061024442,-0.08288178,0.36903864,-0.008483519,0.38867658,-0.87506735
1972-11-01,-0.11268772,0.49276295,0.754088,0.19911794,0.18505803,-1.2600825
1972-12-01,-0.13939519,1.1838249,0.9099634,0.04743608,0.3298869,-1.1786609
1973-01-01,-0.0918968,0.3765158,1.0509316,0.051769674,0.32820457,-1.1133164
1973-02-01,-0.122074746,0.72539496,0.6600036,0.078084216,0.12603955,-0.7705828
1973-03-01,-0.21218672,0.3504043,0.71235496,0.21431862,0.12217286,-0.8428123
1973-04-01,-0.13562056,-0.40848222,0.6693215,0.31406382,0.20202573,-0.84878343
1973-05-01,-0.15578689,0.34133488,0.688215,0.1563232,0.30748007,-1.2607852
1973-06-01,0.09183815,0.5500471,0.47078973,-0.08674525,0.34383932,-1.2957261
1973-07-01,0.16549976,0.5041147,0.5847827,-0.44963306,0.3889662,-1.5849046
1973-08-01,0.28235948,0.753909,0.6676627,-0.6501547,0.34804606,-1.2024189
1973-09-01,0.1530542,0.55757535,0.5366232,-0.33509514,0.3644478,-0.83018
1973-10-01,0.02047563,0.22044192,0.38341337,-0.014741984,0.40914795,-0.8746179
1973-11-01,-0.1020439,0.038279615,0.73737234,0.3072803,0.33636323,-1.5466268
1973-12-01,-0.19989437,0.51739407,0.53411525,0.27296582,0.2039108,-1.0349344
1974-01-01,-0.23138696,1.2874137,1.245382,-0.11884056,0.42758188,-1.5887663
1974-02-01,-0.22170134,0.9551914,1.1074512,0.019905386,0.21721666,-1.0030522
1974-03-01,-0.23791108,0.6580834,1.0564806,-0.06459002,0.23869374,-0.93995184
1974-04-01,-0.24047697,0.48385522,0.88244176,0.13395126,0.17604835,-1.1215359
1974-05-01,-0.1449366,0.65428364,0.6233436,0.1593583,0.18283783,-0.90310746
1974-06-01,0.005306924,0.5513387,0.61117834,-0.102468394,0.31960204,-1.158185
1974-07-01,0.20472549,0.489786,0.76749265,-0.6095504,0.36328697,-1.6773386
1974-08-01,0.21586192,0.7332251,0.71415746,-0.58591396,0.41790652,-1.5859171
1974-09-01,0.24451049,0.9619813,0.35001522,-0.43630293,0.38582385,-0.6852474
1974-10-01,-0.01184195,0.11284217,0.40095517,-0.053657662,0.4169162,-1.2399476
1974-11-01,-0.10742759,0.6115608,0.61196476,0.24235073,0.3355637,-1.0866024
1974-12-01,-0.1755379,0.61639297,0.9002244,0.1051492,0.20785032,-1.3223124
1975-01-01,-0.12601541,1.039452,1.0330142,0.05950772,0.32523063,-1.4770631
1975-02-01,-0.21629679,0.5603019,1.1573979,0.1091164,0.27023855,-1.1895357
1975-03-01,-0.24760944,0.42287034,0.984346,0.1652309,0.22099009,-0.9406664
1975-04-01,-0.21472847,0.14505552,0.8946785,0.16055383,0.096254215,-1.1475093
1975-05-01,-0.18427908,0.41832894,0.69247186,0.1586749,0.09627869,-1.0688367
1975-06-01,0.10306006,0.28492907,0.7176267,-0.15586641,0.36542544,-1.468342
1975-07-01,0.18261462,0.8124936,0.65792096,-0.60366946,0.41197893,-1.5650855
1975-08-01,0.29026476,0.39824805,0.70118546,-0.5963605,0.3891235,-1.4999503
1975-09-01,0.24476698,0.8544014,0.3772115,-0.49002364,0.45718718,-0.94206434
1975-10-01,0.098784424,0.6322584,0.6331525,-0.1351444,0.38352802,-1.2325913
1975-11-01,0.010830447,0.6045691,0.515109,0.02469272,0.40372816,-1.2296717
1975-12-01,-0.0962179,-0.6063489,0.46995994,0.41171354,0.18656474,-0.9962643
1976-01-01,-0.21428801,0.53166324,0.8713744,0.11637371,0.23760925,-1.2463058
1976-02-01,-0.2017489,0.83761597,1.0266583,-0.09178581,0.36756748,-1.080373
1976-03-01,-0.12464955,0.82510597,0.98161525,-0.05066318,0.27156854,-1.1743941
1976-04-01,-0.16398561,0.54448307,0.46464014,0.2918,0.21996957,-0.68897516
1976-05-01,-0.10424546,0.6055805,0.79566216,0.1125685,0.13239877,-1.2589017
1976-06-01,0.1361037,0.7879209,0.6311682,-0.14813314,0.32526508,-1.2211032
1976-07-01,0.23617065,0.4286756,0.9227185,-0.50246644,0.41545188,-1.784958
1976-08-01,0.27948242,0.08034056,0.5084086,-0.46047378,0.5019699,-1.377801
1976-09-01,0.22859319,0.17964742,0.53052336,-0.35911998,0.5429488,-1.253292
1976-10-01,0.13885018,1.1325526,0.45887575,-0.08716083,0.3078421,-0.76567084
1976-11-01,0.020317,0.8247101,0.9330872,0.025304008,0.28092268,-1.263779
1976-12-01,-0.060434695,0.61234415,0.99954057,0.19146936,0.37688926,-1.2970598
1977-01-01,-0.10536434,0.27484772,1.123051,0.2509776,0.21437773,-0.9500222
1977-02-01,-0.16709754,0.80467147,1.2253255,0.10995438,0.42173514,-1.1096874
1977-03-01,-0.18764132,0.65796745,1.038708,0.18486172,0.28901848,-1.1376307
1977-04-01,-0.1385711,0.53693855,0.63245094,0.22556023,0.18076803,-1.06602
1977-05-01,-0.068099305,0.73962724,0.54052377,0.2116738,0.20279217,-0.7367686
1977-06-01,0.0016493006,0.1831986,0.8794863,-0.196104,0.2839455,-1.507678
1977-07-01,0.15835503,0.81442136,0.7581338,-0.39896107,0.3417497,-1.6841239
1977-08-01,0.23404334,1.042184,0.5945484,-0.4899483,0.41491723,-1.2739173
1977-09-01,0.17169368,0.47679305,0.6294823,-0.35510322,0.45989397,-1.1602626
1977-10-01,0.00045899278,0.90730876,0.5670114,0.09890958,0.28805047,-0.9867739
1977-11-01,0.03683585,0.20037544,0.43821752,0.29439357,0.38056067,-0.95995176
1977-12-01,-0.07854523,0.21181457,1.026304,0.23317502,0.25214297,-1.2595232
1978-01-01,-0.13493817,0.8596834,0.8433524,0.15491627,0.15996121,-0.96939325
1978-02-01,-0.062269352,-0.3562983,0.97315377,0.34840494,0.26460886,-0.66849333
1978-03-01,-0.12695456,1.1325197,0.8569984,-0.042351115,0.2522004,-0.87548023
1978-04-01,-0.16623129,0.37310526,0.7829248,0.15914288,0.25310445,-0.83103466
1978-05-01,-0.1477195,0.58398473,0.7001378,0.22170791,0.10847746,-1.087556
1978-06-01,0.13416153,0.5331542,0.5822689,-0.2164816,0.386601,-1.455321
1978-07-01,0.19968815,0.6512192,0.8082406,-0.5432898,0.34108075,-1.6115844
1978-08-01,0.32635364,0.46701378,0.6764808,-0.6367599,0.48282897,-1.4091383
1978-09-01,0.32548133,0.35756996,0.45082343,-0.49900553,0.5025334,-1.0073152
1978-10-01,0.104821235,-0.21003802,0.40427133,-0.011063462,0.41074988,-0.85636073
1978-11-01,-0.0031976197,0.58334345,0.6213052,0.09759193,0.3321264,-1.2531562
1978-12-01,-0.038135506,0.7428912,1.1318852,0.2108635,0.521587,-1.4004382
1979-01-01,-0.10283022,-0.09142478,0.77457404,0.38794023,0.22339489,-0.88886625
1979-02-01,-0.21379037,0.07323644,1.1303674,0.22027144,0.42329895,-1.1796194
1979-03-01,-0.14126644,0.23618498,0.558388,0.2305627,0.32523993,-0.84885216
1979-04-01,-0.11972975,-0.18876392,0.7010383,0.19630976,0.2339358,-1.0551294
1979-05-01,0.048495006,0.72436184,0.49279767,0.0383501,0.3058483,-0.89645565
1979-06-01,0.27010995,0.086037986,0.55717695,-0.32030013,0.37280926,-1.0312213
