,r850_cluster1,r850_cluster2,r850_cluster3,r850_cluster4,r850_cluster5,r850_cluster6
1965-01-01,70.27461,75.90451,60.916557,26.244421,35.723686,58.045094
1965-02-01,61.946877,69.070656,66.2467,25.980698,30.133099,58.244934
1965-03-01,62.516907,75.81114,43.65993,14.016541,15.449818,67.13451
1965-04-01,72.81027,81.09215,32.82274,18.41301,22.021584,49.781242
1965-05-01,71.94704,83.500046,32.418148,25.148579,17.951084,65.466995
1965-06-01,63.57016,82.6925,37.663113,49.830383,23.95282,67.68325
1965-07-01,60.143406,77.593315,42.960495,77.041306,17.74797,72.90692
1965-08-01,64.46125,74.594086,36.341225,81.57045,33.260094,72.32706
1965-09-01,67.72911,73.54247,56.963993,80.28787,42.76229,72.181274
1965-10-01,67.612816,72.76277,72.528534,74.15674,49.44381,59.13438
1965-11-01,75.76364,80.36486,62.705284,43.771317,27.463114,58.393993
1965-12-01,68.04853,77.24114,40.51492,21.965893,16.25409,53.381626
1966-01-01,66.50767,79.42703,55.724022,15.588623,12.01651,54.853977
1966-02-01,65.711494,72.983765,53.98393,14.401749,15.833221,60.704624
1966-03-01,66.771965,79.94086,47.20249,17.960732,25.507153,57.401733
1966-04-01,65.83626,81.08833,37.74033,17.100536,19.965122,52.8857
1966-05-01,69.78265,84.56195,38.24594,33.974506,21.797142,64.606705
1966-06-01,63.746506,80.1477,49.44327,59.10571,13.480816,72.65381
1966-07-01,65.96102,81.1425,31.782976,70.04531,12.453175,69.55119
1966-08-01,65.517784,76.83331,33.08148,75.68748,21.419575,72.79334
1966-09-01,65.657326,77.453835,48.985268,77.34057,35.566856,69.79907
1966-10-01,74.17229,76.29651,70.6921,61.30709,38.963318,62.2428
1966-11-01,73.791435,85.15785,69.62014,43.124767,33.467255,59.112278
1966-12-01,76.4344,82.19641,52.488434,26.41003,25.236288,53.153282
1967-01-01,65.46569,74.98027,44.053253,24.470087,8.104614,57.805725
1967-02-01,64.69716,78.67597,46.102104,21.526024,31.055801,55.65891
1967-03-01,73.328354,82.52031,32.003372,18.521156,21.671288,59.844444
1967-04-01,75.524155,82.6453,56.584522,23.213413,35.28525,55.45622
1967-05-01,64.14484,83.060814,52.54256,33.415443,19.235638,57.785458
1967-06-01,63.063824,83.17398,31.640223,56.711205,20.80479,71.44841
1967-07-01,63.66345,79.32288,25.154165,86.94739,16.244278,68.97897
1967-08-01,62.28347,76.84163,29.635288,83.486465,24.519072,74.968445
1967-09-01,67.11592,74.22356,58.12496,83.08615,36.454094,74.860344
1967-10-01,71.45516,75.60692,62.217598,72.50577,43.992447,59.211037
1967-11-01,69.5009,82.55747,68.989105,59.893425,43.997517,44.52282
1967-12-01,71.583534,80.38025,60.39508,34.621445,34.17553,60.570747
1968-01-01,69.84865,77.2157,44.425343,28.801153,16.824272,62.49931
1968-02-01,77.407234,79.49164,68.44832,38.57613,41.25769,59.959393
1968-03-01,75.886185,80.029236,67.69986,23.128996,27.542463,50.504723
1968-04-01,69.781044,87.916176,60.54045,34.25924,25.168333,55.692398
1968-05-01,66.84839,85.34085,42.75299,34.233482,20.534355,65.78929
1968-06-01,67.04959,84.519966,34.63749,45.521465,21.706127,73.24486
1968-07-01,64.698,80.6956,34.914337,74.5792,21.23774,70.94799
1968-08-01,66.9176,76.23546,53.490494,68.09743,21.88962,74.891464
1968-09-01,67.84633,79.38058,46.61115,75.97793,25.215012,72.86983
1968-10-01,68.93924,77.23179,44.026165,57.18287,23.949883,62.11623
1968-11-01,73.89674,82.788055,75.45642,49.03196,43.62538,51.734444
1968-12-01,77.31387,75.88457,59.759804,42.477753,34.218998,46.46146
1969-01-01,71.47282,77.95855,52.557068,35.07517,32.03869,51.80839
1969-02-01,69.594444,81.27077,74.4107,25.22374,31.326778,38.56286
1969-03-01,69.666306,77.66275,62.209633,24.592045,23.265152,43.308926
1969-04-01,69.38555,83.568596,49.532288,32.5651,28.686361,58.965927
1969-05-01,71.79869,82.460625,51.088127,32.047043,17.14206,62.918198
1969-06-01,68.90092,81.76877,45.805622,51.495888,18.794827,72.94343
1969-07-01,61.997395,80.40177,24.065632,81.675186,19.102318,71.52128
1969-08-01,65.09236,76.26567,35.92244,83.87108,24.01717,71.287315
1969-09-01,71.18705,77.14804,65.42493,79.930504,36.430473,74.7115
1969-10-01,75.67242,80.93988,67.95337,68.64523,47.91294,77.10459
1969-11-01,77.8165,80.002365,68.32437,50.23751,40.300854,49.83142
1969-12-01,78.749,79.61299,64.89349,37.35963,33.883636,37.877686
1970-01-01,71.63115,76.65556,59.386234,25.963018,23.871172,48.127663
1970-02-01,74.864914,81.04943,49.70648,27.619616,23.487225,39.63946
1970-03-01,63.24225,76.048195,73.71142,22.92289,34.30889,57.30763
1970-04-01,68.25176,79.27533,39.45411,20.294842,18.234436,50.763985
1970-05-01,74.10198,80.76809,36.190563,36.562923,18.47937,62.416435
1970-06-01,67.34651,79.523575,53.78922,60.053177,16.96344,68.64564
1970-07-01,64.84258,80.7201,31.791725,77.87856,14.924553,66.80369
1970-08-01,67.82148,74.88974,43.425972,81.83884,22.449577,68.95511
1970-09-01,69.5029,76.00848,48.326256,72.81278,29.726357,75.57323
1970-10-01,71.50041,79.08336,62.472702,55.675854,34.702766,72.50827
1970-11-01,74.68618,83.72878,65.802444,51.176067,32.04824,57.125584
1970-12-01,69.48801,75.05523,63.277004,45.8637,28.988253,51.811565
1971-01-01,69.25526,76.847404,56.39712,23.198586,23.717575,50.82346
1971-02-01,69.831726,80.41779,55.91025,21.311958,28.635315,62.717995
1971-03-01,67.786194,78.75939,59.28454,25.638014,33.784653,35.60704
1971-04-01,66.68397,80.13379,70.376076,37.87742,32.50662,53.639874
1971-05-01,71.522255,83.2714,63.213318,37.642433,27.240631,55.639767
1971-06-01,61.047756,77.57095,43.16031,52.517365,13.948032,65.68994
1971-07-01,62.574303,79.49139,39.14024,71.27036,18.448208,70.70404
1971-08-01,68.9442,78.63091,42.04287,86.14699,24.736963,74.14933
1971-09-01,65.46003,76.72907,55.26785,75.83647,29.19488,75.76378
1971-10-01,72.044624,79.609726,47.369717,51.716057,24.968565,73.2094
1971-11-01,76.798386,80.66799,70.55696,59.602356,42.0378,51.925682
1971-12-01,68.641594,75.63699,69.38881,41.06913,30.711279,53.42687
