,sst_cluster1,sst_cluster2,sst_cluster3,sst_cluster4,sst_cluster5,sst_cluster6
1970-01-01,27.292114,16.946411,23.86267,20.31955,26.932068,8.488251
1970-02-01,26.958405,16.193268,23.18338,19.482208,27.516296,7.4479065
1970-03-01,26.807068,15.995422,22.698853,19.265778,27.882019,6.19162
1970-04-01,27.077728,17.077637,23.714417,20.17804,28.222961,6.5289307
1970-05-01,28.017883,17.771881,24.309479,21.296906,27.486328,10.697571
1970-06-01,27.987915,19.901672,25.711426,22.722076,26.39795,16.877197
1970-07-01,27.83139,22.10376,26.71408,23.939636,25.936646,21.781433
1970-08-01,28.278748,22.86258,27.134033,25.34726,25.493439,22.863617
1970-09-01,28.39032,22.692139,27.368042,26.121063,25.73053,21.013824
1970-10-01,28.350037,21.176025,26.979065,25.223267,25.971252,18.619568
1970-11-01,28.215729,19.749786,25.811127,23.068176,26.940857,14.588318
1970-12-01,27.449646,17.956818,24.65094,21.815002,26.628845,11.877411
1971-01-01,26.768677,16.526733,23.977783,20.872162,26.783478,8.258911
1971-02-01,26.271576,16.166016,23.227692,19.835968,27.287506,6.2981873
1971-03-01,26.210785,16.139343,23.211395,19.766296,27.721344,5.286682
1971-04-01,26.65799,16.397278,23.686249,20.408173,27.874054,6.221588
1971-05-01,27.241547,17.380127,24.590027,21.464142,28.202637,8.635925
1971-06-01,27.20401,19.415466,25.969147,22.979156,26.616974,14.463745
1971-07-01,27.35025,21.993835,26.712341,24.67749,25.305542,20.306366
1971-08-01,27.93283,22.69748,27.248474,25.11084,24.81189,21.835236
1971-09-01,28.346436,22.381744,27.078003,25.55951,25.234375,21.633636
1971-10-01,28.416595,21.869812,26.736053,24.643402,25.832764,19.48413
1971-11-01,28.056366,19.303284,25.442902,22.80423,26.042786,16.369598
1971-12-01,27.204987,16.995178,24.309357,21.529358,25.994843,11.903137
1972-01-01,26.3721,16.16977,23.464874,20.479218,26.32904,10.026276
1972-02-01,26.001923,15.409851,23.026306,19.682465,27.345795,7.9205933
1972-03-01,26.14685,15.571503,22.70111,19.290314,27.426147,7.6331787
1972-04-01,26.616943,16.583923,23.29367,20.477295,27.951233,8.135803
1972-05-01,27.123413,17.322815,23.870422,21.006226,27.409393,10.936859
1972-06-01,27.778595,19.33429,25.006226,22.835968,26.185577,16.68866
