,abs_vo850_cluster1,abs_vo850_cluster2,abs_vo850_cluster3,abs_vo850_cluster4,abs_vo850_cluster5,abs_vo850_cluster6,mpi_cluster1,mpi_cluster2,mpi_cluster3,mpi_cluster4,mpi_cluster5,mpi_cluster6,msl_cluster1,msl_cluster2,msl_cluster3,msl_cluster4,msl_cluster5,msl_cluster6,r700_cluster1,r700_cluster2,r700_cluster3,r700_cluster4,r700_cluster5,r700_cluster6,sst_cluster1,sst_cluster2,sst_cluster3,sst_cluster4,sst_cluster5,sst_cluster6,vo850_cluster1,vo850_cluster2,vo850_cluster3,vo850_cluster4,vo850_cluster5,vo850_cluster6,vws850-200_cluster1,vws850-200_cluster2,vws850-200_cluster3,vws850-200_cluster4,vws850-200_cluster5,vws850-200_cluster6,w_cluster1,w_cluster2,w_cluster3,w_cluster4,w_cluster5,w_cluster6,AMM,ENSO3.4,NAO,PDO,PNA,SOI,TNA,TSA,WP,month
1970-11-01,8.748153e-05,3.796694e-06,5.1618114e-05,7.1249575e-05,-6.3127525e-05,3.0492318e-05,57.62920013755727,62.829082246404006,26.967984907953443,69.25154538135273,43.357314682918215,74.7246297765195,1010.66943,1015.3419,1013.1967,1018.6737,1015.1216,1018.1723,61.85321,32.960274,38.48107,61.269905,70.2425,39.462883,27.817295,19.682802,25.921074,23.06519,26.02183,14.812232,-5.5099044e-06,3.032633e-05,1.4876282e-06,1.4458491e-05,-0.00019325982,-0.00010243332,22.33022208108488,10.125358598032744,27.068483933224257,16.8202141050515,29.47370521574805,11.863438895968647,0.008945713,-0.036663137,0.012448631,-0.03059823,0.01373486,-0.19074056,0.51,-1.13,-0.76,-0.8,-1.15,2.6,-0.02,-0.2,0.5,11
1970-12-01,9.3909635e-05,2.508612e-06,4.906195e-05,6.9614725e-05,0.00013598136,2.8590855e-05,52.23036834151973,61.02549223995072,29.060698397287783,60.9365551856496,41.8274258452706,69.93093709095633,1010.32983,1016.2926,1014.1528,1018.364,1016.54095,1018.24176,54.715515,27.189104,39.721825,68.15227,74.86135,30.077276,27.049614,17.943882,24.64129,21.554522,25.95204,12.242213,-8.787944e-06,0.00018515039,1.7259862e-06,4.4069602e-05,4.962768e-05,-0.00012013434,26.829322549098077,14.265854226935522,31.601248550892308,23.2119327638624,38.94718227220708,15.915281377123446,0.020772852,-0.0412067,0.0306972,-0.009215213,0.004289375,-0.12378392,0.97,-1.33,-1.2,-0.97,-1.09,3.2,0.03,-0.34,0.57,12
1971-01-01,9.201145e-05,3.9367415e-06,4.8388938e-05,6.528505e-05,7.097121e-05,2.8846694e-05,41.298845866727554,68.35775988725715,17.466840420228674,54.1038189255112,30.546921032758664,69.9157141350846,1010.80316,1016.591,1014.7433,1017.6899,1017.2874,1018.6201,44.227764,19.457592,46.592747,74.6787,74.293655,26.519638,26.610308,16.703156,23.851961,20.415396,26.530647,8.550147,-9.566132e-06,0.00015656801,1.067385e-06,4.025158e-05,-5.139385e-05,-0.00012377651,23.52561566413676,15.397256425950582,35.10661073388783,26.40601538192596,29.305720363658462,23.753090861290424,0.025010165,-0.045905173,0.038366485,0.018607838,0.007226512,-0.09187733,0.73,-1.73,-1.82,-1.9,-2.43,0.6,0.1,-0.01,-2.51,1
1971-02-01,8.839196e-05,4.0596824e-06,5.108225e-05,6.920071e-05,8.29132e-05,2.8007446e-05,38.02673553633772,71.89031655050682,24.13186251511709,49.6996667416023,28.76561873079293,67.76202329953105,1010.3611,1018.2615,1014.2656,1020.5988,1014.39417,1017.41437,48.154808,25.539804,40.952293,69.286736,73.58508,31.26916,26.22116,16.11316,23.050318,19.543638,26.9722,6.8599086,-7.853613e-06,0.00015372387,9.1722745e-07,3.490859e-05,-2.4834764e-05,-0.00010055846,27.98440766344071,9.98278943284323,32.4915332005538,19.896118962554997,40.67564923121347,14.53774033047572,0.016756715,-0.0539592,0.03762097,0.017777309,-0.0034642024,-0.16286097,-0.17,-1.57,-0.17,-1.74,-0.16,3.3,-0.03,0.02,-1.65,2
1971-03-01,9.0998255e-05,5.18219e-06,4.9959737e-05,7.00511e-05,8.6915905e-05,2.8172355e-05,33.71149467301109,76.41494945261607,24.740825268410678,45.79062515666232,24.818805762682075,67.0582186423789,1010.1848,1016.3967,1014.32947,1020.68365,1010.7392,1015.4913,52.40797,21.811615,40.829918,73.18394,74.01627,28.74295,26.205902,15.8998995,22.917849,19.377998,27.586819,6.254308,-8.341272e-06,0.00014144351,1.9817087e-06,3.9802657e-05,-4.7351023e-06,-8.727853e-05,27.423810465552748,9.787463861222369,32.8118650293881,21.848299135804638,39.38105732166329,15.858169391652533,0.018032463,-0.05296805,0.040875006,0.00080275675,-0.007311187,-0.20751032,-1.0,-1.36,-1.28,-1.68,-0.28,3.8,-0.18,-0.06,-0.15,3
1971-04-01,9.529786e-05,6.5373288e-06,4.9930997e-05,7.10515e-05,9.9339595e-05,2.7697539e-05,34.62120939937205,79.82972028362109,25.347860699218327,50.764362256945375,23.703597597192257,70.6418165737402,1010.6063,1016.02344,1014.1735,1017.9778,1010.2384,1014.53424,53.28559,26.974064,41.371662,70.25783,70.96903,32.55215,26.563267,16.28877,23.278015,19.808756,28.029236,6.824783,-6.011939e-06,0.00012443674,1.5636873e-06,3.9006296e-05,3.6782643e-05,-4.9912276e-05,31.155226505285967,7.265881030058332,26.562413944769474,17.82076996260099,35.90943807939809,16.550490314644517,0.015465847,-0.05161077,0.027718324,0.002294944,-0.006250562,-0.20886077,-2.61,-1.18,-0.41,-1.59,0.23,2.8,-0.34,0.09,-0.08,4
1971-05-01,9.2346934e-05,6.43661e-06,5.014908e-05,7.018812e-05,0.000152992,2.8949626e-05,37.19791604946069,78.18829079658158,16.553803947271565,56.487234804383085,22.240080905994837,72.50808293683131,1011.2316,1017.5049,1014.23663,1021.9149,1009.60614,1014.2432,59.861412,25.19995,44.712025,71.13243,73.86483,39.650352,27.204575,17.25974,24.315659,21.050673,27.64238,10.334645,-6.5231575e-06,0.00014990129,1.5419579e-06,3.52576e-05,0.00011830071,-1.6200216e-05,24.10639130390725,5.268632898229487,22.262466574677678,14.310680435683595,34.23495327486495,13.099492136629925,0.004826769,-0.06700924,0.03285483,-0.043918442,-0.0069062477,-0.4087494,-3.56,-0.98,0.51,-1.55,1.09,1.4,-0.46,0.25,0.76,5
1971-06-01,9.1601556e-05,2.4053209e-06,4.8586047e-05,6.8639645e-05,0.00021686092,3.1025083e-05,43.67428911655829,64.102824603779,8.904550998343145,61.50004647662224,22.91794918428192,71.39765390194529,1012.29114,1018.93256,1015.2972,1022.81104,1009.70197,1015.7722,64.23452,25.537634,44.77573,64.93975,76.56736,45.5394,27.503717,19.31767,25.572126,22.983559,26.465826,16.46185,-9.082336e-06,0.00021735624,1.4151932e-06,5.4636675e-05,0.00017862458,-0.00011236513,18.92542781682312,6.664662023757888,8.51325074036456,7.770127365283344,16.337603722979573,13.570428537285572,-0.006839407,-0.041954562,0.030977266,-0.0834548,0.009122073,-0.36023706,-3.8,-1.13,-1.28,-1.55,0.51,0.7,-0.62,0.17,1.64,6
1971-07-01,9.0924994e-05,1.0635655e-06,5.0735955e-05,6.854676e-05,0.00028531963,3.330851e-05,53.976957962227466,46.288138254821135,8.025464832503607,65.57006824152592,35.320147533570946,68.65798152976097,1012.30096,1019.6045,1014.76886,1022.4397,1008.5084,1015.8178,68.11658,31.031105,44.39641,56.41142,73.73538,47.240967,27.553724,21.417597,26.694849,24.902128,25.378641,21.391804,-8.648154e-06,0.00022843426,1.9241124e-06,5.5691136e-05,0.00030380802,-4.4309065e-05,14.276971313036444,8.300432415576104,8.72187526404825,7.4080548039245855,9.37922329068424,12.065358023050536,-0.016201628,-0.015775327,0.026822314,-0.080269024,0.013702068,-0.29242116,-1.96,-1.17,0.27,-2.2,-1.74,0.4,-0.45,-0.23,0.77,7
1971-08-01,8.7649256e-05,1.966363e-06,5.194651e-05,6.9414156e-05,0.00020304885,3.4400276e-05,58.90502150223151,39.90630893123701,15.31020351108907,68.161394433161,44.474932110371824,68.13729200750481,1012.48096,1018.08307,1013.734,1022.8414,1008.61633,1015.6808,72.70769,31.98645,42.27234,49.76868,71.69083,52.683197,27.735329,22.556013,27.24077,25.758018,24.718733,22.52839,-7.1872037e-06,0.00016324304,1.8381344e-06,4.371298e-05,0.00020465298,-1.3245666e-05,11.471649558182875,9.927363531323824,7.922590114119627,10.000602929546936,7.266372570364463,12.955812312095029,-0.033052307,-0.00066265627,0.021991577,-0.08628702,0.0068296595,-0.2842344,-2.47,-1.1,1.87,-0.15,-0.81,2.5,-0.46,-0.2,-0.87,8
1971-09-01,8.547014e-05,3.2717971e-06,4.9657214e-05,7.414105e-05,0.00017249252,3.2962995e-05,61.091494417519286,44.22572360391938,24.57296257667977,68.57396380698127,49.29490679521332,68.46607722807241,1011.97516,1016.1904,1012.97577,1017.94946,1010.8381,1015.64624,70.46793,43.359722,45.052563,48.42838,68.761246,52.308594,27.831242,22.366203,27.31946,25.705936,24.956835,21.985312,-4.624812e-06,0.00016542381,-5.0016427e-09,2.9638153e-05,0.00014173373,-2.2430437e-05,9.835424634422717,9.80495581932446,10.19478693519389,6.638941958105323,14.287454975037903,10.610553600055498,-0.02798215,0.00625156,0.01109247,-0.099204995,0.002056372,-0.29341877,-1.56,-1.0,0.53,0.21,0.15,2.3,-0.29,-0.16,-0.48,9
1971-10-01,8.611729e-05,3.1291565e-06,5.1174196e-05,7.118243e-05,9.646561e-05,3.114453e-05,62.74273723734689,52.87025032770894,33.54073707386806,71.46743912521717,50.92187414350634,72.19786435312258,1011.6442,1016.9387,1013.2509,1018.1731,1014.9401,1017.04504,66.425865,42.65848,43.275433,54.58781,70.73463,48.31531,27.911657,21.521463,27.081877,24.917595,25.571037,19.549397,-5.356042e-06,0.00014564753,2.2325678e-07,2.3895893e-05,1.0099178e-05,-7.156405e-05,13.70597866626818,7.768721531757685,16.012854335872767,8.729945603843344,27.240876024897197,10.671184522481134,-0.01453605,-0.0059649474,0.0066312132,-0.06514312,0.014246608,-0.3032842,-0.26,-1.24,1.14,-0.22,-1.35,2.8,-0.18,-0.38,0.86,10
1971-11-01,8.611735e-05,2.3548132e-06,5.260959e-05,7.287905e-05,1.237871e-05,2.8732944e-05,60.50373869143461,58.95221270226477,33.420446679405615,71.39347904614999,46.76489996631526,73.55858279376578,1011.1338,1015.5836,1013.3028,1019.10876,1014.8197,1018.2356,64.49441,39.01917,40.045017,59.093468,71.82677,39.36728,27.562109,19.759304,26.031548,23.081747,25.669998,15.987986,-5.4817865e-06,0.000104793144,2.9275867e-07,2.5914114e-05,-0.00011672605,-0.000111801026,20.97897006146353,10.199975121725506,26.9949067319115,16.12645889206523,33.52812728171951,11.22390827424212,0.0022733414,-0.016799763,0.023411741,-0.031072685,0.0050015887,-0.16802105,0.73,-1.15,-0.34,-1.25,-0.26,0.9,-0.13,-0.68,0.31,11
1971-12-01,8.7783854e-05,2.0212526e-06,5.181068e-05,6.9902206e-05,0.00010105187,2.8366907e-05,50.85287715268488,60.97855199616608,25.257478945428826,63.93593037109843,39.24814468418224,70.27844479569727,1010.8246,1018.1625,1014.1988,1019.335,1017.2543,1020.2525,55.439354,34.08061,40.561947,62.60583,71.09339,34.961437,26.925697,18.020584,24.768349,21.349789,25.834436,12.239229,-7.1415448e-06,0.00014428765,-3.8409485e-08,4.0937004e-05,2.056361e-05,-0.0001225802,22.721166679267288,16.513027076824645,29.366738031522587,22.89571379135136,37.108779610264165,12.470406126688603,0.017798526,-0.01815658,0.027774988,0.0061327103,0.00031730166,-0.1567547,-0.44,-1.23,0.47,-1.87,-1.76,0.4,-0.31,-0.79,0.45,12
1972-01-01,8.8258756e-05,3.166444e-06,5.029927e-05,6.564695e-05,9.950033e-05,2.861826e-05,43.23934081607671,68.27715579452803,25.541045369916706,58.00768156909852,32.34336174246735,69.20842840020508,1010.3942,1019.57513,1014.7554,1021.5972,1015.6193,1018.9096,54.010437,24.07516,40.512867,73.48156,75.73752,32.204086,26.400015,16.757444,23.839619,20.323101,26.500525,10.220581,-9.724811e-06,0.00016427258,7.724219e-07,4.2809563e-05,-2.2782333e-06,-0.00013292674,25.74268646456794,18.674718795678203,30.728175646132872,25.68774510480198,41.66269982021696,15.445359800127012,0.010765498,-0.04549131,0.04581277,0.009964142,0.007642848,-0.12532344,-1.63,-0.92,-0.19,-1.99,-2.46,0.8,-0.27,-0.08,-0.05,1
1972-02-01,9.184223e-05,4.1429585e-06,4.9796123e-05,6.60974e-05,7.6520635e-05,2.8158203e-05,37.93482973952309,73.37148677657643,25.22291403269829,50.96096383327369,26.256368003542804,65.72162371188253,1011.01404,1018.29175,1015.40906,1021.3576,1015.2287,1018.1664,49.102768,24.137333,42.7889,73.64363,70.409966,32.27186,26.080763,15.886544,23.057371,19.648632,27.350996,8.514153,-9.203501e-06,0.00013652154,1.1559172e-06,4.4864428e-05,-2.0541127e-05,-0.00011496822,29.193624432777785,14.43837208525268,34.9504713075798,26.97692363174372,37.44114783937148,16.68377466911067,0.014249695,-0.047898974,0.03833475,0.0187903,0.0047399504,-0.13205144,-2.15,-0.45,-0.08,-1.83,-2.27,1.8,-0.38,-0.06,-2.26,2
1972-03-01,9.18531e-05,5.1227803e-06,5.0678973e-05,7.0458074e-05,4.928635e-05,2.7060058e-05,36.63403774706454,74.6103748559729,26.52027191931496,49.55618217061253,25.811479535785764,65.28271308553181,1010.4978,1016.7002,1014.0022,1019.0948,1012.79266,1015.65063,52.001354,27.413204,43.12103,71.09107,68.80884,38.251232,26.145763,15.806433,22.80599,19.350975,27.736917,7.9714036,-5.9471827e-06,9.844413e-05,2.305487e-07,3.5494795e-05,-3.7056205e-05,-7.626647e-05,33.57641986605896,11.852587348416778,28.932921977643545,22.558357909361668,41.91321193926553,13.436220126844358,0.018531272,-0.033633154,0.025197314,0.00961988,-0.0013190359,-0.16757157,-3.12,-0.19,0.35,-2.09,-0.1,1.1,-0.5,-0.18,-1.87,3
1972-04-01,9.120333e-05,4.7837966e-06,5.0521754e-05,6.87478e-05,0.00012803648,2.8995706e-05,35.26241713471971,76.60540089568947,19.56437698017058,51.993000708479535,23.608561796793012,69.51500688371002,1010.5559,1017.25134,1014.0875,1021.3272,1010.1869,1015.4001,56.47806,27.889626,39.58883,72.09836,72.319374,31.148851,26.835154,16.4761,23.619844,19.975897,28.214628,8.651096,-8.122164e-06,0.00014827472,1.6513826e-06,4.0587292e-05,7.0282884e-05,-4.649059e-05,27.6118965345472,6.999773538223806,27.59544178291604,18.39829683535712,40.11828249742349,11.415477106082218,0.010456927,-0.049845364,0.035826188,-0.014627697,-0.007486988,-0.20284396,-3.04,0.07,-0.38,-1.65,-1.95,-0.2,-0.31,0.03,-0.01,4
1972-05-01,8.579662e-05,3.3956712e-06,5.349971e-05,7.044662e-05,0.00023562291,2.8431716e-05,36.01367494100285,71.09203611007118,15.834733710833984,56.03536147582835,18.96205721597879,69.74410034678415,1010.71564,1018.40106,1013.5939,1023.60925,1010.3034,1015.21826,64.340645,26.366123,43.6485,67.69018,75.710785,41.63335,27.307285,17.567095,24.281057,21.05064,27.766098,11.79718,-6.7011474e-06,0.0001899637,2.916953e-07,3.3827208e-05,0.00024301349,-1.9878731e-05,27.379396154401245,6.654472380138585,22.91491078852933,13.33570331950062,32.221754281043296,13.154270731678125,-0.0064102425,-0.050027423,0.030239286,-0.06346714,0.00951911,-0.32699478,-3.32,0.38,0.93,-1.57,0.21,-2.6,-0.46,-0.03,1.23,5
1972-06-01,8.8158136e-05,3.1305462e-06,5.0195442e-05,7.288079e-05,0.0002725945,3.078345e-05,44.63784587918453,58.45126945086307,16.578110159485,59.77384555347044,30.63291054213509,69.99223630428685,1011.81525,1018.3179,1014.01117,1024.2695,1009.51587,1013.91833,68.127884,28.919657,46.11497,63.485695,76.10979,50.45432,27.692272,19.679415,25.462248,22.909672,26.907885,17.115519,-6.3686757e-06,0.00021835678,6.528133e-07,3.815432e-05,0.0002884656,-2.5713096e-05,18.485458882165684,8.134902003125125,13.362502252539496,8.883878281787293,19.3975746133309,14.80483962467865,-0.027401619,-0.018838612,0.025137082,-0.08379706,0.0083243605,-0.24517204,-4.31,0.45,1.19,-1.87,-0.15,-0.9,-0.35,0.09,2.06,6
1972-07-01,9.329432e-05,3.8677646e-07,4.9969538e-05,6.9126516e-05,0.00030858722,3.2078042e-05,50.19028533639091,45.32751621321059,13.602138337555118,63.21008193775157,35.53701369561263,67.17727337976063,1012.1083,1019.82196,1015.222,1021.8249,1008.6593,1017.05316,69.65331,29.07047,49.09677,61.470795,74.2748,48.700607,27.855228,22.054068,26.46423,24.750925,26.11636,21.72794,-9.152562e-06,0.00025400866,1.8291058e-06,6.1171784e-05,0.00032479523,-5.951679e-05,17.83188167535183,8.56804613360045,7.244457084141443,7.994689445148199,10.91727797641665,13.054516779313138,-0.018716725,0.00039566666,0.027030269,-0.07732937,0.0087396195,-0.18399556,-4.77,0.85,0.21,-0.83,-1.13,-2.4,-0.4,0.25,-0.32,7
1972-08-01,9.131863e-05,5.839972e-07,5.0189847e-05,6.9191075e-05,0.00025248897,3.291514e-05,57.72559746004271,39.12460887892846,19.69376098917633,65.83932663030086,46.07256685130247,67.50537145899189,1011.6108,1018.1616,1013.9471,1021.57513,1008.54675,1016.1091,70.12361,34.641434,47.535217,56.513016,70.0821,51.857796,27.799335,23.063103,27.051222,25.886177,25.60731,22.88147,-8.40614e-06,0.00021562807,1.5148538e-06,5.4597935e-05,0.00025118183,-5.5958386e-05,14.051715297957449,8.56160857451914,6.2173602563000685,7.51758435896481,10.400590445260798,11.473598676787692,-0.020353574,-0.003345987,0.020928081,-0.07301762,0.008820425,-0.22762278,-4.91,1.09,1.57,0.25,-0.04,-0.8,-0.44,0.26,1.09,8
1972-09-01,9.251464e-05,2.0027103e-06,4.997508e-05,7.158295e-05,0.0002674602,3.201545e-05,61.99466304595025,41.1530031735385,29.07803490743608,68.42958286630794,50.946106419921925,68.98061448713138,1011.65204,1016.9872,1013.6472,1017.5533,1010.5752,1015.9033,70.11073,42.87958,46.6187,54.232178,71.380585,53.76463,28.048964,22.598705,27.353493,25.840706,25.6471,21.431917,-6.0579514e-06,0.000205052,6.438032e-07,4.742428e-05,0.00029140836,-7.018183e-06,15.71236981987628,7.279934981547048,9.26558655064278,7.770523192781424,17.7725340208736,12.19773052256819,-0.014560108,0.0043216734,0.0076156026,-0.081239335,0.0045331833,-0.22062841,-4.75,1.23,0.03,0.17,0.13,-2.2,-0.33,0.23,-1.61,9
1972-10-01,9.108039e-05,3.1967643e-06,5.0913568e-05,7.12688e-05,0.00015348934,3.0754803e-05,61.65700945113068,56.26468241444717,31.67752695817176,72.46250662915935,46.47457645232682,73.77134510283783,1011.0135,1016.0491,1012.9962,1017.17365,1012.59766,1017.1508,66.97412,42.085594,43.316586,49.735203,68.03816,49.523533,28.31486,20.941452,27.177212,24.666271,26.46361,18.230282,-5.0942563e-06,0.00013974073,3.444554e-07,3.4806373e-05,0.0001293341,-2.8340539e-05,16.887987748192785,5.565094319836821,18.985959895017047,9.494464403404804,23.33685309761157,15.766570434725866,-0.009333574,-0.0037811175,0.0033125654,-0.04883972,0.0070070727,-0.18347318,-4.5,1.54,1.7,0.11,-1.49,-1.5,-0.08,0.29,0.51,10
