,w_cluster1,w_cluster2,w_cluster3,w_cluster4,w_cluster5,w_cluster6,w_cluster7
1970-01-01,0.04258454,-0.16681147,-0.027333915,0.3527044,0.22827026,0.036207914,-0.011122882
1970-02-01,0.03989017,-0.17435569,0.00612098,0.23285067,0.07559037,0.024083316,-0.059261978
1970-03-01,0.03818375,-0.26151794,0.0044145584,0.28152862,0.100198746,0.038363397,-0.023696542
1970-04-01,0.014697969,0.025026321,-0.033575833,0.09229535,0.02354443,0.024487495,-0.027468622
1970-05-01,0.01388967,-0.06438124,-0.054007947,0.0041002035,-0.1760621,-0.14709783,0.005222857
1970-06-01,0.012587428,-0.08714849,-0.030028224,-0.036494672,-0.32384723,-0.024639547,0.021254241
1970-07-01,0.015730858,-0.07920015,-0.0022315383,-0.08764243,-0.39897484,-0.073901296,0.03845322
1970-08-01,-0.006228149,-0.013233423,-0.050774753,-0.06370765,-0.2590481,-0.032093883,0.018604815
1970-09-01,0.012273073,-0.079334855,-0.036494672,-0.017634213,-0.22640157,-0.0012435913,0.03629774
1970-10-01,0.024622202,-0.09765649,-0.039907515,0.08394283,-0.0903368,-0.017005563,0.0031571984
1970-11-01,0.02206254,-0.058408737,-0.056747258,0.084032655,0.0727613,0.026867509,-0.048529446
1970-12-01,0.016045153,-0.22720987,-0.025313139,0.2835494,0.34367833,0.04954493,-0.1053803
1971-01-01,0.03313923,-0.1206007,-0.031285584,0.3183489,0.016670465,0.044789076,-0.02618587
1971-02-01,0.028367043,-0.20177507,-0.0359174,0.3150271,0.19511363,0.051760256,-0.07259792
1971-03-01,0.044601917,-0.10960591,-0.030817688,0.16250354,0.044929445,0.04591191,-0.060620606
1971-04-01,0.02598095,-0.12551332,-0.015518546,0.0008099079,-0.10764092,0.057702124,0.030940294
1971-05-01,0.018261194,-0.03750813,-0.061088502,-0.025998712,-0.1861952,-0.01210314,0.06490719
1971-06-01,0.0118047,-0.030958056,-0.039519966,-0.08920705,-0.28645837,-0.01645428,0.040905774
1971-07-01,0.009886444,-0.030770898,-0.009670258,-0.06703037,-0.21740168,-0.00938952,0.031969607
1971-08-01,0.014565051,-0.039566755,-0.027916968,-0.11348921,-0.24350852,-0.028899431,0.039548993
1971-09-01,0.01746583,-0.08686775,-0.049859762,-0.036338508,-0.19667536,-0.039753914,0.0315485
1971-10-01,0.025653422,-0.118495345,-0.054725528,0.02738452,-0.16373777,-0.0037283897,0.012132168
1971-11-01,0.030706346,-0.07390791,-0.01074636,0.21672893,0.113565,0.033700705,-0.056784153
1971-12-01,0.038893998,-0.08527702,-0.06819999,0.2646382,0.40434223,0.048906267,-0.09786254
1972-01-01,0.022189856,-0.27018362,0.024964094,0.4248135,0.35828325,0.05676508,-0.029595852
1972-02-01,0.039708674,-0.3208391,0.0149460435,0.451888,0.16896743,0.02789247,-0.036634147
1972-03-01,0.03123182,-0.14724392,0.008370101,0.21576983,0.11959636,0.059282422,-0.0034461021
