,vo500_cluster1,vo500_cluster2,vo500_cluster3,vo500_cluster4,vo500_cluster5,vo500_cluster6,vo500_cluster7
1970-01-01,6.96701e-06,8.159698e-05,-1.2776172e-05,1.9497675e-06,0.00023050018,-4.838391e-05,2.0773994e-05
1970-02-01,7.206327e-07,8.0643375e-05,-1.305562e-05,1.3458488e-06,0.00023680279,-4.0581854e-05,2.103298e-05
1970-03-01,2.4362362e-06,8.236569e-05,-1.3225065e-05,2.6922617e-06,0.00021565847,-4.8714624e-05,2.1235861e-05
1970-04-01,-4.1783564e-06,4.1067025e-05,-7.0162496e-06,1.0025208e-06,0.000117591815,-2.550542e-05,1.4115521e-05
1970-05-01,-1.2336704e-05,4.442033e-05,-4.0348164e-06,-6.5364176e-08,0.000119601806,-1.8770952e-05,1.2643353e-05
1970-06-01,-1.917183e-05,1.4218165e-05,2.248238e-06,-6.954906e-07,3.219055e-05,-1.706425e-05,7.029525e-06
1970-07-01,-1.790248e-05,1.6182166e-05,1.998727e-06,-4.968419e-07,1.5072779e-05,-1.1707514e-05,1.057169e-05
1970-08-01,-1.6445272e-05,5.399799e-07,3.4526079e-06,-1.5145794e-06,-1.8266885e-05,-1.0465122e-05,2.6633238e-06
1970-09-01,-1.6269463e-05,1.47610635e-05,-1.7236128e-07,-8.2648313e-07,2.0503381e-05,-2.3785216e-05,8.637658e-06
1970-10-01,-1.39495205e-05,3.4668432e-05,-3.6975566e-06,-2.737147e-07,7.435784e-05,-2.9111154e-05,8.543862e-06
1970-11-01,-1.0738909e-05,5.4518896e-05,-1.0435376e-05,2.2429429e-06,0.0001456314,-3.3062774e-05,1.380858e-05
1970-12-01,1.4052508e-06,7.610335e-05,-1.7697435e-05,4.7246667e-06,0.00023512769,-4.6925255e-05,2.5101588e-05
1971-01-01,5.304233e-06,8.743585e-05,-1.4494922e-05,3.9931783e-06,0.00025138672,-4.5108995e-05,2.35383e-05
1971-02-01,4.6994737e-06,7.74052e-05,-1.7741013e-05,3.734735e-06,0.00023045958,-4.4685534e-05,2.194909e-05
1971-03-01,-1.4072464e-06,4.4269327e-05,-9.653945e-06,1.555166e-06,0.00011523556,-3.4841847e-05,1.0512473e-05
1971-04-01,-2.647142e-06,3.4392753e-05,-9.941547e-06,2.653442e-06,6.785957e-05,-2.8864051e-05,1.1630167e-05
1971-05-01,-1.2410151e-05,3.446581e-05,-4.139798e-06,1.0564486e-06,8.948805e-05,-1.13323595e-05,9.360973e-06
1971-06-01,-1.5838114e-05,1.0577937e-05,3.7745824e-06,-2.4132742e-06,1.2171445e-05,-1.3070977e-05,7.4791546e-06
1971-07-01,-1.1565561e-05,4.8761713e-06,2.74561e-06,-3.7310958e-08,-2.9142922e-05,-1.1276472e-05,3.4457669e-06
1971-08-01,-1.6910895e-05,7.5043235e-06,1.3286682e-06,1.798554e-07,-1.9927138e-05,-4.347285e-06,5.558455e-06
1971-09-01,-1.1211003e-05,2.8811299e-05,-1.574642e-06,1.6955519e-06,4.074937e-05,-2.3495275e-05,1.1992347e-05
1971-10-01,-1.509376e-05,3.3742745e-05,-3.2616722e-06,-1.03615214e-07,7.482097e-05,-3.0567928e-05,9.608924e-06
1971-11-01,-1.4889753e-06,5.3387386e-05,-9.2870305e-06,2.074312e-06,0.00012324414,-3.0031126e-05,1.2150536e-05
1971-12-01,3.1519662e-06,6.059572e-05,-1.5255468e-05,4.365154e-06,0.00018022099,-4.253024e-05,1.668626e-05
1972-01-01,2.4005708e-06,6.812503e-05,-1.6691438e-05,1.3066395e-06,0.00021024578,-5.647944e-05,2.5775069e-05
1972-02-01,6.5547456e-06,8.964875e-05,-1.6452821e-05,3.4710338e-06,0.00028366473,-4.8839065e-05,2.8772245e-05
1972-03-01,2.6929276e-06,6.018841e-05,-1.4344351e-05,1.9629338e-06,0.00016984399,-4.4148863e-05,1.9933326e-05
1972-04-01,2.0349432e-06,5.686741e-05,-8.774709e-06,4.840942e-07,0.00016300142,-2.5417867e-05,1.5381273e-05
1972-05-01,-1.7322444e-06,3.96059e-05,-7.309051e-06,3.1417924e-06,0.00011630512,-1.7994149e-05,1.4397315e-05
1972-06-01,-1.7707556e-05,2.9147188e-05,-4.9013e-07,-1.13214966e-07,6.111205e-05,-1.1820618e-05,1.115078e-05
1972-07-01,-1.8606914e-05,2.213203e-05,4.1176986e-06,-1.8256394e-06,3.321477e-05,-1.7157978e-05,7.882247e-06
1972-08-01,-1.0714982e-05,1.0061465e-06,3.0054775e-06,-9.129073e-07,-3.788274e-05,-2.1363219e-06,2.8146583e-06
1972-09-01,-1.6149053e-05,2.235155e-05,-6.989832e-07,-1.2371145e-06,5.8880243e-05,-2.0390804e-05,9.2474875e-06
1972-10-01,-8.746554e-06,4.0381135e-05,-7.640396e-06,-9.792291e-07,0.00012535571,-2.9954293e-05,1.5932263e-05
1972-11-01,-2.53664e-06,4.9693004e-05,-1.0463136e-05,8.447773e-08,0.00015639623,-3.2824744e-05,1.2722239e-05
1972-12-01,8.547661e-06,7.390153e-05,-1.6974118e-05,3.4232735e-06,0.0002596733,-5.2852898e-05,2.5547044e-05
1973-01-01,7.854461e-06,7.277392e-05,-2.0352358e-05,4.028419e-06,0.00026406354,-5.017347e-05,3.0865333e-05
1973-02-01,-3.741821e-07,6.978746e-05,-1.4508469e-05,1.2989916e-06,0.00020347755,-4.8728412e-05,2.1547723e-05
1973-03-01,-9.644336e-07,6.6932495e-05,-1.4215594e-05,3.7551279e-06,0.00017765912,-4.1785745e-05,2.0408708e-05
1973-04-01,-3.540792e-06,5.0983883e-05,-1.22481215e-05,3.4019308e-06,0.00013756414,-3.0535088e-05,1.3464436e-05
1973-05-01,-9.049783e-06,4.514309e-05,-7.3483698e-06,1.5559194e-06,9.881603e-05,-2.1975484e-05,1.4384772e-05
1973-06-01,-1.6565751e-05,1.5050808e-05,1.5462246e-06,-1.3373333e-06,4.7678506e-05,-1.4693618e-05,1.0283853e-05
1973-07-01,-1.6063603e-05,5.330784e-07,4.4564686e-06,-2.0156565e-06,-3.2795724e-05,-1.0710081e-05,2.5481754e-06
1973-08-01,-9.463759e-06,-3.3151657e-06,2.791725e-06,-1.973188e-06,-2.1893029e-05,-5.1651305e-06,3.7010182e-06
1973-09-01,-1.6123118e-05,1.7958924e-05,1.7893214e-07,2.3348669e-07,5.7342095e-06,-2.2575077e-05,5.1062525e-06
1973-10-01,-1.5853358e-05,3.6889513e-05,-4.5244456e-06,2.5147827e-07,7.8821264e-05,-2.550275e-05,1.0753191e-05
1973-11-01,-6.9330313e-06,4.8592236e-05,-9.687653e-06,3.7157283e-06,0.00012129922,-3.283014e-05,1.494791e-05
