,mgu200_cluster1,mgu200_cluster2,mgu200_cluster3,mgu200_cluster4,mgu200_cluster5,mgu200_cluster6,mgu200_cluster7
1965-01-01,-1.0519508,1.7630279,1.0793251,-1.8904488,-1.1034405,1.0526031,1.7265291
1965-02-01,-1.5974792,3.5772202,0.9574448,-3.5485415,-2.5288532,2.7719626,3.2275472
1965-03-01,-2.3225696,3.0812256,0.36564103,-2.9743361,-1.1666619,1.3377502,2.3515735
1965-04-01,-0.21638641,2.5545983,0.14958039,-1.548597,-0.8303505,1.9686604,0.9968767
1965-05-01,-0.839801,2.6504083,-0.38160935,-1.3977131,-0.15055808,1.872851,1.2960377
1965-06-01,2.859951,1.9970124,-0.1528389,2.8619063,0.16489677,2.8426795,0.9779755
1965-07-01,3.2343907,1.1761124,-0.11014862,3.6603203,0.93039626,2.107161,0.3907341
1965-08-01,2.7846723,1.5899842,-0.7397545,2.8469157,0.76289254,2.6002223,-0.19064179
1965-09-01,2.335931,2.3408191,0.014339447,2.296173,0.067783736,2.9345784,0.31806183
1965-10-01,1.5502262,1.7398903,0.3496727,-0.22355576,-0.5520462,2.039377,1.8207092
1965-11-01,0.3086113,2.5594869,-0.07397576,-0.9835159,-0.6054905,1.4775543,1.9728968
1965-12-01,-0.15055771,3.7215862,-0.10493393,-1.8255981,-2.440213,2.5816467,2.0791347
1966-01-01,-1.417297,1.8111728,0.6915806,-1.4018704,0.1920143,-0.21006775,2.3527522
1966-02-01,-0.57834166,3.1244204,0.4949711,-2.2112854,-1.3936638,2.8802173,1.8023106
1966-03-01,0.15361099,2.2007816,0.29672012,-0.7004425,-1.2298775,2.2857928,2.1446545
1966-04-01,-1.6296619,2.378682,0.11783447,-1.137645,0.20580025,-0.52877885,1.8499037
1966-05-01,-0.2166317,2.354065,-0.5425644,-0.5517548,-0.30952072,2.4013302,0.9423481
1966-06-01,2.2316353,1.2558082,-1.004055,2.466976,1.8712391,2.0573452,0.80416334
1966-07-01,2.79816,0.7339218,-0.23140259,3.7510116,1.97299,2.3222268,-0.23435593
1966-08-01,3.836351,0.8753891,-1.0418022,3.281971,1.6710186,2.0724442,0.010175323
1966-09-01,1.1035092,2.5299962,-0.21663132,1.3621542,0.6423458,1.3152173,0.7943161
1966-10-01,-0.23041764,3.653199,-0.2681633,-2.4443283,-2.0412621,3.9472928,1.4875377
1966-11-01,-0.42276,3.7480576,-1.1730934,-2.598268,-2.5726664,3.3351448,1.2892869
1966-12-01,-1.109417,3.9364612,0.06925659,-3.067636,-1.5075604,1.9313049,2.686562
1967-01-01,-0.20376435,3.7728906,0.2729904,-3.062004,-3.3238919,3.651416,1.6676605
1967-02-01,-0.14335251,3.7751763,0.8970169,-2.4807556,-2.2835228,2.7782364,2.4748776
1967-03-01,-1.4534485,3.2327862,0.78827745,-2.2205002,-1.9269364,2.575454,2.219194
1967-04-01,-0.57667696,2.248256,0.30727768,-1.055064,-1.3189113,1.7760731,1.6849674
1967-05-01,1.0086949,2.1832738,-0.24654083,-1.2950737,-2.6557832,2.7854211,1.2980125
1967-06-01,2.7534199,1.3492801,-0.32850343,2.9663265,1.8890572,1.4315693,0.23282623
1967-07-01,2.98396,0.98224413,0.13878098,4.1925,3.632803,1.7963188,-0.3467903
1967-08-01,3.1410277,0.93260956,-0.24588776,3.8430972,3.0208595,2.5934136,-0.5097351
1967-09-01,2.5215735,1.5804737,-0.61455613,3.2256026,2.3844254,2.4716122,0.48263246
1967-10-01,-0.22596855,2.7775836,0.01600113,-1.0449413,-1.114495,2.6969275,1.4821835
1967-11-01,-1.7701957,3.9645722,0.15902671,-2.2273567,-2.5666363,2.0513496,2.3367496
1967-12-01,-2.6038628,3.6866822,0.3102169,-3.5266762,-1.8874248,0.11298446,2.8409336
1968-01-01,-2.564045,3.802124,0.6425613,-3.3739922,-2.0925179,2.9980102,2.11768
1968-02-01,-2.923616,4.236089,0.5506622,-4.6069655,-2.1884274,1.9849373,2.8933482
1968-03-01,-0.029174041,2.1836865,0.8515213,-1.8558419,-1.6180725,2.664331,2.3470619
1968-04-01,-0.19036178,1.5786871,0.21187744,-1.1396157,0.17832717,0.657148,1.5848866
1968-05-01,-1.1888473,2.8342705,-0.51711196,-1.6968422,-0.7968197,2.097258,0.6411022
1968-06-01,2.4378662,1.7427918,-0.35154876,2.9487793,1.8018696,2.2857964,-0.01750412
1968-07-01,2.2300003,1.2118225,-0.15681152,3.3397133,2.718668,2.1468544,-0.4441765
1968-08-01,2.5797265,1.2504776,-0.6859581,3.1322122,1.983114,1.9969718,0.62979734
1968-09-01,2.366754,1.713253,-0.32201004,2.7872272,1.2358906,2.248235,0.1560814
1968-10-01,-0.3858284,3.4677148,-0.13857727,-1.6993958,-0.97077024,2.1209621,1.4466743
1968-11-01,-0.25600356,2.6150994,0.38145217,-1.6184365,-1.0400593,0.9219036,1.9338825
1968-12-01,-1.2267739,3.2244751,0.23412247,-2.1625352,-2.0374513,0.78551406,2.6712599
1969-01-01,0.45479888,2.1854222,0.39177018,-1.550827,-1.634423,2.018895,2.3973966
1969-02-01,-1.0691589,2.8030994,0.81273305,-2.6451964,-0.983905,0.81173784,2.9089208
1969-03-01,-1.0860767,0.9470829,1.4622558,-0.7125511,1.3109878,-0.54104805,1.6642783
1969-04-01,-1.1945518,1.6732349,0.6631237,-2.393084,-0.971299,1.1693405,1.4629192
1969-05-01,-0.23453179,1.9469103,-0.07696076,-0.3028675,0.017250061,1.7067394,0.5476826
1969-06-01,3.1019862,1.8327961,-0.6392395,2.2882583,-2.6030679,3.4655597,0.917559
1969-07-01,2.1131058,1.8012817,-0.5652641,2.969295,2.9039452,2.2282155,-0.593129
1969-08-01,2.62264,0.71752703,-0.7938248,3.761129,2.089553,2.0517356,0.15358964
