,ssta20_cluster1,ssta20_cluster2,ssta20_cluster3,ssta20_cluster4,ssta20_cluster5,ssta20_cluster6,ssta20_cluster7
1965-01-01,1.3621216,-14.542786,0.34375,-5.938202,-2.493866,-0.6661682,-0.9874878
1965-02-01,1.441742,-16.996918,0.018707275,-6.880951,-2.5329895,-0.5760498,-0.945282
1965-03-01,1.5006104,-16.053894,0.45578003,-5.869568,-1.8868408,0.47125244,-0.5227051
1965-04-01,1.9560547,-14.542114,1.2460327,-4.5968018,-1.0401917,1.1766968,0.92071533
1965-05-01,1.5721741,-8.731384,2.0851135,-0.68362427,0.77734375,1.6669922,2.3006592
1965-06-01,1.3062744,-3.1195068,1.2478943,2.7956848,1.8676147,2.2488098,0.65512085
1965-07-01,1.7028198,0.3695984,0.9319153,5.17511,2.0071716,2.2037659,-0.51605225
1965-08-01,1.7438354,0.007446289,0.62716675,6.748413,0.7404175,2.003296,-1.0932617
1965-09-01,1.3204651,-1.5346069,1.0200806,7.214203,0.58898926,2.4321594,-0.5775757
1965-10-01,1.4090576,-4.13739,1.9933472,5.836853,1.6036682,2.4334412,1.6750183
1965-11-01,1.4803467,-8.612671,1.4968262,1.8525696,0.7663269,1.3680725,1.2393494
1965-12-01,1.3187866,-12.047394,0.74050903,-2.5336914,-1.134613,0.03945923,-0.21054077
1966-01-01,1.3542175,-13.816437,0.2341919,-5.2333374,-2.4617615,-0.4335022,-0.8389282
1966-02-01,1.3369141,-15.783844,0.4826355,-5.854309,-2.8875732,-0.5809326,-0.9677124
1966-03-01,1.7457886,-14.109711,0.7906494,-4.7288513,-2.6173706,0.7331543,-0.48721313
1966-04-01,2.3989868,-13.044495,1.6546631,-3.3247375,-0.9555664,1.1508789,1.2018127
1966-05-01,1.7261658,-7.461029,2.2556763,0.24304199,0.56832886,2.2597046,2.1366577
1966-06-01,1.6221619,-2.55542,1.7714233,3.3095093,1.4491882,2.3488464,0.8682251
1966-07-01,1.8439331,0.99923706,1.0985718,5.605438,1.941742,1.5458679,-0.6296387
1966-08-01,1.6470032,1.8507385,0.6782532,7.6380005,1.0030212,2.3323364,-1.2809143
1966-09-01,1.4645691,0.01928711,1.2467346,7.6068726,1.6138611,2.669342,-0.027618408
1966-10-01,1.3978882,-3.2416077,1.6192932,5.1342163,1.9662476,2.6898804,0.9954834
1966-11-01,1.4082031,-5.7330933,1.2034607,1.4369507,-0.20098877,1.4561157,0.46920776
1966-12-01,1.1668701,-9.941681,0.42053223,-2.8140259,-1.9113159,0.3852234,-1.1291809
