,msl_cluster1,msl_cluster2,msl_cluster3,msl_cluster4,msl_cluster5,msl_cluster6,msl_cluster7
1970-01-01,1030.4255,1011.76184,1014.19653,1020.27783,1016.6787,1017.3329,1024.3451
1970-02-01,1022.37823,1011.3291,1013.2739,1017.6741,1015.13074,1016.9707,1023.59204
1970-03-01,1019.38544,1010.11304,1010.4713,1016.53864,1011.8603,1012.95953,1021.40765
1970-04-01,1015.0071,1010.02026,1009.6004,1015.3904,1009.1463,1018.5493,1022.85767
1970-05-01,1006.7366,1008.3435,1005.5599,1009.97797,1003.8227,1014.3421,1019.0123
1970-06-01,1004.4455,1008.8126,1003.8557,1007.226,1000.1027,1012.53186,1015.9435
1970-07-01,1000.0903,1009.8466,1004.02814,1004.28235,998.3571,1007.93225,1012.1715
1970-08-01,1002.32214,1008.9285,1004.03394,1005.35986,999.50287,1012.75433,1014.04376
1970-09-01,1010.1275,1009.22266,1005.8622,1011.1015,1003.56604,1013.2484,1016.9258
1970-10-01,1018.5735,1010.25146,1009.5495,1016.6958,1010.51764,1021.0173,1022.59125
1970-11-01,1024.6505,1010.38745,1012.43384,1019.6086,1015.34186,1022.71936,1025.9689
1970-12-01,1027.954,1010.9154,1013.813,1021.1065,1017.37054,1019.41974,1025.3201
1971-01-01,1030.3975,1010.4961,1013.34705,1024.0326,1016.96265,1019.45087,1026.4943
1971-02-01,1019.6583,1009.6499,1011.5111,1015.87225,1013.5502,1014.81854,1021.17786
1971-03-01,1016.75586,1010.75037,1011.59326,1017.1094,1013.4729,1018.8584,1024.5581
1971-04-01,1010.6964,1008.98706,1008.2602,1013.0348,1007.8435,1014.248,1019.01624
1971-05-01,1008.3083,1008.4872,1005.7914,1010.25916,1003.93756,1013.96234,1017.6881
1971-06-01,1001.3053,1009.4705,1003.3,1004.55475,998.4471,1009.25354,1011.86487
1971-07-01,1000.1979,1008.94684,1003.3812,1004.251,998.01605,1008.06616,1011.03125
1971-08-01,1003.0537,1009.2559,1004.755,1006.3104,999.9394,1010.6251,1013.0707
1971-09-01,1012.3587,1009.72675,1006.8322,1012.78925,1005.121,1012.97394,1018.27423
1971-10-01,1020.0248,1011.3587,1010.56415,1018.0838,1011.4348,1020.4264,1023.74493
1971-11-01,1026.8702,1012.0108,1014.4659,1019.92365,1016.6283,1025.6505,1027.9033
1971-12-01,1025.4613,1010.58545,1013.5782,1018.5062,1016.64886,1023.1206,1024.8624
1972-01-01,1025.6248,1011.1746,1014.0742,1022.8281,1016.96564,1015.93335,1023.397
1972-02-01,1025.6575,1010.29913,1011.7558,1023.5683,1015.8217,1010.8481,1021.9413
1972-03-01,1014.8566,1010.79736,1011.22345,1017.42017,1012.0125,1014.9459,1021.1697
1972-04-01,1011.0773,1009.9089,1009.4093,1013.22,1009.2514,1014.9307,1020.2427
1972-05-01,1005.02356,1009.7214,1006.66785,1010.9013,1005.3953,1012.56055,1018.5921
