,sst_cluster1,sst_cluster2,sst_cluster3,sst_cluster4,sst_cluster5,sst_cluster6,sst_cluster7
1970-01-01,28.487427,12.191467,27.60257,22.022675,25.295074,26.456299,26.778656
1970-02-01,28.73227,10.360779,28.080902,21.532959,24.529022,26.771423,26.546722
1970-03-01,29.129517,10.718231,28.805115,21.768005,25.407684,28.663574,27.772003
1970-04-01,29.972015,13.312927,30.164703,24.830688,27.936768,29.34491,29.780884
1970-05-01,29.448242,18.466156,30.60379,27.519897,28.84076,29.881104,30.071198
1970-06-01,29.041168,22.770142,29.058228,29.577362,29.529846,29.980804,27.924377
1970-07-01,28.878998,26.284302,27.693481,32.03827,28.83612,29.34906,26.070435
1970-08-01,28.45642,27.945557,27.253357,33.85965,28.222961,29.103699,25.16748
1970-09-01,27.99411,24.661255,27.153137,34.289948,28.01477,29.201843,25.669586
1970-10-01,27.934204,21.427063,27.973969,31.299072,28.046295,29.53656,27.277649
1970-11-01,28.159943,19.671783,27.571045,28.579895,27.118011,28.539612,27.501831
1970-12-01,28.378448,17.427338,27.078766,25.572998,25.996582,27.338593,26.392242
1971-01-01,28.283173,13.9982605,26.817596,22.248322,24.291077,26.544312,25.967163
1971-02-01,27.95111,10.9296875,26.942596,21.25116,24.384949,26.848724,25.6875
1971-03-01,28.515411,10.925232,27.848358,22.3768,25.268951,27.547424,26.674286
1971-04-01,29.724579,13.151306,29.422668,24.914185,27.230194,28.475403,28.596466
1971-05-01,28.974976,19.014221,30.192017,28.603882,29.115814,29.260101,29.606964
1971-06-01,28.824768,23.712433,28.565826,30.490967,29.720123,29.427612,27.355194
1971-07-01,28.67157,26.095154,27.419434,31.76239,28.521362,28.387451,25.498749
1971-08-01,28.327667,27.166443,26.963348,33.9252,28.14679,28.44873,25.045135
1971-09-01,27.89627,25.729492,27.342834,32.847504,27.666992,29.308502,26.159882
1971-10-01,27.906158,21.727997,27.617584,30.838348,27.665527,28.936432,26.985107
1971-11-01,28.077637,18.787903,27.660583,27.761383,27.040436,27.946198,26.733093
1971-12-01,28.051422,15.207916,27.299866,24.410156,25.64154,26.931732,26.408936
1972-01-01,28.077972,11.240051,27.188446,20.929718,24.285065,26.341492,25.867065
1972-02-01,28.406067,9.493042,27.123901,19.102356,23.717865,26.046875,26.148285
1972-03-01,28.760895,9.324219,27.835022,20.232422,25.099976,27.256836,26.970856
1972-04-01,29.445282,12.6006775,29.406067,23.44046,27.04306,28.677704,28.968475
1972-05-01,29.499298,18.230988,30.335266,26.517944,28.193726,29.752289,30.082275
1972-06-01,29.226715,22.8154,29.36731,29.752289,29.112427,30.040192,28.73462
1972-07-01,28.683899,24.546173,27.549042,32.011047,28.799164,29.0531,25.996185
1972-08-01,28.106201,26.01532,27.233887,33.244904,26.905823,28.535645,25.273102
1972-09-01,28.06314,22.674347,27.971344,33.14496,27.341492,28.884308,26.632263
1972-10-01,28.370178,19.801056,28.970856,31.591125,28.264984,29.56961,28.444305
1972-11-01,28.77478,16.653748,28.769043,28.019165,27.259216,29.054077,28.284576
1972-12-01,28.893372,12.589661,28.124847,23.747986,26.138702,27.151154,27.299896
1973-01-01,28.665985,9.553589,27.0495,20.254913,24.484467,26.421844,25.803406
1973-02-01,28.616455,9.24823,27.149506,19.960266,24.086914,26.729584,25.992218
1973-03-01,29.493164,9.801147,28.245117,21.378204,25.122345,27.864532,27.053864
1973-04-01,29.992676,12.259369,29.651886,23.936432,26.964539,29.031982,29.114044
1973-05-01,29.45044,18.36853,30.275665,27.655304,28.849945,29.802856,30.114502
1973-06-01,28.948486,23.07721,28.427155,29.085876,29.245087,30.152374,27.632996
1973-07-01,28.691711,26.411163,26.968903,32.132935,28.358704,29.218872,25.377197
