,mpi_cluster1,mpi_cluster2,mpi_cluster3,mpi_cluster4,mpi_cluster5,mpi_cluster6,mpi_cluster7
1970-01-01,80.7430983335172,41.31226230217265,15.140435239603642,55.16849519277758,73.4150706349575,68.13644667058911,63.55452574274199
1970-02-01,77.24007237611087,28.18498470225273,0.0,45.91616603769947,73.68645592292204,69.24369503793548,55.09093415913857
1970-03-01,83.9427312800769,30.863624667582197,0.0,60.047396967078456,79.88076256929989,80.11303012283302,61.08472449375771
1970-04-01,80.60486863372967,49.79858776324185,0.0,77.7084867161306,79.55248240702599,87.1658239110815,70.6023404708976
1970-05-01,75.63199591523028,62.29069186615077,0.0,68.90223225694537,72.71486213590934,78.73375142590675,67.57312401323178
1970-06-01,73.44907302070986,68.52989901131706,18.036621045092396,54.60011346894729,64.2470650211607,66.50163880922706,65.12755884402557
1970-07-01,76.19876041951885,74.94485429410888,37.45979425404432,38.40746045946826,65.73554926668521,51.028651247145234,61.83314442227818
1970-08-01,75.68459494125293,84.76944601022205,53.72561248761104,14.59377479905178,65.06659359809554,44.07412466882197,61.65525577776094
1970-09-01,74.00716156814481,99.10007213272368,40.44840532888213,39.07853888383289,65.72240497982203,53.478753067120444,63.17394444098474
1970-10-01,75.06227768891509,97.39431748556763,38.57074145472117,67.50958539817896,71.95918944236091,66.04552257782652,74.25641479076612
1970-11-01,74.90841388249044,88.0866474728363,40.31660892754162,67.84021708683571,76.52972430163773,77.74165900634888,77.23821997901847
1970-12-01,80.94167153694475,69.13711500778912,47.85548836058872,56.93795160486653,79.46021014737192,73.17399023877377,67.33415528282426
1971-01-01,81.05085508783479,39.41788547469639,24.279872294379814,52.86383233287449,76.74003441345928,64.65900735094152,53.66961556771919
1971-02-01,80.03965261983562,29.14065310560508,12.117636211247557,47.47921499159251,78.293780681219,73.09896735602571,52.3670650793987
1971-03-01,82.55255168671572,38.46604983794477,0.0,62.472209220059746,77.14123872506286,81.33596038470006,61.84703832703528
1971-04-01,81.66866008687654,51.547715045148834,0.0,69.3414997176924,82.0799006349373,85.88898834837858,63.80884944414297
1971-05-01,79.38906043358881,71.54442952903935,0.0,73.90830701902267,75.27568382589978,80.97755277000037,71.1898105619448
1971-06-01,80.43472615386976,77.41242471610722,29.17589438188662,60.901862600824956,70.29398051305469,70.6561869588939,64.1232485925358
1971-07-01,75.8066447060313,71.10054781918491,32.70562952417897,40.14258617484299,68.16798813005286,57.08470772216431,62.47197959818485
1971-08-01,73.24609003075913,86.4001135756002,52.17431237055263,28.83605825717952,70.00254393746187,47.63138891852246,59.71659778768268
