,mgu600_cluster1,mgu600_cluster2,mgu600_cluster3,mgu600_cluster4,mgu600_cluster5,mgu600_cluster6,mgu600_cluster7,mgu600_cluster8,mgu600_cluster9,mgu600_cluster10,mgu600_cluster11
1965-01-01,1.2875646,0.7707138,1.2106562,1.3198268,0.7563747,-0.97699773,0.48882484,-0.30828553,-2.408277,-0.4115904,0.94701654
1965-02-01,0.9861225,0.89683074,0.4621025,1.6685219,1.0705265,-0.8974823,0.80069506,-0.13687095,-2.7084153,-0.695109,0.8727152
1965-03-01,0.9378918,0.96819913,0.6335171,1.0917088,1.1151726,-0.8521845,0.4363575,-0.43049163,-2.8752675,-0.46666488,0.69706404
1965-04-01,1.8982697,0.19520417,0.77592814,1.2478069,0.8280693,0.46699065,0.33370438,-0.5223907,-2.382858,-0.43472824,0.192597
1965-05-01,1.3006,0.06387291,0.30046424,0.7544197,0.9147545,-0.016620064,-0.08570747,-1.1829561,-1.6476654,-0.49371338,0.7319336
1965-06-01,0.87662584,0.012709427,0.7537678,0.6116829,-0.4591694,-0.09059544,-0.28384438,-0.16717796,-1.1005077,-0.26266176,1.0460854
1965-07-01,-0.84729654,0.83752,0.90204465,0.33500785,-0.16913338,0.5683403,-0.14795074,-0.020530319,0.3930153,-0.4405941,0.5103329
1965-08-01,-0.046601485,-0.064524844,0.6674091,0.18933792,0.18542786,1.0174072,-0.32197267,-0.7514866,-0.14175911,-0.65241814,0.85218465
1965-09-01,-0.10917091,0.0061920164,0.8466446,-0.0485569,-0.41484946,0.20921707,-0.036499023,0.18901214,0.02281189,0.112104036,0.9812344
1965-10-01,1.0216439,-0.33696327,1.0698745,0.641338,-0.34543648,0.018249322,0.37509155,0.2013958,-0.9668953,0.41876012,0.78407514
1965-11-01,1.3289518,-0.010102081,1.5515301,0.47155303,0.4783966,0.5380331,0.4950165,-0.7006489,-1.6685219,0.20530644,0.6459007
1965-12-01,1.3941284,0.08472939,1.6010643,0.7651741,0.36140442,-0.15707569,0.58724177,-0.44841498,-2.2280636,-0.31806183,0.25614434
1966-01-01,0.22155532,0.8842518,2.0163167,0.34135932,1.2498996,0.051860046,0.6446434,-0.26783562,-2.0780234,0.3745106,0.24846992
1966-02-01,1.4110603,0.46017838,1.1501179,1.2374271,0.7644474,0.20153312,0.56980705,-0.44573632,-2.475182,-0.4322788,0.40602034
1966-03-01,1.2935541,0.41783637,1.2344726,1.2223285,0.67057383,-0.5235268,0.7001144,-0.28326225,-2.275618,-0.14474945,0.53928185
1966-04-01,1.5725495,0.43753052,0.9590877,1.1986958,1.1553692,-0.30788,0.40766144,-0.8681679,-2.2267118,-0.15722199,0.09485855
1966-05-01,1.3506664,0.07122612,1.084472,0.517947,0.071554184,-0.5310761,0.22779159,-1.0785637,-1.8223326,-0.46838418,0.5934399
1966-06-01,0.1027359,-0.22188339,0.71488494,0.83468896,-0.25208053,0.7424561,-0.0469368,0.38731116,-0.5524109,-0.39289093,0.7181671
1966-07-01,-0.24321823,0.435561,1.1438812,0.18709107,-0.5625862,0.26455307,-0.23829499,0.13523063,0.46510163,-0.35186234,0.77954596
1966-08-01,-0.27046165,0.3886242,0.81466675,0.28588828,0.2225399,0.14409295,-0.3229782,-1.1107299,0.18906021,-0.21564713,0.9462868
1966-09-01,0.38599816,-0.13752823,0.21860084,0.1349022,-0.02494545,0.21072349,0.011159897,0.088293836,-0.32593232,-0.15295486,0.74541014
1966-10-01,1.2357857,-0.44245377,0.83370435,0.766745,0.04004402,-0.6535057,0.32068062,-0.5277939,-1.1363319,-0.24879837,0.78512573
1966-11-01,1.571893,-0.54453313,1.8650023,0.38041878,0.108644105,0.49300116,0.48807794,-0.63020134,-1.6194862,-0.51335144,-0.09846916
1966-12-01,1.641478,0.021006774,2.1190524,1.3634675,0.6988014,-0.14606246,0.73753244,-0.5904854,-2.5592086,-0.048578262,0.2382948
1967-01-01,1.3505863,0.6550476,0.9107317,1.8475864,1.401527,-0.3144619,0.6792118,-0.9202015,-2.7165203,-0.4545494,0.9495903
1967-02-01,1.6003926,0.81603396,1.4482229,2.013144,1.4635708,-0.58288115,0.68280375,-0.9149769,-2.9699187,-0.7579088,1.7094581
1967-03-01,1.029267,0.7954613,1.1739258,2.1512723,1.2513168,-0.2818075,0.50842935,-0.469244,-2.8775065,-0.5051638,0.11396389
1967-04-01,1.658191,0.6393734,0.89734304,1.3923839,1.3914047,-0.9064865,0.49928626,-0.7490921,-2.7462358,-0.81995237,0.7957878
1967-05-01,1.5174503,-0.032328032,-0.13518906,0.99334717,0.90191495,-0.75692904,0.11135177,-0.79807395,-2.062779,-0.95350873,0.58190155
1967-06-01,0.5515331,-0.24164239,0.40556756,0.040818024,-0.20996818,0.23347893,0.0029388429,0.40850678,-0.5685135,-0.2315197,1.1386592
1967-07-01,-0.8849346,0.5276955,1.0694317,-0.6681091,-0.3804241,1.1520475,0.026776504,-0.27168465,0.622393,0.27005196,0.55512464
