,sst_cluster1,sst_cluster2,sst_cluster3,sst_cluster4,sst_cluster5,sst_cluster6,sst_cluster7,sst_cluster8,sst_cluster9,sst_cluster10,sst_cluster11
1965-01-01,212.26402918497723,90.81525802612305,154.37442064285278,118.62069005551545,406.8800735473633,273.66976737976074,87.30764985084534,146.46564282869036,154.68960930319392,199.24066983736478,464.5405960083008
1965-02-01,215.33853212992352,92.64914194742839,155.5916666984558,119.21943166981572,387.50804901123047,232.58848190307617,88.35813999176025,148.3095972161544,158.7169759413775,203.5380143385667,468.896484375
1965-03-01,219.70829963684082,94.70558802286784,160.52680015563965,121.65356511655061,411.3542175292969,259.2890739440918,89.53253626823425,147.90251882452714,161.70795665067783,212.65340951772836,487.07672119140625
1965-04-01,235.8750343322754,98.56374104817709,170.54537534713745,126.63100698719853,447.50755310058594,300.1880407333374,92.58771538734436,151.5897048147101,170.70883582620058,221.7328878549429,506.9089126586914
1965-05-01,245.53435643513998,98.39920043945312,178.9268970489502,129.2186985845151,526.5298843383789,437.576961517334,91.61297082901001,151.93653106689453,169.7411817662856,226.61232581505408,559.1548538208008
1965-06-01,227.63808568318686,95.4433822631836,179.44872379302979,125.71439328400984,592.1131896972656,559.4605922698975,89.81907963752747,151.27164941085013,159.04360378489773,225.4935337946965,582.4558639526367
1965-07-01,214.31905428568524,94.1364351908366,173.33215475082397,121.44278650698453,625.0637054443359,640.0067329406738,88.6289894580841,150.0819256431178,153.56135648839611,220.92496431790866,588.0410003662109
1965-08-01,207.79617627461752,93.9176114400228,166.14500284194946,119.28553373917289,655.7978057861328,639.5666122436523,88.07265162467957,148.96176990709807,153.9616304285386,218.35450392503003,562.3882293701172
1965-09-01,216.54354731241864,95.34121831258139,169.14994716644287,121.39434814453125,656.4667510986328,612.3907089233398,89.44373726844788,150.83971525493422,157.49304154339958,224.28644620455228,571.5074920654297
1965-10-01,234.44147109985352,96.3051732381185,179.0557622909546,126.67470185653022,629.5711517333984,544.5231914520264,90.26642441749573,149.15238430625513,163.51622413186465,225.81546490009015,573.0144500732422
1965-11-01,233.60474904378256,95.88554382324219,176.05559825897217,126.28550322159477,555.984001159668,432.0934295654297,90.58229923248291,148.74886964496812,168.56169981115002,218.2241439819336,545.6507110595703
1965-12-01,222.8767236073812,93.96938959757487,164.42474126815796,122.56853684135105,475.50487518310547,354.8370838165283,89.18285965919495,148.24051104093851,163.04928274715647,207.28378295898438,511.4919662475586
1966-01-01,217.86789894104004,93.47855885823569,157.33392238616943,121.07223842454992,425.1933288574219,314.24896717071533,89.18874859809875,148.29479016755755,160.95669690300434,204.1145471426157,488.99627685546875
1966-02-01,219.98144785563153,94.26780064900717,157.82132148742676,122.52497465714164,416.3124465942383,267.9647445678711,90.59762954711914,151.1455033954821,163.47227657542507,203.9977587186373,478.7643051147461
1966-03-01,223.96100362141928,97.03062693277995,160.72099208831787,123.80225140115489,444.0711212158203,313.91711235046387,91.8015718460083,152.4024260671515,167.45223999023438,214.54701056847205,485.28953552246094
1966-04-01,238.74799410502118,100.28324127197266,172.32452630996704,128.1688690185547,476.69288635253906,341.3919687271118,93.51213574409485,153.67497895893297,176.01264504825366,223.33729083721454,516.5513229370117
