,sst_cluster1,sst_cluster2,sst_cluster3,sst_cluster4,sst_cluster5,sst_cluster6,sst_cluster7,sst_cluster8,sst_cluster9,sst_cluster10,sst_cluster11
1965-01-01,25.236298,27.511078,24.63205,27.752075,21.613342,11.975891,27.745087,28.088867,25.938843,26.414337,23.07129
1965-02-01,25.537659,27.96164,24.779755,27.838379,20.501648,9.825836,28.13327,28.7919,27.02008,26.792572,23.241943
1965-03-01,26.01767,28.621765,25.717804,28.346832,21.21167,10.958984,28.59082,28.415192,27.76654,27.920715,24.409027
1965-04-01,28.040466,29.769379,27.33194,29.424591,22.375732,12.992767,29.590729,28.605286,29.103241,29.453033,25.279694
1965-05-01,29.522888,29.330292,28.721039,29.942993,25.848022,18.714355,29.419586,28.622253,29.090271,29.776855,28.440643
1965-06-01,27.371857,28.151245,28.83081,29.349243,29.26242,23.874634,29.016418,28.187164,27.187225,29.229004,30.173523
1965-07-01,25.438873,28.139252,28.03946,28.242554,31.543182,26.921295,28.776917,28.101837,25.940826,28.840302,30.737854
1965-08-01,24.421997,28.157227,26.868896,27.772522,33.275085,26.451263,28.68863,28.378754,26.25766,28.275482,28.914154
1965-09-01,25.39447,28.09085,27.203217,28.166687,32.957733,25.061646,29.25592,28.414185,26.862427,28.794891,29.47348
1965-10-01,28.067902,28.520966,28.519958,29.423584,31.6315,22.746979,29.154144,28.22409,27.95166,29.096252,28.852264
1965-11-01,27.942657,28.897675,28.202637,29.323792,28.6008,18.470856,29.231995,28.571869,29.100769,28.576355,27.246613
1965-12-01,26.395386,28.417664,26.154877,28.499512,24.937408,14.962677,28.672638,28.513489,27.677216,27.26706,25.640442
1966-01-01,25.6445,28.3349,25.054993,28.280457,22.713043,13.225769,28.67984,28.69345,27.148804,27.309692,24.725677
1966-02-01,25.965729,28.413574,25.059021,28.524017,22.209778,11.432526,29.020233,29.278961,27.784729,26.988953,24.088776
1966-03-01,26.455902,28.980927,25.581482,28.666748,22.873932,13.265106,29.44284,29.543701,28.670776,28.291534,24.614746
1966-04-01,28.354584,30.269379,27.57898,29.476624,23.863342,14.643341,29.92746,29.52353,30.125153,29.399475,26.055511
1966-05-01,29.300629,29.607239,28.59967,29.796844,26.97937,20.0625,29.699036,29.320312,29.365173,29.920929,28.790802
1966-06-01,27.684387,28.671783,28.839722,29.440826,29.70105,24.670715,29.385345,29.240112,28.08075,29.517487,30.95874
1966-07-01,25.646515,28.374237,28.400482,28.36618,31.466064,27.849792,29.473602,29.31778,26.781189,28.387878,31.15744
1966-08-01,24.72116,28.028809,27.06308,28.013184,33.609833,28.336426,29.228027,28.62387,26.028778,28.567902,30.130707
1966-09-01,25.988434,28.16043,28.041412,28.353058,33.228058,26.478119,29.0979,28.273895,26.483643,29.007141,29.315765
1966-10-01,27.271362,28.204803,28.800873,29.011688,31.07019,23.496216,29.157928,28.302643,27.572937,28.966797,29.127655
1966-11-01,27.176056,28.49176,27.130157,28.489746,28.47409,21.200684,28.62741,28.423157,28.340454,28.482666,26.983917
1966-12-01,25.46347,28.157898,25.524994,28.020233,25.124573,16.978241,28.804413,27.77414,27.344482,27.472565,24.50177
1967-01-01,25.155365,28.227936,24.300964,27.58487,22.491486,13.420044,27.938446,28.959137,25.989258,26.89975,23.372437
1967-02-01,25.386261,28.065155,24.510315,28.040619,21.322052,10.685028,28.07669,28.86499,26.421448,26.698914,22.905151
1967-03-01,26.988892,28.278503,26.46051,28.67517,21.15979,11.181854,28.902557,29.089355,28.044128,27.511261,24.058075
1967-04-01,28.31308,29.71939,27.50473,29.661804,22.159943,13.9313965,29.999847,29.401855,29.959778,29.378326,25.84851
1967-05-01,29.681335,29.86612,29.169495,30.077972,25.395264,19.454987,29.587677,29.674316,30.562286,29.852112,28.69519
1967-06-01,28.43277,28.840942,29.508026,29.271637,28.31958,24.819305,29.061798,29.354797,28.025604,29.468964,30.578308
1967-07-01,25.18393,28.131287,28.490875,28.141785,31.4888,26.817596,29.271149,28.960144,26.10495,28.818909,31.058105
1967-08-01,23.911835,27.631958,27.000916,27.412079,33.572235,27.43161,28.657135,28.711731,26.089905,27.785217,29.45996
