,vo500_cluster1,vo500_cluster2,vo500_cluster3,vo500_cluster4,vo500_cluster5,vo500_cluster6,vo500_cluster7,vo500_cluster8,vo500_cluster9,vo500_cluster10,vo500_cluster11
1965-01-01,7.002793912154934e-05,2.019445933651046e-05,-3.6382485291142075e-05,-3.375200961002249e-05,-1.6778653844085056e-05,2.620810555825182e-06,-2.344753738725558e-05,0.02207970683230087,0.01693249068921432,0.0016019193571992218,-7.057438462810671e-05
1965-02-01,6.353775461320765e-05,7.937169465592542e-06,-2.106381487010367e-05,-4.2850130026832825e-05,-1.9010030882782303e-05,4.571015816494407e-06,-5.6455737649230286e-05,0.02497187233529985,0.018682327936403453,0.0019021377374883741,-2.4796594041855194e-05
1965-03-01,4.566311872622464e-05,1.0201746850465757e-05,-1.8758929343221098e-05,-3.400980711228692e-05,-1.7919823596243717e-05,6.057457987302113e-06,-4.130707869383817e-05,0.019613780023064464,0.013499220949597657,0.0015174972941167653,-6.126973680100333e-06
1965-04-01,1.6961077259717666e-05,1.661235598606124e-05,-4.111884663871024e-05,-4.029978152027832e-05,-9.30321929819697e-06,5.74319346178825e-08,-8.430282984287867e-06,0.019296116079203784,0.015231111319735646,0.0010183557606069371,-1.4845647416697592e-05
1965-05-01,-2.541086701057793e-06,-1.1099754850701651e-05,-3.2333906574422144e-05,-1.0592052726801862e-05,3.6316474533497752e-06,-2.384512836364533e-06,-3.903222326092267e-05,0.015572104894090444,0.008510838233632967,0.0008715750300325453,4.4683110900223255e-05
1965-06-01,1.8906002878793515e-05,-2.4157394104154915e-05,-8.152228758717683e-06,1.4333525885720863e-05,1.1109172165186678e-05,-1.0128015444889407e-05,-2.9506391001632437e-05,0.004862203422817402,0.007245571759995073,-0.00010996914170391392,1.7185483675743654e-05
1965-07-01,-7.199162913214726e-06,-1.6917021552910143e-05,3.061081699229362e-06,2.8399871725186302e-05,4.646759233604397e-06,-5.91753075975591e-06,-4.183849569017184e-06,-0.0014345183444675058,-0.0009185408998746425,-0.00026167397663812153,2.3747996574061485e-06
1965-08-01,-1.853096364357043e-05,-4.3727779830944545e-06,-7.310879368560563e-06,4.939607680245064e-06,4.630693945942124e-06,-3.963675289625945e-06,-1.0551564931423249e-05,-0.0013501673493010458,0.001794155832612887,-0.00020946437871316448,2.168903847632464e-05
1965-09-01,1.2314219475229038e-05,-1.6898925856540225e-05,-2.4746751137172396e-05,6.222837721390927e-06,4.927301568065612e-06,-7.637324460284007e-06,-3.119498918143412e-05,0.0032218435080721974,0.006159774784464389,0.00011965758858423214,1.646051457456728e-06
1965-10-01,1.6247804524027742e-05,-3.3560631674758735e-05,-2.1540090244798193e-05,-1.579062366029059e-05,5.883219036123217e-07,-1.8817533440388154e-06,-5.7823993605173506e-05,0.007541698141722009,0.00895502817002125,0.0004250615165801719,-4.695015298278556e-06
1965-11-01,1.561527521213672e-05,-7.547102887613056e-06,-2.707055841710826e-05,-3.794683760969673e-05,-7.974446201414513e-06,1.6552528673766246e-07,-2.61913767947893e-05,0.01452579308534041,0.01715862308628857,0.001349595986539498,-4.8175321432569504e-05
1965-12-01,3.663276402221527e-05,1.3360218396147027e-05,-5.806894591842138e-05,-4.387847356328338e-05,-9.921988668579348e-06,5.135053120060637e-06,-2.7895785024156794e-05,0.020885327830910683,0.019010758842341602,0.0016364219482056797,-1.8716918534862444e-05
1966-01-01,1.3565666752886804e-05,-3.978168262533256e-06,-1.8624102438025147e-05,-3.066053879494477e-05,-1.7440688412427655e-05,1.2448915603287236e-06,-6.7040559770248365e-06,0.020560662960633636,0.012830975174438208,0.0016170667367987335,-3.866652269093522e-05
1966-02-01,3.2605788267877266e-05,2.4891575040306807e-05,-4.109115820938314e-05,-3.656202622821454e-05,-1.598328200249371e-05,6.580959037461578e-06,-2.9477832867996767e-05,0.026419840287417173,0.017599297279957682,0.0017785666568670422,-4.951510994072558e-05
1966-03-01,5.205903410872755e-05,2.1146760922246836e-05,-3.769785621443589e-05,-3.0232904218546292e-05,-1.3812945433207512e-05,4.514906516410296e-06,-3.5690842802675135e-05,0.017627811757847667,0.016572800814174116,0.0011088744213338941,-6.097718695578489e-05
1966-04-01,2.7795437442061182e-05,1.395475941362314e-05,-3.2708445019125065e-05,-3.2107891456689686e-05,-1.1931492468540775e-05,3.266977653795754e-06,-1.5422948915026307e-05,0.020405056420713663,0.01145742426160723,0.0012957568105775863,-3.802098312324075e-05
1966-05-01,3.906598370425248e-05,-1.587770947524058e-05,-3.8698240700796305e-05,-2.619095490395872e-05,8.03429697150611e-06,-7.230894364876476e-06,-2.6209900170215406e-05,0.016825352213345468,0.011296118464088067,0.000956040239543654,-2.3534899493983094e-05
1966-06-01,-1.1869040008605225e-05,-2.0481560828297267e-05,-1.759819134861118e-06,1.022265223582508e-05,5.0799746317994395e-06,-4.303869779326559e-06,-1.6033345673349686e-05,0.0071681330155115575,0.0010229997315036599,0.00010610449862724636,-2.4825263390875594e-06
1966-07-01,2.8443429300750722e-06,-1.3521647209320994e-05,-1.1874023186919658e-05,2.352416157845181e-05,6.357818700267029e-06,-6.560788336650685e-06,3.105951407178509e-07,-2.0605511963367462e-05,0.002118744669132866,-0.00018180044207838364,-7.760570497339359e-06
1966-08-01,9.346243435478149e-06,-1.0594044397294056e-05,-1.0318542464915481e-06,7.159900559526176e-06,2.560651570520884e-06,-1.0435777036692627e-06,-5.7543339456363664e-06,-0.0008409886504523456,-0.0008996456017484888,-0.00024723598471609876,3.041016636574489e-06
1966-09-01,1.0799778162133105e-05,-2.1250150980666237e-05,-1.3378706853472977e-05,-1.7254451081129986e-06,3.266361612558659e-06,-5.858515502957923e-06,-1.7584836011034593e-05,0.003534659117576666,0.003478446160443127,3.1286126613849774e-05,6.733901243379754e-06
1966-10-01,4.6224192071046374e-05,-7.924399185521041e-06,-3.971260582602554e-05,-2.6309420276005324e-05,1.5480335444889906e-06,-4.038311910007309e-06,-4.1187989457588024e-05,0.015699464711360633,0.015515346603933722,0.0010217692761216313,-2.614684767056884e-05
1966-11-01,1.128276020760192e-07,1.1974049942052392e-05,-7.896837814769242e-05,-3.2113291888743186e-05,-5.9474794344329405e-06,1.9029219730014792e-07,-5.424262023249564e-06,0.019367154163774103,0.017213955288752913,0.0017220404697582126,-5.581216061292925e-06
1966-12-01,3.8935956278389014e-05,1.228975829040532e-05,-6.026734808983747e-05,-4.658639817215452e-05,-1.2408519764636259e-05,2.7600455167266477e-06,-3.800226598589992e-05,0.026118409004993737,0.018943521718028933,0.0019419628370087594,-4.175080507791237e-05
