,msl_cluster1,msl_cluster2,msl_cluster3,msl_cluster4,msl_cluster5,msl_cluster6,msl_cluster7,msl_cluster8,msl_cluster9,msl_cluster10,msl_cluster11
1965-01-01,1011.177,1021.80664,1028.5845,1021.0829,1016.37714,1016.31323,1017.2571,1018.8404,1016.4918,1020.0441,1014.23444
1965-02-01,1009.5441,1016.4894,1022.7356,1013.9696,1013.9969,1016.973,1012.99164,1015.8041,1015.9746,1013.623,1010.9457
1965-03-01,1011.3594,1019.59705,1015.7297,1015.06915,1013.1132,1019.21185,1010.8205,1016.3108,1014.2096,1016.35046,1011.1144
1965-04-01,1009.8108,1011.52185,1006.2492,1009.4034,1011.0307,1016.0943,1008.5544,1011.1206,1011.3445,1015.8332,1008.8142
1965-05-01,1009.40955,1011.1621,1006.0346,1012.30444,1005.4219,1013.27563,1002.4532,1011.3879,1006.7757,1018.2234,1004.70435
1965-06-01,1011.6353,1007.3692,999.9607,1010.0229,999.89435,1009.7544,997.957,1007.73206,1002.0854,1016.2072,1003.1819
1965-07-01,1011.27936,1004.1394,999.3883,1007.373,997.3418,1010.9091,997.962,1004.1691,998.0171,1013.65955,1004.21936
1965-08-01,1010.8589,1008.41724,1000.99023,1009.5398,1001.2587,1013.0338,1001.7648,1008.5388,1000.2714,1016.3815,1006.05383
1965-09-01,1011.5591,1014.16125,1008.9761,1013.0772,1005.505,1015.716,1004.66406,1013.2453,1005.28357,1019.6615,1006.5965
1965-10-01,1010.8304,1016.7319,1015.9908,1018.68164,1011.00085,1022.923,1009.3544,1015.11194,1011.5243,1023.07794,1009.32587
1965-11-01,1010.9885,1018.36475,1024.8126,1024.6538,1015.0878,1028.2477,1014.60095,1018.699,1016.5923,1023.37134,1012.6611
1965-12-01,1010.15814,1018.65314,1033.8695,1027.7391,1016.2921,1022.9471,1015.7644,1018.9043,1018.9582,1021.35956,1011.7104
1966-01-01,1011.738,1019.04083,1029.3279,1025.1332,1017.7396,1025.3867,1017.06805,1019.94836,1018.2754,1022.22656,1014.0882
1966-02-01,1010.3836,1016.5623,1022.09265,1018.6766,1014.6878,1019.32623,1013.55365,1016.5285,1016.7025,1015.56146,1011.7136
1966-03-01,1009.8046,1015.31055,1011.10583,1010.1482,1012.73065,1015.6166,1010.1495,1013.7696,1014.7366,1013.28455,1009.39966
1966-04-01,1009.3521,1013.3446,1008.65295,1009.64435,1009.4779,1015.5334,1006.5068,1012.3307,1009.747,1014.3454,1008.3482
1966-05-01,1010.9856,1013.56555,1008.5754,1011.497,1006.23206,1013.4179,1002.35596,1012.3357,1007.24414,1016.5179,1005.2757
1966-06-01,1010.44995,1006.69147,1000.3424,1009.1838,999.0174,1013.18,998.84717,1006.37476,1001.2963,1016.6838,1005.1261
1966-07-01,1009.2482,1004.1666,999.39044,1006.63196,996.85065,1009.33203,997.6618,1004.22546,996.9082,1010.6821,1003.63336
1966-08-01,1009.8759,1005.06104,1000.27234,1007.36993,999.2578,1011.6347,1000.23724,1006.2089,998.329,1012.7463,1005.1174
1966-09-01,1010.7478,1012.8959,1009.8616,1015.8832,1005.34076,1015.6629,1006.0393,1011.81055,1004.7368,1019.54346,1006.7697
1966-10-01,1010.473,1019.7068,1018.25903,1020.9454,1010.85046,1022.8606,1010.08813,1017.3297,1011.10583,1023.0797,1010.2246
1966-11-01,1009.8872,1026.8851,1028.67,1026.7086,1014.7986,1020.18365,1013.2138,1023.2824,1016.2675,1024.8303,1010.79224
1966-12-01,1009.5837,1019.6961,1029.3735,1021.10876,1015.4564,1017.6113,1014.73596,1018.0851,1017.3015,1018.93005,1010.73157
1967-01-01,1010.8918,1020.4645,1041.1931,1027.1943,1018.4132,1019.36084,1017.78925,1020.027,1020.2759,1021.1233,1012.967
1967-02-01,1010.0494,1021.02826,1026.1996,1019.12213,1014.31586,1015.4645,1013.0402,1016.4803,1016.182,1015.70825,1011.9119
1967-03-01,1009.7439,1014.3311,1014.9261,1013.17084,1010.74524,1016.9613,1010.2751,1011.5826,1011.8561,1014.7062,1010.9172
1967-04-01,1009.5371,1012.18555,1008.86597,1011.0507,1010.4557,1017.4729,1007.69196,1011.88586,1010.1756,1015.52905,1008.6591
1967-05-01,1008.728,1011.8641,1004.0553,1010.3831,1005.4593,1013.6193,1001.9946,1011.4802,1006.5571,1016.8452,1004.9267
1967-06-01,1008.6976,1008.19476,1000.70233,1010.17346,999.1989,1010.25616,998.2622,1006.8234,1001.81757,1014.5887,1003.6011
1967-07-01,1008.858,1004.4906,998.34424,1007.5344,995.53906,1010.0617,997.2297,1003.09827,996.09045,1011.8409,1003.4066
1967-08-01,1010.4274,1006.02094,1001.6253,1008.30865,997.39,1010.595,999.2084,1004.8484,998.6976,1011.9359,1003.45526
1967-09-01,1010.8113,1011.44904,1007.7972,1012.8262,1003.8499,1014.02344,1003.834,1009.8825,1003.5561,1015.9027,1006.2596
1967-10-01,1011.20526,1019.48206,1018.1332,1018.62946,1011.5542,1019.15845,1010.5442,1017.7283,1012.07306,1020.50946,1009.56177
1967-11-01,1010.3454,1018.6694,1029.2506,1023.9741,1014.043,1022.343,1014.02783,1017.2378,1015.28455,1021.558,1012.1703
1967-12-01,1010.51154,1017.515,1033.1927,1026.9171,1015.66974,1023.2065,1016.3235,1017.96484,1019.36017,1023.3197,1014.0372
1968-01-01,1010.1069,1014.67163,1027.0471,1020.7442,1015.5984,1020.3993,1015.8953,1016.19086,1017.9805,1017.76447,1012.7818
1968-02-01,1011.2046,1020.4465,1026.9456,1022.5954,1016.2617,1014.87775,1015.22833,1019.6092,1017.8031,1016.0821,1013.0265
1968-03-01,1008.7408,1016.339,1012.5556,1012.1055,1012.16565,1016.0806,1009.56586,1014.3582,1011.93665,1013.4559,1009.714
