,sst_cluster1,sst_cluster2,sst_cluster3,sst_cluster4,sst_cluster5
1965-01-01,45.96914826777944,20.194781132233448,26.77008238705722,23.515064745064244,37.40382809109158
1965-02-01,46.74427634791324,21.161157656938602,27.24723599173806,24.254888511565795,37.72180684407552
1965-03-01,46.396802601061374,20.73990748478816,27.347538687966086,24.23135228903897,37.562656826443146
1965-04-01,45.73136714466832,19.855233950492664,26.63859020579945,23.243127386254002,38.28396352132162
1965-05-01,43.87158009043912,18.59253125313001,25.42575922879306,21.90121340464397,37.55998823377821
1965-06-01,42.02811425192315,17.51999610509628,23.996660926125266,20.40426415133189,36.458741929796005
1965-07-01,40.90343609190824,16.611790045713768,23.092256892811168,19.263736311211645,35.300252278645836
1965-08-01,40.044388018156354,16.641728083292644,22.43288213556463,18.989027551857824,34.96292368570963
1965-09-01,40.37340733042935,16.05703402788211,22.501449151472613,18.815163531935358,35.3576405843099
1965-10-01,41.04823062294408,16.060459919464893,23.009443283081055,19.257530534123802,36.0140126546224
1965-11-01,42.9458685088576,17.11127085563464,23.906909335743297,20.301809655614647,37.2856936984592
1965-12-01,45.16096282423589,19.296100812080578,25.796211849559437,22.688355503312078,37.85682084825304
1966-01-01,46.9090411537572,20.824848077236076,27.115932377901945,24.396795249847045,37.93705834282769
1966-02-01,47.9845264501739,21.717066642565605,27.8376427563754,25.22139032203031,38.42412567138672
1966-03-01,47.14744132861757,21.283785502115883,27.329353852705523,24.769091318888837,38.724758572048614
1966-04-01,46.030101441500484,20.32627081259703,26.706145026467063,23.786657402314336,38.88301001654731
1966-05-01,44.415371878105304,18.895470790373974,25.62152689153498,22.208360878818006,37.94445546468099
1966-06-01,42.501894632975265,17.55072887127216,24.363810365850274,20.79389870884907,36.65157233344184
1966-07-01,41.09208625659608,16.628802128327198,23.27258153395219,19.48326524481716,35.78193918863932
1966-08-01,40.3741903472365,16.14249302790715,22.61391119523482,19.095889631524145,35.251552157931854
1966-09-01,40.099301254540165,15.903602502284905,22.36950614235618,18.668521743222893,35.333555433485245
1966-10-01,40.64563282749109,16.29521907904209,22.702054543928668,19.100131758724352,36.51567247178819
1966-11-01,42.763069219756545,17.359255521725384,24.03880249370228,20.476249327142554,37.62799750434028
1966-12-01,45.17007292362682,19.40028239519168,25.959389859979805,22.462594365499108,37.99950663248698
1967-01-01,46.53918784961366,20.95330311701848,27.085349776528098,24.071631374129332,37.79714118109809
1967-02-01,47.505882330108115,22.24429448445638,27.865255962718617,25.07262861872294,37.64123280843099
1967-03-01,47.474283921091185,21.46457525400015,27.55034403367476,24.599920985210375,38.02356465657552
1967-04-01,46.73071744149192,20.310225853553185,26.79219896143133,23.65478147943336,38.67586432562934
1967-05-01,44.8021319874546,18.796975796039288,25.628776983781293,22.275586875088244,38.10974629720052
1967-06-01,42.80594273617393,17.523591946332882,24.19108910994096,20.61333024358175,36.7749014960395
1967-07-01,41.01335123965615,16.577851466643505,22.785323316400703,19.18433315782662,35.648105197482636
1967-08-01,40.40399685240629,16.002566997821514,22.37563133239746,18.725647983780828,35.30604807535807
1967-09-01,39.8407634935881,15.570695583636944,22.203826904296875,18.296565779720446,35.32014380560981
1967-10-01,41.27950166401111,16.25055777720916,23.10585542158647,19.335459513836597,36.16540018717448
1967-11-01,42.81050866110284,17.31580098470052,24.217989227988504,20.595447126641332,37.06399366590712
