,ssta30_cluster1,ssta30_cluster2,ssta30_cluster3,ssta30_cluster4,ssta30_cluster5
1965-01-01,1.9396973,-10.793823,-1.422821,-7.4712524,2.63974
1965-02-01,1.7731628,-10.2229,-1.3109436,-6.873352,2.3015442
1965-03-01,1.3925476,-10.472778,-1.0379028,-6.7724915,2.6229858
1965-04-01,1.2321472,-11.204468,-2.0904236,-7.588501,3.1002808
1965-05-01,0.4837036,-11.793274,-3.1881714,-8.617859,2.4077148
1965-06-01,-0.23034668,-12.222412,-4.0748596,-9.607849,1.6622314
1965-07-01,-0.814209,-12.691986,-4.5299683,-9.503632,1.7639465
1965-08-01,-1.7003479,-12.208496,-5.3771973,-9.334473,1.6412048
1965-09-01,-1.9286499,-12.294586,-6.05954,-9.720428,1.242279
1965-10-01,-1.1958618,-12.884552,-5.089264,-10.101837,2.0533752
1965-11-01,-0.5382385,-12.6111145,-4.5354004,-9.058502,3.2663574
1965-12-01,0.8474121,-11.188049,-3.2026672,-7.3530273,3.243927
1966-01-01,1.558197,-10.118713,-2.007141,-6.129242,3.137146
1966-02-01,1.9239197,-9.1710205,-1.7246399,-5.5038147,3.1377563
1966-03-01,1.4315491,-9.401672,-1.881134,-5.4434814,3.0654602
1966-04-01,0.6263733,-10.476166,-2.441742,-6.516449,2.9612427
1966-05-01,-0.017700195,-12.072327,-3.0681763,-8.439423,2.1628418
1966-06-01,-0.5479431,-12.4739685,-3.4980469,-9.009979,1.6598511
1966-07-01,-1.2879639,-12.425812,-4.7312927,-9.222534,1.594574
1966-08-01,-1.7824402,-12.425049,-5.367462,-9.654449,1.5766602
1966-09-01,-1.2722473,-12.573944,-5.4568787,-10.120575,1.4055481
1966-10-01,-1.1836243,-12.39859,-4.960266,-10.233643,2.0917664
1966-11-01,0.2050476,-12.31604,-3.769287,-8.843475,2.738617
1966-12-01,1.3787842,-11.356628,-2.0100403,-7.9183655,3.2905579
1967-01-01,1.8312378,-10.367859,-1.456665,-6.715332,2.5484314
1967-02-01,2.0295715,-9.414764,-1.166687,-6.3306885,2.576477
1967-03-01,2.0513,-9.646973,-1.5866699,-5.9363403,2.6272583
1967-04-01,1.1399231,-10.302399,-2.9272766,-6.8236694,3.5003052
1967-05-01,-0.28030396,-10.997955,-3.8466797,-7.8407593,2.8728943
1967-06-01,-1.1387329,-11.600464,-4.4512024,-8.849457,1.9863892
1967-07-01,-1.9618835,-11.974365,-5.3063965,-9.628998,1.6065063
1967-08-01,-1.8282166,-12.11264,-5.470703,-9.78833,1.4606934
1967-09-01,-1.9462585,-12.658905,-5.7204895,-10.273468,1.5995789
1967-10-01,-1.3251038,-12.311188,-4.8679504,-9.391388,2.1591187
1967-11-01,-0.24078369,-12.48996,-3.8667603,-8.807404,2.6905518
1967-12-01,0.8527832,-12.08252,-2.7581482,-8.298279,3.3589172
1968-01-01,1.8414307,-10.421936,-2.297943,-6.581299,2.722351
1968-02-01,1.9015198,-8.986359,-2.1691284,-5.0126343,2.7794495
1968-03-01,1.7123413,-8.825348,-2.3899841,-5.424408,2.9790344
1968-04-01,0.6650696,-10.117462,-3.109314,-6.713043,3.188568
1968-05-01,-0.45187378,-10.943085,-4.4508057,-7.8641357,2.0414429
1968-06-01,-0.4673462,-11.629211,-5.3783264,-8.9776,1.1277771
1968-07-01,-1.2409363,-11.300354,-5.472351,-9.153229,0.8215637
1968-08-01,-1.912384,-11.291168,-5.632843,-8.565369,0.7615051
1968-09-01,-1.9111023,-12.598175,-5.896179,-9.375763,1.2979126
1968-10-01,-1.3102722,-12.039368,-5.567871,-9.147858,1.6089478
1968-11-01,-0.21081543,-11.817352,-4.1493835,-8.556366,2.1311646
1968-12-01,0.8206177,-10.727539,-2.45813,-6.8982544,2.804016
1969-01-01,1.1532898,-9.593445,-1.9421997,-5.740143,2.892517
1969-02-01,1.5447998,-9.527527,-2.4013062,-5.34964,2.7205505
1969-03-01,1.4477539,-10.330627,-2.4491577,-5.8266296,3.0675354
1969-04-01,1.009552,-10.862671,-3.4913635,-6.8442383,2.8062134
1969-05-01,0.08605957,-11.142639,-4.4615173,-7.7302856,2.2278137
1969-06-01,-0.5278015,-11.568848,-5.317932,-8.713348,1.7082825
1969-07-01,-1.6699524,-12.085449,-5.532501,-9.319672,1.5680847
1969-08-01,-1.4436646,-12.043243,-5.2041626,-9.872253,1.774353
1969-09-01,-1.7059326,-12.780304,-5.7858887,-10.405273,2.211975
1969-10-01,-1.2799683,-13.094238,-5.1081543,-10.0971985,2.347229
1969-11-01,-0.5834656,-12.190094,-4.1773376,-8.60083,2.6237793
1969-12-01,0.3986206,-10.687042,-2.7194214,-7.6013184,3.0423584
1970-01-01,1.3747559,-10.21637,-1.9958191,-6.3375244,2.7849731
1970-02-01,2.2767944,-9.666626,-1.6273804,-5.6586304,2.8966675
1970-03-01,2.062683,-9.696838,-1.2329712,-6.143402,2.8380432
1970-04-01,1.2287598,-10.953796,-2.4165955,-6.9830017,2.9122314
1970-05-01,0.5663147,-11.598724,-3.13797,-8.345917,2.5534973
1970-06-01,-0.50735474,-12.595398,-4.2426147,-8.911804,1.6627197
1970-07-01,-1.3284607,-12.236176,-5.0533752,-9.250458,1.4449463
1970-08-01,-1.7580261,-12.026215,-5.5056763,-8.809601,1.7432251
1970-09-01,-2.2106018,-11.913696,-5.9096985,-8.848938,1.3918762
1970-10-01,-1.8106995,-12.387787,-5.5810547,-9.001221,1.923523
1970-11-01,-1.0973206,-11.538574,-4.8026123,-8.237213,2.8616028
1970-12-01,0.36331177,-10.310394,-3.6307373,-6.9579163,3.5138245
1971-01-01,1.1846008,-9.355286,-3.0165405,-5.766388,2.6156006
1971-02-01,1.833374,-8.76236,-2.3993835,-5.7431946,2.4658508
1971-03-01,1.7993774,-8.986084,-2.2653809,-5.808319,3.0248413
1971-04-01,0.93792725,-9.941925,-3.137207,-6.176605,3.4886475
1971-05-01,0.2828369,-11.336243,-3.354004,-7.1741333,2.482727
1971-06-01,-0.84710693,-11.838104,-4.3253174,-8.371277,2.1073303
1971-07-01,-1.4563599,-12.099518,-4.909363,-8.802643,1.7100525
1971-08-01,-1.6520691,-12.174164,-5.467285,-8.848145,1.607727
1971-09-01,-1.5934143,-12.404572,-5.4817505,-9.295502,1.4672546
1971-10-01,-1.4315491,-12.660248,-4.981415,-9.55658,1.6394958
1971-11-01,-0.69454956,-11.737457,-4.031433,-8.622437,2.3794556
1971-12-01,-0.21981812,-11.282501,-2.8125305,-7.718811,3.1042175
1972-01-01,0.17230225,-10.613953,-1.6560364,-5.9831543,2.907837
1972-02-01,1.6510315,-9.742584,-1.3068848,-5.557953,2.8394775
1972-03-01,2.1123657,-9.807312,-1.8388672,-5.9091797,3.015747
1972-04-01,0.7998352,-10.75589,-2.8204346,-6.0371094,3.0729065
1972-05-01,0.29748535,-11.794373,-3.4466858,-7.3285522,2.8110962
1972-06-01,-0.13717651,-12.577637,-4.445648,-9.000397,2.345398
1972-07-01,-1.5246277,-12.775726,-4.9531555,-9.761871,1.6317444
1972-08-01,-1.8578491,-12.506378,-5.413574,-9.679016,1.5768738
1972-09-01,-1.5853271,-12.652771,-5.7330933,-9.823029,2.2697754
1972-10-01,-1.3304749,-13.39267,-4.9445496,-9.768585,2.2568054
1972-11-01,-0.6036377,-13.195251,-3.5907288,-9.577362,2.7937927
1972-12-01,0.32888794,-12.345947,-2.3287048,-7.6888123,3.2887268
1973-01-01,1.504303,-10.655762,-1.5670166,-6.1325073,3.1887512
1973-02-01,1.5935059,-9.402466,-1.3612976,-5.177765,2.7012634
1973-03-01,1.3740234,-10.2039795,-1.7298279,-4.946289,2.7686768
1973-04-01,0.6751404,-11.314026,-2.9427795,-7.0490417,3.283844
1973-05-01,-0.020111084,-11.662689,-3.450653,-7.9821777,2.2788696
1973-06-01,-0.4392395,-11.89978,-4.4527893,-8.881378,1.3117065
1973-07-01,-1.6388855,-11.968384,-5.312134,-9.166473,1.1518555
1973-08-01,-1.9812012,-12.526245,-5.719513,-9.560242,1.2716675
1973-09-01,-1.9252625,-12.913483,-5.2368774,-9.887299,1.5999451
1973-10-01,-1.7754211,-12.355377,-5.5049744,-9.026306,1.9803772
1973-11-01,-0.79959106,-11.898987,-5.1636353,-8.172333,2.3824158
1973-12-01,0.051574707,-10.643433,-3.8299255,-6.996399,2.78891
1974-01-01,0.42199707,-9.154541,-2.724823,-4.9475403,2.4929504
1974-02-01,0.8772278,-8.053711,-2.2876892,-3.5848083,2.55661
1974-03-01,0.9479065,-8.581146,-2.86557,-4.478882,2.9909668
1974-04-01,0.3623352,-9.873535,-3.3581543,-5.690033,2.901703
1974-05-01,-0.10253906,-10.948303,-3.4936218,-6.856781,2.2723694
1974-06-01,-0.55307007,-11.805084,-4.2417603,-8.317108,1.9515686
1974-07-01,-1.6129761,-12.17041,-4.49646,-8.874298,1.7932739
1974-08-01,-2.54776,-12.335754,-5.0710144,-9.051392,1.1252441
1974-09-01,-2.3634949,-12.213165,-5.730591,-9.004181,1.3423157
1974-10-01,-2.0130615,-12.339478,-5.345398,-8.908752,1.2351074
1974-11-01,-1.2289734,-12.227936,-4.410553,-8.0894165,1.8551941
1974-12-01,-0.036315918,-11.284393,-2.8468628,-6.75531,2.9118042
1975-01-01,1.6867981,-9.829742,-1.7106018,-4.8864136,2.5981445
1975-02-01,1.9425354,-9.1718445,-1.1988525,-5.032837,2.5224304
1975-03-01,1.4472046,-9.759125,-1.4933472,-5.764862,2.5273132
1975-04-01,0.86187744,-10.86731,-2.7707825,-6.939514,2.9702759
1975-05-01,0.38284302,-11.676849,-2.9627075,-7.728302,2.3455505
1975-06-01,-0.1421814,-11.9939575,-3.640503,-8.290588,1.5334167
1975-07-01,-0.8989868,-12.316986,-4.4467773,-9.389191,1.6578064
1975-08-01,-1.2206116,-12.183655,-5.164917,-9.661316,1.4639282
1975-09-01,-1.3768921,-11.911377,-5.5606995,-9.521515,1.7956238
1975-10-01,-1.2995605,-12.077789,-5.1424866,-9.382416,1.4906006
1975-11-01,-0.8668518,-11.793579,-3.5688171,-7.840332,1.8059082
1975-12-01,0.5352173,-10.685272,-2.2544556,-6.077118,2.826538
