,zgv850_cluster1,zgv850_cluster2,zgv850_cluster3,zgv850_cluster4,zgv850_cluster5
1965-01-01,-0.22959217,-1.245096,-0.019279862,0.15320864,0.1816133
1965-02-01,-0.068730496,-1.4642389,0.051069546,-0.01898551,0.45153126
1965-03-01,-0.13010225,-0.614895,-0.10846758,-0.14820468,-0.1077317
1965-04-01,-0.01015501,0.71129423,-0.031053806,0.31981012,-0.17116392
1965-05-01,0.14099316,1.812895,-0.019427037,0.34733176,-0.14011021
1965-06-01,-0.44638008,1.8230503,0.051069546,0.33894283,-0.20133476
1965-07-01,-0.20957641,1.8342354,-0.010155034,0.39928433,-0.3976654
1965-08-01,-0.39442757,1.5151612,-0.07461746,0.2992057,-0.24372101
1965-09-01,-0.055337597,1.2951353,-0.014717435,0.45830137,-0.25652522
1965-10-01,-0.3735288,0.98180085,-0.049156286,0.31760252,-0.15674081
1965-11-01,-0.13510616,0.35763398,-0.005003929,0.21443322,0.15688798
1965-12-01,-0.3100966,-0.763394,0.17293003,0.17381306,0.31480616
1966-01-01,-0.3239091,-0.5494448,-0.03472004,-0.10285811,0.14177354
1966-02-01,-0.21497497,-0.9141499,0.17287692,0.28195572,0.20036359
1966-03-01,-0.22596964,-0.025895357,0.0944675,0.30105174,0.07638409
1966-04-01,-0.26965904,0.8172232,0.13280419,0.45656863,-0.12962154
1966-05-01,0.035154056,1.2060876,-0.058011413,0.3133484,-0.073056795
1966-06-01,-0.16795821,1.7893845,-0.09186347,0.26748902,-0.4149046
1966-07-01,-0.28412575,2.0816114,-0.12947686,0.31450576,-0.42141455
1966-08-01,0.03920474,1.4410267,-0.014900684,0.43154126,-0.18314819
1966-09-01,0.018951368,1.2694517,-0.00274868,0.41852123,-0.32419834
1966-10-01,0.24955034,0.934114,-0.005352688,0.31204644,-0.13034482
1966-11-01,-0.1439435,-0.1455349,0.07001877,0.24549969,0.13743353
1966-12-01,0.1328042,-0.9319439,0.21569829,0.06567876,0.19240694
1967-01-01,-0.07710252,-1.4216503,0.28742748,0.4432978,0.45595393
1967-02-01,0.0009991645,-1.013823,0.086927675,0.0632807,0.12589525
1967-03-01,-0.20666137,-0.15986697,-0.09991686,0.021482121,-0.11890106
1967-04-01,-0.2539553,0.18917593,-0.011823511,0.37219033,-0.048626207
1967-05-01,-0.06561208,1.4627829,-0.04562869,0.40399718,-0.32506284
1967-06-01,-0.054288197,1.8759388,-0.15320589,0.29442167,-0.35587054
1967-07-01,0.033472143,1.8761055,-0.111906864,0.31990045,-0.4021651
1967-08-01,-0.09708588,1.7288946,-0.02997508,0.31973395,-0.32206526
1967-09-01,0.012156558,1.3107427,-0.098751165,0.370192,-0.38984233
1967-10-01,-0.04995842,0.669776,-0.062115002,0.28925934,0.030474663
1967-11-01,0.09991685,0.15253976,-0.037968397,0.2677772,-0.026977539
1967-12-01,0.028309787,-1.3828493,0.25412187,0.19483787,0.7074114
