,mgu50_cluster1,mgu50_cluster2,mgu50_cluster3,mgu50_cluster4,mgu50_cluster5
1965-01-01,-0.88314325,1.3465494,0.3226242,2.098362,-0.48165512
1965-02-01,-0.91279906,0.6605652,0.4321205,1.838633,-0.62341464
1965-03-01,-0.87662584,0.3920374,0.3477173,1.6662407,-0.73095626
1965-04-01,-0.45949554,-0.3001383,-0.24539033,0.84697074,-0.4927353
1965-05-01,-1.3423128,-0.7404068,-0.4663391,0.3314232,-0.58300513
1965-06-01,-1.740216,-0.7280232,-0.26820183,0.42690697,-1.3749012
1965-07-01,-1.7073023,-1.2458515,-0.9949215,0.0084728245,-0.87825525
1965-08-01,-2.6572516,-1.0864944,-0.7716915,-0.14371452,-0.9004154
1965-09-01,-1.635608,-0.42592925,-1.0692227,-0.28417054,-0.62960625
1965-10-01,-1.2435703,-0.08603287,-0.82285535,-0.27211228,-0.61820066
1965-11-01,-0.89357185,0.17434768,-0.933329,-0.4168045,-0.72248304
1965-12-01,-0.37639505,0.31936568,-1.0503212,-0.528257,-0.5393368
1966-01-01,-0.8684963,0.55930406,-0.8648857,-0.20186082,-0.9525238
1966-02-01,-0.6948627,0.49300155,-0.851429,-0.16706924,-0.7227623
1966-03-01,-0.65022355,0.23829499,-1.0680596,-0.2589737,-0.9282341
1966-04-01,-1.2344726,-0.2044876,-1.0690453,-0.27604142,-0.8918007
1966-05-01,-0.9400507,-0.6400482,-1.0099636,-0.055799104,-1.3765965
1966-06-01,-1.2213436,-1.3851303,-0.8225441,0.25339356,-0.7316246
1966-07-01,-1.5764885,-1.667736,0.40405083,0.57571566,-0.94136316
1966-08-01,-1.939839,-1.522002,0.42013437,0.7903776,-1.1927875
1966-09-01,-1.6273642,-1.2649982,0.29146844,1.0848,-0.8596344
1966-10-01,-1.1550411,-0.31280327,0.5934399,1.1980393,-0.21170807
1966-11-01,-0.4434387,0.4480339,0.39617348,1.4235332,-0.33151245
1966-12-01,-0.43293533,0.75722635,0.31313133,1.2922413,-0.32855797
1967-01-01,-0.8307282,0.19070168,0.40720063,1.8822002,-0.6194542
1967-02-01,-1.067146,0.86534196,0.3500557,1.8178711,-0.6429657
1967-03-01,-0.9081192,0.689661,0.2850731,1.5674118,-0.55512506
1967-04-01,-1.0390632,0.39479178,0.03265419,1.297033,-0.5760239
1967-05-01,-1.1543334,-0.24425507,-0.071186826,0.8663212,-0.48785704
1967-06-01,-1.290829,-1.3097684,0.1071064,1.2098461,-1.0253483
1967-07-01,-1.6660278,-1.8841597,-0.15314904,1.5719833,-1.3535252
1967-08-01,-2.072249,-1.399568,-0.14106712,1.6774571,-1.144537
1967-09-01,-1.6657013,-0.7716236,0.41928253,1.7835839,-0.83399355
1967-10-01,-1.1308224,0.055185698,0.63382226,1.2640522,-0.35429993
1967-11-01,-0.8790566,0.487204,0.038858794,1.4031601,-0.49046937
1967-12-01,-0.65537375,1.258501,-0.100249484,1.3094422,-0.65374106
1968-01-01,-0.9682175,1.3737385,0.16519928,1.5403961,-0.7505058
1968-02-01,-1.0345894,1.1228409,0.3107048,1.5885338,-0.7884323
1968-03-01,-0.9842636,1.1221116,0.12581405,1.4572494,-0.87814254
1968-04-01,-1.1618614,0.12836647,-0.14988251,0.8657433,-0.693251
1968-05-01,-0.9977566,-0.31544572,-0.14003602,0.120343015,-0.6972626
1968-06-01,-1.7504501,-0.7216965,-0.11195602,-0.53972244,-1.3525879
1968-07-01,-2.4849098,-0.6611595,-0.07767639,-0.7647278,-1.4069248
1968-08-01,-2.4626644,-0.4507408,-0.60171735,-0.5280525,-1.6592808
1968-09-01,-1.8467249,-0.06090088,-0.7742096,-0.48830262,-1.0849144
1968-10-01,-1.1873887,0.08496933,-0.7103912,-0.20786591,-0.42229614
1968-11-01,-0.098098375,0.25089797,-1.0367768,-0.2975769,-0.6870518
1968-12-01,-0.62031555,0.38072282,-0.97259367,-0.24251023,-0.52294695
1969-01-01,-0.7589928,0.6226532,-0.78221357,-0.19571915,-1.0084518
1969-02-01,-1.1003411,0.78752214,-0.6627922,-0.056393433,-0.90627974
