,abs_vo500_cluster1,abs_vo500_cluster2,abs_vo500_cluster3,abs_vo500_cluster4,abs_vo500_cluster5
1965-01-01,-5.1555468e-05,-6.810591e-05,-6.061929e-06,-2.5720747e-05,-5.948703e-05
1965-02-01,-4.9572318e-05,-8.153928e-05,2.1667934e-06,-3.1795822e-05,-5.2685093e-05
1965-03-01,-4.2249918e-05,-6.831231e-05,-9.201044e-07,-3.2666252e-05,-6.192782e-05
1965-04-01,-4.5058634e-05,-8.773999e-05,-3.621129e-06,-3.457761e-05,-6.241239e-05
1965-05-01,-3.9055343e-05,-8.599015e-05,-8.969351e-06,-2.8717903e-05,-5.7584642e-05
1965-06-01,-3.458653e-05,-9.1661415e-05,-1.3043335e-05,-2.9624225e-05,-7.781994e-05
1965-07-01,-3.9934752e-05,-8.251739e-05,-1.06025345e-05,-2.1449345e-05,-6.6845314e-05
1965-08-01,-4.765198e-05,-8.539789e-05,-7.1746485e-06,-1.8335533e-05,-6.6010776e-05
1965-09-01,-4.6871286e-05,-8.251739e-05,-5.8914316e-06,-1.6872847e-05,-7.190638e-05
1965-10-01,-4.318317e-05,-8.925651e-05,-8.2873685e-06,-2.0614807e-05,-6.0043385e-05
1965-11-01,-5.5683286e-05,-9.836464e-05,-4.401832e-06,-1.959183e-05,-6.48173e-05
1965-12-01,-4.9303115e-05,-8.0588085e-05,-4.141593e-06,-2.3378652e-05,-6.497882e-05
1966-01-01,-4.7976933e-05,-6.9128175e-05,-4.856765e-06,-2.4643592e-05,-6.336909e-05
1966-02-01,-5.010325e-05,-8.4802625e-05,-3.7080658e-06,-3.441161e-05,-5.995558e-05
1966-03-01,-4.8302805e-05,-8.696153e-05,-4.0257924e-06,-3.807767e-05,-5.821216e-05
1966-04-01,-3.8062273e-05,-7.105897e-05,-2.9422677e-06,-2.7796406e-05,-5.818772e-05
1966-05-01,-4.7797705e-05,-7.259057e-05,-6.4942737e-06,-1.5014073e-05,-5.8358804e-05
1966-06-01,-4.0709987e-05,-8.983735e-05,-9.2560385e-06,-2.1278964e-05,-6.182934e-05
