,abs_vo500_cluster1,abs_vo500_cluster2,abs_vo500_cluster3,abs_vo500_cluster4,abs_vo500_cluster5
1965-01-01,-5.4059421597560355e-05,-0.0001058311819837525,-1.0044157088070264e-05,-3.473682390808044e-05,-9.140993250907128e-05
1965-02-01,-5.0747053887040074e-05,-0.00010919735108598554,-8.588940094174898e-06,-3.65334089442585e-05,-8.732958321941766e-05
1965-03-01,-5.1834317823554704e-05,-0.00010572731141643277,-9.05325502775015e-06,-3.6470600876282095e-05,-9.085146664040732e-05
1965-04-01,-5.213072514519668e-05,-0.00011479757035729186,-1.4021115027966141e-05,-2.830414208195483e-05,-9.669825589079543e-05
1965-05-01,-5.118495459760447e-05,-0.00012169111367507742,-1.8910545700688254e-05,-2.64825060007054e-05,-9.19895605778599e-05
1965-06-01,-4.7812388332274095e-05,-0.00012355967994843577,-1.8446380566878472e-05,-2.259305912678539e-05,-0.00010712860430366235
1965-07-01,-4.784837633801194e-05,-0.00011395409117163769,-2.0722197356521868e-05,-2.546653978584492e-05,-0.00010173977724217037
1965-08-01,-5.505999769621457e-05,-0.00011408428565181535,-1.6626560121227255e-05,-2.1972294826622286e-05,-9.907895438240987e-05
1965-09-01,-5.0263534521346316e-05,-0.00011686100684716527,-1.7169526375373398e-05,-2.261234715146077e-05,-9.769268320701647e-05
1965-10-01,-5.2181448963992706e-05,-0.00011833231085269102,-1.546917326583079e-05,-2.606624904305492e-05,-9.302732370404118e-05
1965-11-01,-5.227739965558502e-05,-0.00011498453737846736,-1.4129898231276594e-05,-2.6404136430260247e-05,-9.537126570906993e-05
1965-12-01,-5.4290149409508146e-05,-0.0001108885445664155,-1.4415334117908088e-05,-2.9648304031484285e-05,-9.071669113617523e-05
1966-01-01,-4.856301130020766e-05,-0.00010784564375202975,-1.2323746241305649e-05,-3.5733617589656246e-05,-8.492990273483601e-05
1966-02-01,-5.356310933935814e-05,-0.00011028554330676281,-1.0323909674221823e-05,-3.486739558712259e-05,-8.74473737488362e-05
1966-03-01,-5.099047064924469e-05,-0.00010900957116471797,-1.3386862148402591e-05,-3.46760022920241e-05,-8.846793516955161e-05
1966-04-01,-5.0133582720133874e-05,-0.00011263904964615558,-1.46490433612147e-05,-2.8394851907496416e-05,-9.699601284558522e-05
1966-05-01,-5.833819639040055e-05,-0.00011663820197131357,-1.4485000717793129e-05,-2.380961752601372e-05,-9.806818970320549e-05
1966-06-01,-4.9161838602970586e-05,-0.0001241516016809077,-1.5369041370519415e-05,-2.325123493810968e-05,-0.00010118547827831028
1966-07-01,-4.588380781549879e-05,-0.0001166102572761733,-2.2528485770698082e-05,-2.3769417860195358e-05,-9.712117479731006e-05
1966-08-01,-4.9531313329730384e-05,-0.00011504514861434442,-1.8176114149320557e-05,-2.5610163916892833e-05,-9.905948990572852e-05
1966-09-01,-4.97000076063489e-05,-0.00012747425052080433,-1.7446183555320488e-05,-2.150826581763646e-05,-9.836998713658529e-05
1966-10-01,-5.449560326319392e-05,-0.00012463905069784358,-1.5160701128090767e-05,-2.360327290796069e-05,-9.523454736934724e-05
1966-11-01,-5.0586886872834225e-05,-0.00012151172368562428,-1.672227159457971e-05,-2.780649737884887e-05,-9.059025976205813e-05
1966-12-01,-5.319804816051376e-05,-0.00011649428854760681,-1.5551919579787626e-05,-2.9675851615451318e-05,-9.21474694991022e-05
