,zgv50_cluster1,zgv50_cluster2,zgv50_cluster3,zgv50_cluster4,zgv50_cluster5
1965-01-01,0.03488035,-0.15423885,0.010449362,0.073587224,-0.022664856
1965-02-01,0.0063284873,-0.073292874,-0.06873045,0.11788676,-0.068583295
1965-03-01,0.039001226,-0.025313998,0.024578165,0.09772382,-0.09698796
1965-04-01,-0.0075058937,0.0063285353,0.11950569,-0.010743737,-0.11773958
1965-05-01,0.052099776,-0.029582072,0.04488821,0.11273565,-0.07932706
1965-06-01,0.008388949,-0.0076530697,0.016925048,0.038265347,-0.016777873
1965-07-01,0.034438826,0.03841255,-0.028110314,0.03635211,0.012509847
1965-08-01,0.0426806,0.026197076,-0.027227283,0.005592632,0.05151107
1965-09-01,0.03252556,0.024430966,0.035174705,0.026049877,-0.0518054
1965-10-01,0.012951374,-0.007947421,-0.054601718,0.023842264,0.05783956
1965-11-01,0.013245678,0.19897985,-0.051805425,0.020751595,0.17705089
1965-12-01,0.0220762,0.10567131,0.03075943,0.017513776,-0.022076178
1966-01-01,-0.042242717,-0.07985611,-0.01070528,0.0069439886,-0.010271358
1966-02-01,0.16969423,-0.07175474,0.064232066,0.035298683,-0.2559157
1966-03-01,0.12296686,-0.006944013,-0.041374683,0.03341808,-0.1501642
1966-04-01,0.032839395,-0.0217,-0.027342033,0.034720086,0.031392716
1966-05-01,0.034864713,-0.024593377,-0.012152004,0.01085,0.058734726
1966-06-01,0.019240666,-0.032116055,0.011717987,0.05989208,0.020253371
1966-07-01,0.019819355,0.021121358,0.005786681,0.06466608,-0.024014711
1966-08-01,0.05989208,-0.012441349,-0.03689003,0.03674536,0.0052080154
1966-09-01,0.05396075,-0.049186707,0.010126686,0.04296603,0.02821002
1966-10-01,0.07566075,-0.060760092,-0.01085,0.021700025,-0.08983815
1966-11-01,0.035009384,0.09519081,0.00549736,0.023002028,0.0746481
1966-12-01,0.1330935,-0.12021818,-0.025461387,0.11182747,-0.098084114
1967-01-01,-0.04079938,-0.090091705,0.048792742,0.06894264,-0.02298088
1967-02-01,-0.0038301467,-0.053622045,-0.0178185,0.019150734,0.095920205
1967-03-01,-0.043796897,0.014821005,0.033638693,0.010824323,-0.10491271
1967-04-01,-0.02131561,0.1547046,0.08209834,0.09159045,-0.26078302
1967-05-01,0.05861789,0.020982552,-0.03563702,0.072273195,0.02497921
1967-06-01,0.031806875,-0.034637857,0.0178185,0.049791895,-0.0109908525
1967-07-01,0.051623702,0.020149898,-0.029475475,0.056453027,0.04829315
1967-08-01,0.037302293,0.042964242,-0.042131614,0.036136605,0.043297302
1967-09-01,0.05745219,-0.022148227,-0.01948378,0.061282348,0.022481287
1967-10-01,0.07910085,-0.12989196,-0.06611166,0.07960043,-0.031806875
1967-11-01,-0.03996674,0.08093266,0.03130727,0.029475462,0.033139087
1967-12-01,0.031140756,-0.2406331,0.07693596,0.08609502,-0.07577032
1968-01-01,0.09484825,-0.033975482,0.10560715,0.06540282,-0.1289653
1968-02-01,0.111269735,-0.10773063,-0.16336548,0.06271309,0.16591361
1968-03-01,0.041478444,0.052662015,0.010051084,0.030294811,-0.041478407
1968-04-01,-0.001274085,0.05379448,0.06639377,0.042610932,-0.15741977
1968-05-01,0.027038824,-0.0094848275,-0.024349118,0.020951558,-0.029020738
1968-06-01,0.019960593,-0.027888214,-0.0050963284,0.0077860593,-0.029728556
1968-07-01,0.017837143,0.010051084,-0.037089907,0.023924422,0.028737616
1968-08-01,0.013023948,0.028737605,0.0019819022,0.0060872794,-0.006511974
1968-09-01,0.032276712,-0.016279925,-0.0008493662,0.013165498,0.000566268
1968-10-01,0.09230008,-0.001132524,-0.012882376,0.012457681,0.04530065
1968-11-01,0.044309687,-0.16449799,0.06625223,0.021800946,-0.08989348
1968-12-01,-0.073330425,0.019677449,0.05308671,0.021659363,-0.1421308
1969-01-01,0.06268565,0.011507511,-0.04512153,0.07116488,-0.044818737
1969-02-01,-0.056174852,0.12067747,0.2119805,0.034825362,0.03573384
1969-03-01,0.080098346,-0.006965077,-0.112046815,0.053600788,-0.10841286
1969-04-01,0.09705679,0.15156606,-0.09569405,0.008024978,-0.142784
1969-05-01,0.06768235,0.0016655445,-0.09084879,0.026951814,-0.0006056547
