,r600_cluster1,r600_cluster2,r600_cluster3,r600_cluster4,r600_cluster5
1965-01-01,30.806328,83.77524,29.561426,27.020845,45.16528
1965-02-01,32.71299,83.5066,29.897223,28.51145,71.05267
1965-03-01,68.87573,87.45589,25.569553,45.4634,43.106277
1965-04-01,39.876087,75.68501,21.13705,66.59396,34.62621
1965-05-01,44.198845,89.94733,32.50824,72.73329,48.059673
1965-06-01,58.539776,83.277275,17.371223,69.594826,42.288902
1965-07-01,44.709908,81.14128,12.324459,79.98647,64.308914
1965-08-01,57.60774,83.78998,17.50882,61.352272,51.383232
1965-09-01,46.151375,84.656494,22.237804,52.64943,63.917423
1965-10-01,39.555035,84.63684,20.485115,63.42765,56.37922
1965-11-01,33.292854,85.90631,33.23716,55.3145,57.56515
1965-12-01,39.433823,84.76788,17.233627,57.622482,49.311127
1966-01-01,30.287481,83.08451,8.764507,68.001526,48.666798
1966-02-01,52.76422,78.535645,31.96355,53.5604,53.156563
1966-03-01,44.03093,81.52007,15.518036,67.08059,35.70311
1966-04-01,52.086243,84.07111,12.513912,66.755554,41.946102
1966-05-01,57.15057,87.76634,29.02345,52.26518,44.89605
1966-06-01,42.019974,87.479065,15.189716,52.765865,58.373558
1966-07-01,53.302666,83.24211,19.062244,61.38753,64.77086
1966-08-01,43.265945,81.08505,21.314514,57.516644,63.933647
1966-09-01,24.594423,77.52278,15.490128,51.84657,65.5342
1966-10-01,43.594265,78.09734,16.475086,35.287785,50.395397
1966-11-01,21.693722,83.79697,31.20185,37.39067,59.964264
1966-12-01,20.081676,84.86893,21.746254,46.844624,36.735672
1967-01-01,34.484627,81.486595,23.33165,35.37477,48.615456
1967-02-01,48.628967,87.91185,18.125912,36.817245,19.766006
1967-03-01,38.166817,72.674675,30.734877,32.837776,41.79496
1967-04-01,35.587597,83.46451,28.218151,34.491386,71.50752
1967-05-01,30.594685,87.09433,19.15456,50.14069,54.417435
1967-06-01,66.14639,87.43046,19.382587,59.88836,32.670563
1967-07-01,42.757732,81.23323,23.725204,50.258926,66.77979
1967-08-01,43.32695,77.26897,19.276173,38.05027,63.943832
1967-09-01,32.079384,74.49381,9.582558,50.589985,67.39969
1967-10-01,50.98692,83.76009,17.277996,47.818207,64.859314
1967-11-01,23.024239,78.25708,19.880863,38.234383,70.87581
1967-12-01,17.696888,79.780624,25.47171,41.485855,48.128998
1968-01-01,20.418465,77.31871,29.791046,35.7481,40.67824
1968-02-01,33.732906,86.474,23.76639,21.393871,17.284615
1968-03-01,46.062283,87.666695,36.224533,33.75544,36.956894
1968-04-01,40.386906,82.21827,38.833664,37.58946,60.374664
1968-05-01,38.14798,80.78574,16.597324,43.462814,55.285175
1968-06-01,42.202515,87.12909,17.621014,44.422123,48.02919
1968-07-01,52.34447,84.55859,14.818737,55.005108,61.585068
1968-08-01,45.555267,80.09523,20.23819,64.02197,65.96474
1968-09-01,54.99545,81.7354,21.393871,42.062477,58.0456
1968-10-01,46.310158,84.1224,32.335793,48.814667,63.807896
1968-11-01,27.445889,82.74138,16.972355,44.904995,38.922188
1968-12-01,27.602018,82.395325,22.470678,54.478775,40.37725
1969-01-01,26.121147,78.058815,24.47005,61.432545,46.129826
1969-02-01,30.294008,86.31263,27.082058,69.67967,64.20666
1969-03-01,68.18733,83.859375,13.064453,60.795837,62.141113
1969-04-01,55.531715,85.50546,15.340557,61.534485,66.459366
1969-05-01,65.553604,88.07569,10.86689,61.77179,49.443718
1969-06-01,61.447586,86.96605,16.122658,66.96906,49.567383
1969-07-01,50.621876,78.261024,13.719543,64.041214,51.84683
1969-08-01,46.52923,85.15786,14.971233,46.594406,56.691494
1969-09-01,60.428185,80.85465,10.104847,33.36057,60.439884
1969-10-01,50.327755,78.39305,21.37508,52.389954,54.38698
1969-11-01,40.72867,76.25732,18.29515,41.176537,59.572556
1969-12-01,45.997803,85.55058,23.968706,51.868553,42.15416
1970-01-01,47.773506,85.05109,21.4533,29.545969,20.781395
1970-02-01,47.391212,84.096176,7.977104,31.116508,31.899296
1970-03-01,37.27455,86.00764,11.641148,46.79709,30.077206
1970-04-01,62.73584,92.152435,19.440891,52.55794,60.4967
1970-05-01,51.67255,90.48095,12.192242,46.909622,49.451614
1970-06-01,47.99692,86.45613,14.946068,37.380466,58.67461
1970-07-01,32.8211,83.67417,14.100391,37.779305,69.19342
1970-08-01,37.74124,84.05812,17.943169,26.570381,54.778877
1970-09-01,41.721382,85.64851,7.9704857,43.326675,60.57283
1970-10-01,38.934456,82.16155,13.307674,25.842207,48.33784
1970-11-01,28.888956,78.13342,30.006042,21.69823,66.212875
1970-12-01,25.459915,86.36676,18.595215,33.779312,70.56041
1971-01-01,38.78692,83.62979,48.542942,24.878967,52.33141
1971-02-01,36.428635,90.05379,22.429398,28.352997,26.963385
1971-03-01,50.627357,92.28359,23.44033,35.498848,37.295876
1971-04-01,50.010315,85.267914,39.354935,41.25847,50.09315
1971-05-01,61.125523,91.818695,22.826672,35.049168,56.045494
1971-06-01,49.812527,92.35797,16.867569,50.962082,55.954205
1971-07-01,68.72274,85.33723,18.593594,60.57779,55.274612
1971-08-01,42.059776,87.86287,16.896305,42.09697,64.13804
1971-09-01,30.856665,85.89341,13.060505,23.343971,56.539127
1971-10-01,38.17495,90.23805,20.862278,20.194523,56.603367
1971-11-01,11.9853325,85.58235,18.110104,41.860294,71.525635
1971-12-01,21.856308,80.52768,18.940151,44.894787,61.37741
1972-01-01,18.47707,85.74972,23.7219,44.04461,75.74764
1972-02-01,43.22546,81.23627,17.617287,46.547565,65.16859
1972-03-01,54.181583,77.90766,24.298882,36.964817,14.634869
1972-04-01,49.029392,79.355804,20.528194,74.288124,49.868046
1972-05-01,56.499256,89.69269,17.015926,62.353573,60.78354
1972-06-01,45.07992,83.56044,21.514748,61.129726,40.5681
1972-07-01,68.02423,76.62693,21.91457,76.58467,56.075054
1972-08-01,49.484474,81.02498,27.016376,78.29286,32.79268
1972-09-01,38.793274,79.18352,14.072514,71.53325,65.992615
1972-10-01,46.02097,78.405,22.624826,66.927155,58.62352
1972-11-01,50.67257,85.02971,14.183037,65.539154,70.66046
1972-12-01,42.802883,78.82921,15.892849,62.84929,51.184536
1973-01-01,60.997086,81.830505,9.744522,76.67059,34.519302
1973-02-01,61.73938,73.52407,8.323986,65.35558,36.184532
1973-03-01,61.230286,89.05142,19.704685,66.85987,68.51853
1973-04-01,62.887302,89.596634,8.527622,46.397602,41.774704
1973-05-01,53.493706,92.257065,18.213535,58.38593,58.615845
1973-06-01,59.48459,91.93026,17.484383,42.39383,47.795147
1973-07-01,36.281425,85.33175,17.545147,36.242012,65.26691
1973-08-01,37.785713,86.21199,17.006493,30.00808,62.70009
1973-09-01,43.51055,88.805084,11.373619,14.672874,67.58081
1973-10-01,45.37285,81.64493,10.646111,14.863373,49.18448
1973-11-01,8.379822,86.22513,33.39109,35.21397,70.343056
1973-12-01,16.246136,79.04527,35.62617,41.927433,61.103832
1974-01-01,21.141098,83.47583,52.18948,21.945896,36.71156
1974-02-01,51.5896,85.658875,22.41853,30.664825,37.29657
1974-03-01,44.81739,77.886856,25.517088,36.17613,51.44748
1974-04-01,56.082924,83.411385,16.593239,35.277134,49.39169
1974-05-01,63.23522,89.035065,29.317986,46.091515,65.06792
1974-06-01,58.082527,89.12926,14.831604,56.031693,31.246529
1974-07-01,55.968895,85.146576,12.85844,50.90048,49.46275
1974-08-01,28.66357,80.783806,16.366837,37.375893,70.90973
1974-09-01,34.30047,89.101166,23.752148,47.107845,55.273167
1974-10-01,32.662777,89.248245,22.666412,23.074596,63.096405
1974-11-01,21.501354,91.23132,30.813557,33.072613,63.772305
1974-12-01,22.220222,85.39942,16.441204,38.970615,63.93591
1975-01-01,19.998524,81.73779,24.250784,40.816986,56.721397
1975-02-01,44.32679,84.96115,34.783485,31.369164,63.910564
1975-03-01,63.299805,90.614365,16.312572,42.92089,43.832916
1975-04-01,57.379894,86.70453,13.658817,61.17944,54.45945
1975-05-01,48.967564,90.67857,14.993927,42.028625,55.783035
1975-06-01,57.895172,88.40675,10.983665,48.880314,52.36213
1975-07-01,31.48934,88.37218,12.733627,49.26883,65.78893
1975-08-01,35.42552,86.89714,15.232632,29.499025,68.09698
1975-09-01,50.055733,84.64178,11.018234,26.703695,59.554592
1975-10-01,43.32093,88.11207,21.397835,28.284094,66.74541
1975-11-01,22.459663,86.22711,25.74887,34.55301,49.209564
1975-12-01,22.517284,87.14737,30.811087,26.690525,40.502552
1976-01-01,28.42493,82.580956,17.14632,50.67874,53.71775
1976-02-01,38.99012,80.33737,19.873722,40.059433,51.64637
1976-03-01,43.618336,77.423004,33.951893,55.843254,56.0089
1976-04-01,53.430744,82.659676,12.03101,64.046776,70.37736
1976-05-01,72.10269,90.78284,19.708076,55.551323,64.843834
1976-06-01,66.38548,88.54253,13.051121,64.82252,31.47542
1976-07-01,59.751488,73.88542,10.712414,68.502785,56.71248
1976-08-01,54.38197,78.079025,18.433758,56.210625,67.526955
1976-09-01,41.261585,77.027756,19.594913,49.202698,66.03615
1976-10-01,50.391735,79.51898,12.01297,44.251396,48.18095
1976-11-01,37.464874,86.04146,10.561527,38.53911,59.621925
1976-12-01,35.17045,82.502235,10.696011,47.8595,33.409035
1977-01-01,51.573765,79.08805,14.783539,35.31894,13.011204
1977-02-01,61.40691,85.44313,16.295956,38.618317,27.565166
1977-03-01,61.41828,81.175545,14.388786,62.482334,45.150463
1977-04-01,42.336815,77.903786,26.405268,52.080612,53.480938
1977-05-01,62.890087,86.31224,17.736897,36.17343,48.877083
1977-06-01,48.76499,88.321754,23.005173,44.884045,45.34378
1977-07-01,38.21544,79.01333,18.502037,47.648956,65.629005
1977-08-01,31.641056,79.00195,20.209396,38.412003,69.906334
1977-09-01,38.160206,82.34844,20.042072,40.510868,71.60882
1977-10-01,43.42686,85.96297,19.361404,42.236095,61.3663
1977-11-01,28.638966,82.60511,14.008648,42.970375,57.57632
1977-12-01,17.671913,82.473526,17.494843,67.209656,38.04974
1978-01-01,34.687782,78.33106,12.5525055,43.51877,37.600822
1978-02-01,48.300964,83.564705,15.162994,51.48962,23.338188
1978-03-01,57.665768,82.42737,11.35181,52.306984,40.307934
1978-04-01,48.308884,88.95992,17.999996,44.27752,60.287342
1978-05-01,43.81815,85.1424,30.019638,36.14351,54.016155
1978-06-01,39.948357,85.78235,13.750034,34.50087,48.128304
1978-07-01,37.771896,84.568985,22.22778,30.677011,65.84571
1978-08-01,27.836842,74.568985,21.796923,43.44115,71.17598
1978-09-01,34.54839,84.272766,17.03532,30.464752,65.57326
1978-10-01,36.439724,81.41518,21.966415,23.726274,66.01362
1978-11-01,29.67432,84.22525,33.160774,26.32092,67.13987
1978-12-01,18.464119,86.10866,17.778233,59.80738,50.34278
1979-01-01,27.66399,80.48217,28.13967,51.29262,33.37052
1979-02-01,63.19107,79.15221,37.989784,49.182808,61.095818
1979-03-01,54.031822,84.03682,14.063454,55.16439,42.282223
1979-04-01,56.703068,86.344025,22.357096,46.207386,45.93557
1979-05-01,40.97815,89.43432,14.77697,44.74475,40.400543
1979-06-01,41.526638,85.61918,13.781929,47.377167,47.06652
1979-07-01,36.282845,78.36588,18.81377,45.919388,63.32698
1979-08-01,31.951574,78.898186,18.90923,26.408457,71.18378
1979-09-01,31.430593,81.99334,12.367832,28.523125,63.598797
1979-10-01,26.047653,72.772606,28.340296,38.711395,62.526093
1979-11-01,37.88462,77.34333,24.144936,35.82658,61.57635
1979-12-01,25.842173,76.137955,18.967476,54.717834,28.903345
1980-01-01,21.121761,77.508095,30.521654,37.209793,25.639185
1980-02-01,22.90787,86.12901,21.025608,39.28598,20.068996
1980-03-01,37.578094,84.849724,17.59517,54.74985,78.78575
1980-04-01,54.847633,82.13634,16.591297,59.026085,56.219807
1980-05-01,56.41374,87.50934,27.197142,50.618656,65.09821
1980-06-01,43.086357,82.2439,21.781773,47.835194,55.038303
1980-07-01,30.462986,79.80266,20.869164,62.666756,61.52436
1980-08-01,35.545906,79.44413,9.142109,51.66816,75.1353
1980-09-01,22.914389,81.19113,21.059834,33.425713,67.831154
1980-10-01,27.888119,86.90799,13.939835,37.55202,72.710365
1980-11-01,18.90216,81.51218,16.92049,30.412468,57.62132
1980-12-01,24.253971,86.182785,25.719038,45.46892,24.865095
1981-01-01,18.694832,83.27983,20.060783,25.81646,11.106209
1981-02-01,35.888477,89.60591,15.937908,35.43483,21.601856
1981-03-01,57.25837,85.75656,10.010445,50.048344,36.237053
1981-04-01,62.52537,84.65579,14.57029,45.5352,69.76708
1981-05-01,50.653767,79.163635,12.313717,41.96271,41.880985
1981-06-01,37.035942,80.779755,11.718304,44.87474,43.722267
1981-07-01,33.877075,77.770996,9.044773,39.100716,61.23781
1981-08-01,23.461485,78.68663,20.174194,39.082367,61.37457
1981-09-01,28.525013,80.25105,17.055355,33.0048,75.98308
1981-10-01,32.711266,84.780876,16.104694,33.96047,63.64782
1981-11-01,27.732796,83.84356,19.335278,14.915531,68.39113
1981-12-01,19.668842,85.843285,16.461609,36.287086,49.38288
1982-01-01,39.132393,85.76836,29.225147,31.430511,37.06215
1982-02-01,40.905052,79.08149,26.255709,44.953846,29.011208
1982-03-01,46.237495,87.240204,43.2391,49.919533,58.47718
1982-04-01,62.398903,80.94101,30.069653,52.65412,53.31042
1982-05-01,48.885216,91.060585,17.23479,44.86216,72.14529
1982-06-01,52.412834,79.76996,30.951155,57.520077,43.94044
1982-07-01,50.68522,79.816605,33.246597,53.487366,56.408546
1982-08-01,43.493256,73.69917,35.497,58.504528,76.77157
1982-09-01,41.805855,84.84342,18.24176,59.0804,59.344208
1982-10-01,48.21283,85.60911,19.406372,72.26433,55.253586
1982-11-01,52.388706,81.02626,25.383858,75.035904,50.91203
1982-12-01,65.1174,83.4343,11.443901,76.84717,38.297543
1983-01-01,59.704826,78.884445,9.544106,78.538895,11.423832
1983-02-01,67.993225,79.74832,11.489422,68.72432,10.451176
1983-03-01,74.66266,83.087036,7.3844185,39.734924,8.021126
1983-04-01,70.79602,88.734215,9.715282,59.994385,18.298035
1983-05-01,62.896362,84.789185,10.367985,58.01707,27.139952
